선수,WAR,G_x,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,pid,연도,기존pid,G_y,GS,IP,WAAwithPOS,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,수상횟수,1루수,2루수,3루수,우익수,유격수,좌익수,중견수,포수,샐러리캡,연봉,이후연봉
김민혁,2.2,115,2.08,0.12,393,389,351,47,124,14,3,1,147,34,4,2,35,1,1,45,9,3,3,0.353,0.41,0.419,0.829,0.164,118.0,113398,2024,11339,104.0,87.0,692.0,-0.079,165.0,161.0,1.0,3.0,0.982,2.107,3.5,-1.43,-0.55,0.0,0.0,0.0,0.0,0.0,1.51,2.091,-2.378,-0.868,0.138,0.0,0,0,0,0,0,1,0,0,1051641,24000.0,
강백호,2.12,144,2.46,-0.34,614,612,550,92,159,27,0,26,264,96,6,2,59,3,4,127,6,0,2,0.289,0.36,0.48,0.84,0.154,112.3,131688,2024,13168,35.0,22.0,193.0,-0.217,160.0,139.0,17.0,4.0,0.975,7.275,-1.17,-0.03,-1.32,0.0,0.95,0.0,-3.71,0.0,-4.16,-17.115,1.786,-2.374,-0.38,0.0,1,0,0,0,0,0,0,0,1051641,29000.0,
김상수,1.89,113,1.77,0.13,420,413,369,60,102,18,4,4,140,45,3,2,37,6,0,59,12,7,1,0.276,0.351,0.379,0.73,0.126,91.5,103208,2024,10320,116.0,106.0,863.0,0.356,445.0,192.0,239.0,14.0,0.969,4.495,-0.05,0.0,-0.17,-0.05,0.0,0.0,0.0,0.0,-0.26,-0.323,4.16,3.9,-0.024,0.0,0,0,0,0,1,0,0,0,1051641,50000.0,
문상철,1.64,125,0.96,0.68,403,401,347,50,89,11,0,17,151,58,6,1,45,7,2,86,8,1,3,0.256,0.351,0.435,0.786,0.139,101.7,113338,2024,11333,90.0,78.0,641.0,0.169,620.0,564.0,50.0,6.0,0.99,8.621,8.24,0.11,0.16,0.0,0.0,0.0,0.0,0.0,8.19,13.104,-6.336,1.854,0.748,0.0,1,0,0,0,0,0,0,0,1051641,11000.0,
오윤석,1.52,73,1.36,0.16,201,198,174,33,51,12,2,6,85,27,0,1,18,4,0,41,7,3,2,0.293,0.369,0.489,0.858,0.166,120.7,113978,2024,11397,77.0,48.0,454.0,0.409,226.0,81.0,142.0,3.0,0.987,4.421,1.4,0.0,1.25,0.23,0.0,0.0,0.0,0.0,2.95,5.517,1.527,4.477,0.27,0.0,0,1,0,0,0,0,0,0,1051641,14000.0,
배정대,0.88,113,1.41,-0.52,473,464,404,49,111,25,1,7,159,59,9,7,50,4,1,114,5,8,7,0.275,0.355,0.394,0.749,0.129,94.1,112128,2024,11212,113.0,110.0,958.0,-0.559,276.0,266.0,3.0,7.0,97.5,2.53,-5.7,1.1,-1.52,0.0,0.0,0.0,0.0,0.0,-6.12,-7.8,0.0,-6.12,-0.559,0.0,0,0,0,0,0,0,1,0,1051641,32000.0,
신본기,0.82,84,0.84,-0.02,152,143,122,18,34,3,0,3,46,19,2,0,16,3,0,28,3,9,2,0.279,0.371,0.377,0.748,0.135,97.6,108408,2024,10840,95.0,33.0,369.0,0.057,179.0,62.0,110.0,7.0,0.961,4.195,-1.55,0.0,-0.61,1.71,0.0,0.0,0.0,0.0,-0.46,-0.697,1.08,0.62,-0.042,0.0,0,0,0,0,1,0,0,0,1051641,13000.0,
심우준,0.64,53,0.65,-0.01,192,187,169,22,45,4,0,3,58,28,7,1,17,1,0,29,3,5,0,0.266,0.337,0.343,0.68,0.105,75.5,113348,2024,11334,54.0,49.0,434.0,0.344,231.0,94.0,129.0,8.0,0.965,4.624,2.03,0.0,-0.17,-1.82,0.0,0.0,0.0,0.0,0.03,0.08,3.73,3.76,0.003,0.0,0,0,0,0,1,0,0,0,1051641,29000.0,
조대현,0.46,26,0.17,0.29,45,40,36,2,11,2,0,0,13,3,0,0,3,0,0,12,1,5,1,0.306,0.35,0.361,0.711,0.113,81.4,131778,2024,13177,26.0,12.0,120.0,0.392,111.0,100.0,11.0,0.0,100.0,8.33,-0.15,0.0,0.43,0.0,0.05,2.57,0.44,0.0,3.21,17.79,1.08,4.29,0.293,0.0,0,0,0,0,0,0,0,1,1051641,3100.0,
강현우,0.34,18,0.46,-0.12,36,34,26,4,8,1,0,1,12,8,0,0,8,0,0,10,0,2,0,0.308,0.471,0.462,0.933,0.216,161.1,146038,2024,14603,17.0,5.0,81.0,-0.038,76.0,71.0,3.0,2.0,97.4,8.22,-0.24,0.0,-0.71,0.0,0.0,0.35,-0.9,0.0,-1.23,-9.84,0.82,-0.41,-0.112,0.0,0,0,0,0,0,0,0,1,1051641,5000.0,
천성호,0.3,75,0.63,-0.33,255,254,234,41,69,8,3,1,86,17,7,0,18,1,0,43,5,1,1,0.295,0.346,0.368,0.714,0.116,84.6,146068,2024,14606,66.0,53.0,449.0,-0.174,206.0,81.0,121.0,4.0,0.981,4.049,-4.56,0.23,0.55,0.0,0.0,0.0,0.0,0.0,-3.72,-8.116,1.81,-1.91,-0.34,0.0,0,1,0,0,0,0,0,0,1051641,4500.0,
정준영,0.17,43,-0.17,0.34,74,71,62,9,14,2,0,0,16,3,0,0,8,1,0,16,1,3,0,0.226,0.324,0.258,0.582,0.079,57.8,155198,2024,15519,43.0,21.0,196.0,0.305,53.0,51.0,0.0,2.0,0.962,2.342,4.12,0.13,-0.45,0.0,0.0,0.0,0.0,0.0,3.81,12.759,-0.467,3.343,0.348,0.0,0,0,0,1,0,0,0,0,1051641,16200.0,
김병준,0.16,35,0.15,0.01,16,16,14,9,5,0,0,0,5,1,0,0,2,0,0,2,0,0,0,0.357,0.438,0.357,0.795,0.162,121.4,150978,2024,15097,31.0,4.0,68.0,0.007,24.0,22.0,2.0,0.0,1.0,3.176,0.89,-0.95,0.16,0.0,0.0,0.0,0.0,0.0,0.1,0.465,-0.019,0.081,0.009,0.0,0,0,0,0,0,0,1,0,1051641,3100.0,
김준태,0.15,23,0.15,0.0,30,30,25,6,6,2,0,0,8,3,0,0,5,0,0,6,0,0,0,0.24,0.367,0.32,0.687,0.122,91.3,108358,2024,10835,18.0,3.0,57.1,0.054,41.0,39.0,2.0,0.0,100.0,6.44,-0.01,0.0,0.21,0.0,0.0,-0.44,0.34,0.0,0.0,-0.02,0.6,0.6,0.0,0.0,0,0,0,0,0,0,0,1,1051641,10000.0,
박경수,0.05,5,0.11,-0.05,3,3,3,2,2,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0.667,0.667,1.0,1.667,0.487,354.6,104698,2024,10469,3.0,0.0,3.1,-0.051,2.0,1.0,1.0,0.0,100.0,5.4,-0.58,0.0,0.02,0.0,0.0,0.0,0.0,0.0,-0.56,-16.22,0.01,-0.55,-0.051,0.0,0,1,0,0,0,0,0,0,1051641,20000.0,
강민성,0.01,1,-0.03,0.04,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.19,-127.9,141918,2024,14191,1.0,0.0,2.0,0.037,2.0,2.0,0.0,0.0,100.0,9.0,0.42,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.43,61.21,-0.02,0.41,0.039,0.0,0,0,1,0,0,0,0,0,1051641,3600.0,
장준원,-0.04,17,-0.13,0.09,18,18,14,1,1,0,0,0,1,0,0,0,4,0,0,5,0,0,0,0.071,0.278,0.071,0.349,0.018,13.5,112148,2024,11214,15.0,5.0,57.0,0.122,18.0,11.0,7.0,0.0,1.0,2.842,0.94,0.0,0.46,-0.17,0.0,0.0,0.0,0.0,1.23,11.808,0.103,1.333,0.112,0.0,0,0,0,0,1,0,0,0,1051641,5300.0,
안현민,-0.07,16,0.01,-0.08,29,29,25,5,5,0,1,1,10,2,0,0,2,1,0,10,0,0,1,0.2,0.276,0.4,0.676,0.091,67.3,150928,2024,15092,13.0,6.0,52.0,-0.097,14.0,13.0,1.0,0.0,100.0,2.42,-1.35,0.46,0.06,0.0,0.0,0.0,0.0,0.0,-0.82,-7.41,-0.24,-1.06,-0.075,0.0,0,0,0,0,0,1,0,0,1051641,3000.0,
권동진,-0.09,9,-0.03,-0.07,10,10,9,3,2,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0.222,0.3,0.222,0.522,0.05,37.9,147778,2024,14777,8.0,2.0,28.0,-0.052,15.0,6.0,8.0,1.0,0.933,4.5,-0.09,0.0,-0.32,-0.23,0.0,0.0,0.0,0.0,-0.64,-11.52,0.07,-0.57,-0.058,0.0,0,0,0,0,1,0,0,0,1051641,4600.0,
홍현빈,-0.18,28,0.04,-0.22,22,21,18,5,4,0,1,0,6,2,0,0,3,0,0,7,0,1,0,0.222,0.333,0.333,0.666,0.108,78.0,129418,2024,12941,32.0,3.0,70.0,-0.22,18.0,17.0,0.0,1.0,0.944,2.186,-2.24,0.23,-0.34,0.0,0.0,0.0,0.0,0.0,-2.36,-10.62,-0.046,-2.406,-0.216,0.0,0,0,0,1,0,0,0,0,1051641,4500.0,
송민섭,-0.18,36,0.08,-0.26,20,19,14,8,3,0,0,0,3,1,0,1,3,2,0,6,0,1,0,0.214,0.421,0.214,0.635,0.145,105.2,113428,2024,11342,36.0,0.0,68.0,-0.261,12.0,11.0,0.0,1.0,0.917,1.456,-2.15,-0.31,-0.32,0.0,0.0,0.0,0.0,0.0,-2.79,-11.16,-0.067,-2.857,-0.255,0.0,0,0,0,1,0,0,0,0,1051641,6500.0,
안치영,-0.22,31,-0.26,0.05,48,46,44,12,11,0,0,0,11,3,0,1,2,0,0,12,0,2,0,0.25,0.283,0.25,0.533,0.042,30.8,130068,2024,13006,30.0,13.0,125.0,0.048,26.0,26.0,0.0,0.0,1.0,1.872,0.32,-0.06,0.28,0.0,0.0,0.0,0.0,0.0,0.56,2.688,-0.037,0.523,0.051,0.0,0,0,0,1,0,0,0,0,1051641,5000.0,
윤준혁,-0.23,13,-0.15,-0.08,18,18,17,3,3,2,0,0,5,0,0,0,1,0,0,6,0,0,0,0.176,0.222,0.294,0.516,0.03,21.9,146058,2024,14605,10.0,4.0,39.0,-0.117,6.0,2.0,3.0,1.0,0.833,1.154,-1.13,0.0,-0.23,0.0,0.0,0.0,0.0,0.0,-1.29,-18.576,0.004,-1.286,-0.118,0.0,0,0,1,0,0,0,0,0,1051641,3000.0,
황재균,-0.3,137,0.02,-0.32,536,531,493,60,128,22,0,13,189,58,4,6,34,2,0,95,16,5,2,0.26,0.309,0.383,0.692,0.099,72.2,104078,2024,10407,140.0,128.0,1091.0,-0.238,273.0,86.0,173.0,14.0,0.949,2.137,-2.93,0.0,0.46,-0.16,0.0,0.0,0.0,0.0,-2.6,-2.674,0.0,-2.6,-0.238,0.0,0,0,1,0,0,0,0,0,1051641,162500.0,
박민석,-0.31,20,-0.14,-0.18,14,14,14,6,3,0,0,0,3,0,0,1,0,0,0,7,0,0,0,0.214,0.214,0.214,0.428,-0.01,-7.4,141108,2024,14110,13.0,0.0,30.0,-0.258,14.0,4.0,7.0,3.0,0.786,3.3,-1.96,0.0,-1.3,0.38,0.0,0.0,0.0,0.0,-2.88,-31.902,0.06,-2.82,-0.263,0.0,0,1,0,0,0,0,0,0,1051641,3100.0,
김건형,-0.38,13,-0.35,-0.03,25,25,24,2,3,1,0,0,4,1,0,0,1,0,0,8,0,0,0,0.125,0.16,0.167,0.327,-0.046,-34.1,147798,2024,14779,12.0,9.0,66.0,-0.045,22.0,22.0,0.0,0.0,100.0,3.0,-0.7,0.26,0.2,0.0,0.0,0.0,0.0,0.0,-0.25,-2.72,-0.25,-0.5,-0.022,0.0,0,0,0,1,0,0,0,0,1051641,3000.0,
오재일,-0.45,83,-0.01,-0.43,272,272,232,27,57,13,0,8,94,37,0,0,30,2,0,70,3,0,8,0.246,0.327,0.405,0.732,0.116,84.3,104008,2024,10400,55.0,43.0,406.1,-0.783,360.0,339.0,18.0,3.0,99.2,7.91,-4.5,0.0,0.5,0.0,-0.42,0.0,0.0,0.0,-4.41,-6.05,-4.16,-8.57,-0.403,0.0,1,0,0,0,0,0,0,0,1051641,50000.0,
조용호,-0.52,60,-0.53,0.01,165,162,149,17,37,5,0,0,42,13,5,1,13,0,0,25,5,3,0,0.248,0.309,0.282,0.591,0.071,51.9,129438,2024,12943,62.0,37.0,352.0,-0.084,69.0,67.0,1.0,1.0,0.986,1.739,-0.68,0.39,0.46,0.0,0.0,0.0,0.0,0.0,0.16,0.372,-1.084,-0.924,0.015,0.0,0,0,0,1,0,0,0,0,1051641,15000.0,
이호연,-0.61,27,-0.55,-0.06,43,42,41,3,6,1,0,0,7,0,0,0,1,0,0,12,2,1,0,0.146,0.167,0.171,0.338,-0.044,-32.6,131518,2024,13151,22.0,8.0,77.0,-0.037,27.0,12.0,15.0,0.0,1.0,3.156,-1.07,0.0,0.5,0.11,0.0,0.0,0.0,0.0,-0.46,-3.011,0.058,-0.402,-0.042,0.0,0,1,0,0,0,0,0,0,1051641,8500.0,
구자욱,5.69,129,5.61,0.08,568,563,493,92,169,39,1,33,309,115,13,4,55,12,4,73,6,2,6,0.343,0.417,0.627,1.044,0.228,162.3,108923,2024,10892,104.0,102.0,839.0,-0.292,206.0,201.0,4.0,1.0,0.995,2.199,1.18,-0.74,0.52,0.0,0.0,0.0,0.0,0.0,0.97,1.343,-4.171,-3.201,0.089,0.0,0,0,0,1,0,0,0,0,1118100,200000.0,
김지찬,3.98,135,3.58,0.41,535,521,453,102,143,16,3,3,174,36,42,4,60,9,2,40,5,12,1,0.316,0.405,0.384,0.789,0.157,112.7,146183,2024,14618,127.0,103.0,873.0,0.426,266.0,262.0,1.0,3.0,0.989,2.711,4.08,0.22,0.36,0.0,0.0,0.0,0.0,0.0,4.66,5.284,0.004,4.664,0.426,0.0,0,1,0,0,0,0,0,0,1118100,16000.0,
강민호,3.32,136,3.02,0.3,452,450,403,48,122,19,1,19,200,77,3,0,35,8,2,52,17,0,6,0.303,0.365,0.496,0.861,0.161,115.6,102323,2024,10232,120.0,96.0,803.0,1.181,686.0,631.0,53.0,2.0,99.7,7.67,-0.56,0.0,1.9,0.0,-0.1,0.95,1.84,0.0,3.47,3.68,9.46,12.93,0.317,0.0,0,0,0,0,0,0,0,1,1118100,70000.0,
이재현,3.03,109,2.43,0.6,458,457,389,71,101,18,1,14,163,66,2,1,58,8,1,83,8,0,3,0.26,0.365,0.419,0.784,0.146,104.8,150343,2024,15034,107.0,99.0,862.1,1.529,409.0,186.0,212.0,11.0,97.3,4.15,7.13,0.0,2.13,-1.29,0.0,0.0,0.0,0.0,7.96,10.52,8.78,16.74,0.727,0.0,0,0,0,0,1,0,0,0,1118100,14000.0,
김영웅,2.29,126,1.59,0.71,509,508,456,65,115,16,3,28,221,79,9,2,45,3,0,155,2,1,4,0.252,0.321,0.485,0.806,0.137,97.8,150353,2024,15035,132.0,114.0,979.0,0.82,356.0,141.0,200.0,15.0,0.958,3.135,7.06,0.0,0.27,1.29,0.0,0.0,0.0,0.0,8.13,8.869,0.844,8.974,0.743,0.0,0,0,1,0,0,0,0,0,1118100,3800.0,
이성규,1.11,122,1.02,0.08,355,351,302,56,73,10,1,22,151,57,9,2,31,15,0,109,5,4,3,0.242,0.339,0.5,0.839,0.149,106.1,125623,2024,12562,127.0,77.0,690.0,-0.013,319.0,301.0,12.0,6.0,0.981,4.083,2.81,-1.07,-0.77,0.0,0.0,0.0,0.0,0.0,0.97,1.1,-1.111,-0.141,0.089,0.0,0,0,0,1,0,0,0,0,1118100,6000.0,
김헌곤,1.05,117,0.87,0.18,311,307,281,43,85,8,1,9,122,34,4,2,22,3,0,50,5,4,1,0.302,0.358,0.434,0.792,0.142,101.0,106403,2024,10640,118.0,66.0,621.0,0.076,166.0,165.0,0.0,1.0,0.994,2.391,0.87,0.46,0.79,0.0,0.0,0.0,0.0,0.0,2.12,2.587,-1.292,0.828,0.194,0.0,0,0,0,0,0,1,0,0,1118100,6000.0,
윤정빈,1.05,69,0.67,0.38,188,188,161,26,46,4,1,7,73,20,1,3,22,3,0,47,1,0,2,0.286,0.378,0.453,0.831,0.159,113.7,131613,2024,13161,63.0,35.0,348.0,0.299,97.0,95.0,2.0,0.0,1.0,2.509,2.9,0.38,1.05,0.0,0.0,0.0,0.0,0.0,4.34,9.92,-1.071,3.269,0.397,0.0,0,0,0,1,0,0,0,0,1118100,3700.0,
박병호,0.53,76,0.4,0.13,285,285,249,42,61,5,0,20,126,60,3,0,31,3,0,83,5,0,2,0.245,0.333,0.506,0.839,0.149,106.8,104703,2024,10470,31.0,29.0,248.2,-0.049,253.0,223.0,28.0,2.0,99.2,9.08,1.37,0.0,0.23,0.0,0.25,0.0,0.0,0.0,1.85,2.22,-2.38,-0.53,0.169,0.0,1,0,0,0,0,0,0,0,1118100,70000.0,
디아즈,0.53,29,0.21,0.32,118,118,110,14,31,5,0,7,57,19,0,0,6,2,0,25,2,0,0,0.282,0.331,0.518,0.849,0.152,107.9,161623,2024,16162,18.0,18.0,151.0,0.206,136.0,121.0,14.0,1.0,99.3,8.05,3.48,0.0,0.24,0.0,0.06,0.0,0.0,0.0,3.78,18.77,-1.52,2.26,0.345,0.0,1,0,0,0,0,0,0,0,1118100,5000.0,
맥키넌,0.51,72,0.35,0.17,315,313,272,28,80,13,0,4,105,36,1,0,39,1,3,33,6,0,3,0.294,0.381,0.386,0.767,0.135,96.5,158623,2024,15862,56.0,53.0,460.0,-0.187,380.0,338.0,37.0,5.0,0.987,7.337,2.15,0.0,-0.16,0.0,0.0,0.0,0.0,0.0,1.77,4.551,-3.821,-2.051,0.162,0.0,1,0,0,0,0,0,0,0,1118100,130000.0,
전병우,0.3,58,-0.07,0.36,128,128,111,17,25,5,0,5,45,14,0,1,14,1,0,42,3,0,2,0.225,0.313,0.405,0.718,0.11,77.9,114223,2024,11422,53.0,34.0,292.0,0.404,102.0,47.0,52.0,3.0,0.971,3.051,3.18,0.0,0.46,0.96,0.0,0.0,0.0,0.0,4.43,12.036,-0.005,4.425,0.405,0.0,0,0,1,0,0,0,0,0,1118100,6000.0,
류승민,0.13,5,0.04,0.09,3,3,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0.0,0.667,0.0,0.667,0.294,226.9,155033,2024,15503,4.0,0.0,7.0,0.088,3.0,3.0,0.0,0.0,100.0,3.86,0.96,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.99,28.43,-0.02,0.97,0.09,0.0,0,0,0,1,0,0,0,0,1118100,8500.0,
이병헌,0.1,95,0.23,-0.13,166,164,145,9,36,4,0,1,43,9,0,0,17,2,0,48,0,2,0,0.248,0.335,0.297,0.632,0.094,66.8,141173,2024,14117,90.0,44.0,421.2,0.234,365.0,341.0,21.0,3.0,99.2,7.73,-0.5,0.0,0.02,0.0,-0.44,0.01,-0.57,0.0,-1.31,-1.98,3.86,2.56,-0.119,0.0,0,0,0,0,0,0,0,1,1118100,4000.0,
류지혁,0.09,100,0.42,-0.34,348,343,302,43,78,9,1,3,98,36,11,4,33,6,0,70,7,5,2,0.258,0.341,0.325,0.666,0.106,76.0,108943,2024,10894,115.0,85.0,685.0,-0.113,306.0,158.0,141.0,7.0,0.977,3.928,-2.78,0.0,1.23,-1.2,0.0,0.0,0.0,0.0,-2.65,-3.318,1.416,-1.234,-0.242,0.0,0,1,0,0,0,0,0,0,1118100,20000.0,
김민수,0.07,9,0.09,-0.02,8,8,8,1,2,0,0,1,5,3,0,0,0,0,0,1,0,0,0,0.25,0.25,0.625,0.875,0.136,99.8,112663,2024,11266,8.0,1.0,23.0,0.001,14.0,12.0,2.0,0.0,100.0,5.48,-0.09,0.0,0.08,0.0,0.0,0.0,-0.22,0.0,-0.16,-2.58,0.17,0.01,-0.015,0.0,0,0,0,0,0,0,0,1,1118100,4600.0,
양도근,0.04,16,0.01,0.03,29,28,23,5,4,0,1,0,6,2,0,0,5,0,0,8,0,1,0,0.174,0.321,0.261,0.582,0.085,58.1,158753,2024,15875,18.0,7.0,77.0,0.064,38.0,18.0,20.0,0.0,1.0,4.442,-0.67,0.0,0.55,0.66,0.0,0.0,0.0,0.0,0.53,4.24,0.171,0.701,0.048,0.0,0,1,0,0,0,0,0,0,1118100,3000.0,
김성윤,-0.03,32,-0.07,0.04,89,86,74,15,18,4,0,0,22,6,3,1,9,1,0,16,1,3,2,0.243,0.326,0.297,0.623,0.088,65.0,129363,2024,12936,36.0,17.0,176.0,0.035,51.0,49.0,2.0,0.0,1.0,2.608,1.03,-0.96,0.42,0.0,0.0,0.0,0.0,0.0,0.49,1.96,-0.105,0.385,0.045,0.0,0,0,0,1,0,0,0,0,1118100,10000.0,
김재상,-0.03,35,-0.08,0.05,91,90,84,13,20,4,0,2,30,12,4,0,5,0,0,23,0,1,1,0.238,0.278,0.357,0.635,0.073,51.1,154993,2024,15499,35.0,24.0,209.0,0.128,104.0,36.0,66.0,2.0,0.981,4.392,0.63,0.0,0.27,-0.26,0.0,0.0,0.0,0.0,0.62,2.551,0.777,1.397,0.057,0.0,0,1,0,0,0,0,0,0,1118100,13200.0,
김태훈,-0.05,12,-0.14,0.09,21,21,20,2,4,1,0,0,5,1,0,0,0,1,0,3,1,0,0,0.2,0.238,0.25,0.488,0.027,18.5,113363,2024,11336,7.0,2.0,31.0,0.087,6.0,6.0,0.0,0.0,1.0,1.742,0.64,0.32,0.07,0.0,0.0,0.0,0.0,0.0,1.03,21.189,-0.073,0.957,0.094,0.0,0,0,0,1,0,0,0,0,1118100,4100.0,
카디네스,-0.06,7,0.11,-0.18,25,25,24,2,8,2,0,2,16,5,0,1,1,0,0,6,1,0,0,0.333,0.36,0.667,1.027,0.21,145.5,161563,2024,16156,7.0,5.0,34.0,-0.188,9.0,9.0,0.0,0.0,1.0,2.382,-1.73,-0.31,0.1,0.0,0.0,0.0,0.0,0.0,-1.93,-39.703,-0.123,-2.053,-0.176,0.0,0,0,0,1,0,0,0,0,1118100,32700.0,
김도환,-0.11,1,-0.07,-0.04,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.19,-151.2,141153,2024,14115,1.0,1.0,6.0,-0.032,5.0,5.0,0.0,0.0,100.0,7.5,-0.09,0.0,0.02,0.0,0.0,-0.14,-0.3,0.0,-0.42,-60.41,0.07,-0.35,-0.038,0.0,0,0,0,0,0,0,0,1,1118100,5000.0,
공민규,-0.16,12,-0.08,-0.08,17,17,14,1,1,0,0,1,4,2,0,0,1,2,0,9,1,0,0,0.071,0.235,0.286,0.521,0.056,39.5,131643,2024,13164,11.0,4.0,38.0,-0.115,16.0,6.0,9.0,1.0,0.938,3.553,-1.01,0.0,-0.26,0.0,0.0,0.0,0.0,0.0,-1.25,-16.364,-0.004,-1.254,-0.114,0.0,0,0,1,0,0,0,0,0,1118100,4100.0,
양우현,-0.17,7,-0.32,0.15,15,14,13,0,0,0,0,0,0,1,0,0,1,0,0,6,1,1,0,0.0,0.071,0.0,0.071,-0.138,-92.5,141163,2024,14116,6.0,4.0,34.0,0.167,19.0,8.0,11.0,0.0,1.0,5.029,1.08,0.0,0.2,0.43,0.0,0.0,0.0,0.0,1.72,41.28,0.108,1.828,0.157,0.0,0,1,0,0,0,0,0,0,1118100,3700.0,
이창용,-0.24,9,-0.23,-0.01,21,21,21,1,4,1,0,0,5,2,0,0,0,0,0,4,0,0,0,0.19,0.19,0.238,0.428,-0.013,-9.2,148663,2024,14866,7.0,5.0,41.0,-0.031,33.0,29.0,3.0,1.0,0.97,7.024,0.24,0.0,-0.29,0.0,0.0,0.0,0.0,0.0,-0.05,-1.029,-0.291,-0.341,-0.005,0.0,1,0,0,0,0,0,0,0,1118100,3000.0,
김재성,-0.24,10,-0.08,-0.16,23,23,20,3,4,1,0,0,5,1,0,0,3,0,0,5,1,0,0,0.2,0.304,0.25,0.554,0.066,47.7,113443,2024,11344,8.0,3.0,34.0,-0.179,27.0,23.0,3.0,1.0,0.963,6.882,-0.56,0.0,-0.38,0.0,-0.82,0.0,-0.75,0.0,-2.22,-39.96,0.261,-1.959,-0.203,0.0,0,0,0,0,0,0,0,1,1118100,7000.0,
김동엽,-0.29,8,-0.29,0.0,21,20,18,1,2,1,0,0,3,2,0,0,1,1,1,5,0,0,1,0.111,0.19,0.167,0.357,-0.031,-21.5,125483,2024,12548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1118100,8000.0,
김동진,-0.31,30,-0.47,0.17,42,40,37,5,4,0,0,1,7,2,0,0,3,0,0,10,1,2,0,0.108,0.175,0.189,0.364,-0.028,-20.5,148633,2024,14863,29.0,10.0,116.0,0.216,56.0,20.0,36.0,0.0,1.0,4.345,1.25,0.0,0.72,-0.3,0.0,0.0,0.0,0.0,2.12,10.527,0.246,2.366,0.194,0.0,0,1,0,0,0,0,0,0,1118100,4500.0,
김호진,-0.4,26,-0.47,0.07,32,32,29,4,2,0,0,0,2,3,0,0,1,1,0,11,1,0,1,0.069,0.125,0.069,0.194,-0.088,-60.7,158683,2024,15868,24.0,7.0,80.0,0.101,18.0,6.0,12.0,0.0,1.0,2.025,0.04,0.0,0.59,0.32,0.0,0.0,0.0,0.0,1.03,6.18,0.07,1.1,0.094,0.0,0,0,1,0,0,0,0,0,1118100,3000.0,
강한울,-0.47,18,-0.47,0.01,25,22,21,1,2,0,0,0,2,1,0,0,0,0,0,6,1,3,1,0.095,0.091,0.095,0.186,-0.114,-81.5,112553,2024,11255,21.0,3.0,70.0,0.027,27.0,6.0,20.0,1.0,0.963,3.343,0.36,0.0,-0.04,-0.04,0.0,0.0,0.0,0.0,0.27,1.851,0.03,0.3,0.025,0.0,0,0,1,0,0,0,0,0,1118100,10000.0,
김재혁,-0.49,35,-0.53,0.04,54,54,49,6,9,2,1,0,13,6,2,2,3,0,0,19,2,0,2,0.184,0.222,0.265,0.487,0.017,11.6,150363,2024,15036,31.0,9.0,104.0,0.039,47.0,42.0,4.0,1.0,0.979,3.981,1.03,-0.37,-0.19,0.0,0.0,0.0,0.0,0.0,0.52,2.415,-0.09,0.43,0.048,0.0,0,0,0,0,0,0,1,0,1118100,3000.0,
김현준,-0.58,79,-0.83,0.25,205,201,183,23,41,10,1,0,53,11,2,0,11,4,0,49,4,4,3,0.224,0.279,0.29,0.569,0.059,41.4,148673,2024,14867,82.0,42.0,399.0,0.212,125.0,120.0,4.0,1.0,0.992,2.797,1.27,1.07,0.49,0.0,0.0,0.0,0.0,0.0,2.84,4.987,-0.52,2.32,0.259,0.0,0,0,0,0,0,0,1,0,1118100,14000.0,
안주형,-0.92,82,-0.57,-0.35,166,154,142,24,31,2,0,0,33,8,4,2,11,1,0,39,3,12,0,0.218,0.279,0.232,0.511,0.041,29.2,129883,2024,12988,89.0,42.0,420.0,-0.181,228.0,94.0,131.0,3.0,0.987,4.821,-3.78,0.0,1.19,-0.57,0.0,0.0,0.0,0.0,-3.16,-5.113,1.175,-1.985,-0.289,0.0,0,1,0,0,0,0,0,0,1118100,5200.0,
최정,4.55,129,4.65,-0.09,550,550,468,93,136,27,2,37,278,107,5,1,55,20,1,114,10,0,7,0.291,0.384,0.594,0.978,0.202,145.9,101064,2024,10106,122.0,116.0,955.0,0.013,239.0,57.0,169.0,13.0,0.946,2.13,-1.0,0.0,0.03,0.95,0.0,0.0,0.0,0.0,0.14,0.165,0.0,0.14,0.013,0.0,0,0,1,0,0,0,0,0,1045700,100000.0,
