팀,선수,WAR,연봉등급,pid,연도
삼성 라이온즈,김성윤,2.66,D,12936,2025
삼성 라이온즈,김무신,-,D,13162,2025
삼성 라이온즈,강한울,-,D,11255,2025
삼성 라이온즈,안주형,-0.30,D,12988,2025
삼성 라이온즈,양현,-,D,10730,2025
삼성 라이온즈,이병헌,-0.14,D,14117,2025
삼성 라이온즈,황동재,0.01,D,14615,2025
삼성 라이온즈,이재익,-,D,13244,2025
삼성 라이온즈,최하늘,-,D,13152,2025
삼성 라이온즈,송은범,0.05,D,10137,2025
삼성 라이온즈,김재성,-0.46,D,11344,2025
삼성 라이온즈,박승규,0.41,D,14122,2025
삼성 라이온즈,이승민,-0.02,D,14616,2025
삼성 라이온즈,양창섭,0.09,E,13157,2025
삼성 라이온즈,김도환,0.03,E,14115,2025
삼성 라이온즈,김민수,-,E,11266,2025
삼성 라이온즈,김태훈,0.06,E,11336,2025
삼성 라이온즈,홍현빈,-0.01,E,12941,2025
삼성 라이온즈,김태근,0.02,E,14175,2025
삼성 라이온즈,최충연,-,E,12530,2025
삼성 라이온즈,공민규,-,E,13164,2025
삼성 라이온즈,이해승,0.00,E,14121,2025
삼성 라이온즈,이호성,0.08,E,15496,2025
삼성 라이온즈,양우현,0.01,E,14116,2025
삼성 라이온즈,박주혁,-,E,14668,2025
삼성 라이온즈,이재희,0.35,E,14799,2025
삼성 라이온즈,홍원표,-,E,14614,2025
삼성 라이온즈,양도근,1.54,E,15875,2025
삼성 라이온즈,육선엽,0.17,E,15864,2025
삼성 라이온즈,김재혁,-0.17,E,15036,2025
삼성 라이온즈,조민성,-,E,15040,2025
삼성 라이온즈,이창용,-0.02,E,14866,2025
삼성 라이온즈,오현석,-,E,14801,2025
삼성 라이온즈,김대호,0.18,E,15882,2025
삼성 라이온즈,김호진,0.00,E,15868,2025
삼성 라이온즈,김동현,-,E,15874,2025
삼성 라이온즈,이현준,-,E,15870,2025
삼성 라이온즈,김성경,-,E,15867,2025
삼성 라이온즈,박장민,-,E,15506,2025
삼성 라이온즈,박진우,-,E,15507,2025
삼성 라이온즈,배찬승,0.10,E,16239,2025
삼성 라이온즈,심재훈,-0.03,E,16240,2025
삼성 라이온즈,홍준영,-,E,16245,2025
삼성 라이온즈,천겸,-,E,16246,2025
삼성 라이온즈,우승완,-,E,16247,2025
삼성 라이온즈,강민성,-,E,16248,2025
삼성 라이온즈,차승준,-,E,16241,2025
삼성 라이온즈,함수호,-0.02,E,16242,2025
삼성 라이온즈,권현우,-,E,16243,2025
삼성 라이온즈,이진용,-,E,16244,2025
삼성 라이온즈,진희성,-,E,16249,2025
삼성 라이온즈,주한울,-,E,14802,2025
삼성 라이온즈,차동영,-,E,15037,2025
삼성 라이온즈,신경민,-,E,15869,2025
삼성 라이온즈,유병선,-,E,15873,2025
삼성 라이온즈,박준용,-,E,15865,2025
삼성 라이온즈,정민성,-0.06,E,15866,2025
삼성 라이온즈,김백산,-,E,16368,2025
삼성 라이온즈,김유현,-,E,16369,2025
삼성 라이온즈,최예한,-,E,16370,2025
삼성 라이온즈,김상준,-,E,16371,2025
SSG 랜더스,김광현,2.18,A,10126,2025
SSG 랜더스,에레디아,1.22,A,15530,2025
SSG 랜더스,최정,0.24,A,10106,2025
SSG 랜더스,앤더슨,4.51,A,16146,2025
SSG 랜더스,화이트,3.30,A,16324,2025
SSG 랜더스,박종훈,-0.04,A,10131,2025
SSG 랜더스,한유섬,1.23,B,10815,2025
SSG 랜더스,문승원,1.07,B,10783,2025
SSG 랜더스,노경은,1.18,B,10203,2025
SSG 랜더스,서진용,-0.01,B,10784,2025
SSG 랜더스,박성한,3.83,B,12922,2025
SSG 랜더스,최지훈,1.22,B,14587,2025
SSG 랜더스,김민식,-,C,10707,2025
SSG 랜더스,김택형,0.31,C,11373,2025
SSG 랜더스,오태곤,0.22,C,10249,2025
SSG 랜더스,이지영,-0.22,C,10312,2025
SSG 랜더스,김성현,0.37,C,10636,2025
SSG 랜더스,조병현,2.29,C,14805,2025
SSG 랜더스,장지훈,-,C,14804,2025
SSG 랜더스,김민,0.51,C,13167,2025
SSG 랜더스,맥브룸,-0.05,C,16390,2025
SSG 랜더스,최민준,0.60,C,13126,2025
SSG 랜더스,김성욱,-0.46,C,11153,2025
SSG 랜더스,하재훈,-0.29,D,14147,2025
SSG 랜더스,한두솔,0.03,D,13228,2025
SSG 랜더스,고명준,1.18,D,14807,2025
SSG 랜더스,정준재,0.80,D,16042,2025
SSG 랜더스,이로운,1.87,D,15461,2025
SSG 랜더스,박지환,-0.85,D,16038,2025
SSG 랜더스,송영진,0.14,D,15462,2025
SSG 랜더스,조형우,0.77,E,14806,2025
SSG 랜더스,신헌민,-,E,15024,2025
SSG 랜더스,허진,-,E,16139,2025
SSG 랜더스,최준우,0.12,E,13128,2025
SSG 랜더스,김찬형,-0.40,E,12622,2025
SSG 랜더스,안상현,-0.34,E,12613,2025
SSG 랜더스,백승건,-,E,14145,2025
SSG 랜더스,이건욱,-,E,11242,2025
SSG 랜더스,김수윤,-0.14,E,12903,2025
SSG 랜더스,최상민,-0.08,E,13195,2025
SSG 랜더스,이정범,-,E,13194,2025
SSG 랜더스,박대온,-,E,11246,2025
SSG 랜더스,전영준,0.72,E,15032,2025
SSG 랜더스,신범수,0.32,E,12541,2025
SSG 랜더스,김태윤,0.02,E,15030,2025
SSG 랜더스,박시후,0.31,E,14687,2025
SSG 랜더스,박성빈,-,E,16044,2025
SSG 랜더스,김창평,0.00,E,14146,2025
SSG 랜더스,류효승,-,E,14586,2025
SSG 랜더스,석정우,-0.35,E,15121,2025
SSG 랜더스,장현진,-,E,16400,2025
SSG 랜더스,이원준,-,E,16317,2025
SSG 랜더스,최윤석,-,E,16318,2025
SSG 랜더스,천범석,-,E,16316,2025
SSG 랜더스,신지환,-,E,16315,2025
SSG 랜더스,이율예,-0.04,E,16314,2025
SSG 랜더스,김현재,-,E,16319,2025
SSG 랜더스,이도우,-,E,16320,2025
SSG 랜더스,한지헌,-,E,16322,2025
SSG 랜더스,홍대인,-0.03,E,16321,2025
SSG 랜더스,도재현,-,E,16323,2025
SSG 랜더스,박정빈,-,E,14862,2025
SSG 랜더스,김건우,0.95,E,14803,2025
SSG 랜더스,최민창,-,E,11351,2025
SSG 랜더스,채현우,0.15,E,14153,2025
SSG 랜더스,최수호,-,E,14148,2025
SSG 랜더스,정동윤,-0.25,E,12571,2025
SSG 랜더스,김성민,-,E,14585,2025
SSG 랜더스,현원회,-0.20,E,14584,2025
SSG 랜더스,김규민,-,E,16047,2025
SSG 랜더스,백준서,-,E,16045,2025
SSG 랜더스,정현승,0.03,E,16043,2025
SSG 랜더스,최현석,0.02,E,16041,2025
SSG 랜더스,박기호,0.31,E,16040,2025
SSG 랜더스,임근우,-,E,15122,2025
SSG 랜더스,이승민,-,E,16039,2025
NC 다이노스,데이비슨,1.35,A,16066,2025
NC 다이노스,박민우,4.34,B,11137,2025
NC 다이노스,로건,2.52,B,16350,2025
NC 다이노스,라일리,3.11,B,16349,2025
NC 다이노스,박건우,1.33,B,10189,2025
NC 다이노스,박세혁,-0.55,B,10891,2025
NC 다이노스,손아섭,2.06,B,10261,2025
NC 다이노스,권희동,1.74,C,11172,2025
NC 다이노스,이용찬,-0.16,C,10217,2025
NC 다이노스,김영규,0.13,C,13088,2025
NC 다이노스,김주원,3.00,C,14765,2025
NC 다이노스,임정호,-0.35,C,11168,2025
NC 다이노스,신민혁,1.75,C,13085,2025
NC 다이노스,이재학,-,C,10220,2025
NC 다이노스,김휘집,1.31,C,14785,2025
NC 다이노스,서호철,-0.63,C,14220,2025
NC 다이노스,류진욱,0.52,C,11355,2025
NC 다이노스,김시훈,-0.26,C,13080,2025
NC 다이노스,김재열,-0.44,C,14747,2025
NC 다이노스,박시원,-0.44,C,14597,2025
NC 다이노스,김형준,1.44,C,13081,2025
NC 다이노스,구창모,-,C,11353,2025
NC 다이노스,도태훈,0.00,D,12560,2025
NC 다이노스,최성영,-0.33,D,12565,2025
NC 다이노스,천재환,0.28,D,13261,2025
NC 다이노스,한재승,0.33,D,14764,2025
NC 다이노스,최정원,1.03,D,14221,2025
NC 다이노스,안중열,-0.38,D,11329,2025
NC 다이노스,배재환,0.72,D,11248,2025
NC 다이노스,오영수,0.12,D,13082,2025
NC 다이노스,김진호,0.89,D,12897,2025
NC 다이노스,김태경,-0.27,D,14593,2025
NC 다이노스,조민석,0.13,D,15119,2025
NC 다이노스,김한별,0.39,E,14716,2025
NC 다이노스,전사민,-0.12,E,14156,2025
NC 다이노스,한석현,0.32,E,13250,2025
NC 다이노스,임상현,-0.02,E,16053,2025
NC 다이노스,박한결,-0.07,E,15451,2025
NC 다이노스,김태현,-0.02,E,12898,2025
NC 다이노스,박동수,-,E,15112,2025
NC 다이노스,오장한,-,E,14767,2025
NC 다이노스,송승환,-0.19,E,14172,2025
NC 다이노스,오태양,-0.06,E,14766,2025
NC 다이노스,전루건,-,E,14171,2025
NC 다이노스,소이현,0.23,E,12900,2025
NC 다이노스,최보성,-,E,13087,2025
NC 다이노스,박영빈,0.09,E,14661,2025
NC 다이노스,홍재문,-,E,16341,2025
NC 다이노스,유재현,-,E,16342,2025
NC 다이노스,김태훈,-0.06,E,16340,2025
NC 다이노스,이세민,-,E,16343,2025
NC 다이노스,장창훈,-,E,16346,2025
NC 다이노스,양가온솔,-,E,16347,2025
NC 다이노스,조창연,-,E,16348,2025
NC 다이노스,신민우,-,E,16345,2025
NC 다이노스,정현창,-0.11,E,16344,2025
NC 다이노스,김녹원,0.00,E,15113,2025
NC 다이노스,이준혁,-0.19,E,15111,2025
NC 다이노스,조효원,-,E,15055,2025
NC 다이노스,박주현,-,E,13175,2025
NC 다이노스,박주찬,-,E,14219,2025
NC 다이노스,김범준,-0.02,E,14222,2025
NC 다이노스,한재환,0.04,E,14659,2025
NC 다이노스,박지한,-,E,14650,2025
NC 다이노스,서의태,-,E,12574,2025
NC 다이노스,안인산,-,E,14598,2025
NC 다이노스,김준원,-,E,16063,2025
NC 다이노스,고승완,-0.12,E,16061,2025
NC 다이노스,조현민,-,E,16060,2025
NC 다이노스,원종해,-,E,16059,2025
NC 다이노스,김세훈,-,E,16058,2025
NC 다이노스,손주환,0.95,E,16057,2025
NC 다이노스,최우석,-0.06,E,16056,2025
NC 다이노스,김휘건,-,E,16052,2025
NC 다이노스,박인우,-,E,16051,2025
NC 다이노스,김태호,-,E,16050,2025
NC 다이노스,김민규,-0.11,E,16049,2025
NC 다이노스,서준교,-,E,15120,2025
NC 다이노스,신성호,-,E,15456,2025
NC 다이노스,김정호,0.17,E,14829,2025
NC 다이노스,목지훈,0.21,E,15453,2025
NC 다이노스,신용석,-,E,15452,2025
NC 다이노스,신영우,-0.06,E,15450,2025
NC 다이노스,노재원,-,E,16012,2025
NC 다이노스,최윤혁,-,E,16374,2025
NC 다이노스,김동현,-,E,16375,2025
두산 베어스,양의지,3.93,A,10165,2025
두산 베어스,케이브,3.52,A,16300,2025
두산 베어스,콜어빈,1.66,A,16298,2025
두산 베어스,김재환,1.54,A,10643,2025
두산 베어스,잭로그,3.44,B,16299,2025
두산 베어스,정수빈,2.55,B,10195,2025
두산 베어스,곽빈,0.89,B,13061,2025
두산 베어스,강승호,1.59,B,11087,2025
두산 베어스,양석환,0.96,B,11213,2025
두산 베어스,홍건희,0.03,B,10696,2025
두산 베어스,최원준,0.97,C,12852,2025
두산 베어스,조수행,-0.31,C,12524,2025
두산 베어스,이영하,0.61,C,12568,2025
두산 베어스,김명신,-0.16,C,12847,2025
두산 베어스,김택연,0.64,C,16067,2025
두산 베어스,이병헌,-0.02,C,15099,2025
두산 베어스,박치국,0.20,C,12850,2025
두산 베어스,김기연,0.50,C,12549,2025
두산 베어스,이유찬,0.70,C,12894,2025
두산 베어스,최지강,-0.50,D,15127,2025
두산 베어스,최승용,0.73,D,14770,2025
두산 베어스,박준영,0.20,D,12522,2025
두산 베어스,고효준,-0.35,D,10124,2025
두산 베어스,김민석,-0.74,D,15253,2025
두산 베어스,김인태,0.71,D,11098,2025
두산 베어스,박계범,0.08,D,11198,2025
두산 베어스,추재현,-0.21,D,13094,2025
두산 베어스,최준호,-0.23,D,15508,2025
두산 베어스,박정수,-0.08,D,11300,2025
두산 베어스,장승현,-0.12,E,11097,2025
두산 베어스,이승진,-,E,12678,2025
두산 베어스,김민규,0.28,E,13072,2025
두산 베어스,김대한,-0.13,E,14170,2025
두산 베어스,이교훈,-,E,14173,2025
두산 베어스,권휘,-,E,13665,2025
두산 베어스,전다민,-0.17,E,16072,2025
두산 베어스,남호,-,E,14139,2025
두산 베어스,최종인,0.00,E,14733,2025
두산 베어스,김민혁,0.17,E,12970,2025
두산 베어스,홍성호,-,E,12606,2025
두산 베어스,김호준,-0.19,E,13268,2025
두산 베어스,김유성,-0.13,E,15509,2025
두산 베어스,박웅,-,E,14731,2025
두산 베어스,여동건,-0.05,E,16068,2025
두산 베어스,박지훈,-0.12,E,14736,2025
두산 베어스,박신지,0.22,E,13070,2025
두산 베어스,박민준,-0.05,E,15515,2025
두산 베어스,박성재,-,E,14838,2025
두산 베어스,김도윤,-,E,14768,2025
두산 베어스,임종성,0.77,E,16069,2025
두산 베어스,박지호,-,E,16071,2025
두산 베어스,류현준,-0.23,E,16076,2025
두산 베어스,오명진,2.45,E,14737,2025
두산 베어스,장규빈,-,E,14570,2025
두산 베어스,손율기,-,E,16074,2025
두산 베어스,이한별,-,E,16399,2025
두산 베어스,최우혁,-,E,16297,2025
두산 베어스,연서준,-,E,16296,2025
두산 베어스,주양준,-,E,16295,2025
두산 베어스,김성재,-,E,16294,2025
두산 베어스,양재훈,0.06,E,16293,2025
두산 베어스,한다현,-,E,16292,2025
두산 베어스,이선우,-0.20,E,16291,2025
두산 베어스,김준상,-0.13,E,16363,2025
두산 베어스,황희천,-,E,16290,2025
두산 베어스,김한중,0.01,E,16365,2025
두산 베어스,홍민규,-0.19,E,16289,2025
두산 베어스,최민석,1.02,E,16288,2025
두산 베어스,박준순,0.79,E,16287,2025
두산 베어스,양현진,-,E,14840,2025
두산 베어스,최우인,-,E,14818,2025
두산 베어스,강동형,-,E,15106,2025
두산 베어스,윤태호,-,E,15104,2025
두산 베어스,신민철,-,E,15102,2025
두산 베어스,김동준,-0.34,E,15100,2025
두산 베어스,지강혁,-,E,14192,2025
두산 베어스,김정우,-0.08,E,13124,2025
두산 베어스,강현구,-,E,14773,2025
두산 베어스,조제영,-,E,14732,2025
두산 베어스,최세창,-,E,14574,2025
두산 베어스,제환유,-0.02,E,14573,2025
두산 베어스,이주엽,-,E,14572,2025
두산 베어스,김무빈,-,E,16073,2025
두산 베어스,김태완,-,E,16075,2025
두산 베어스,천현재,-,E,15128,2025
두산 베어스,이민석,-,E,15129,2025
두산 베어스,김민호,-,E,16362,2025
두산 베어스,김지윤,-,E,16364,2025
두산 베어스,박민제,-,E,16366,2025
두산 베어스,박연준,-,E,16367,2025
키움 히어로즈,푸이그,-0.05,A,15004,2025
키움 히어로즈,로젠버그,2.40,B,16339,2025
키움 히어로즈,카디네스,-0.26,B,16156,2025
키움 히어로즈,이형종,0.19,B,12516,2025
키움 히어로즈,원종현,-0.61,B,11161,2025
키움 히어로즈,스톤,-0.92,B,16393,2025
키움 히어로즈,알칸타라,1.55,B,13941,2025
키움 히어로즈,송성문,5.11,B,11376,2025
키움 히어로즈,이원석,-0.07,B,10180,2025
키움 히어로즈,최주환,-0.62,B,10182,2025
키움 히어로즈,이용규,-0.16,C,10035,2025
키움 히어로즈,하영민,1.97,C,11222,2025
키움 히어로즈,김성민,-0.19,C,12918,2025
키움 히어로즈,이주형,3.62,C,14591,2025
키움 히어로즈,김재현,-0.11,C,10870,2025
키움 히어로즈,김태진,-0.34,D,11244,2025
키움 히어로즈,김선기,0.18,D,13092,2025
키움 히어로즈,주승우,1.52,D,15067,2025
키움 히어로즈,윤석원,-0.27,D,15071,2025
키움 히어로즈,임병욱,-0.52,D,11226,2025
키움 히어로즈,임지열,2.20,D,11225,2025
키움 히어로즈,변상권,-0.13,D,13223,2025
키움 히어로즈,강진성,-0.21,D,11148,2025
키움 히어로즈,김건희,0.31,D,15472,2025
키움 히어로즈,김동엽,-0.11,D,12548,2025
키움 히어로즈,장재영,-0.26,E,14784,2025
키움 히어로즈,박수종,-0.10,E,15132,2025
키움 히어로즈,김인범,-,E,14480,2025
키움 히어로즈,고영우,-0.24,E,16128,2025
키움 히어로즈,김윤하,-0.08,E,16123,2025
키움 히어로즈,웰스,0.60,E,16398,2025
키움 히어로즈,장필준,-,E,11404,2025
키움 히어로즈,원성준,0.10,E,16136,2025
키움 히어로즈,김웅빈,-0.21,E,12503,2025
키움 히어로즈,오선진,-0.18,E,10557,2025
키움 히어로즈,오석주,-0.06,E,12860,2025
키움 히어로즈,김연주,-0.06,E,16127,2025
키움 히어로즈,김동헌,0.23,E,15473,2025
키움 히어로즈,주성원,0.49,E,14133,2025
키움 히어로즈,조영건,0.00,E,14132,2025
키움 히어로즈,박주홍,-0.34,E,14580,2025
키움 히어로즈,박주성,0.24,E,14130,2025
키움 히어로즈,이주형,0.16,E,14855,2025
키움 히어로즈,이종민,-,E,14576,2025
키움 히어로즈,박윤성,-0.15,E,15475,2025
키움 히어로즈,양지율,-0.36,E,12854,2025
키움 히어로즈,김병휘,0.03,E,14577,2025
키움 히어로즈,전준표,-0.22,E,16122,2025
키움 히어로즈,이재상,-0.08,E,16124,2025
키움 히어로즈,이강준,-0.17,E,14601,2025
키움 히어로즈,이승원,-0.12,E,15476,2025
키움 히어로즈,김동규,-,E,15485,2025
키움 히어로즈,손현기,-0.12,E,16125,2025
키움 히어로즈,박범준,-,E,16133,2025
키움 히어로즈,오혜성,-,E,16337,2025
키움 히어로즈,정세영,-0.04,E,16335,2025
키움 히어로즈,권혁빈,-0.20,E,16334,2025
키움 히어로즈,박정훈,-0.03,E,16330,2025
키움 히어로즈,정동준,-,E,16338,2025
키움 히어로즈,임진묵,-0.04,E,16336,2025
키움 히어로즈,여동욱,-0.14,E,16329,2025
키움 히어로즈,윤현,-0.74,E,16331,2025
키움 히어로즈,전태현,0.06,E,16332,2025
키움 히어로즈,어준서,-1.61,E,16328,2025
키움 히어로즈,이준우,-0.37,E,16384,2025
키움 히어로즈,정현우,0.04,E,16325,2025
키움 히어로즈,김서준,-0.14,E,16326,2025
키움 히어로즈,염승원,-,E,16327,2025
키움 히어로즈,양현종,-0.20,E,16333,2025
키움 히어로즈,양경식,-,E,14853,2025
키움 히어로즈,심휘윤,-,E,16135,2025
키움 히어로즈,박채울,-,E,16132,2025
키움 히어로즈,김지성,-,E,16131,2025
키움 히어로즈,송지후,-0.34,E,16130,2025
키움 히어로즈,김주훈,-,E,16129,2025
키움 히어로즈,서유신,-0.24,E,15483,2025
키움 히어로즈,박성빈,-,E,15479,2025
키움 히어로즈,이우석,-,E,11360,2025
키움 히어로즈,손힘찬,-0.07,E,16385,2025
