선수,연봉(만원),팀,pid,연도,팀연봉순위,전체연봉순위,계약금(만원),계약금(만원)분할,연봉 총수령액(만원)
안치홍,29000,롯데 자이언츠,10014,2021,10,94,0,0,29000
안현준,3200,KT 위즈,11312,2021,62,544,0,0,3200
알몬테,68250,KT 위즈,14752,2021,4,45,0,0,68250
알테어,169000,NC 다이노스,14599,2021,2,3,0,0,169000
양경식,7000,키움 히어로즈,14853,2021,31,305,0,0,7000
양기현,4000,키움 히어로즈,12854,2021,46,455,0,0,4000
양석환,21000,두산 베어스,11213,2021,13,116,0,0,21000
양선률,3000,SSG 랜더스,14682,2021,45,618,0,0,3000
양승철,3200,KIA 타이거즈,14180,2021,63,544,0,0,3200
양우현,3300,삼성 라이온즈,14116,2021,61,521,0,0,3300
양의지,150000,NC 다이노스,10165,2021,3,7,0,0,150000
양창섭,5000,삼성 라이온즈,13157,2021,46,401,0,0,5000
양현,12000,키움 히어로즈,10730,2021,19,185,0,0,12000
양현진,6000,두산 베어스,14840,2021,34,348,0,0,6000
엄상백,5000,KT 위즈,11318,2021,48,401,0,0,5000
엄태호,3100,롯데 자이언츠,14640,2021,58,573,0,0,3100
예진원,3000,키움 히어로즈,13093,2021,54,618,0,0,3000
오규석,3000,KIA 타이거즈,14655,2021,70,618,0,0,3000
오동욱,3300,한화 이글스,14713,2021,49,521,0,0,3300
오명진,3100,두산 베어스,14737,2021,55,573,0,0,3100
오석주,3100,LG 트윈스,12860,2021,60,573,0,0,3100
오선우,3400,KIA 타이거즈,14181,2021,58,509,0,0,3400
오선진,10000,삼성 라이온즈,10557,2021,28,218,0,0,10000
오세훈,3000,두산 베어스,14835,2021,64,618,0,0,3000
오승환,110000,삼성 라이온즈,10367,2021,3,19,0,0,110000
오원석,2700,SSG 랜더스,14581,2021,80,809,0,0,2700
오윤석,6000,KT 위즈,11397,2021,41,348,0,0,6000
오장한,11000,NC 다이노스,14767,2021,25,197,0,0,11000
오재원,30000,두산 베어스,10178,2021,9,85,0,0,30000
오재일,60000,삼성 라이온즈,10400,2021,2,15,240000,60000,120000
오정환,3000,KIA 타이거즈,13117,2021,70,618,0,0,3000
오주원,20000,키움 히어로즈,10445,2021,15,119,0,0,20000
오준혁,3000,SSG 랜더스,10672,2021,45,618,0,0,3000
오지환,60000,LG 트윈스,10475,2021,5,50,0,0,60000
오태곤,9500,SSG 랜더스,10249,2021,25,247,0,0,9500
오태양,9000,NC 다이노스,14766,2021,31,249,0,0,9000
오현석,11000,삼성 라이온즈,14801,2021,27,197,0,0,11000
오현택,7500,롯데 자이언츠,10210,2021,24,295,0,0,7500
요키시,97500,키움 히어로즈,13940,2021,2,25,0,0,97500
우강훈,7000,롯데 자이언츠,14816,2021,26,305,0,0,7000
우규민,20000,삼성 라이온즈,10523,2021,17,119,0,0,20000
원종현,30000,NC 다이노스,11161,2021,8,85,0,0,30000
원태인,13000,삼성 라이온즈,14113,2021,23,174,0,0,13000
유강남,30000,LG 트윈스,10753,2021,8,85,0,0,30000
유로결,3200,한화 이글스,14126,2021,56,544,0,0,3200
유민상,10500,KIA 타이거즈,10895,2021,14,214,0,0,10500
유서준,3100,SSG 랜더스,11240,2021,44,573,0,0,3100
유원상,8000,KT 위즈,10604,2021,27,271,0,0,8000
유재유,3200,두산 베어스,12544,2021,53,544,0,0,3200
유준규,11000,KT 위즈,14778,2021,22,197,0,0,11000
유한준,50000,KT 위즈,10627,2021,6,57,0,0,50000
유호식,3000,SSG 랜더스,13127,2021,45,618,0,0,3000
유희관,30000,두산 베어스,10213,2021,9,85,0,0,30000
윤대경,7700,한화 이글스,11110,2021,25,294,0,0,7700
윤명준,15600,두산 베어스,10885,2021,17,161,0,0,15600
윤산흠,3000,한화 이글스,14196,2021,66,618,0,0,3000
윤성빈,3100,롯데 자이언츠,12928,2021,58,573,0,0,3100
윤세훈,7000,KT 위즈,14881,2021,32,305,0,0,7000
윤수강,3100,NC 다이노스,10836,2021,51,573,0,0,3100
윤정현,3500,키움 히어로즈,14131,2021,49,491,0,0,3500
윤종휘,2700,KT 위즈,14726,2021,79,809,0,0,2700
윤준혁,3000,KT 위즈,14605,2021,67,618,0,0,3000
윤중현,3000,KIA 타이거즈,13122,2021,70,618,0,0,3000
윤형준,3000,NC 다이노스,11135,2021,55,618,0,0,3000
윤호솔,3100,한화 이글스,11170,2021,61,573,0,0,3100
이강준,3000,롯데 자이언츠,14601,2021,63,618,0,0,3000
이건욱,3000,SSG 랜더스,11242,2021,45,618,0,0,3000
이교훈,3100,두산 베어스,14173,2021,55,573,0,0,3100
이기용,6000,삼성 라이온즈,14868,2021,41,348,0,0,6000
이대은,5000,KT 위즈,11907,2021,48,401,0,0,5000
이대호,80000,롯데 자이언츠,10251,2021,2,15,80000,40000,120000
이도윤,3200,한화 이글스,11414,2021,56,544,0,0,3200
이도현,3000,NC 다이노스,13252,2021,55,618,0,0,3000
이동건,3100,KIA 타이거즈,14887,2021,66,573,0,0,3100
이동규,3000,LG 트윈스,12553,2021,69,618,0,0,3000
이동원,3100,두산 베어스,10887,2021,55,573,0,0,3100
이동훈,3300,한화 이글스,12526,2021,49,521,0,0,3300
이명기,27000,NC 다이노스,10119,2021,10,98,0,0,27000
이명기,3000,키움 히어로즈,14212,2021,54,618,0,0,3000
이민우,6000,KIA 타이거즈,13003,2021,35,348,0,0,6000
이민혁,3000,두산 베어스,14174,2021,64,618,0,0,3000
이민호,7000,LG 트윈스,14589,2021,36,305,0,0,7000
이믿음,10000,LG 트윈스,14847,2021,29,218,0,0,10000
이병규,5500,롯데 자이언츠,10477,2021,31,390,0,0,5500
이병규,3000,키움 히어로즈,12859,2021,54,618,0,0,3000
이병준,6000,롯데 자이언츠,14817,2021,27,348,0,0,6000
이보근,20000,KT 위즈,10448,2021,11,119,0,0,20000
이상규,4000,LG 트윈스,13245,2021,51,455,0,0,4000
이상동,3200,KT 위즈,14109,2021,62,544,0,0,3200
이상민,4000,삼성 라이온즈,11169,2021,56,455,0,0,4000
이상연,7000,두산 베어스,14836,2021,29,305,0,0,7000
이상영,3100,LG 트윈스,14135,2021,60,573,0,0,3100
이상호,9000,LG 트윈스,11147,2021,32,249,0,0,9000
이선우,3000,KT 위즈,14111,2021,67,618,0,0,3000
이성곤,5400,한화 이글스,11206,2021,35,396,0,0,5400
이성규,7000,삼성 라이온즈,12562,2021,35,305,0,0,7000
이성열,40000,한화 이글스,10168,2021,6,71,0,0,40000
이성우,8000,LG 트윈스,10004,2021,34,271,0,0,8000
이수민,3100,삼성 라이온즈,11196,2021,67,573,0,0,3100
이승관,3000,한화 이글스,13135,2021,66,618,0,0,3000
이승민,3700,삼성 라이온즈,14616,2021,60,478,0,0,3700
이승재,11000,KIA 타이거즈,14787,2021,13,197,0,0,11000
이승진,10000,두산 베어스,12678,2021,22,218,0,0,10000
이승헌,3000,NC 다이노스,13089,2021,55,618,0,0,3000
이승헌,4200,롯데 자이언츠,13146,2021,40,449,0,0,4200
이승현,50000,삼성 라이온즈,10527,2021,7,57,0,0,50000
이승현,38000,삼성 라이온즈,14798,2021,10,77,0,0,38000
이승호,10000,키움 히어로즈,12865,2021,22,218,0,0,10000
이영빈,16000,LG 트윈스,14783,2021,22,152,0,0,16000
이영재,9000,KIA 타이거즈,14826,2021,22,249,0,0,9000
이영준,7500,키움 히어로즈,12997,2021,30,295,0,0,7500
이영하,19000,두산 베어스,12568,2021,14,130,0,0,19000
이용규,10000,키움 히어로즈,10035,2021,22,218,0,0,10000
이용준,13000,NC 다이노스,14763,2021,20,174,0,0,13000
이용찬,10000,NC 다이노스,10217,2021,11,100,50000,16666,26666
이우석,3000,NC 다이노스,11360,2021,55,618,0,0,3000
이우성,4100,KIA 타이거즈,11099,2021,48,453,0,0,4100
이우찬,5000,LG 트윈스,10749,2021,45,401,0,0,5000
이원석,30000,삼성 라이온즈,10180,2021,9,68,30000,15000,45000
이원석,3000,한화 이글스,13138,2021,66,618,0,0,3000
이원재,6600,NC 다이노스,12999,2021,38,339,0,0,6600
이의리,33000,KIA 타이거즈,14788,2021,7,81,0,0,33000
이인복,4800,롯데 자이언츠,11232,2021,35,423,0,0,4800
이인한,3000,KIA 타이거즈,14690,2021,70,618,0,0,3000
이재록,3000,SSG 랜더스,13193,2021,45,618,0,0,3000
이재성,3000,SSG 랜더스,14684,2021,45,618,0,0,3000
이재용,3000,NC 다이노스,12902,2021,55,618,0,0,3000
이재원,3200,LG 트윈스,13104,2021,57,544,0,0,3200
이재원,130000,SSG 랜더스,10082,2021,2,11,0,0,130000
이재율,3100,NC 다이노스,12525,2021,51,573,0,0,3100
이재익,3200,삼성 라이온즈,13244,2021,65,544,0,0,3200
이재학,20000,NC 다이노스,10220,2021,14,119,0,0,20000
이재홍,6000,키움 히어로즈,14854,2021,34,348,0,0,6000
이재희,18000,삼성 라이온즈,14799,2021,18,132,0,0,18000
이정범,3000,SSG 랜더스,13194,2021,45,618,0,0,3000
이정용,5000,LG 트윈스,14134,2021,45,401,0,0,5000
이정우,3000,LG 트윈스,14678,2021,69,618,0,0,3000
이정현,3300,KT 위즈,12937,2021,59,521,0,0,3300
이정후,55000,키움 히어로즈,12906,2021,7,51,0,0,55000
이정훈,3000,KIA 타이거즈,12916,2021,70,618,0,0,3000
이종민,3000,키움 히어로즈,14576,2021,54,618,0,0,3000
이종완,3000,한화 이글스,14879,2021,66,618,0,0,3000
이종준,3000,NC 다이노스,14651,2021,55,618,0,0,3000
이종혁,3400,KT 위즈,12938,2021,57,509,0,0,3400
이주엽,3100,두산 베어스,14572,2021,55,573,0,0,3100
이주찬,2700,롯데 자이언츠,14819,2021,73,809,0,0,2700
이주형,3000,LG 트윈스,14591,2021,69,618,0,0,3000
이주형,9000,키움 히어로즈,14855,2021,26,249,0,0,9000
이준기,7000,한화 이글스,14875,2021,26,305,0,0,7000
이준범,6000,KIA 타이거즈,14823,2021,35,348,0,0,6000
이준영,6000,KIA 타이거즈,11303,2021,35,348,0,0,6000
이준형,3500,KIA 타이거즈,10903,2021,54,491,0,0,3500
이지영,30000,키움 히어로즈,10312,2021,11,85,0,0,30000
이진영,3600,KIA 타이거즈,12539,2021,53,486,0,0,3600
이찬혁,3100,LG 트윈스,12909,2021,60,573,0,0,3100
이창용,7000,삼성 라이온즈,14866,2021,35,305,0,0,7000
이창재,4700,KT 위즈,11320,2021,50,425,0,0,4700
이창진,7000,KIA 타이거즈,11233,2021,32,305,0,0,7000
이채호,3000,SSG 랜더스,13130,2021,45,618,0,0,3000
이천웅,19000,LG 트윈스,10935,2021,17,130,0,0,19000
이충호,3000,한화 이글스,11116,2021,66,618,0,0,3000
이태양,10000,SSG 랜더스,10609,2021,22,218,0,0,10000
이태훈,3000,삼성 라이온즈,13160,2021,74,618,0,0,3000
이학주,7000,삼성 라이온즈,14114,2021,35,305,0,0,7000
이해승,3000,삼성 라이온즈,14121,2021,74,618,0,0,3000
이해창,6000,한화 이글스,10391,2021,30,348,0,0,6000
이현동,3000,삼성 라이온즈,10879,2021,74,618,0,0,3000
이현석,3000,SSG 랜더스,11369,2021,45,618,0,0,3000
이현승,7000,두산 베어스,10221,2021,29,305,0,0,7000
이형범,9000,두산 베어스,11159,2021,24,249,0,0,9000
이형종,18000,LG 트윈스,12516,2021,18,132,0,0,18000
이호연,3000,롯데 자이언츠,13151,2021,63,618,0,0,3000
이호중,3000,NC 다이노스,11361,2021,55,618,0,0,3000
이홍구,7000,KT 위즈,11071,2021,32,305,0,0,7000
이흥련,7000,SSG 랜더스,11108,2021,31,305,0,0,7000
임규빈,4500,키움 히어로즈,13010,2021,41,429,0,0,4500
임기영,10000,KIA 타이거즈,10909,2021,16,218,0,0,10000
임대한,4000,삼성 라이온즈,12558,2021,56,455,0,0,4000
임석진,3000,SSG 랜더스,12612,2021,45,618,0,0,3000
임정우,10500,LG 트윈스,10713,2021,28,214,0,0,10500
임정호,13000,NC 다이노스,11168,2021,20,174,0,0,13000
임종찬,3600,한화 이글스,14706,2021,42,486,0,0,3600
임준섭,5800,한화 이글스,10795,2021,34,385,0,0,5800
임준형,3000,LG 트윈스,14142,2021,69,618,0,0,3000
임지섭,3000,LG 트윈스,11211,2021,69,618,0,0,3000
임지열,3000,키움 히어로즈,11225,2021,54,618,0,0,3000
임찬규,22000,LG 트윈스,10652,2021,15,115,0,0,22000
임창민,14000,NC 다이노스,10452,2021,19,167,0,0,14000
임태윤,8000,두산 베어스,14772,2021,26,271,0,0,8000
임현준,10000,삼성 라이온즈,10637,2021,28,218,0,0,10000
임형원,3000,NC 다이노스,14594,2021,55,618,0,0,3000
장규빈,3000,두산 베어스,14570,2021,64,618,0,0,3000
장규현,10000,한화 이글스,14811,2021,17,218,0,0,10000
장두성,3000,롯데 자이언츠,13155,2021,63,618,0,0,3000
장민기,13000,KIA 타이거즈,14789,2021,11,174,0,0,13000
장민재,10000,한화 이글스,10610,2021,17,218,0,0,10000
장빈,3000,두산 베어스,14837,2021,64,618,0,0,3000
장성우,21000,KT 위즈,10235,2021,10,116,0,0,21000
장승현,3800,두산 베어스,11097,2021,43,472,0,0,3800
장시현,7000,KIA 타이거즈,14824,2021,32,305,0,0,7000
장시환,15400,한화 이글스,10453,2021,11,164,0,0,15400
장영석,6000,KIA 타이거즈,10404,2021,35,348,0,0,6000
장우준,6000,SSG 랜더스,14857,2021,36,348,0,0,6000
장운호,3500,한화 이글스,11122,2021,44,491,0,0,3500
장웅정,3300,한화 이글스,14714,2021,49,521,0,0,3300
장원준,8000,두산 베어스,10299,2021,26,271,0,0,8000
장재영,93000,키움 히어로즈,14784,2021,3,30,0,0,93000
장재혁,3000,KIA 타이거즈,14657,2021,70,618,0,0,3000
장준원,4500,LG 트윈스,11214,2021,50,429,0,0,4500
장지수,3000,KIA 타이거즈,14178,2021,70,618,0,0,3000
장지승,3000,한화 이글스,14880,2021,66,618,0,0,3000
장지훈,9000,SSG 랜더스,14804,2021,26,249,0,0,9000
장지훈,4200,삼성 라이온즈,12933,2021,55,449,0,0,4200
장필준,16500,삼성 라이온즈,11404,2021,19,149,0,0,16500
장현식,10500,KIA 타이거즈,11164,2021,14,214,0,0,10500
전민수,5000,NC 다이노스,10417,2021,42,401,0,0,5000
전민재,3000,두산 베어스,13073,2021,64,618,0,0,3000
전병우,6000,키움 히어로즈,11422,2021,34,348,0,0,6000
전상현,14000,KIA 타이거즈,12537,2021,10,167,0,0,14000
전유수,10500,KT 위즈,10841,2021,23,214,0,0,10500
전의산,3000,SSG 랜더스,14699,2021,45,618,0,0,3000
전준우,50000,롯데 자이언츠,10266,2021,5,57,0,0,50000
전진영,2700,KT 위즈,14885,2021,79,809,0,0,2700
정구범,3000,NC 다이노스,14595,2021,55,618,0,0,3000
정기훈,3200,한화 이글스,12985,2021,56,544,0,0,3200
정대혁,2700,롯데 자이언츠,14995,2021,73,809,0,0,2700
정동윤,0,SSG 랜더스,12571,2021,83,824,0,0,0
정민규,18000,한화 이글스,14813,2021,8,132,0,0,18000
정범모,5000,NC 다이노스,10772,2021,42,401,0,0,5000
정보근,3700,롯데 자이언츠,13154,2021,43,478,0,0,3700
정성종,4800,롯데 자이언츠,13147,2021,35,423,0,0,4800
정수민,3600,SSG 랜더스,12561,2021,42,486,0,0,3600
정수빈,60000,두산 베어스,10195,2021,6,33,160000,26666,86666
정연제,3000,키움 히어로즈,14850,2021,54,618,0,0,3000
정영일,6500,SSG 랜더스,12527,2021,35,340,0,0,6500
정우람,80000,한화 이글스,10156,2021,2,36,0,0,80000
정우석,3000,두산 베어스,13078,2021,64,618,0,0,3000
정우영,18000,LG 트윈스,14136,2021,18,132,0,0,18000
정우준,8000,롯데 자이언츠,14795,2021,23,271,0,0,8000
정은원,12000,한화 이글스,13137,2021,14,185,0,0,12000
정의윤,30000,SSG 랜더스,10655,2021,11,85,0,0,30000
정인욱,3000,한화 이글스,10376,2021,66,618,0,0,3000
정재원,3000,키움 히어로즈,14701,2021,54,618,0,0,3000
정주원,6000,KT 위즈,14882,2021,41,348,0,0,6000
정주현,14000,LG 트윈스,10480,2021,23,167,0,0,14000
정주후,3300,KT 위즈,11337,2021,59,521,0,0,3300
정진기,3500,NC 다이노스,10717,2021,47,491,0,0,3500
정진호,12000,한화 이글스,10645,2021,14,185,0,0,12000
정찬헌,20000,키움 히어로즈,10533,2021,15,119,0,0,20000
정태승,3200,롯데 자이언츠,10833,2021,52,544,0,0,3200
정해영,7000,KIA 타이거즈,14608,2021,32,305,0,0,7000
정현,3000,NC 다이노스,11111,2021,55,618,0,0,3000
정훈,10000,롯데 자이언츠,10253,2021,19,218,0,0,10000
조건희,10000,LG 트윈스,14782,2021,29,218,0,0,10000
조경원,3000,삼성 라이온즈,14666,2021,74,618,0,0,3000
조대현,3000,KT 위즈,13177,2021,67,618,0,0,3000
조범준,3000,키움 히어로즈,14677,2021,54,618,0,0,3000
조병욱,4000,KT 위즈,12939,2021,51,455,0,0,4000
조병현,10000,SSG 랜더스,14805,2021,22,218,0,0,10000
조상우,33000,키움 히어로즈,11126,2021,10,81,0,0,33000
조성운,4500,키움 히어로즈,11130,2021,41,429,0,0,4500
조성현,7000,NC 다이노스,14828,2021,36,305,0,0,7000
조성훈,3000,SSG 랜더스,13125,2021,45,618,0,0,3000
조수행,7500,두산 베어스,12524,2021,28,295,0,0,7500
조영건,3800,키움 히어로즈,14132,2021,47,472,0,0,3800
조영우,3300,SSG 랜더스,11284,2021,43,521,0,0,3300
조요한,7000,SSG 랜더스,14858,2021,31,305,0,0,7000
조용근,3000,LG 트윈스,14670,2021,69,618,0,0,3000
조용호,13000,KT 위즈,12943,2021,19,174,0,0,13000
조은,11000,한화 이글스,14810,2021,16,197,0,0,11000
조제영,3100,두산 베어스,14732,2021,55,573,0,0,3100
조한민,3400,한화 이글스,14210,2021,45,509,0,0,3400
조한욱,3000,KT 위즈,11366,2021,67,618,0,0,3000
조현우,7500,KT 위즈,11316,2021,30,295,0,0,7500
조현진,8000,한화 이글스,14877,2021,21,271,0,0,8000
조형우,16000,SSG 랜더스,14806,2021,17,152,0,0,16000
주권,25000,KT 위즈,11323,2021,9,105,0,0,25000
주한울,10000,삼성 라이온즈,14802,2021,28,218,0,0,10000
주현상,3300,한화 이글스,11415,2021,49,521,0,0,3300
주효상,4300,키움 히어로즈,12567,2021,44,444,0,0,4300
지명성,10000,KT 위즈,14775,2021,24,218,0,0,10000
지석훈,10000,NC 다이노스,10683,2021,28,218,0,0,10000
지시완,3500,롯데 자이언츠,11413,2021,45,491,0,0,3500
지윤,3000,두산 베어스,12891,2021,64,618,0,0,3000
진명호,7500,롯데 자이언츠,10301,2021,24,295,0,0,7500
진해수,25000,LG 트윈스,10075,2021,12,105,0,0,25000
차명진,3300,KIA 타이거즈,11263,2021,60,521,0,0,3300
차우찬,30000,LG 트윈스,10381,2021,8,85,0,0,30000
차재용,3000,키움 히어로즈,11399,2021,54,618,0,0,3000
채은성,30000,LG 트윈스,11215,2021,8,85,0,0,30000
채지선,3500,LG 트윈스,11387,2021,55,491,0,0,3500
채현우,3000,SSG 랜더스,14153,2021,45,618,0,0,3000
천성호,4000,KT 위즈,14606,2021,51,455,0,0,4000
천재환,3000,NC 다이노스,13261,2021,55,618,0,0,3000
최경태,3000,SSG 랜더스,13131,2021,45,618,0,0,3000
최규보,3000,키움 히어로즈,12855,2021,54,618,0,0,3000
최금강,10000,NC 다이노스,11174,2021,28,218,0,0,10000
최동환,12000,LG 트윈스,10535,2021,25,185,0,0,12000
최민재,3100,롯데 자이언츠,13004,2021,58,573,0,0,3100
최민준,3000,SSG 랜더스,13126,2021,45,618,0,0,3000
최민창,3100,LG 트윈스,11351,2021,60,573,0,0,3100
최보성,3000,NC 다이노스,13087,2021,55,618,0,0,3000
최선호,3800,삼성 라이온즈,11406,2021,59,472,0,0,3800
최성민,8000,KT 위즈,14870,2021,27,271,0,0,8000
최성영,7200,NC 다이노스,12565,2021,35,303,0,0,7200
최성훈,7200,LG 트윈스,10851,2021,35,303,0,0,7200
최세창,3100,두산 베어스,14574,2021,55,573,0,0,3100
최수빈,3000,SSG 랜더스,12618,2021,45,618,0,0,3000
최승민,3000,NC 다이노스,14187,2021,55,618,0,0,3000
최승용,11000,두산 베어스,14770,2021,19,197,0,0,11000
최승주,3000,KIA 타이거즈,12870,2021,70,618,0,0,3000
최영진,7500,삼성 라이온즈,10934,2021,34,295,0,0,7500
최영환,3500,롯데 자이언츠,11276,2021,45,491,0,0,3500
최용제,3800,두산 베어스,12649,2021,43,472,0,0,3800
최용준,3000,KIA 타이거즈,14658,2021,70,618,0,0,3000
최우인,6000,롯데 자이언츠,14818,2021,27,348,0,0,6000
최우재,3000,NC 다이노스,12621,2021,55,618,0,0,3000
최우혁,3000,LG 트윈스,13111,2021,69,618,0,0,3000
최원준,13000,KIA 타이거즈,12534,2021,11,174,0,0,13000
최원준,16000,두산 베어스,12852,2021,15,152,0,0,16000
최원태,29000,키움 히어로즈,11379,2021,12,94,0,0,29000
최이경,3000,한화 이글스,14715,2021,66,618,0,0,3000
최인호,3400,한화 이글스,14707,2021,45,509,0,0,3400
최재훈,26000,한화 이글스,10170,2021,7,101,0,0,26000
최정,120000,SSG 랜더스,10106,2021,4,15,0,0,120000
최정민,3500,KIA 타이거즈,10808,2021,54,491,0,0,3500
최정용,3800,KIA 타이거즈,11407,2021,52,472,0,0,3800
최정원,3300,NC 다이노스,14221,2021,48,521,0,0,3300
최종은,2700,롯데 자이언츠,14820,2021,73,809,0,0,2700
최종인,3000,두산 베어스,14733,2021,64,618,0,0,3000
최주환,65000,SSG 랜더스,10182,2021,6,28,120000,30000,95000
최준용,4200,롯데 자이언츠,14624,2021,40,449,0,0,4200
최지광,12000,삼성 라이온즈,12934,2021,25,185,0,0,12000
최지훈,8000,SSG 랜더스,14587,2021,27,271,0,0,8000
최채흥,16000,삼성 라이온즈,13156,2021,20,152,0,0,16000
최충연,4500,삼성 라이온즈,12530,2021,52,429,0,0,4500
최태성,2700,KT 위즈,14727,2021,79,809,0,0,2700
최항,7500,SSG 랜더스,10810,2021,30,295,0,0,7500
최형우,90000,KIA 타이거즈,10344,2021,3,10,130000,43333,133333
추신수,270000,SSG 랜더스,14888,2021,1,1,0,0,270000
추재현,3400,롯데 자이언츠,13094,2021,48,509,0,0,3400
카펜터,52000,한화 이글스,14760,2021,3,53,0,0,52000
켈리,130000,LG 트윈스,13934,2021,1,11,0,0,130000
쿠에바스,97500,KT 위즈,13942,2021,2,25,0,0,97500
크레익,48230,키움 히어로즈,14990,2021,9,64,0,0,48230
킹험,45500,한화 이글스,14582,2021,5,66,0,0,45500
