선수,연봉(만원),팀,pid,연도,팀연봉순위,전체연봉순위,계약금(만원),계약금(만원)분할,연봉 총수령액(만원)
육선엽,3500,삼성 라이온즈,15864,2025,56,428,0,0,3500
김재혁,3500,삼성 라이온즈,15036,2025,56,428,0,0,3500
조민성,3400,삼성 라이온즈,15040,2025,59,453,0,0,3400
이창용,3300,삼성 라이온즈,14866,2025,60,462,0,0,3300
오현석,3300,삼성 라이온즈,14801,2025,60,462,0,0,3300
김대호,3300,삼성 라이온즈,15882,2025,60,462,0,0,3300
김호진,3250,삼성 라이온즈,15868,2025,63,482,0,0,3250
김동현,3200,삼성 라이온즈,15874,2025,64,484,0,0,3200
이현준,3200,삼성 라이온즈,15870,2025,64,484,0,0,3200
김성경,3200,삼성 라이온즈,15867,2025,64,484,0,0,3200
박장민,3100,삼성 라이온즈,15506,2025,67,516,0,0,3100
박진우,3100,삼성 라이온즈,15507,2025,67,516,0,0,3100
배찬승,3000,삼성 라이온즈,16239,2025,69,567,0,0,3000
심재훈,3000,삼성 라이온즈,16240,2025,69,567,0,0,3000
홍준영,3000,삼성 라이온즈,16245,2025,69,567,0,0,3000
천겸,3000,삼성 라이온즈,16246,2025,69,567,0,0,3000
우승완,3000,삼성 라이온즈,16247,2025,69,567,0,0,3000
강민성,3000,삼성 라이온즈,16248,2025,69,567,0,0,3000
차승준,3000,삼성 라이온즈,16241,2025,69,567,0,0,3000
함수호,3000,삼성 라이온즈,16242,2025,69,567,0,0,3000
권현우,3000,삼성 라이온즈,16243,2025,69,567,0,0,3000
이진용,3000,삼성 라이온즈,16244,2025,69,567,0,0,3000
진희성,3000,삼성 라이온즈,16249,2025,69,567,0,0,3000
주한울,3000,삼성 라이온즈,14802,2025,69,567,0,0,3000
차동영,3000,삼성 라이온즈,15037,2025,69,567,0,0,3000
신경민,3000,삼성 라이온즈,15869,2025,69,567,0,0,3000
유병선,3000,삼성 라이온즈,15873,2025,69,567,0,0,3000
박준용,3000,삼성 라이온즈,15865,2025,69,567,0,0,3000
정민성,3000,삼성 라이온즈,15866,2025,69,567,0,0,3000
김백산,0,삼성 라이온즈,16368,2025,86,824,0,0,0
김유현,0,삼성 라이온즈,16369,2025,86,824,0,0,0
최예한,0,삼성 라이온즈,16370,2025,86,824,0,0,0
김상준,0,삼성 라이온즈,16371,2025,86,824,0,0,0
김광현,300000,SSG 랜더스,10126,2025,1,1,0,0,300000
에레디아,224000,SSG 랜더스,15530,2025,2,4,0,0,224000
최정,170000,SSG 랜더스,10106,2025,3,12,0,0,170000
앤더슨,161000,SSG 랜더스,16146,2025,4,17,0,0,161000
화이트,130000,SSG 랜더스,16324,2025,5,24,0,0,130000
박종훈,110000,SSG 랜더스,10131,2025,6,41,0,0,110000
한유섬,90000,SSG 랜더스,10815,2025,7,52,0,0,90000
문승원,80000,SSG 랜더스,10783,2025,8,57,0,0,80000
노경은,40000,SSG 랜더스,10203,2025,9,83,0,0,40000
서진용,38000,SSG 랜더스,10784,2025,10,88,0,0,38000
박성한,37000,SSG 랜더스,12922,2025,11,91,0,0,37000
최지훈,30000,SSG 랜더스,14587,2025,12,99,0,0,30000
김민식,25000,SSG 랜더스,10707,2025,14,115,0,0,25000
김택형,20500,SSG 랜더스,11373,2025,15,129,0,0,20500
오태곤,15000,SSG 랜더스,10249,2025,12,99,60000,15000,30000
이지영,15000,SSG 랜더스,10312,2025,16,167,0,0,15000
김성현,15000,SSG 랜더스,10636,2025,16,167,0,0,15000
조병현,13500,SSG 랜더스,14805,2025,18,179,0,0,13500
장지훈,13000,SSG 랜더스,14804,2025,19,183,0,0,13000
김민,11000,SSG 랜더스,13167,2025,20,201,0,0,11000
맥브룸,10500,SSG 랜더스,16390,2025,21,210,0,0,10500
최민준,10000,SSG 랜더스,13126,2025,22,213,0,0,10000
김성욱,10000,SSG 랜더스,11153,2025,22,213,0,0,10000
하재훈,9000,SSG 랜더스,14147,2025,24,229,0,0,9000
한두솔,8000,SSG 랜더스,13228,2025,25,241,0,0,8000
고명준,8000,SSG 랜더스,14807,2025,25,241,0,0,8000
정준재,7500,SSG 랜더스,16042,2025,27,252,0,0,7500
이로운,7400,SSG 랜더스,15461,2025,28,260,0,0,7400
박지환,6200,SSG 랜더스,16038,2025,29,286,0,0,6200
송영진,5500,SSG 랜더스,15462,2025,30,309,0,0,5500
조형우,4000,SSG 랜더스,14806,2025,31,374,0,0,4000
신헌민,3300,SSG 랜더스,15024,2025,32,462,0,0,3300
허진,3200,SSG 랜더스,16139,2025,33,484,0,0,3200
최준우,3200,SSG 랜더스,13128,2025,33,484,0,0,3200
김찬형,3200,SSG 랜더스,12622,2025,33,484,0,0,3200
안상현,3200,SSG 랜더스,12613,2025,33,484,0,0,3200
백승건,3200,SSG 랜더스,14145,2025,33,484,0,0,3200
이건욱,3200,SSG 랜더스,11242,2025,33,484,0,0,3200
김수윤,3200,SSG 랜더스,12903,2025,33,484,0,0,3200
최상민,3200,SSG 랜더스,13195,2025,33,484,0,0,3200
이정범,3200,SSG 랜더스,13194,2025,33,484,0,0,3200
박대온,3200,SSG 랜더스,11246,2025,33,484,0,0,3200
전영준,3200,SSG 랜더스,15032,2025,33,484,0,0,3200
신범수,3200,SSG 랜더스,12541,2025,33,484,0,0,3200
김태윤,3100,SSG 랜더스,15030,2025,45,516,0,0,3100
박시후,3100,SSG 랜더스,14687,2025,45,516,0,0,3100
박성빈,3100,SSG 랜더스,16044,2025,45,516,0,0,3100
김창평,3100,SSG 랜더스,14146,2025,45,516,0,0,3100
류효승,3100,SSG 랜더스,14586,2025,45,516,0,0,3100
석정우,3100,SSG 랜더스,15121,2025,45,516,0,0,3100
장현진,3000,SSG 랜더스,16400,2025,51,567,0,0,3000
이원준,3000,SSG 랜더스,16317,2025,51,567,0,0,3000
최윤석,3000,SSG 랜더스,16318,2025,51,567,0,0,3000
천범석,3000,SSG 랜더스,16316,2025,51,567,0,0,3000
신지환,3000,SSG 랜더스,16315,2025,51,567,0,0,3000
이율예,3000,SSG 랜더스,16314,2025,51,567,0,0,3000
김현재,3000,SSG 랜더스,16319,2025,51,567,0,0,3000
이도우,3000,SSG 랜더스,16320,2025,51,567,0,0,3000
한지헌,3000,SSG 랜더스,16322,2025,51,567,0,0,3000
홍대인,3000,SSG 랜더스,16321,2025,51,567,0,0,3000
도재현,3000,SSG 랜더스,16323,2025,51,567,0,0,3000
박정빈,3000,SSG 랜더스,14862,2025,51,567,0,0,3000
김건우,3000,SSG 랜더스,14803,2025,51,567,0,0,3000
최민창,3000,SSG 랜더스,11351,2025,51,567,0,0,3000
채현우,3000,SSG 랜더스,14153,2025,51,567,0,0,3000
최수호,3000,SSG 랜더스,14148,2025,51,567,0,0,3000
정동윤,3000,SSG 랜더스,12571,2025,51,567,0,0,3000
김성민,3000,SSG 랜더스,14585,2025,51,567,0,0,3000
현원회,3000,SSG 랜더스,14584,2025,51,567,0,0,3000
김규민,3000,SSG 랜더스,16047,2025,51,567,0,0,3000
백준서,3000,SSG 랜더스,16045,2025,51,567,0,0,3000
정현승,3000,SSG 랜더스,16043,2025,51,567,0,0,3000
최현석,3000,SSG 랜더스,16041,2025,51,567,0,0,3000
박기호,3000,SSG 랜더스,16040,2025,51,567,0,0,3000
임근우,3000,SSG 랜더스,15122,2025,51,567,0,0,3000
이승민,3000,SSG 랜더스,16039,2025,51,567,0,0,3000
데이비슨,168000,NC 다이노스,16066,2025,1,14,0,0,168000
박민우,90000,NC 다이노스,11137,2025,2,18,350000,70000,160000
로건,78400,NC 다이노스,16350,2025,6,60,0,0,78400
라일리,72800,NC 다이노스,16349,2025,7,62,0,0,72800
박건우,70000,NC 다이노스,10189,2025,3,21,400000,66666,136666
박세혁,60000,NC 다이노스,10891,2025,5,44,180000,45000,105000
손아섭,50000,NC 다이노스,10261,2025,4,35,260000,65000,115000
권희동,22500,NC 다이노스,11172,2025,8,122,0,0,22500
이용찬,20000,NC 다이노스,10217,2025,9,130,0,0,20000
김영규,20000,NC 다이노스,13088,2025,9,130,0,0,20000
김주원,20000,NC 다이노스,14765,2025,9,130,0,0,20000
임정호,20000,NC 다이노스,11168,2025,9,130,0,0,20000
신민혁,18000,NC 다이노스,13085,2025,13,149,0,0,18000
이재학,18000,NC 다이노스,10220,2025,13,149,0,0,18000
김휘집,17500,NC 다이노스,14785,2025,15,154,0,0,17500
서호철,17500,NC 다이노스,14220,2025,15,154,0,0,17500
류진욱,13500,NC 다이노스,11355,2025,17,179,0,0,13500
김시훈,13500,NC 다이노스,13080,2025,17,179,0,0,13500
김재열,12000,NC 다이노스,14747,2025,19,189,0,0,12000
박시원,12000,NC 다이노스,14597,2025,19,189,0,0,12000
김형준,11000,NC 다이노스,13081,2025,21,201,0,0,11000
구창모,10000,NC 다이노스,11353,2025,22,213,0,0,10000
도태훈,8000,NC 다이노스,12560,2025,23,241,0,0,8000
최성영,8000,NC 다이노스,12565,2025,23,241,0,0,8000
천재환,7600,NC 다이노스,13261,2025,25,251,0,0,7600
한재승,7500,NC 다이노스,14764,2025,26,252,0,0,7500
최정원,7000,NC 다이노스,14221,2025,27,264,0,0,7000
안중열,6600,NC 다이노스,11329,2025,28,278,0,0,6600
배재환,5500,NC 다이노스,11248,2025,29,309,0,0,5500
오영수,5100,NC 다이노스,13082,2025,30,324,0,0,5100
김진호,5000,NC 다이노스,12897,2025,31,326,0,0,5000
김태경,5000,NC 다이노스,14593,2025,31,326,0,0,5000
조민석,5000,NC 다이노스,15119,2025,31,326,0,0,5000
김한별,3800,NC 다이노스,14716,2025,34,394,0,0,3800
전사민,3800,NC 다이노스,14156,2025,34,394,0,0,3800
한석현,3700,NC 다이노스,13250,2025,36,408,0,0,3700
임상현,3700,NC 다이노스,16053,2025,36,408,0,0,3700
박한결,3500,NC 다이노스,15451,2025,38,428,0,0,3500
김태현,3500,NC 다이노스,12898,2025,38,428,0,0,3500
박동수,3400,NC 다이노스,15112,2025,40,453,0,0,3400
오장한,3300,NC 다이노스,14767,2025,41,462,0,0,3300
송승환,3200,NC 다이노스,14172,2025,42,484,0,0,3200
오태양,3100,NC 다이노스,14766,2025,43,516,0,0,3100
전루건,3100,NC 다이노스,14171,2025,43,516,0,0,3100
소이현,3100,NC 다이노스,12900,2025,43,516,0,0,3100
최보성,3100,NC 다이노스,13087,2025,43,516,0,0,3100
박영빈,3100,NC 다이노스,14661,2025,43,516,0,0,3100
홍재문,3000,NC 다이노스,16341,2025,48,567,0,0,3000
유재현,3000,NC 다이노스,16342,2025,48,567,0,0,3000
김태훈,3000,NC 다이노스,16340,2025,48,567,0,0,3000
이세민,3000,NC 다이노스,16343,2025,48,567,0,0,3000
장창훈,3000,NC 다이노스,16346,2025,48,567,0,0,3000
양가온솔,3000,NC 다이노스,16347,2025,48,567,0,0,3000
조창연,3000,NC 다이노스,16348,2025,48,567,0,0,3000
신민우,3000,NC 다이노스,16345,2025,48,567,0,0,3000
정현창,3000,NC 다이노스,16344,2025,48,567,0,0,3000
김녹원,3000,NC 다이노스,15113,2025,48,567,0,0,3000
이준혁,3000,NC 다이노스,15111,2025,48,567,0,0,3000
조효원,3000,NC 다이노스,15055,2025,48,567,0,0,3000
박주현,3000,NC 다이노스,13175,2025,48,567,0,0,3000
박주찬,3000,NC 다이노스,14219,2025,48,567,0,0,3000
김범준,3000,NC 다이노스,14222,2025,48,567,0,0,3000
한재환,3000,NC 다이노스,14659,2025,48,567,0,0,3000
박지한,3000,NC 다이노스,14650,2025,48,567,0,0,3000
서의태,3000,NC 다이노스,12574,2025,48,567,0,0,3000
안인산,3000,NC 다이노스,14598,2025,48,567,0,0,3000
김준원,3000,NC 다이노스,16063,2025,48,567,0,0,3000
고승완,3000,NC 다이노스,16061,2025,48,567,0,0,3000
조현민,3000,NC 다이노스,16060,2025,48,567,0,0,3000
원종해,3000,NC 다이노스,16059,2025,48,567,0,0,3000
김세훈,3000,NC 다이노스,16058,2025,48,567,0,0,3000
손주환,3000,NC 다이노스,16057,2025,48,567,0,0,3000
최우석,3000,NC 다이노스,16056,2025,48,567,0,0,3000
김휘건,3000,NC 다이노스,16052,2025,48,567,0,0,3000
박인우,3000,NC 다이노스,16051,2025,48,567,0,0,3000
김태호,3000,NC 다이노스,16050,2025,48,567,0,0,3000
김민규,3000,NC 다이노스,16049,2025,48,567,0,0,3000
서준교,3000,NC 다이노스,15120,2025,48,567,0,0,3000
신성호,3000,NC 다이노스,15456,2025,48,567,0,0,3000
김정호,3000,NC 다이노스,14829,2025,48,567,0,0,3000
목지훈,3000,NC 다이노스,15453,2025,48,567,0,0,3000
신용석,3000,NC 다이노스,15452,2025,48,567,0,0,3000
신영우,3000,NC 다이노스,15450,2025,48,567,0,0,3000
노재원,3000,NC 다이노스,16012,2025,48,567,0,0,3000
최윤혁,0,NC 다이노스,16374,2025,85,824,0,0,0
김동현,0,NC 다이노스,16375,2025,85,824,0,0,0
양의지,160000,두산 베어스,10165,2025,1,2,440000,110000,270000
케이브,130000,두산 베어스,16300,2025,3,24,0,0,130000
콜어빈,112000,두산 베어스,16298,2025,4,37,0,0,112000
김재환,100000,두산 베어스,10643,2025,2,3,550000,137500,237500
잭로그,98000,두산 베어스,16299,2025,5,47,0,0,98000
정수빈,60000,두산 베어스,10195,2025,6,54,160000,26666,86666
곽빈,38000,두산 베어스,13061,2025,7,88,0,0,38000
강승호,37000,두산 베어스,11087,2025,8,91,0,0,37000
양석환,30000,두산 베어스,11213,2025,9,99,0,0,30000
홍건희,30000,두산 베어스,10696,2025,9,99,0,0,30000
최원준,22500,두산 베어스,12852,2025,11,122,0,0,22500
조수행,20000,두산 베어스,12524,2025,12,130,0,0,20000
이영하,18000,두산 베어스,12568,2025,13,149,0,0,18000
김명신,16500,두산 베어스,12847,2025,14,163,0,0,16500
김택연,14000,두산 베어스,16067,2025,15,175,0,0,14000
이병헌,13000,두산 베어스,15099,2025,16,183,0,0,13000
박치국,11000,두산 베어스,12850,2025,17,201,0,0,11000
김기연,11000,두산 베어스,12549,2025,17,201,0,0,11000
이유찬,10500,두산 베어스,12894,2025,19,210,0,0,10500
최지강,9500,두산 베어스,15127,2025,20,226,0,0,9500
최승용,8500,두산 베어스,14770,2025,21,234,0,0,8500
박준영,8500,두산 베어스,12522,2025,21,234,0,0,8500
고효준,8000,두산 베어스,10124,2025,23,241,0,0,8000
김민석,7500,두산 베어스,15253,2025,24,252,0,0,7500
김인태,7200,두산 베어스,11098,2025,25,262,0,0,7200
박계범,6800,두산 베어스,11198,2025,26,275,0,0,6800
추재현,6000,두산 베어스,13094,2025,27,290,0,0,6000
최준호,5800,두산 베어스,15508,2025,28,303,0,0,5800
박정수,5200,두산 베어스,11300,2025,29,320,0,0,5200
장승현,4800,두산 베어스,11097,2025,30,336,0,0,4800
이승진,4400,두산 베어스,12678,2025,31,361,0,0,4400
김민규,4200,두산 베어스,13072,2025,32,366,0,0,4200
김대한,4200,두산 베어스,14170,2025,32,366,0,0,4200
이교훈,3800,두산 베어스,14173,2025,34,394,0,0,3800
권휘,3700,두산 베어스,13665,2025,35,408,0,0,3700
전다민,3500,두산 베어스,16072,2025,36,428,0,0,3500
남호,3500,두산 베어스,14139,2025,36,428,0,0,3500
최종인,3500,두산 베어스,14733,2025,36,428,0,0,3500
김민혁,3420,두산 베어스,12970,2025,39,452,0,0,3420
홍성호,3300,두산 베어스,12606,2025,40,462,0,0,3300
김호준,3300,두산 베어스,13268,2025,40,462,0,0,3300
김유성,3300,두산 베어스,15509,2025,40,462,0,0,3300
박웅,3300,두산 베어스,14731,2025,40,462,0,0,3300
여동건,3300,두산 베어스,16068,2025,40,462,0,0,3300
박지훈,3240,두산 베어스,14736,2025,45,483,0,0,3240
박신지,3200,두산 베어스,13070,2025,46,484,0,0,3200
박민준,3100,두산 베어스,15515,2025,47,516,0,0,3100
박성재,3100,두산 베어스,14838,2025,47,516,0,0,3100
김도윤,3100,두산 베어스,14768,2025,47,516,0,0,3100
임종성,3100,두산 베어스,16069,2025,47,516,0,0,3100
박지호,3100,두산 베어스,16071,2025,47,516,0,0,3100
류현준,3100,두산 베어스,16076,2025,47,516,0,0,3100
오명진,3100,두산 베어스,14737,2025,47,516,0,0,3100
장규빈,3100,두산 베어스,14570,2025,47,516,0,0,3100
손율기,3000,두산 베어스,16074,2025,55,567,0,0,3000
이한별,3000,두산 베어스,16399,2025,55,567,0,0,3000
최우혁,3000,두산 베어스,16297,2025,55,567,0,0,3000
연서준,3000,두산 베어스,16296,2025,55,567,0,0,3000
주양준,3000,두산 베어스,16295,2025,55,567,0,0,3000
김성재,3000,두산 베어스,16294,2025,55,567,0,0,3000
양재훈,3000,두산 베어스,16293,2025,55,567,0,0,3000
한다현,3000,두산 베어스,16292,2025,55,567,0,0,3000
이선우,3000,두산 베어스,16291,2025,55,567,0,0,3000
김준상,3000,두산 베어스,16363,2025,55,567,0,0,3000
황희천,3000,두산 베어스,16290,2025,55,567,0,0,3000
김한중,3000,두산 베어스,16365,2025,55,567,0,0,3000
홍민규,3000,두산 베어스,16289,2025,55,567,0,0,3000
최민석,3000,두산 베어스,16288,2025,55,567,0,0,3000
박준순,3000,두산 베어스,16287,2025,55,567,0,0,3000
양현진,3000,두산 베어스,14840,2025,55,567,0,0,3000
최우인,3000,두산 베어스,14818,2025,55,567,0,0,3000
강동형,3000,두산 베어스,15106,2025,55,567,0,0,3000
윤태호,3000,두산 베어스,15104,2025,55,567,0,0,3000
신민철,3000,두산 베어스,15102,2025,55,567,0,0,3000
김동준,3000,두산 베어스,15100,2025,55,567,0,0,3000
지강혁,3000,두산 베어스,14192,2025,55,567,0,0,3000
김정우,3000,두산 베어스,13124,2025,55,567,0,0,3000
강현구,3000,두산 베어스,14773,2025,55,567,0,0,3000
조제영,3000,두산 베어스,14732,2025,55,567,0,0,3000
최세창,3000,두산 베어스,14574,2025,55,567,0,0,3000
제환유,3000,두산 베어스,14573,2025,55,567,0,0,3000
이주엽,3000,두산 베어스,14572,2025,55,567,0,0,3000
김무빈,3000,두산 베어스,16073,2025,55,567,0,0,3000
김태완,3000,두산 베어스,16075,2025,55,567,0,0,3000
천현재,3000,두산 베어스,15128,2025,55,567,0,0,3000
이민석,3000,두산 베어스,15129,2025,55,567,0,0,3000
김민호,0,두산 베어스,16362,2025,87,824,0,0,0
김지윤,0,두산 베어스,16364,2025,87,824,0,0,0
박민제,0,두산 베어스,16366,2025,87,824,0,0,0
박연준,0,두산 베어스,16367,2025,87,824,0,0,0
푸이그,130000,키움 히어로즈,15004,2025,1,24,0,0,130000
로젠버그,91000,키움 히어로즈,16339,2025,2,51,0,0,91000
카디네스,58500,키움 히어로즈,16156,2025,5,73,0,0,58500
이형종,60000,키움 히어로즈,12516,2025,4,70,0,0,60000
원종현,50000,키움 히어로즈,11161,2025,3,69,50000,12500,62500
스톤,49000,키움 히어로즈,16393,2025,6,78,0,0,49000
알칸타라,35000,키움 히어로즈,13941,2025,7,94,0,0,35000
송성문,30000,키움 히어로즈,11376,2025,8,99,0,0,30000
이원석,30000,키움 히어로즈,10180,2025,8,99,0,0,30000
최주환,30000,키움 히어로즈,10182,2025,8,99,0,0,30000
이용규,20000,키움 히어로즈,10035,2025,11,130,0,0,20000
하영민,16500,키움 히어로즈,11222,2025,12,163,0,0,16500
김성민,11000,키움 히어로즈,12918,2025,13,201,0,0,11000
이주형,11000,키움 히어로즈,14591,2025,13,201,0,0,11000
김재현,10000,키움 히어로즈,10870,2025,15,213,0,0,10000
김태진,9000,키움 히어로즈,11244,2025,16,229,0,0,9000
김선기,8400,키움 히어로즈,13092,2025,17,238,0,0,8400
주승우,7700,키움 히어로즈,15067,2025,18,249,0,0,7700
윤석원,6000,키움 히어로즈,15071,2025,19,290,0,0,6000
임병욱,6000,키움 히어로즈,11226,2025,19,290,0,0,6000
임지열,5800,키움 히어로즈,11225,2025,21,303,0,0,5800
변상권,5500,키움 히어로즈,13223,2025,22,309,0,0,5500
강진성,5500,키움 히어로즈,11148,2025,22,309,0,0,5500
김건희,5200,키움 히어로즈,15472,2025,24,320,0,0,5200
김동엽,5000,키움 히어로즈,12548,2025,25,326,0,0,5000
장재영,4600,키움 히어로즈,14784,2025,26,342,0,0,4600
박수종,4500,키움 히어로즈,15132,2025,27,347,0,0,4500
김인범,4500,키움 히어로즈,14480,2025,27,347,0,0,4500
고영우,4500,키움 히어로즈,16128,2025,27,347,0,0,4500
김윤하,4500,키움 히어로즈,16123,2025,27,347,0,0,4500
웰스,4200,키움 히어로즈,16398,2025,31,366,0,0,4200
장필준,4000,키움 히어로즈,11404,2025,32,374,0,0,4000
원성준,4000,키움 히어로즈,16136,2025,32,374,0,0,4000
김웅빈,4000,키움 히어로즈,12503,2025,32,374,0,0,4000
오선진,4000,키움 히어로즈,10557,2025,32,374,0,0,4000
오석주,3900,키움 히어로즈,12860,2025,36,393,0,0,3900
김연주,3800,키움 히어로즈,16127,2025,37,394,0,0,3800
김동헌,3800,키움 히어로즈,15473,2025,37,394,0,0,3800
주성원,3800,키움 히어로즈,14133,2025,37,394,0,0,3800
조영건,3800,키움 히어로즈,14132,2025,37,394,0,0,3800
박주홍,3700,키움 히어로즈,14580,2025,41,408,0,0,3700
박주성,3700,키움 히어로즈,14130,2025,41,408,0,0,3700
이주형,3700,키움 히어로즈,14855,2025,41,408,0,0,3700
이종민,3600,키움 히어로즈,14576,2025,44,418,0,0,3600
박윤성,3500,키움 히어로즈,15475,2025,45,428,0,0,3500
양지율,3500,키움 히어로즈,12854,2025,45,428,0,0,3500
김병휘,3500,키움 히어로즈,14577,2025,45,428,0,0,3500
전준표,3200,키움 히어로즈,16122,2025,48,484,0,0,3200
이재상,3200,키움 히어로즈,16124,2025,48,484,0,0,3200
이강준,3200,키움 히어로즈,14601,2025,48,484,0,0,3200
이승원,3200,키움 히어로즈,15476,2025,48,484,0,0,3200
김동규,3100,키움 히어로즈,15485,2025,52,516,0,0,3100
손현기,3100,키움 히어로즈,16125,2025,52,516,0,0,3100
박범준,3100,키움 히어로즈,16133,2025,52,516,0,0,3100
오혜성,3000,키움 히어로즈,16337,2025,55,567,0,0,3000
정세영,3000,키움 히어로즈,16335,2025,55,567,0,0,3000
권혁빈,3000,키움 히어로즈,16334,2025,55,567,0,0,3000
박정훈,3000,키움 히어로즈,16330,2025,55,567,0,0,3000
정동준,3000,키움 히어로즈,16338,2025,55,567,0,0,3000
임진묵,3000,키움 히어로즈,16336,2025,55,567,0,0,3000
여동욱,3000,키움 히어로즈,16329,2025,55,567,0,0,3000
