선수,연봉(만원),WAR,WAR당 연봉,팀,pid
신범수,5000,-0.03,-169613,SSG 랜더스,12541
백승건,4600,-0.06,-76710,SSG 랜더스,14145
송영진,4500,1.33,3383,SSG 랜더스,15462
최준우,4500,0.23,19938,SSG 랜더스,13128
안상현,4000,-0.61,-6545,SSG 랜더스,12613
박대온,4000,-,-,SSG 랜더스,11246
최경모,3700,-0.08,-46643,SSG 랜더스,14151
전경원,3200,-,-,SSG 랜더스,13129
서상준,3200,-,-,SSG 랜더스,14152
한두솔,3200,0.84,3820,SSG 랜더스,13228
신헌민,3200,-0.07,-45619,SSG 랜더스,15024
최상민,3200,0.15,21232,SSG 랜더스,13195
이정범,3200,-,-,SSG 랜더스,13194
김태윤,3100,-,-,SSG 랜더스,15030
정성곤,3100,-,-,SSG 랜더스,11321
이기순,3100,0.47,6635,SSG 랜더스,15028
김창평,3100,-0.07,-46732,SSG 랜더스,14146
류효승,3100,-0.05,-60836,SSG 랜더스,14586
현원회,3000,-0.02,-183183,SSG 랜더스,14584
변건우,3000,-,-,SSG 랜더스,16048
김규민,3000,-,-,SSG 랜더스,16047
윤성보,3000,-,-,SSG 랜더스,16046
백준서,3000,-,-,SSG 랜더스,16045
박성빈,3000,0.11,27432,SSG 랜더스,16044
정현승,3000,-0.24,-12319,SSG 랜더스,16043
정준재,3000,2.01,1493,SSG 랜더스,16042
최현석,3000,-0.02,-139212,SSG 랜더스,16041
박기호,3000,-,-,SSG 랜더스,16040
이승민,3000,-,-,SSG 랜더스,16039
박지환,3000,-0.26,-11519,SSG 랜더스,16038
최민창,3000,-0.03,-105694,SSG 랜더스,11351
김성민,3000,-,-,SSG 랜더스,14585
정동윤,3000,0.05,54717,SSG 랜더스,12571
김지현,3000,-,-,SSG 랜더스,16140
허진,3000,-,-,SSG 랜더스,16139
김건우,3000,-,-,SSG 랜더스,14803
허민혁,3000,-,-,SSG 랜더스,14149
조병현,3000,2.50,1201,SSG 랜더스,14805
최수호,3000,-,-,SSG 랜더스,14148
고명준,3000,0.30,10078,SSG 랜더스,14807
채현우,3000,0.00,-2247444,SSG 랜더스,14153
추신수,3000,0.94,3179,SSG 랜더스,14888
박정빈,3000,-,-,SSG 랜더스,14862
최유빈,3000,-,-,SSG 랜더스,15033
박시후,3000,0.11,28325,SSG 랜더스,14687
이찬혁,3000,-,-,SSG 랜더스,12909
이승훈,3000,-,-,SSG 랜더스,15469
류현곤,3000,-,-,SSG 랜더스,15468
김민준,3000,-,-,SSG 랜더스,15467
박세직,3000,-,-,SSG 랜더스,15466
안현서,3000,-,-,SSG 랜더스,15464
김정민,3000,-,-,SSG 랜더스,15463
김건이,3000,-,-,SSG 랜더스,15470
박민우,100000,5.55,18022,NC 다이노스,11137
박건우,80000,2.94,27245,NC 다이노스,10189
박세혁,70000,0.59,118283,NC 다이노스,10891
데이비슨,56000,4.27,13108,NC 다이노스,16066
카스타노,52000,1.83,28476,NC 다이노스,16064
하트,50000,6.22,8035,NC 다이노스,16065
손아섭,50000,1.03,48314,NC 다이노스,10261
이용찬,40000,-1.02,-39294,NC 다이노스,10217
김영규,22500,1.48,15219,NC 다이노스,13088
이재학,20000,1.16,17183,NC 다이노스,10220
신민혁,18000,2.76,6531,NC 다이노스,13085
류진욱,16500,-0.13,-122398,NC 다이노스,11355
김주원,16000,5.43,2945,NC 다이노스,14765
권희동,15000,4.11,3647,NC 다이노스,11172
임정호,13500,0.59,22735,NC 다이노스,11168
송명기,13500,-0.16,-83813,NC 다이노스,14155
서호철,12000,2.00,6001,NC 다이노스,14220
김시훈,11000,1.91,5771,NC 다이노스,13080
김휘집,11000,2.42,4548,NC 다이노스,14785
요키시,10000,0.08,131961,NC 다이노스,13940
김성욱,9500,-0.37,-25964,NC 다이노스,11153
심창민,8500,-,-,NC 다이노스,10720
최성영,8300,-0.03,-322111,NC 다이노스,12565
도태훈,8000,0.48,16655,NC 다이노스,12560
오영수,7200,0.23,30943,NC 다이노스,13082
안중열,7100,0.33,21755,NC 다이노스,11329
이용준,6700,0.04,185028,NC 다이노스,14763
최정원,6600,0.82,8096,NC 다이노스,14221
윤형준,6500,-,-,NC 다이노스,11135
배재환,6300,-0.11,-55843,NC 다이노스,11248
김재열,6000,1.98,3034,NC 다이노스,14747
김진호,6000,0.00,11747269,NC 다이노스,12897
김형준,5800,0.50,11489,NC 다이노스,13081
천재환,5000,0.31,16080,NC 다이노스,13261
이준호,4500,-0.68,-6645,NC 다이노스,15455
한재환,4000,-0.08,-50935,NC 다이노스,14659
김태현,4000,-0.13,-31557,NC 다이노스,12898
한석현,3900,-0.47,-8230,NC 다이노스,13250
김한별,3800,-0.23,-16588,NC 다이노스,14716
채원후,3500,-0.03,-101895,NC 다이노스,11387
송승환,3500,0.13,26594,NC 다이노스,14172
한재승,3400,0.59,5789,NC 다이노스,14764
전사민,3400,-0.30,-11353,NC 다이노스,14156
전루건,3200,-0.14,-22406,NC 다이노스,14171
박영빈,3200,-0.12,-27206,NC 다이노스,14661
이우석,3200,-,-,NC 다이노스,11360
소이현,3200,-0.06,-53577,NC 다이노스,12900
김수윤,3200,-0.10,-31236,NC 다이노스,12903
최보성,3200,-,-,NC 다이노스,13087
문상인,3100,-,-,NC 다이노스,13227
조현진,3100,-,-,NC 다이노스,14877
박한결,3100,-0.31,-9935,NC 다이노스,15451
박주찬,3100,-,-,NC 다이노스,14219
김준원,3000,-,-,NC 다이노스,16063
김재민,3000,-,-,NC 다이노스,16062
김민균,3000,-,-,NC 다이노스,16054
고승완,3000,-,-,NC 다이노스,16061
조현민,3000,-,-,NC 다이노스,16060
홍유원,3000,-,-,NC 다이노스,16055
원종해,3000,-,-,NC 다이노스,16059
김세훈,3000,-0.11,-27852,NC 다이노스,16058
손주환,3000,-0.04,-73787,NC 다이노스,16057
최우석,3000,0.12,25298,NC 다이노스,16056
최우재,3000,-,-,NC 다이노스,12621
임상현,3000,-0.02,-121956,NC 다이노스,16053
김휘건,3000,-,-,NC 다이노스,16052
박인우,3000,-,-,NC 다이노스,16051
김태호,3000,-,-,NC 다이노스,16050
김민규,3000,-0.08,-39480,NC 다이노스,16049
서의태,3000,-0.06,-52157,NC 다이노스,12574
안인산,3000,-,-,NC 다이노스,14598
박시원,3000,-0.27,-11284,NC 다이노스,14597
임형원,3000,-,-,NC 다이노스,14594
박지한,3000,-,-,NC 다이노스,14650
이현우,3000,-,-,NC 다이노스,15117
박동수,3000,-,-,NC 다이노스,15112
목지훈,3000,-0.21,-14190,NC 다이노스,15453
신용석,3000,-0.10,-30908,NC 다이노스,15452
신영우,3000,-0.13,-22821,NC 다이노스,15450
박주현,3000,0.03,109982,NC 다이노스,13175
신성호,3000,-,-,NC 다이노스,15456
김택우,3000,-,-,NC 다이노스,15622
서동욱,3000,-,-,NC 다이노스,15458
김범준,3000,-0.15,-19963,NC 다이노스,14222
김재환,150000,3.07,48839,두산 베어스,10643
알칸타라,80000,1.24,64510,두산 베어스,13941
브랜든,75000,2.32,32269,두산 베어스,15153
허경민,60000,3.66,16390,두산 베어스,10184
정수빈,60000,3.13,19197,두산 베어스,10195
라모스,55000,2.37,23179,두산 베어스,15000
양의지,50000,3.38,14814,두산 베어스,10165
제러드,30000,1.52,19800,두산 베어스,16158
양석환,30000,2.31,13009,두산 베어스,11213
홍건희,30000,1.24,24103,두산 베어스,10696
김재호,30000,0.56,53904,두산 베어스,10174
강승호,25500,4.39,5809,두산 베어스,11087
최원준,25000,1.12,22333,두산 베어스,12852
발라조빅,25000,1.35,18513,두산 베어스,16155
김명신,22500,-0.89,-25412,두산 베어스,12847
곽빈,21000,4.65,4518,두산 베어스,13061
정철원,16500,-0.20,-82583,두산 베어스,13071
김강률,15000,1.64,9119,두산 베어스,10690
박치국,13000,-0.15,-86277,두산 베어스,12850
최승용,10200,0.11,91504,두산 베어스,14770
이영하,10000,0.36,27768,두산 베어스,12568
조수행,9500,1.83,5194,두산 베어스,12524
김인태,9000,-0.40,-22487,두산 베어스,11098
박계범,8500,-0.47,-18168,두산 베어스,11198
이유찬,8500,0.73,11604,두산 베어스,12894
박준영,7000,1.58,4436,두산 베어스,12522
장승현,6000,-0.07,-83501,두산 베어스,11097
김동주,5500,-0.31,-17809,두산 베어스,14769
이승진,5500,-,-,두산 베어스,12678
박정수,5500,0.06,87154,두산 베어스,11300
안승한,5500,-0.01,-514952,두산 베어스,11328
김민규,5000,0.66,7629,두산 베어스,13072
양찬열,4000,0.09,42199,두산 베어스,14738
김기연,4000,1.49,2689,두산 베어스,12549
김민혁,3800,0.22,17536,두산 베어스,12970
김대한,3700,-0.51,-7286,두산 베어스,14170
박지훈,3600,-,-,두산 베어스,14736
이병헌,3600,1.75,2060,두산 베어스,15099
시라카와,3600,0.76,4715,두산 베어스,16148
박신지,3500,0.15,22678,두산 베어스,13070
전민재,3400,0.32,10606,두산 베어스,13073
김태근,3400,-0.72,-4729,두산 베어스,14175
서예일,3400,-0.01,-437733,두산 베어스,12523
최지강,3400,1.01,3377,두산 베어스,15127
이교훈,3300,-0.40,-8167,두산 베어스,14173
박소준,3300,-0.07,-47751,두산 베어스,11491
홍성호,3300,0.10,31759,두산 베어스,12606
김호준,3100,-0.22,-14260,두산 베어스,13268
백승우,3100,-,-,두산 베어스,15514
김정우,3100,-0.01,-222415,두산 베어스,13124
권민석,3100,-,-,두산 베어스,13079
조제영,3100,-,-,두산 베어스,14732
오명진,3100,0.01,261758,두산 베어스,14737
김도윤,3100,0.00,-2232770,두산 베어스,14768
최세창,3100,-,-,두산 베어스,14574
문원,3000,-,-,두산 베어스,12848
류현준,3000,0.15,19631,두산 베어스,16076
김태완,3000,-,-,두산 베어스,16075
손율기,3000,-,-,두산 베어스,16074
김무빈,3000,-,-,두산 베어스,16073
전다민,3000,0.35,8557,두산 베어스,16072
박지호,3000,0.11,27911,두산 베어스,16071
강태완,3000,-,-,두산 베어스,16070
임종성,3000,-0.02,-130003,두산 베어스,16069
여동건,3000,-0.02,-186306,두산 베어스,16068
김택연,3000,2.97,1010,두산 베어스,16067
전형근,3000,-,-,두산 베어스,14652
장원호,3000,-,-,두산 베어스,16142
강동형,3000,-,-,두산 베어스,15106
윤태호,3000,-,-,두산 베어스,15104
이원재,3000,-,-,두산 베어스,15101
김동준,3000,-,-,두산 베어스,15100
이민혁,3000,-,-,두산 베어스,14174
양현진,3000,-,-,두산 베어스,14840
권휘,3000,-0.05,-55129,두산 베어스,13665
이상연,3000,-,-,두산 베어스,14836
제환유,3000,-,-,두산 베어스,14573
이주엽,3000,-,-,두산 베어스,14572
남율,3000,-,-,두산 베어스,15517
김문수,3000,-,-,두산 베어스,15516
박민준,3000,-0.13,-22413,두산 베어스,15515
장규빈,3000,0.00,-1208352,두산 베어스,14570
강현구,3000,-,-,두산 베어스,14773
최종인,3000,0.18,17066,두산 베어스,14733
최준호,3000,1.21,2476,두산 베어스,15508
김유성,3000,0.21,14316,두산 베어스,15509
임서준,3000,-,-,두산 베어스,15511
윤준호,3000,-0.07,-41257,두산 베어스,15512
한충희,3000,-,-,두산 베어스,15513
배창현,3000,-,-,두산 베어스,13074
니퍼트,-,-,-,두산 베어스,10641
이민석,-,-,-,두산 베어스,15129
후라도,120000,6.13,19581,키움 히어로즈,15531
이형종,68000,0.66,103358,키움 히어로즈,12516
김혜성,65000,6.72,9677,키움 히어로즈,12905
최주환,65000,0.35,184816,키움 히어로즈,10182
헤이수스,60000,4.65,12907,키움 히어로즈,16138
도슨,55000,3.42,16102,키움 히어로즈,15652
원종현,50000,0.09,563411,키움 히어로즈,11161
이원석,40000,-0.47,-84662,키움 히어로즈,10180
조상우,34000,0.65,52414,키움 히어로즈,11126
이용규,20000,1.54,12962,키움 히어로즈,10035
정찬헌,20000,-0.01,-2847960,키움 히어로즈,10533
김재웅,19000,0.38,49496,키움 히어로즈,12858
송성문,13000,6.87,1892,키움 히어로즈,11376
김태진,11000,0.89,12361,키움 히어로즈,11244
김성민,9000,0.48,18900,키움 히어로즈,12918
하영민,8000,2.95,2711,키움 히어로즈,11222
문성현,7500,-0.12,-64581,키움 히어로즈,10437
임지열,7200,-0.74,-9765,키움 히어로즈,11225
김선기,7000,0.10,67435,키움 히어로즈,13092
임병욱,7000,0.02,412726,키움 히어로즈,11226
이주형,6600,2.51,2634,키움 히어로즈,14591
김동혁,6000,-0.52,-11522,키움 히어로즈,14674
이명종,6000,-0.17,-36311,키움 히어로즈,15073
김재현,5500,0.10,57006,키움 히어로즈,10870
김웅빈,5000,-0.40,-12581,키움 히어로즈,12503
변상권,4800,0.24,19811,키움 히어로즈,13223
김수환,4700,-0.10,-48994,키움 히어로즈,13096
박승주,4500,0.02,281711,키움 히어로즈,12989
김주형,4500,-0.08,-58698,키움 히어로즈,14214
윤석원,4300,-0.31,-14096,키움 히어로즈,15071
신준우,4200,0.00,5235680,키움 히어로즈,14695
장재영,4000,-0.41,-9657,키움 히어로즈,14784
오석주,4000,-0.32,-12697,키움 히어로즈,12860
박수종,4000,0.25,15819,키움 히어로즈,15132
박찬혁,4000,-,-,키움 히어로즈,15068
김동헌,4000,-0.12,-34516,키움 히어로즈,15473
윤정현,4000,-0.01,-316216,키움 히어로즈,14131
조영건,4000,-0.52,-7628,키움 히어로즈,14132
김준형,3700,-,-,키움 히어로즈,14848
박주홍,3600,-0.24,-14893,키움 히어로즈,14580
김시앙,3600,-0.05,-76364,키움 히어로즈,14851
주성원,3500,0.01,375377,키움 히어로즈,14133
김인범,3300,0.68,4864,키움 히어로즈,14480
오상원,3300,-,-,키움 히어로즈,15474
김병휘,3300,-0.34,-9846,키움 히어로즈,14577
김건희,3200,0.60,5377,키움 히어로즈,15472
주승우,3200,0.74,4312,키움 히어로즈,15067
이종민,3200,-0.15,-21098,키움 히어로즈,14576
김동규,3100,-0.01,-234222,키움 히어로즈,15485
조성훈,3100,-,-,키움 히어로즈,13125
이승원,3100,-0.96,-3239,키움 히어로즈,15476
송재선,3100,-,-,키움 히어로즈,15477
양지율,3000,0.07,40694,키움 히어로즈,12854
박승호,3000,-,-,키움 히어로즈,16134
박범준,3000,-0.11,-28239,키움 히어로즈,16133
박채울,3000,-,-,키움 히어로즈,16132
김지성,3000,-,-,키움 히어로즈,16131
송지후,3000,0.04,73695,키움 히어로즈,16130
김주훈,3000,-,-,키움 히어로즈,16129
고영우,3000,-0.59,-5117,키움 히어로즈,16128
김연주,3000,-0.13,-22558,키움 히어로즈,16127
이우현,3000,-,-,키움 히어로즈,16126
손현기,3000,-0.10,-29484,키움 히어로즈,16125
이재상,3000,-1.20,-2497,키움 히어로즈,16124
김윤하,3000,0.45,6688,키움 히어로즈,16123
전준표,3000,-0.30,-10074,키움 히어로즈,16122
심휘윤,3000,-0.01,-273154,키움 히어로즈,16135
원성준,3000,-0.25,-11991,키움 히어로즈,16136
노운현,3000,-,-,키움 히어로즈,15027
주승빈,3000,-,-,키움 히어로즈,15072
김동욱,3000,0.11,26713,키움 히어로즈,14681
안겸,3000,-,-,키움 히어로즈,15482
변헌성,3000,-,-,키움 히어로즈,15481
이호열,3000,-,-,키움 히어로즈,15480
박성빈,3000,-0.03,-101587,키움 히어로즈,15479
우승원,3000,-,-,키움 히어로즈,15478
박준형,3000,-0.25,-12108,키움 히어로즈,14211
박윤성,3000,0.04,72014,키움 히어로즈,15475
서유신,3000,-,-,키움 히어로즈,15483
이명기,3000,-,-,키움 히어로즈,14212
신효수,1500,-,-,키움 히어로즈,16137
