팀,선수,연봉 총수령액(만원),연봉등급,pid,연도,팀연봉순위,전체연봉순위
NC 다이노스,김재열,6000,C,14747,2024,37,340
NC 다이노스,김진호,6000,C,12897,2024,37,340
NC 다이노스,김형준,5800,C,13081,2024,40,367
NC 다이노스,천재환,5000,C,13261,2024,41,385
NC 다이노스,이준호,10500,B,15455,2024,24,227
NC 다이노스,한재환,4000,D,14659,2024,42,442
NC 다이노스,김태현,4000,D,12898,2024,42,442
NC 다이노스,한석현,3900,D,13250,2024,44,467
NC 다이노스,김한별,3800,D,14716,2024,45,469
NC 다이노스,채원후,3500,D,11387,2024,46,494
NC 다이노스,송승환,3500,D,14172,2024,46,494
NC 다이노스,한재승,3400,D,14764,2024,48,509
NC 다이노스,전사민,3400,D,14156,2024,48,509
NC 다이노스,전루건,3200,D,14171,2024,50,536
NC 다이노스,박영빈,3200,D,14661,2024,50,536
NC 다이노스,이우석,3200,D,11360,2024,50,536
NC 다이노스,소이현,3200,D,12900,2024,50,536
NC 다이노스,김수윤,3200,D,12903,2024,50,536
NC 다이노스,최보성,3200,D,13087,2024,50,536
NC 다이노스,문상인,3100,D,13227,2024,56,563
NC 다이노스,조현진,3100,D,14877,2024,56,563
NC 다이노스,박한결,18100,B,15451,2024,12,153
NC 다이노스,박주찬,3100,D,14219,2024,56,563
NC 다이노스,김준원,3000,D,16063,2024,59,601
NC 다이노스,김재민,3000,D,16062,2024,59,601
NC 다이노스,김민균,3000,D,16054,2024,59,601
NC 다이노스,고승완,3000,D,16061,2024,59,601
NC 다이노스,조현민,3000,D,16060,2024,59,601
NC 다이노스,홍유원,3000,D,16055,2024,59,601
NC 다이노스,원종해,3000,D,16059,2024,59,601
NC 다이노스,김세훈,3000,D,16058,2024,59,601
NC 다이노스,손주환,3000,D,16057,2024,59,601
NC 다이노스,최우석,3000,D,16056,2024,59,601
NC 다이노스,최우재,3000,D,12621,2024,59,601
NC 다이노스,임상현,3000,D,16053,2024,59,601
NC 다이노스,김휘건,3000,D,16052,2024,59,601
NC 다이노스,박인우,3000,D,16051,2024,59,601
NC 다이노스,김태호,3000,D,16050,2024,59,601
NC 다이노스,김민규,3000,D,16049,2024,59,601
NC 다이노스,서의태,3000,D,12574,2024,59,601
NC 다이노스,안인산,3000,D,14598,2024,59,601
NC 다이노스,박시원,3000,D,14597,2024,59,601
NC 다이노스,임형원,3000,D,14594,2024,59,601
NC 다이노스,박지한,3000,D,14650,2024,59,601
NC 다이노스,이현우,3000,D,15117,2024,59,601
NC 다이노스,박동수,3000,D,15112,2024,59,601
NC 다이노스,목지훈,11000,B,15453,2024,21,215
NC 다이노스,신용석,13000,B,15452,2024,19,200
NC 다이노스,신영우,28000,B,15450,2024,9,114
NC 다이노스,박주현,3000,D,13175,2024,59,601
NC 다이노스,신성호,8000,C,15456,2024,29,275
NC 다이노스,김택우,3000,D,15622,2024,59,601
NC 다이노스,서동욱,6000,C,15458,2024,37,340
NC 다이노스,김범준,3000,D,14222,2024,59,601
두산 베어스,김재환,287500,A,10643,2024,1,2
두산 베어스,알칸타라,80000,A,13941,2024,5,44
두산 베어스,브랜든,75000,A,15153,2024,7,51
두산 베어스,허경민,122500,A,10184,2024,3,19
두산 베어스,정수빈,86666,A,10195,2024,4,41
두산 베어스,라모스,78000,A,15000,2024,6,48
두산 베어스,양의지,160000,A,10165,2024,2,11
두산 베어스,제러드,30000,B,16158,2024,8,100
두산 베어스,양석환,30000,B,11213,2024,8,100
두산 베어스,홍건희,30000,B,10696,2024,8,100
두산 베어스,김재호,30000,B,10174,2024,8,100
두산 베어스,강승호,25500,B,11087,2024,12,115
두산 베어스,최원준,25000,B,12852,2024,13,118
두산 베어스,발라조빅,25000,B,16155,2024,13,118
두산 베어스,김명신,22500,B,12847,2024,16,128
두산 베어스,곽빈,21000,B,13061,2024,17,133
두산 베어스,정철원,16500,B,13071,2024,19,165
두산 베어스,김강률,15000,B,10690,2024,20,178
두산 베어스,박치국,13000,B,12850,2024,21,200
두산 베어스,최승용,10200,B,14770,2024,23,228
두산 베어스,이영하,10000,B,12568,2024,24,232
두산 베어스,조수행,9500,C,12524,2024,26,248
두산 베어스,김인태,9000,C,11098,2024,27,255
두산 베어스,박계범,8500,C,11198,2024,28,264
두산 베어스,이유찬,8500,C,12894,2024,28,264
두산 베어스,박준영,7000,C,12522,2024,32,300
두산 베어스,장승현,6000,C,11097,2024,34,340
두산 베어스,김동주,5500,C,14769,2024,37,372
두산 베어스,이승진,5500,C,12678,2024,37,372
두산 베어스,박정수,5500,C,11300,2024,37,372
두산 베어스,안승한,5500,C,11328,2024,37,372
두산 베어스,김민규,5000,C,13072,2024,41,385
두산 베어스,양찬열,4000,D,14738,2024,42,442
두산 베어스,김기연,4000,D,12549,2024,42,442
두산 베어스,김민혁,3800,D,12970,2024,44,469
두산 베어스,김대한,3700,D,14170,2024,45,477
두산 베어스,박지훈,3600,D,14736,2024,46,483
두산 베어스,이병헌,3600,D,15099,2024,46,483
두산 베어스,시라카와,3600,D,16148,2024,46,483
두산 베어스,박신지,3500,D,13070,2024,49,494
두산 베어스,전민재,3400,D,13073,2024,50,509
두산 베어스,김태근,3400,D,14175,2024,50,509
두산 베어스,서예일,3400,D,12523,2024,50,509
두산 베어스,최지강,3400,D,15127,2024,50,509
두산 베어스,이교훈,3300,D,14173,2024,54,519
두산 베어스,박소준,3300,D,11491,2024,54,519
두산 베어스,홍성호,3300,D,12606,2024,54,519
두산 베어스,김호준,3100,D,13268,2024,57,563
두산 베어스,백승우,8100,C,15514,2024,30,273
두산 베어스,김정우,3100,D,13124,2024,57,563
두산 베어스,권민석,3100,D,13079,2024,57,563
두산 베어스,조제영,3100,D,14732,2024,57,563
두산 베어스,오명진,3100,D,14737,2024,57,563
두산 베어스,김도윤,3100,D,14768,2024,57,563
두산 베어스,최세창,3100,D,14574,2024,57,563
두산 베어스,문원,3000,D,12848,2024,64,601
두산 베어스,류현준,3000,D,16076,2024,64,601
두산 베어스,김태완,3000,D,16075,2024,64,601
두산 베어스,손율기,3000,D,16074,2024,64,601
두산 베어스,김무빈,3000,D,16073,2024,64,601
두산 베어스,전다민,3000,D,16072,2024,64,601
두산 베어스,박지호,3000,D,16071,2024,64,601
두산 베어스,강태완,3000,D,16070,2024,64,601
두산 베어스,임종성,3000,D,16069,2024,64,601
두산 베어스,여동건,3000,D,16068,2024,64,601
두산 베어스,김택연,3000,D,16067,2024,64,601
두산 베어스,전형근,3000,D,14652,2024,64,601
두산 베어스,장원호,3000,D,16142,2024,64,601
두산 베어스,강동형,3000,D,15106,2024,64,601
두산 베어스,윤태호,3000,D,15104,2024,64,601
두산 베어스,이원재,3000,D,15101,2024,64,601
두산 베어스,김동준,3000,D,15100,2024,64,601
두산 베어스,이민혁,3000,D,14174,2024,64,601
두산 베어스,양현진,3000,D,14840,2024,64,601
두산 베어스,권휘,3000,D,13665,2024,64,601
두산 베어스,이상연,3000,D,14836,2024,64,601
두산 베어스,제환유,3000,D,14573,2024,64,601
두산 베어스,이주엽,3000,D,14572,2024,64,601
두산 베어스,남율,6000,C,15517,2024,34,340
두산 베어스,김문수,6000,C,15516,2024,34,340
두산 베어스,박민준,7000,C,15515,2024,32,300
두산 베어스,장규빈,3000,D,14570,2024,64,601
두산 베어스,강현구,3000,D,14773,2024,64,601
두산 베어스,최종인,3000,D,14733,2024,64,601
두산 베어스,최준호,23000,B,15508,2024,15,126
두산 베어스,김유성,18000,B,15509,2024,18,154
두산 베어스,임서준,11000,B,15511,2024,22,215
두산 베어스,윤준호,10000,B,15512,2024,24,232
두산 베어스,한충희,8000,C,15513,2024,31,275
두산 베어스,배창현,3000,D,13074,2024,64,601
키움 히어로즈,후라도,120000,A,15531,2024,1,20
키움 히어로즈,이형종,68000,A,12516,2024,3,58
키움 히어로즈,김혜성,65000,A,12905,2024,4,59
키움 히어로즈,최주환,65000,A,10182,2024,4,59
키움 히어로즈,헤이수스,78000,A,16138,2024,2,48
키움 히어로즈,도슨,55000,A,15652,2024,7,67
키움 히어로즈,원종현,62500,A,11161,2024,6,63
키움 히어로즈,이원석,40000,B,10180,2024,8,84
키움 히어로즈,조상우,34000,B,11126,2024,9,94
키움 히어로즈,이용규,20000,B,10035,2024,12,135
키움 히어로즈,정찬헌,30000,B,10533,2024,10,100
키움 히어로즈,김재웅,19000,B,12858,2024,13,151
키움 히어로즈,송성문,13000,B,11376,2024,15,200
키움 히어로즈,김태진,11000,B,11244,2024,17,215
키움 히어로즈,김성민,9000,C,12918,2024,20,255
키움 히어로즈,하영민,8000,C,11222,2024,21,275
키움 히어로즈,문성현,7500,C,10437,2024,24,293
키움 히어로즈,임지열,7200,C,11225,2024,25,296
키움 히어로즈,김선기,7000,C,13092,2024,26,300
키움 히어로즈,임병욱,7000,C,11226,2024,26,300
키움 히어로즈,이주형,6600,C,14591,2024,30,327
키움 히어로즈,김동혁,6000,C,14674,2024,31,340
키움 히어로즈,이명종,6000,C,15073,2024,31,340
키움 히어로즈,김재현,5500,C,10870,2024,35,372
키움 히어로즈,김웅빈,5000,C,12503,2024,36,385
키움 히어로즈,변상권,4800,D,13223,2024,37,403
키움 히어로즈,김수환,4700,D,13096,2024,38,407
키움 히어로즈,박승주,4500,D,12989,2024,39,412
키움 히어로즈,김주형,4500,D,14214,2024,39,412
키움 히어로즈,윤석원,4300,D,15071,2024,41,427
키움 히어로즈,신준우,4200,D,14695,2024,42,431
키움 히어로즈,장재영,4000,D,14784,2024,43,442
키움 히어로즈,오석주,4000,D,12860,2024,43,442
키움 히어로즈,박수종,4000,D,15132,2024,43,442
키움 히어로즈,박찬혁,4000,D,15068,2024,43,442
키움 히어로즈,김동헌,4000,D,15473,2024,43,442
키움 히어로즈,윤정현,4000,D,14131,2024,43,442
키움 히어로즈,조영건,4000,D,14132,2024,43,442
키움 히어로즈,김준형,3700,D,14848,2024,50,477
키움 히어로즈,박주홍,3600,D,14580,2024,51,483
키움 히어로즈,김시앙,3600,D,14851,2024,51,483
키움 히어로즈,주성원,3500,D,14133,2024,53,494
키움 히어로즈,김인범,3300,D,14480,2024,54,519
키움 히어로즈,오상원,14300,B,15474,2024,14,187
키움 히어로즈,김병휘,3300,D,14577,2024,54,519
키움 히어로즈,김건희,25200,B,15472,2024,11,116
키움 히어로즈,주승우,3200,D,15067,2024,56,536
키움 히어로즈,이종민,3200,D,14576,2024,56,536
키움 히어로즈,김동규,3100,D,15485,2024,58,563
키움 히어로즈,조성훈,3100,D,13125,2024,58,563
키움 히어로즈,이승원,10100,B,15476,2024,18,230
키움 히어로즈,송재선,10100,B,15477,2024,18,230
키움 히어로즈,양지율,3000,D,12854,2024,60,601
키움 히어로즈,박승호,3000,D,16134,2024,60,601
키움 히어로즈,박범준,3000,D,16133,2024,60,601
키움 히어로즈,박채울,3000,D,16132,2024,60,601
키움 히어로즈,김지성,3000,D,16131,2024,60,601
키움 히어로즈,송지후,3000,D,16130,2024,60,601
키움 히어로즈,김주훈,3000,D,16129,2024,60,601
키움 히어로즈,고영우,3000,D,16128,2024,60,601
키움 히어로즈,김연주,3000,D,16127,2024,60,601
키움 히어로즈,이우현,3000,D,16126,2024,60,601
키움 히어로즈,손현기,3000,D,16125,2024,60,601
키움 히어로즈,이재상,3000,D,16124,2024,60,601
키움 히어로즈,김윤하,3000,D,16123,2024,60,601
키움 히어로즈,전준표,3000,D,16122,2024,60,601
키움 히어로즈,심휘윤,3000,D,16135,2024,60,601
키움 히어로즈,원성준,3000,D,16136,2024,60,601
키움 히어로즈,노운현,3000,D,15027,2024,60,601
키움 히어로즈,주승빈,3000,D,15072,2024,60,601
키움 히어로즈,김동욱,3000,D,14681,2024,60,601
키움 히어로즈,안겸,6000,C,15482,2024,31,340
키움 히어로즈,변헌성,7000,C,15481,2024,26,300
키움 히어로즈,이호열,7000,C,15480,2024,26,300
키움 히어로즈,박성빈,8000,C,15479,2024,21,275
키움 히어로즈,우승원,8000,C,15478,2024,21,275
키움 히어로즈,박준형,3000,D,14211,2024,60,601
키움 히어로즈,박윤성,12000,B,15475,2024,16,209
키움 히어로즈,서유신,6000,C,15483,2024,31,340
키움 히어로즈,이명기,3000,D,14212,2024,60,601
키움 히어로즈,신효수,1500,D,16137,2024,81,850
한화 이글스,류현진,200000,A,10590,2025,1,7
한화 이글스,폰세,130000,A,16313,2025,2,24
한화 이글스,플로리얼,97500,A,16312,2025,4,49
한화 이글스,엄상백,90000,A,11318,2025,5,52
한화 이글스,와이스,84000,A,16153,2025,6,55
한화 이글스,채은성,120000,A,11215,2025,3,34
한화 이글스,안치홍,50000,A,10014,2025,8,74
한화 이글스,최재훈,82000,A,10170,2025,7,56
한화 이글스,심우준,50000,A,11334,2025,8,74
한화 이글스,노시환,33000,B,14125,2025,11,97
한화 이글스,리베라토,28700,B,16396,2025,12,112
한화 이글스,이태양,47000,B,10609,2025,10,80
한화 이글스,주현상,25000,B,11415,2025,13,115
한화 이글스,박상원,22000,B,12871,2025,14,124
한화 이글스,장시환,20000,B,10453,2025,15,130
한화 이글스,장민재,15000,B,10610,2025,16,167
한화 이글스,김태연,14600,B,12585,2025,17,173
한화 이글스,김범수,14300,B,11411,2025,18,174
한화 이글스,김민우,13000,B,11410,2025,19,183
한화 이글스,이도윤,11000,B,11414,2025,20,201
한화 이글스,문동주,10000,B,15013,2025,21,213
한화 이글스,이재원,10000,B,10082,2025,21,213
한화 이글스,한승혁,9400,C,10812,2025,23,227
한화 이글스,이민우,9400,C,13003,2025,23,227
한화 이글스,하주석,9000,C,10913,2025,25,229
한화 이글스,문현빈,8800,C,15422,2025,26,233
한화 이글스,황영묵,8300,C,16110,2025,27,239
한화 이글스,윤대경,7000,C,11110,2025,28,264
한화 이글스,최인호,6800,C,14707,2025,29,275
한화 이글스,이진영,6200,C,12539,2025,30,286
한화 이글스,김기중,6000,C,14808,2025,31,290
한화 이글스,김서현,5600,C,15421,2025,32,307
한화 이글스,김인환,5500,C,12589,2025,33,309
한화 이글스,김종수,5500,C,11117,2025,33,309
한화 이글스,김규연,5300,C,14871,2025,35,319
한화 이글스,이원석,5000,C,13138,2025,36,326
한화 이글스,이상규,4800,D,13245,2025,37,336
한화 이글스,황준서,4500,D,16107,2025,38,347
한화 이글스,박상언,4200,D,12587,2025,39,366
한화 이글스,배민서,4100,D,14158,2025,40,373
한화 이글스,조동욱,4000,D,16108,2025,41,374
한화 이글스,권광민,3800,D,13676,2025,42,394
한화 이글스,윤산흠,3800,D,14196,2025,42,394
한화 이글스,임종찬,3700,D,14706,2025,44,408
한화 이글스,박정현,3700,D,14704,2025,44,408
한화 이글스,조한민,3600,D,14210,2025,46,418
한화 이글스,이상혁,3500,D,15139,2025,47,428
한화 이글스,유로결,3500,D,14126,2025,47,428
한화 이글스,장지수,3400,D,14178,2025,49,453
한화 이글스,이충호,3400,D,11116,2025,49,453
한화 이글스,배동현,3400,D,14809,2025,49,453
한화 이글스,허관회,3300,D,14204,2025,52,462
한화 이글스,박성웅,3300,D,13136,2025,52,462
한화 이글스,장규현,3300,D,14811,2025,52,462
한화 이글스,김건,3200,D,14209,2025,55,484
한화 이글스,김승일,3200,D,14711,2025,55,484
한화 이글스,송호정,3100,D,14812,2025,57,516
한화 이글스,정민규,3100,D,14813,2025,57,516
한화 이글스,한경빈,3100,D,15633,2025,57,516
한화 이글스,허인서,3100,D,15015,2025,57,516
한화 이글스,김도빈,3100,D,16118,2025,57,516
한화 이글스,한지윤,3000,D,16303,2025,62,567
한화 이글스,권민규,3000,D,16302,2025,62,567
한화 이글스,정우주,3000,D,16301,2025,62,567
한화 이글스,배승수,3000,D,16304,2025,62,567
한화 이글스,박상현,3000,D,16306,2025,62,567
한화 이글스,이민재,3000,D,16311,2025,62,567
한화 이글스,최주원,3000,D,16310,2025,62,567
한화 이글스,엄요셉,3000,D,16309,2025,62,567
한화 이글스,엄상현,3000,D,16308,2025,62,567
한화 이글스,이지성,3000,D,16307,2025,62,567
한화 이글스,이동영,3000,D,16305,2025,62,567
한화 이글스,이승현,3000,D,16372,2025,62,567
한화 이글스,박준영,3000,D,15014,2025,62,567
한화 이글스,안진,3000,D,14876,2025,62,567
한화 이글스,문승진,3000,D,14874,2025,62,567
한화 이글스,유민,3000,D,15016,2025,62,567
한화 이글스,이성민,3000,D,15019,2025,62,567
한화 이글스,정이황,3000,D,14127,2025,62,567
한화 이글스,김범준,3000,D,14710,2025,62,567
한화 이글스,원종혁,3000,D,16114,2025,62,567
한화 이글스,최준서,3000,D,16112,2025,62,567
한화 이글스,이기창,3000,D,16111,2025,62,567
한화 이글스,정안석,3000,D,16109,2025,62,567
한화 이글스,한서구,3000,D,15426,2025,62,567
한화 이글스,성지훈,3000,D,15631,2025,62,567
한화 이글스,신우재,3000,D,16011,2025,62,567
한화 이글스,박부성,0,D,16373,2025,88,824
한화 이글스,양선률,0,D,14682,2025,88,824
LG 트윈스,오스틴,168000,A,15532,2025,3,14
LG 트윈스,박동원,170000,A,10387,2025,2,12
LG 트윈스,에르난데스,112000,A,16160,2025,6,37
LG 트윈스,치리노스,130000,A,16286,2025,5,24
LG 트윈스,홍창기,65000,A,12546,2025,7,67
LG 트윈스,박해민,140000,A,11190,2025,4,19
LG 트윈스,김현수,175000,A,10187,2025,1,11
LG 트윈스,문보경,41000,B,14137,2025,8,82
LG 트윈스,김진성,33000,B,11166,2025,9,97
LG 트윈스,오지환,30000,B,10475,2025,10,99
LG 트윈스,이정용,27000,B,14134,2025,11,114
LG 트윈스,유영찬,21000,B,14669,2025,12,126
LG 트윈스,임찬규,20000,B,10652,2025,13,130
LG 트윈스,함덕주,20000,B,11094,2025,13,130
LG 트윈스,장현식,20000,B,11164,2025,13,130
LG 트윈스,신민재,20000,B,13056,2025,13,130
LG 트윈스,정우영,18000,B,14136,2025,17,149
LG 트윈스,문성주,18000,B,13112,2025,17,149
LG 트윈스,손주영,17200,B,12908,2025,19,156
LG 트윈스,구본혁,13500,B,14140,2025,20,179
LG 트윈스,최채흥,13000,B,13156,2025,21,183
LG 트윈스,김유영,10500,B,11229,2025,22,210
LG 트윈스,이우찬,10000,B,10749,2025,23,213
LG 트윈스,김강률,10000,B,10690,2025,23,213
LG 트윈스,이지강,8300,C,14143,2025,25,239
LG 트윈스,심창민,8000,C,10720,2025,26,241
LG 트윈스,김준태,7500,C,10835,2025,27,252
LG 트윈스,김대현,7500,C,12532,2025,27,252
LG 트윈스,천성호,7100,C,14606,2025,29,263
LG 트윈스,백승현,7000,C,13009,2025,30,264
LG 트윈스,이영빈,6000,C,14783,2025,31,290
LG 트윈스,박명근,6000,C,15486,2025,31,290
LG 트윈스,김민수,6000,C,12931,2025,31,290
LG 트윈스,안익훈,5200,C,11347,2025,34,320
LG 트윈스,김범석,4700,D,15484,2025,35,340
LG 트윈스,배재준,4500,D,12697,2025,36,347
LG 트윈스,최승민,4300,D,14187,2025,37,363
LG 트윈스,김영준,4200,D,13102,2025,38,366
LG 트윈스,이종준,4200,D,14651,2025,38,366
LG 트윈스,최원영,4000,D,15084,2025,40,374
LG 트윈스,우강훈,3600,D,14816,2025,41,418
LG 트윈스,김진수,3600,D,14781,2025,41,418
LG 트윈스,송승기,3600,D,14846,2025,41,418
LG 트윈스,정지헌,3500,D,16017,2025,44,428
LG 트윈스,송찬의,3500,D,13109,2025,44,428
LG 트윈스,김주성,3500,D,12545,2025,44,428
LG 트윈스,성동현,3400,D,13103,2025,47,453
LG 트윈스,진우영,3400,D,16015,2025,47,453
LG 트윈스,허준혁,3300,D,15083,2025,49,462
LG 트윈스,이주헌,3300,D,15081,2025,49,462
LG 트윈스,김성진,3300,D,14141,2025,49,462
LG 트윈스,김현종,3200,D,16013,2025,52,484
LG 트윈스,함창건,3200,D,14680,2025,52,484
LG 트윈스,손용준,3100,D,16014,2025,54,516
LG 트윈스,문정빈,3100,D,15086,2025,54,516
LG 트윈스,김수인,3100,D,14675,2025,54,516
LG 트윈스,김성우,3100,D,15085,2025,54,516
LG 트윈스,김의준,3100,D,13108,2025,54,516
LG 트윈스,안시후,3000,D,16283,2025,59,567
LG 트윈스,우정안,3000,D,16282,2025,59,567
LG 트윈스,김종운,3000,D,16281,2025,59,567
LG 트윈스,박시원,3000,D,16280,2025,59,567
LG 트윈스,박건우,3000,D,16389,2025,59,567
LG 트윈스,박관우,3000,D,16279,2025,59,567
LG 트윈스,서영준,3000,D,16278,2025,59,567
LG 트윈스,이태훈,3000,D,16277,2025,59,567
LG 트윈스,이한림,3000,D,16276,2025,59,567
LG 트윈스,추세현,3000,D,16275,2025,59,567
LG 트윈스,김영우,3000,D,16274,2025,59,567
LG 트윈스,고영웅,3000,D,16284,2025,59,567
LG 트윈스,성준서,3000,D,16285,2025,59,567
LG 트윈스,박민호,3000,D,14845,2025,59,567
LG 트윈스,조건희,3000,D,14782,2025,59,567
LG 트윈스,백선기,3000,D,13174,2025,59,567
LG 트윈스,전경원,3000,D,13129,2025,59,567
LG 트윈스,김주온,3000,D,13057,2025,59,567
LG 트윈스,허용주,3000,D,15491,2025,59,567
LG 트윈스,심규빈,3000,D,16022,2025,59,567
LG 트윈스,김도윤,3000,D,16021,2025,59,567
LG 트윈스,코엔 윈,1600,D,15265,2025,80,822
LG 트윈스,김웅,0,D,16388,2025,81,824
롯데 자이언츠,박세웅,135000,A,11310,2025,2,22
롯데 자이언츠,반즈,133000,A,15011,2025,3,23
롯데 자이언츠,레이예스,112000,A,16106,2025,5,37
롯데 자이언츠,김원중,110000,A,10825,2025,7,41
롯데 자이언츠,유강남,210000,A,10753,2025,1,5
롯데 자이언츠,한현희,110000,A,10863,2025,7,41
롯데 자이언츠,데이비슨,110500,A,16273,2025,6,40
롯데 자이언츠,노진혁,130000,A,11165,2025,4,24
롯데 자이언츠,전준우,40000,B,10266,2025,9,83
롯데 자이언츠,감보아,35000,B,16391,2025,10,94
롯데 자이언츠,구승민,30000,B,11291,2025,11,99
롯데 자이언츠,김상수,24000,B,10427,2025,12,118
롯데 자이언츠,윤동희,20000,B,15048,2025,13,130
롯데 자이언츠,정훈,20000,B,10253,2025,13,130
롯데 자이언츠,김민성,20000,B,10238,2025,13,130
롯데 자이언츠,고승민,18500,B,14160,2025,16,148
롯데 자이언츠,박승욱,17000,B,10804,2025,17,157
롯데 자이언츠,황성빈,15500,B,14642,2025,18,166
롯데 자이언츠,손호영,12500,B,14590,2025,19,188
롯데 자이언츠,나승엽,12000,B,14797,2025,20,189
롯데 자이언츠,나균안,12000,B,12930,2025,20,189
롯데 자이언츠,정철원,12000,B,13071,2025,20,189
롯데 자이언츠,최준용,11000,B,14624,2025,23,201
롯데 자이언츠,김진욱,10000,B,14792,2025,24,213
롯데 자이언츠,정보근,7700,C,13154,2025,25,249
롯데 자이언츠,전민재,7500,C,13073,2025,26,252
롯데 자이언츠,진해수,7000,C,10075,2025,27,264
롯데 자이언츠,손성빈,6800,C,14796,2025,28,275
롯데 자이언츠,박진,6000,C,14163,2025,29,290
롯데 자이언츠,박진형,5600,C,11425,2025,30,307
롯데 자이언츠,심재민,5400,C,11311,2025,31,318
롯데 자이언츠,최항,5000,C,10810,2025,32,326
롯데 자이언츠,박시영,5000,C,10737,2025,32,326
롯데 자이언츠,신윤후,4800,D,14169,2025,34,336
롯데 자이언츠,장두성,4600,D,13155,2025,35,342
롯데 자이언츠,진승현,4000,D,15047,2025,36,374
롯데 자이언츠,이민석,4000,D,15045,2025,36,374
롯데 자이언츠,김도규,4000,D,13148,2025,36,374
롯데 자이언츠,조세진,4000,D,15046,2025,36,374
롯데 자이언츠,김강현,4000,D,12699,2025,36,374
롯데 자이언츠,정현수,4000,D,16090,2025,36,374
롯데 자이언츠,한태양,3800,D,15051,2025,42,394
롯데 자이언츠,박세진,3700,D,12572,2025,43,408
롯데 자이언츠,서동욱,3500,D,15624,2025,44,428
롯데 자이언츠,김동혁,3300,D,15645,2025,45,462
롯데 자이언츠,현도훈,3300,D,13271,2025,45,462
롯데 자이언츠,정우준,3200,D,14795,2025,47,484
롯데 자이언츠,송재영,3200,D,14794,2025,47,484
롯데 자이언츠,이주찬,3200,D,14819,2025,47,484
롯데 자이언츠,이호준,3100,D,16091,2025,50,516
롯데 자이언츠,백두산,3100,D,16101,2025,50,516
롯데 자이언츠,강성우,3100,D,16093,2025,50,516
롯데 자이언츠,윤성빈,3100,D,12928,2025,50,516
롯데 자이언츠,박준우,3100,D,16092,2025,50,516
롯데 자이언츠,강승구,3100,D,16102,2025,50,516
롯데 자이언츠,이인한,3100,D,14690,2025,50,516
롯데 자이언츠,신병률,3100,D,13173,2025,50,516
롯데 자이언츠,홍민기,3100,D,14625,2025,50,516
롯데 자이언츠,김태현,3000,D,16263,2025,59,567
롯데 자이언츠,김태균,3000,D,16271,2025,59,567
롯데 자이언츠,한승현,3000,D,16270,2025,59,567
롯데 자이언츠,최민규,3000,D,16269,2025,59,567
롯데 자이언츠,이영재,3000,D,16268,2025,59,567
롯데 자이언츠,김동현,3000,D,16267,2025,59,567
롯데 자이언츠,박재엽,3000,D,16266,2025,59,567
롯데 자이언츠,김현우,3000,D,16265,2025,59,567
롯데 자이언츠,박세현,3000,D,16264,2025,59,567
롯데 자이언츠,조영우,3000,D,16272,2025,59,567
롯데 자이언츠,박찬형,3000,D,16395,2025,59,567
롯데 자이언츠,이태경,3000,D,16377,2025,59,567
롯데 자이언츠,이병준,3000,D,14817,2025,59,567
롯데 자이언츠,엄장윤,3000,D,15052,2025,59,567
롯데 자이언츠,김동규,3000,D,14165,2025,59,567
롯데 자이언츠,김대현,3000,D,16104,2025,59,567
롯데 자이언츠,배세종,3000,D,16100,2025,59,567
롯데 자이언츠,박준기,0,D,16379,2025,76,824
롯데 자이언츠,오창현,0,D,16383,2025,76,824
롯데 자이언츠,박지훈,0,D,16382,2025,76,824
롯데 자이언츠,유태웅,0,D,16376,2025,76,824
롯데 자이언츠,박건우,0,D,16378,2025,76,824
롯데 자이언츠,이상화,0,D,16380,2025,76,824
롯데 자이언츠,정선우,0,D,16381,2025,76,824
KIA 타이거즈,네일,168000,A,16088,2025,2,14
KIA 타이거즈,위즈덤,130000,A,16262,2025,3,24
KIA 타이거즈,최형우,100000,A,10344,2025,6,46
KIA 타이거즈,올러,104000,A,16261,2025,5,45
KIA 타이거즈,나성범,180000,A,11162,2025,1,10
KIA 타이거즈,김태군,70000,A,10459,2025,7,63
KIA 타이거즈,김선빈,60000,A,10008,2025,8,70
KIA 타이거즈,김도영,50000,A,15056,2025,9,74
KIA 타이거즈,양현종,125000,A,10058,2025,4,33
KIA 타이거즈,박찬호,45000,B,11261,2025,10,81
KIA 타이거즈,최원준,40000,B,12534,2025,11,83
KIA 타이거즈,조상우,40000,B,11126,2025,11,83
KIA 타이거즈,정해영,36000,B,14608,2025,13,93
KIA 타이거즈,임기영,30000,B,10909,2025,14,99
KIA 타이거즈,전상현,30000,B,12537,2025,14,99
KIA 타이거즈,이의리,17000,B,14788,2025,16,157
KIA 타이거즈,이우성,17000,B,11099,2025,16,157
KIA 타이거즈,이준영,17000,B,11303,2025,16,157
KIA 타이거즈,고종욱,15000,B,10659,2025,19,167
KIA 타이거즈,한준수,14000,B,13113,2025,20,175
KIA 타이거즈,이창진,14000,B,11233,2025,20,175
KIA 타이거즈,서건창,12000,B,10855,2025,22,189
KIA 타이거즈,김대유,12000,B,10706,2025,22,189
KIA 타이거즈,윤영철,12000,B,15432,2025,22,189
KIA 타이거즈,곽도규,12000,B,15435,2025,22,189
KIA 타이거즈,최지민,12000,B,15057,2025,22,189
KIA 타이거즈,황동하,10000,B,15063,2025,27,213
KIA 타이거즈,김도현,9000,C,14128,2025,28,229
KIA 타이거즈,변우혁,8500,C,14124,2025,29,234
KIA 타이거즈,김호령,8000,C,11298,2025,30,241
