팀,선수,연봉 총수령액(만원),연봉등급,pid,연도,팀연봉순위,전체연봉순위
NC 다이노스,이명기,27000,B,10119,2021,10,98
키움 히어로즈,이명기,3000,D,14212,2021,54,618
KIA 타이거즈,이민우,6000,C,13003,2021,35,348
두산 베어스,이민혁,3000,D,14174,2021,64,618
LG 트윈스,이민호,7000,C,14589,2021,36,305
LG 트윈스,이믿음,10000,B,14847,2021,29,218
롯데 자이언츠,이병규,5500,C,10477,2021,31,390
키움 히어로즈,이병규,3000,D,12859,2021,54,618
롯데 자이언츠,이병준,6000,C,14817,2021,27,348
KT 위즈,이보근,20000,B,10448,2021,11,119
LG 트윈스,이상규,4000,D,13245,2021,51,455
KT 위즈,이상동,3200,D,14109,2021,62,544
삼성 라이온즈,이상민,4000,D,11169,2021,56,455
두산 베어스,이상연,7000,C,14836,2021,29,305
LG 트윈스,이상영,3100,D,14135,2021,60,573
LG 트윈스,이상호,9000,C,11147,2021,32,249
KT 위즈,이선우,3000,D,14111,2021,67,618
한화 이글스,이성곤,5400,C,11206,2021,35,396
삼성 라이온즈,이성규,7000,C,12562,2021,35,305
한화 이글스,이성열,40000,B,10168,2021,6,71
LG 트윈스,이성우,8000,C,10004,2021,34,271
삼성 라이온즈,이수민,3100,D,11196,2021,67,573
한화 이글스,이승관,3000,D,13135,2021,66,618
삼성 라이온즈,이승민,3700,D,14616,2021,60,478
KIA 타이거즈,이승재,11000,B,14787,2021,13,197
두산 베어스,이승진,10000,B,12678,2021,22,218
NC 다이노스,이승헌,3000,D,13089,2021,55,618
롯데 자이언츠,이승헌,4200,D,13146,2021,40,449
삼성 라이온즈,이승현,50000,A,10527,2021,7,57
삼성 라이온즈,이승현,38000,B,14798,2021,10,77
키움 히어로즈,이승호,10000,B,12865,2021,22,218
LG 트윈스,이영빈,16000,B,14783,2021,22,152
KIA 타이거즈,이영재,9000,C,14826,2021,22,249
키움 히어로즈,이영준,7500,C,12997,2021,30,295
두산 베어스,이영하,19000,B,12568,2021,14,130
키움 히어로즈,이용규,10000,B,10035,2021,22,218
NC 다이노스,이용준,13000,B,14763,2021,20,174
NC 다이노스,이용찬,26666,B,10217,2021,11,100
NC 다이노스,이우석,3000,D,11360,2021,55,618
KIA 타이거즈,이우성,4100,D,11099,2021,48,453
LG 트윈스,이우찬,5000,C,10749,2021,45,401
삼성 라이온즈,이원석,45000,B,10180,2021,9,68
한화 이글스,이원석,3000,D,13138,2021,66,618
NC 다이노스,이원재,6600,C,12999,2021,38,339
KIA 타이거즈,이의리,33000,B,14788,2021,7,81
롯데 자이언츠,이인복,4800,D,11232,2021,35,423
KIA 타이거즈,이인한,3000,D,14690,2021,70,618
SSG 랜더스,이재록,3000,D,13193,2021,45,618
SSG 랜더스,이재성,3000,D,14684,2021,45,618
NC 다이노스,이재용,3000,D,12902,2021,55,618
LG 트윈스,이재원,3200,D,13104,2021,57,544
SSG 랜더스,이재원,130000,A,10082,2021,2,11
NC 다이노스,이재율,3100,D,12525,2021,51,573
삼성 라이온즈,이재익,3200,D,13244,2021,65,544
NC 다이노스,이재학,20000,B,10220,2021,14,119
키움 히어로즈,이재홍,6000,C,14854,2021,34,348
삼성 라이온즈,이재희,18000,B,14799,2021,18,132
SSG 랜더스,이정범,3000,D,13194,2021,45,618
LG 트윈스,이정용,5000,C,14134,2021,45,401
LG 트윈스,이정우,3000,D,14678,2021,69,618
KT 위즈,이정현,3300,D,12937,2021,59,521
키움 히어로즈,이정후,55000,A,12906,2021,7,51
KIA 타이거즈,이정훈,3000,D,12916,2021,70,618
키움 히어로즈,이종민,3000,D,14576,2021,54,618
한화 이글스,이종완,3000,D,14879,2021,66,618
NC 다이노스,이종준,3000,D,14651,2021,55,618
KT 위즈,이종혁,3400,D,12938,2021,57,509
두산 베어스,이주엽,3100,D,14572,2021,55,573
롯데 자이언츠,이주찬,2700,D,14819,2021,73,809
LG 트윈스,이주형,3000,D,14591,2021,69,618
키움 히어로즈,이주형,9000,C,14855,2021,26,249
한화 이글스,이준기,7000,C,14875,2021,26,305
KIA 타이거즈,이준범,6000,C,14823,2021,35,348
KIA 타이거즈,이준영,6000,C,11303,2021,35,348
KIA 타이거즈,이준형,3500,D,10903,2021,54,491
키움 히어로즈,이지영,30000,B,10312,2021,11,85
KIA 타이거즈,이진영,3600,D,12539,2021,53,486
LG 트윈스,이찬혁,3100,D,12909,2021,60,573
삼성 라이온즈,이창용,7000,C,14866,2021,35,305
KT 위즈,이창재,4700,D,11320,2021,50,425
KIA 타이거즈,이창진,7000,C,11233,2021,32,305
SSG 랜더스,이채호,3000,D,13130,2021,45,618
LG 트윈스,이천웅,19000,B,10935,2021,17,130
한화 이글스,이충호,3000,D,11116,2021,66,618
SSG 랜더스,이태양,10000,B,10609,2021,22,218
삼성 라이온즈,이태훈,3000,D,13160,2021,74,618
삼성 라이온즈,이학주,7000,C,14114,2021,35,305
삼성 라이온즈,이해승,3000,D,14121,2021,74,618
한화 이글스,이해창,6000,C,10391,2021,30,348
삼성 라이온즈,이현동,3000,D,10879,2021,74,618
SSG 랜더스,이현석,3000,D,11369,2021,45,618
두산 베어스,이현승,7000,C,10221,2021,29,305
두산 베어스,이형범,9000,C,11159,2021,24,249
LG 트윈스,이형종,18000,B,12516,2021,18,132
롯데 자이언츠,이호연,3000,D,13151,2021,63,618
NC 다이노스,이호중,3000,D,11361,2021,55,618
KT 위즈,이홍구,7000,C,11071,2021,32,305
SSG 랜더스,이흥련,7000,C,11108,2021,31,305
키움 히어로즈,임규빈,4500,D,13010,2021,41,429
KIA 타이거즈,임기영,10000,B,10909,2021,16,218
삼성 라이온즈,임대한,4000,D,12558,2021,56,455
SSG 랜더스,임석진,3000,D,12612,2021,45,618
LG 트윈스,임정우,10500,B,10713,2021,28,214
NC 다이노스,임정호,13000,B,11168,2021,20,174
한화 이글스,임종찬,3600,D,14706,2021,42,486
한화 이글스,임준섭,5800,C,10795,2021,34,385
LG 트윈스,임준형,3000,D,14142,2021,69,618
LG 트윈스,임지섭,3000,D,11211,2021,69,618
키움 히어로즈,임지열,3000,D,11225,2021,54,618
LG 트윈스,임찬규,22000,B,10652,2021,15,115
NC 다이노스,임창민,14000,B,10452,2021,19,167
두산 베어스,임태윤,8000,C,14772,2021,26,271
삼성 라이온즈,임현준,10000,B,10637,2021,28,218
NC 다이노스,임형원,3000,D,14594,2021,55,618
두산 베어스,장규빈,3000,D,14570,2021,64,618
한화 이글스,장규현,10000,B,14811,2021,17,218
롯데 자이언츠,장두성,3000,D,13155,2021,63,618
KIA 타이거즈,장민기,13000,B,14789,2021,11,174
한화 이글스,장민재,10000,B,10610,2021,17,218
두산 베어스,장빈,3000,D,14837,2021,64,618
KT 위즈,장성우,21000,B,10235,2021,10,116
두산 베어스,장승현,3800,D,11097,2021,43,472
KIA 타이거즈,장시현,7000,C,14824,2021,32,305
한화 이글스,장시환,15400,B,10453,2021,11,164
KIA 타이거즈,장영석,6000,C,10404,2021,35,348
SSG 랜더스,장우준,6000,C,14857,2021,36,348
한화 이글스,장운호,3500,D,11122,2021,44,491
한화 이글스,장웅정,3300,D,14714,2021,49,521
두산 베어스,장원준,8000,C,10299,2021,26,271
키움 히어로즈,장재영,93000,A,14784,2021,3,30
KIA 타이거즈,장재혁,3000,D,14657,2021,70,618
LG 트윈스,장준원,4500,D,11214,2021,50,429
KIA 타이거즈,장지수,3000,D,14178,2021,70,618
한화 이글스,장지승,3000,D,14880,2021,66,618
SSG 랜더스,장지훈,9000,C,14804,2021,26,249
삼성 라이온즈,장지훈,4200,D,12933,2021,55,449
삼성 라이온즈,장필준,16500,B,11404,2021,19,149
KIA 타이거즈,장현식,10500,B,11164,2021,14,214
NC 다이노스,전민수,5000,C,10417,2021,42,401
두산 베어스,전민재,3000,D,13073,2021,64,618
키움 히어로즈,전병우,6000,C,11422,2021,34,348
KIA 타이거즈,전상현,14000,B,12537,2021,10,167
KT 위즈,전유수,10500,B,10841,2021,23,214
SSG 랜더스,전의산,3000,D,14699,2021,45,618
롯데 자이언츠,전준우,50000,A,10266,2021,5,57
KT 위즈,전진영,2700,D,14885,2021,79,809
NC 다이노스,정구범,3000,D,14595,2021,55,618
한화 이글스,정기훈,3200,D,12985,2021,56,544
롯데 자이언츠,정대혁,2700,D,14995,2021,73,809
SSG 랜더스,정동윤,0,D,12571,2021,83,824
한화 이글스,정민규,18000,B,14813,2021,8,132
NC 다이노스,정범모,5000,C,10772,2021,42,401
롯데 자이언츠,정보근,3700,D,13154,2021,43,478
롯데 자이언츠,정성종,4800,D,13147,2021,35,423
SSG 랜더스,정수민,3600,D,12561,2021,42,486
두산 베어스,정수빈,86666,A,10195,2021,6,33
키움 히어로즈,정연제,3000,D,14850,2021,54,618
SSG 랜더스,정영일,6500,C,12527,2021,35,340
한화 이글스,정우람,80000,A,10156,2021,2,36
두산 베어스,정우석,3000,D,13078,2021,64,618
LG 트윈스,정우영,18000,B,14136,2021,18,132
롯데 자이언츠,정우준,8000,C,14795,2021,23,271
한화 이글스,정은원,12000,B,13137,2021,14,185
SSG 랜더스,정의윤,30000,B,10655,2021,11,85
한화 이글스,정인욱,3000,D,10376,2021,66,618
키움 히어로즈,정재원,3000,D,14701,2021,54,618
KT 위즈,정주원,6000,C,14882,2021,41,348
LG 트윈스,정주현,14000,B,10480,2021,23,167
KT 위즈,정주후,3300,D,11337,2021,59,521
NC 다이노스,정진기,3500,D,10717,2021,47,491
한화 이글스,정진호,12000,B,10645,2021,14,185
키움 히어로즈,정찬헌,20000,B,10533,2021,15,119
롯데 자이언츠,정태승,3200,D,10833,2021,52,544
KIA 타이거즈,정해영,7000,C,14608,2021,32,305
NC 다이노스,정현,3000,D,11111,2021,55,618
롯데 자이언츠,정훈,10000,B,10253,2021,19,218
LG 트윈스,조건희,10000,B,14782,2021,29,218
삼성 라이온즈,조경원,3000,D,14666,2021,74,618
KT 위즈,조대현,3000,D,13177,2021,67,618
키움 히어로즈,조범준,3000,D,14677,2021,54,618
KT 위즈,조병욱,4000,D,12939,2021,51,455
SSG 랜더스,조병현,10000,B,14805,2021,22,218
키움 히어로즈,조상우,33000,B,11126,2021,10,81
키움 히어로즈,조성운,4500,D,11130,2021,41,429
NC 다이노스,조성현,7000,C,14828,2021,36,305
SSG 랜더스,조성훈,3000,D,13125,2021,45,618
두산 베어스,조수행,7500,C,12524,2021,28,295
키움 히어로즈,조영건,3800,D,14132,2021,47,472
SSG 랜더스,조영우,3300,D,11284,2021,43,521
SSG 랜더스,조요한,7000,C,14858,2021,31,305
LG 트윈스,조용근,3000,D,14670,2021,69,618
KT 위즈,조용호,13000,B,12943,2021,19,174
한화 이글스,조은,11000,B,14810,2021,16,197
두산 베어스,조제영,3100,D,14732,2021,55,573
한화 이글스,조한민,3400,D,14210,2021,45,509
KT 위즈,조한욱,3000,D,11366,2021,67,618
KT 위즈,조현우,7500,C,11316,2021,30,295
한화 이글스,조현진,8000,C,14877,2021,21,271
SSG 랜더스,조형우,16000,B,14806,2021,17,152
KT 위즈,주권,25000,B,11323,2021,9,105
삼성 라이온즈,주한울,10000,B,14802,2021,28,218
한화 이글스,주현상,3300,D,11415,2021,49,521
키움 히어로즈,주효상,4300,D,12567,2021,44,444
KT 위즈,지명성,10000,B,14775,2021,24,218
NC 다이노스,지석훈,10000,B,10683,2021,28,218
롯데 자이언츠,지시완,3500,D,11413,2021,45,491
두산 베어스,지윤,3000,D,12891,2021,64,618
롯데 자이언츠,진명호,7500,C,10301,2021,24,295
LG 트윈스,진해수,25000,B,10075,2021,12,105
KIA 타이거즈,차명진,3300,D,11263,2021,60,521
LG 트윈스,차우찬,30000,B,10381,2021,8,85
키움 히어로즈,차재용,3000,D,11399,2021,54,618
LG 트윈스,채은성,30000,B,11215,2021,8,85
LG 트윈스,채지선,3500,D,11387,2021,55,491
SSG 랜더스,채현우,3000,D,14153,2021,45,618
KT 위즈,천성호,4000,D,14606,2021,51,455
NC 다이노스,천재환,3000,D,13261,2021,55,618
SSG 랜더스,최경태,3000,D,13131,2021,45,618
키움 히어로즈,최규보,3000,D,12855,2021,54,618
NC 다이노스,최금강,10000,B,11174,2021,28,218
LG 트윈스,최동환,12000,B,10535,2021,25,185
롯데 자이언츠,최민재,3100,D,13004,2021,58,573
SSG 랜더스,최민준,3000,D,13126,2021,45,618
LG 트윈스,최민창,3100,D,11351,2021,60,573
NC 다이노스,최보성,3000,D,13087,2021,55,618
삼성 라이온즈,최선호,3800,D,11406,2021,59,472
KT 위즈,최성민,8000,C,14870,2021,27,271
NC 다이노스,최성영,7200,C,12565,2021,35,303
LG 트윈스,최성훈,7200,C,10851,2021,35,303
두산 베어스,최세창,3100,D,14574,2021,55,573
SSG 랜더스,최수빈,3000,D,12618,2021,45,618
NC 다이노스,최승민,3000,D,14187,2021,55,618
두산 베어스,최승용,11000,B,14770,2021,19,197
KIA 타이거즈,최승주,3000,D,12870,2021,70,618
삼성 라이온즈,최영진,7500,C,10934,2021,34,295
롯데 자이언츠,최영환,3500,D,11276,2021,45,491
두산 베어스,최용제,3800,D,12649,2021,43,472
KIA 타이거즈,최용준,3000,D,14658,2021,70,618
롯데 자이언츠,최우인,6000,C,14818,2021,27,348
NC 다이노스,최우재,3000,D,12621,2021,55,618
LG 트윈스,최우혁,3000,D,13111,2021,69,618
KIA 타이거즈,최원준,13000,B,12534,2021,11,174
두산 베어스,최원준,16000,B,12852,2021,15,152
키움 히어로즈,최원태,29000,B,11379,2021,12,94
한화 이글스,최이경,3000,D,14715,2021,66,618
한화 이글스,최인호,3400,D,14707,2021,45,509
한화 이글스,최재훈,26000,B,10170,2021,7,101
SSG 랜더스,최정,120000,A,10106,2021,4,15
KIA 타이거즈,최정민,3500,D,10808,2021,54,491
KIA 타이거즈,최정용,3800,D,11407,2021,52,472
NC 다이노스,최정원,3300,D,14221,2021,48,521
롯데 자이언츠,최종은,2700,D,14820,2021,73,809
두산 베어스,최종인,3000,D,14733,2021,64,618
SSG 랜더스,최주환,95000,A,10182,2021,6,28
롯데 자이언츠,최준용,4200,D,14624,2021,40,449
삼성 라이온즈,최지광,12000,B,12934,2021,25,185
SSG 랜더스,최지훈,8000,C,14587,2021,27,271
삼성 라이온즈,최채흥,16000,B,13156,2021,20,152
삼성 라이온즈,최충연,4500,D,12530,2021,52,429
KT 위즈,최태성,2700,D,14727,2021,79,809
SSG 랜더스,최항,7500,C,10810,2021,30,295
KIA 타이거즈,최형우,133333,A,10344,2021,3,10
SSG 랜더스,추신수,270000,A,14888,2021,1,1
롯데 자이언츠,추재현,3400,D,13094,2021,48,509
한화 이글스,카펜터,52000,A,14760,2021,3,53
LG 트윈스,켈리,130000,A,13934,2021,1,11
KT 위즈,쿠에바스,97500,A,13942,2021,2,25
키움 히어로즈,크레익,48230,B,14990,2021,9,64
한화 이글스,킹험,45500,B,14582,2021,5,66
KIA 타이거즈,터커,136500,A,14224,2021,2,9
NC 다이노스,파슨스,52000,A,14749,2021,7,53
한화 이글스,페레즈,52000,A,14991,2021,3,53
두산 베어스,페르난데스,104000,A,13927,2021,2,20
SSG 랜더스,폰트,130000,A,14759,2021,2,11
롯데 자이언츠,프랑코,39000,B,14756,2021,9,76
키움 히어로즈,프레이타스,71500,A,14762,2021,4,42
삼성 라이온즈,피렐라,78000,A,14757,2021,4,38
LG 트윈스,하영진,3000,D,14671,2021,69,618
SSG 랜더스,하재훈,7000,C,14147,2021,31,305
한화 이글스,하주석,13500,B,10913,2021,12,173
KIA 타이거즈,하준영,5000,C,13115,2021,42,401
KT 위즈,하준호,6000,C,10304,2021,41,348
롯데 자이언츠,한동희,11000,B,13145,2021,17,197
LG 트윈스,한석현,3200,D,13250,2021,57,544
LG 트윈스,한선태,3200,D,14144,2021,57,544
한화 이글스,한승주,3000,D,14621,2021,66,618
KT 위즈,한승지,3000,D,12573,2021,67,618
KIA 타이거즈,한승택,8500,C,11119,2021,25,265
KIA 타이거즈,한승혁,5000,C,10812,2021,42,401
롯데 자이언츠,한승혁,3400,D,12590,2021,48,509
삼성 라이온즈,한연욱,3200,D,14664,2021,65,544
SSG 랜더스,한유섬,18000,B,10815,2021,15,132
NC 다이노스,한재승,10000,B,14764,2021,28,218
NC 다이노스,한재환,3000,D,14659,2021,55,618
KIA 타이거즈,한준수,3100,D,13113,2021,66,573
KT 위즈,한차현,13000,B,14776,2021,19,174
키움 히어로즈,한현희,29000,B,10863,2021,12,94
LG 트윈스,함덕주,16500,B,11094,2021,21,149
LG 트윈스,함창건,3000,D,14680,2021,69,618
두산 베어스,허경민,162500,A,10184,2021,1,4
한화 이글스,허관회,3100,D,14204,2021,61,573
KT 위즈,허도환,7500,C,10684,2021,30,295
SSG 랜더스,허민혁,3000,D,14149,2021,45,618
SSG 랜더스,허웅,3000,D,11367,2021,45,618
삼성 라이온즈,허윤동,4500,D,14613,2021,52,429
키움 히어로즈,허정협,7000,C,11498,2021,31,305
두산 베어스,현도훈,3000,D,13271,2021,64,618
SSG 랜더스,현원회,3000,D,14584,2021,45,618
KT 위즈,호잉,52000,A,13069,2021,5,53
두산 베어스,홍건희,11000,B,10696,2021,19,197
삼성 라이온즈,홍무원,13000,B,14800,2021,23,174
롯데 자이언츠,홍민기,3100,D,14625,2021,58,573
KIA 타이거즈,홍상삼,9000,C,10230,2021,22,249
NC 다이노스,홍성민,11000,B,10814,2021,25,197
삼성 라이온즈,홍승원,8000,C,14864,2021,32,271
KIA 타이거즈,홍원빈,3000,D,14177,2021,70,618
삼성 라이온즈,홍원표,3100,D,14614,2021,67,573
삼성 라이온즈,홍정우,4500,D,13242,2021,52,429
KIA 타이거즈,홍종표,3300,D,14612,2021,60,521
롯데 자이언츠,홍지훈,3000,D,12879,2021,63,618
LG 트윈스,홍창기,10000,B,12546,2021,29,218
KT 위즈,홍현빈,3400,D,12941,2021,57,509
두산 베어스,황경태,3100,D,12604,2021,55,573
KIA 타이거즈,황대인,4300,D,11306,2021,47,444
삼성 라이온즈,황동재,3100,D,14615,2021,67,573
한화 이글스,황영국,3300,D,11278,2021,49,521
KIA 타이거즈,황윤호,4500,D,11363,2021,45,429
KIA 타이거즈,황인준,3400,D,13180,2021,58,509
KT 위즈,황재균,80000,A,10407,2021,3,36
한화 이글스,힐리,104000,A,14761,2021,1,20
LG 트윈스,가르시아,23400,B,15150,2022,15,125
KIA 타이거즈,강경학,7000,C,10676,2022,25,291
삼성 라이온즈,강도훈,3000,D,15041,2022,59,581
NC 다이노스,강동연,4200,D,10883,2022,41,413
두산 베어스,강동형,3000,D,15106,2022,63,581
롯데 자이언츠,강로한,3600,D,11389,2022,41,469
SSG 랜더스,강매성,3000,D,15029,2022,55,581
키움 히어로즈,강민국,5000,C,11243,2022,34,376
롯데 자이언츠,강민성,3000,D,14161,2022,54,581
삼성 라이온즈,강민호,90000,A,10232,2022,8,47
KT 위즈,강백호,55000,A,13168,2022,8,69
KIA 타이거즈,강병우,3000,D,15059,2022,62,581
두산 베어스,강산,3000,D,15109,2022,63,581
한화 이글스,강상원,3250,D,12564,2022,53,524
두산 베어스,강승호,11500,B,11087,2022,24,207
두산 베어스,강원진,7000,C,14832,2022,35,291
롯데 자이언츠,강윤구,7300,C,10423,2022,23,289
KIA 타이거즈,강이준,3000,D,12866,2022,62,581
한화 이글스,강재민,15000,B,14708,2022,14,163
LG 트윈스,강정현,3300,D,14138,2022,60,500
두산 베어스,강진성,13000,B,11148,2022,22,183
NC 다이노스,강태경,3200,D,14647,2022,51,525
롯데 자이언츠,강태율,3300,D,11388,2022,44,500
삼성 라이온즈,강한울,10000,B,11255,2022,23,228
두산 베어스,강현구,10000,B,14773,2022,27,228
LG 트윈스,강효종,23000,B,14780,2022,16,128
롯데 자이언츠,경우진,3000,D,15133,2022,54,581
KT 위즈,고명성,3100,D,13171,2022,55,559
SSG 랜더스,고명준,12000,B,14807,2022,25,193
KT 위즈,고성민,3000,D,14112,2022,59,581
롯데 자이언츠,고승민,3800,D,14160,2022,40,458
KIA 타이거즈,고영창,4200,D,11068,2022,37,413
KT 위즈,고영표,30000,B,11308,2022,10,93
LG 트윈스,고우석,27000,B,12907,2022,12,111
KIA 타이거즈,고종욱,7000,C,10659,2022,25,291
SSG 랜더스,고효준,4000,D,10124,2022,44,423
삼성 라이온즈,공민규,4000,D,13164,2022,46,423
두산 베어스,곽빈,6500,C,13061,2022,36,313
LG 트윈스,구본혁,7000,C,14140,2022,34,291
롯데 자이언츠,구승민,18100,B,11291,2022,14,150
삼성 라이온즈,구자욱,250000,A,10892,2022,1,7
삼성 라이온즈,구준범,3200,D,12645,2022,57,525
NC 다이노스,구창모,19000,B,11353,2022,15,144
한화 이글스,권광민,3000,D,13676,2022,63,581
KT 위즈,권동진,19200,B,14777,2022,20,141
두산 베어스,권민석,3300,D,13079,2022,51,500
KT 위즈,권성준,3000,D,15096,2022,59,581
NC 다이노스,권정웅,4000,D,12529,2022,42,423
KIA 타이거즈,권혁경,10200,B,14790,2022,21,225
두산 베어스,권휘,3700,D,13665,2022,48,464
