선수,포지션,WAR,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,팀,pid,연도
전상현,투수,1.64,66,0,66,16,0,0,10,5,7,19,66.0,30,32,33.75,272,55,7,2,5,20,5,1,54,1,0,2,4.09,4.36,4.6,4.7,4.18,1.14,KIA 타이거즈,12537,2022
알드레드,투수,1.37,9,9,0,1,1,1,3,2,0,0,43.2,22,24,20.35,184,38,4,0,4,17,2,0,52,4,0,1,4.53,4.95,4.19,4.18,3.66,1.26,KIA 타이거즈,16151,2022
곽도규,투수,1.33,71,0,71,3,0,0,4,2,2,16,55.2,22,24,28.6,248,43,7,0,4,34,4,1,64,5,0,7,3.56,3.88,4.62,4.56,4.24,1.38,KIA 타이거즈,15435,2022
크로우,투수,1.25,8,8,0,0,0,0,5,1,0,0,40.1,16,19,18.0,172,41,7,0,2,12,1,1,43,1,0,0,3.57,4.24,4.02,4.21,3.05,1.31,KIA 타이거즈,16087,2022
김도현,투수,1.23,35,10,25,6,0,0,4,6,0,3,75.0,41,45,45.85,345,87,11,1,9,31,9,0,59,2,0,4,4.92,5.4,5.5,5.42,5.31,1.57,KIA 타이거즈,14128,2022
라우어,투수,0.89,7,7,0,0,0,0,2,2,0,0,34.2,19,19,17.8,150,35,7,1,3,12,3,0,37,0,0,0,4.93,4.93,4.62,4.7,3.9,1.36,KIA 타이거즈,16161,2022
이준영,투수,0.42,56,0,56,5,0,0,4,0,0,9,35.0,15,21,22.15,160,37,8,0,5,17,2,3,33,4,0,0,3.86,5.4,5.7,5.64,4.96,1.54,KIA 타이거즈,11303,2022
최지민,투수,0.41,56,0,56,4,0,0,3,3,3,12,46.0,26,28,29.9,225,44,10,1,2,40,4,0,37,4,0,6,5.09,5.48,5.85,5.88,5.67,1.83,KIA 타이거즈,15057,2022
스타우트,투수,0.33,4,4,0,0,0,0,1,1,0,0,16.0,9,10,9.5,73,17,3,1,2,5,3,0,20,1,0,1,5.06,5.63,5.34,5.22,4.11,1.38,KIA 타이거즈,16163,2022
김승현,투수,0.2,14,0,14,4,0,0,1,0,0,0,18.0,8,12,11.95,85,23,5,1,3,7,0,0,11,2,0,0,4.0,6.0,5.98,5.85,5.86,1.67,KIA 타이거즈,12637,2022
유승철,투수,0.13,5,0,5,1,0,0,0,0,0,0,5.0,3,3,1.8,23,3,1,0,0,7,0,0,4,0,0,2,5.4,5.4,3.24,3.54,6.54,2.0,KIA 타이거즈,12914,2022
이의리,투수,0.07,4,4,0,0,0,0,1,0,0,0,13.1,8,10,10.0,69,17,3,0,3,14,0,0,14,1,0,0,5.4,6.75,6.75,6.9,7.51,2.33,KIA 타이거즈,14788,2022
김기훈,투수,0.06,17,0,17,4,0,0,1,0,0,0,19.2,11,13,14.6,95,16,4,1,1,15,3,0,17,3,1,1,5.03,5.95,6.68,6.71,5.48,1.58,KIA 타이거즈,14176,2022
장재혁,투수,0.06,1,0,1,0,0,0,0,0,0,0,1.1,0,0,0.0,7,2,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.52,2.25,KIA 타이거즈,14657,2022
박정우,투수,0.04,1,0,1,1,0,0,0,0,0,0,1.0,0,0,0.0,3,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,-0.8,0.0,KIA 타이거즈,12869,2022
김사윤,투수,-0.01,23,2,21,10,0,0,0,1,1,0,37.0,19,29,30.05,173,40,6,2,2,25,5,0,36,1,0,4,4.62,7.05,7.31,7.29,4.92,1.76,KIA 타이거즈,11364,2022
박준표,투수,-0.03,8,0,8,2,0,0,0,0,0,1,6.0,4,4,5.2,29,10,2,0,0,3,1,0,4,0,0,0,6.0,6.0,7.8,7.71,4.6,2.17,KIA 타이거즈,11070,2022
유지성,투수,-0.04,3,0,3,2,0,0,0,0,0,0,2.1,2,4,2.8,14,5,0,0,1,0,1,0,3,1,0,0,7.71,15.43,10.8,10.82,7.41,2.14,KIA 타이거즈,14607,2022
김민주,투수,-0.13,2,0,2,0,0,0,0,0,0,0,1.0,1,2,2.85,8,3,1,0,0,1,0,0,2,1,0,1,9.0,18.0,25.65,25.68,2.3,4.0,KIA 타이거즈,16082,2022
김민재,투수,-0.15,4,0,4,4,0,0,0,0,0,0,4.0,7,7,7.0,22,9,0,0,3,1,1,0,3,0,0,0,15.75,15.75,15.75,14.94,12.8,2.5,KIA 타이거즈,16083,2022
임기영,투수,-0.16,37,3,34,3,0,0,6,2,0,2,45.2,32,35,37.2,218,61,12,0,8,17,1,1,36,4,1,1,6.31,6.9,7.33,7.37,5.47,1.71,KIA 타이거즈,10909,2022
김건국,투수,-0.23,20,3,17,3,0,0,0,1,0,0,34.1,30,33,31.1,165,48,8,0,5,14,2,0,20,3,0,3,7.86,8.65,8.15,8.14,5.92,1.81,KIA 타이거즈,12944,2022
이형범,투수,-0.3,16,0,16,5,0,0,0,1,0,2,15.0,13,17,15.8,83,26,4,0,2,7,5,1,9,2,0,0,7.8,10.2,9.48,9.66,6.77,2.2,KIA 타이거즈,11159,2022
김현수,투수,-0.31,5,0,5,4,0,0,0,0,0,0,5.0,10,10,10.15,28,7,4,0,0,5,1,0,4,0,0,2,18.0,18.0,18.27,18.33,5.92,2.4,KIA 타이거즈,14162,2022
김대유,투수,-0.61,37,0,37,5,0,0,0,0,0,8,25.0,23,23,26.45,122,35,5,0,4,12,2,0,26,0,0,1,8.28,8.28,9.52,9.57,5.24,1.88,KIA 타이거즈,10706,2022
윤중현,투수,-0.82,11,0,11,4,0,0,0,0,0,0,10.1,16,17,19.25,62,22,2,1,4,9,3,1,4,1,0,0,13.94,14.81,16.77,16.88,11.14,3.0,KIA 타이거즈,13122,2022
쿠에바스,투수,5.06,31,31,0,0,0,0,7,12,0,0,173.1,79,86,86.0,737,158,36,3,17,59,7,4,154,11,1,11,4.1,4.47,4.47,4.34,4.25,1.25,KT 위즈,13942,2022
엄상백,투수,3.93,29,29,0,0,0,0,13,10,0,0,156.2,85,88,85.4,675,164,26,3,26,42,7,0,159,3,0,2,4.88,5.06,4.91,4.74,4.61,1.31,KT 위즈,11318,2022
벤자민,투수,3.19,28,28,0,0,0,0,11,8,0,0,149.2,77,90,86.65,639,141,25,4,28,48,4,2,156,12,0,4,4.63,5.41,5.21,5.11,4.88,1.26,KT 위즈,15143,2022
박영현,투수,2.72,66,0,66,52,0,0,10,2,25,0,76.2,30,31,32.85,310,63,7,1,12,22,0,2,87,3,0,1,3.52,3.64,3.86,3.82,4.07,1.11,KT 위즈,15089,2022
김민,투수,2.1,71,1,70,5,0,0,8,4,0,21,77.1,37,38,36.45,336,84,13,0,5,27,2,3,77,3,0,5,4.31,4.42,4.24,4.2,3.6,1.44,KT 위즈,13167,2022
고영표,투수,1.86,18,17,1,0,0,0,6,8,0,0,100.0,55,61,59.8,456,141,27,4,6,14,11,0,79,4,1,2,4.95,5.49,5.38,5.31,3.71,1.55,KT 위즈,11308,2022
우규민,투수,1.48,45,0,45,15,0,0,4,1,1,4,43.1,12,14,15.9,181,47,7,2,1,2,2,0,39,4,0,0,2.49,2.91,3.3,3.15,2.51,1.13,KT 위즈,10523,2022
김민수,투수,0.7,75,0,75,6,0,0,5,3,0,12,81.1,47,56,54.45,358,84,13,5,8,33,1,2,75,8,0,3,5.2,6.2,6.03,5.92,4.28,1.44,KT 위즈,11317,2022
육청명,투수,0.61,13,10,3,1,0,0,1,5,0,0,44.2,27,31,28.95,208,52,13,1,6,20,6,2,20,6,0,3,5.44,6.25,5.83,5.85,6.41,1.61,KT 위즈,16028,2022
조이현,투수,0.55,16,9,7,2,0,0,1,2,0,0,40.0,28,29,27.4,184,53,11,1,9,10,1,1,19,1,0,1,6.3,6.53,6.17,5.93,6.46,1.58,KT 위즈,11284,2022
박시영,투수,0.36,26,0,26,5,0,0,0,1,1,4,25.1,13,13,15.4,110,27,8,1,4,7,1,1,23,0,0,3,4.62,4.62,5.47,5.36,4.67,1.34,KT 위즈,10737,2022
소형준,투수,0.33,6,0,6,1,0,0,2,0,0,0,8.1,3,3,2.5,30,7,2,0,1,1,1,0,3,0,0,0,3.24,3.24,2.7,2.59,5.47,0.96,KT 위즈,14600,2022
손동현,투수,0.28,42,0,42,10,0,0,1,2,1,4,47.1,28,31,33.05,214,50,6,1,5,20,1,2,27,3,0,3,5.32,5.89,6.28,6.24,5.34,1.48,KT 위즈,14108,2022
이선우,투수,0.14,6,1,5,3,0,0,0,0,0,0,10.0,6,6,5.35,45,10,0,0,0,4,2,0,4,0,0,0,5.4,5.4,4.82,5.05,5.06,1.4,KT 위즈,14111,2022
원상현,투수,0.04,22,10,12,3,0,0,2,5,0,1,65.1,51,54,52.8,324,105,18,2,6,31,2,0,59,3,1,7,7.03,7.44,7.27,7.3,4.6,2.08,KT 위즈,16027,2022
김영현,투수,0.02,8,0,8,4,0,0,0,0,0,0,7.1,4,6,6.35,39,9,2,0,1,7,1,0,8,1,0,1,4.91,7.36,7.79,7.47,6.48,2.18,KT 위즈,14869,2022
이상동,투수,0.01,29,0,29,8,0,0,0,1,0,3,32.0,19,20,24.45,152,42,9,0,3,14,3,1,30,0,1,4,5.34,5.63,6.88,6.95,4.62,1.75,KT 위즈,14109,2022
하준호,투수,0.0,2,0,2,1,0,0,0,0,0,0,2.0,2,2,2.0,11,5,0,0,0,1,0,0,0,0,0,0,9.0,9.0,9.0,8.38,5.75,3.0,KT 위즈,10304,2022
박세진,투수,-0.09,6,0,6,3,0,0,0,0,0,0,5.1,2,4,6.2,25,7,1,0,0,4,0,0,2,1,0,0,3.38,6.75,10.46,10.37,5.59,2.06,KT 위즈,12572,2022
성재헌,투수,-0.09,30,1,29,3,0,0,0,0,0,1,32.0,26,29,27.9,159,46,13,2,1,16,5,2,20,3,1,2,7.31,8.16,7.85,7.73,4.85,1.94,KT 위즈,14667,2022
이채호,투수,-0.13,9,0,9,1,0,0,0,0,0,0,6.2,7,7,7.0,37,13,0,1,2,3,1,0,5,0,0,1,9.45,9.45,9.45,9.51,7.75,2.4,KT 위즈,13130,2022
주권,투수,-0.18,48,1,47,13,0,0,1,1,0,0,58.0,43,48,49.9,254,78,14,2,7,11,3,0,31,2,0,0,6.67,7.45,7.74,7.6,5.05,1.53,KT 위즈,11323,2022
강건,투수,-0.18,4,1,3,2,0,0,0,1,0,0,4.0,5,5,5.85,24,8,0,1,1,4,1,0,3,0,0,0,11.25,11.25,13.16,13.69,9.17,3.0,KT 위즈,15527,2022
전용주,투수,-0.22,4,0,4,0,0,0,0,0,0,0,1.2,2,3,3.15,11,2,0,0,0,3,1,0,4,0,0,0,10.8,16.2,17.01,17.02,5.64,3.0,KT 위즈,14106,2022
한차현,투수,-0.24,10,5,5,2,0,0,0,4,0,0,19.0,21,22,19.7,103,29,4,1,4,18,0,0,17,1,0,2,9.95,10.42,9.33,9.4,7.4,2.47,KT 위즈,14776,2022
문용익,투수,-0.79,12,0,12,4,0,0,0,0,0,0,17.0,23,27,28.55,99,23,4,0,2,22,2,0,17,3,0,2,12.18,14.29,15.11,15.15,7.48,2.65,KT 위즈,12885,2022
코너,투수,5.95,28,28,0,1,1,1,11,6,0,0,160.0,61,67,65.45,663,135,17,3,21,40,19,0,158,4,0,9,3.43,3.77,3.68,3.54,4.44,1.09,삼성 라이온즈,15860,2022
원태인,투수,5.87,28,28,0,1,1,0,15,6,0,0,159.2,65,68,67.3,670,150,29,3,17,42,7,1,119,5,0,3,3.66,3.83,3.79,3.58,4.55,1.2,삼성 라이온즈,14113,2022
레예스,투수,5.06,26,26,0,0,0,0,11,4,0,0,144.0,61,65,62.55,617,159,21,3,15,30,7,0,114,5,0,4,3.81,4.06,3.91,3.72,4.26,1.31,삼성 라이온즈,15861,2022
이승현,투수,2.7,17,17,0,0,0,0,6,4,0,0,87.1,41,44,41.9,384,88,11,1,9,37,6,0,68,3,0,4,4.23,4.53,4.32,4.11,5.01,1.43,삼성 라이온즈,14798,2022
임창민,투수,1.97,60,0,60,6,0,0,2,1,1,28,54.1,24,26,23.3,253,60,10,0,4,30,2,2,50,3,0,5,3.98,4.31,3.86,3.61,4.49,1.66,삼성 라이온즈,10452,2022
최지광,투수,1.63,35,0,35,1,0,0,3,2,0,7,36.1,9,9,12.25,154,22,6,1,1,21,4,2,38,0,1,2,2.23,2.23,3.03,2.85,3.96,1.18,삼성 라이온즈,12934,2022
김재윤,투수,1.42,65,0,65,21,0,0,4,8,11,25,66.0,30,37,37.45,284,58,9,1,13,25,1,5,51,5,0,2,4.09,5.05,5.11,4.81,5.69,1.26,삼성 라이온즈,11489,2022
김태훈,투수,1.32,56,0,56,8,0,0,3,2,0,23,52.1,23,24,25.55,225,49,8,1,6,19,4,1,37,2,1,2,3.96,4.13,4.39,4.34,5.16,1.3,삼성 라이온즈,10871,2022
황동재,투수,1.18,15,6,9,2,0,0,1,2,0,0,42.0,19,20,20.0,180,38,9,1,2,18,4,0,30,0,0,5,4.07,4.29,4.29,4.25,4.6,1.33,삼성 라이온즈,14615,2022
이승현,투수,1.17,60,0,60,9,0,0,6,2,1,9,60.1,30,31,34.15,265,68,14,2,6,23,3,0,51,1,0,2,4.48,4.62,5.09,4.82,4.61,1.51,삼성 라이온즈,10527,2022
백정현,투수,1.05,17,15,2,1,0,0,6,5,0,0,78.2,52,56,54.8,360,104,15,2,13,27,1,1,56,4,0,0,5.95,6.41,6.27,5.83,5.45,1.67,삼성 라이온즈,10363,2022
이상민,투수,0.94,37,0,37,6,0,0,2,1,1,8,30.0,13,13,11.6,121,31,5,0,2,6,4,0,12,0,0,2,3.9,3.9,3.48,3.52,5.03,1.23,삼성 라이온즈,11169,2022
송은범,투수,0.38,9,0,9,3,0,0,0,0,0,2,8.1,1,1,1.5,32,8,2,0,0,1,0,0,2,0,0,0,1.08,1.08,1.62,1.51,3.97,1.08,삼성 라이온즈,10137,2022
최하늘,투수,0.32,27,0,27,4,0,0,1,1,0,1,32.0,19,20,20.85,139,26,4,0,2,16,4,0,18,3,0,2,5.34,5.63,5.86,5.72,5.47,1.31,삼성 라이온즈,13152,2022
김대우,투수,0.31,32,1,31,13,0,0,0,0,0,5,34.1,21,24,23.2,157,42,9,0,4,9,3,2,23,3,0,1,5.5,6.29,6.08,5.9,4.81,1.49,삼성 라이온즈,10685,2022
육선엽,투수,0.14,11,1,10,5,0,0,0,0,0,0,17.0,10,11,12.55,87,19,2,0,3,17,2,0,11,1,0,1,5.29,5.82,6.64,6.46,8.15,2.12,삼성 라이온즈,15864,2022
오승환,투수,0.09,58,0,58,42,0,0,3,9,27,2,55.0,30,36,40.35,262,75,17,2,9,18,3,3,42,3,0,5,4.91,5.89,6.6,6.17,5.31,1.69,삼성 라이온즈,10367,2022
홍원표,투수,0.08,4,0,4,4,0,0,0,0,0,0,6.1,3,3,4.2,28,4,1,0,1,6,0,0,5,0,0,0,4.26,4.26,5.97,5.43,7.04,1.58,삼성 라이온즈,14614,2022
최성훈,투수,0.08,28,0,28,0,0,0,0,1,0,3,13.0,10,10,9.3,61,14,1,0,1,9,1,1,10,0,0,2,6.92,6.92,6.44,6.07,5.34,1.77,삼성 라이온즈,10851,2022
양현,투수,0.02,18,0,18,4,0,0,0,1,0,2,13.0,11,11,10.35,64,21,2,0,4,5,1,0,10,0,0,0,7.62,7.62,7.17,6.71,7.37,2.0,삼성 라이온즈,10730,2022
이호성,투수,-0.04,16,12,4,0,0,0,2,4,0,0,45.0,37,39,39.2,224,66,13,1,9,26,2,0,28,0,0,3,7.4,7.8,7.84,7.39,6.95,2.04,삼성 라이온즈,15496,2022
최채흥,투수,-0.04,14,1,13,3,0,0,0,0,0,1,20.0,14,15,16.55,96,24,5,1,4,12,0,0,14,2,0,1,6.3,6.75,7.45,7.37,6.69,1.8,삼성 라이온즈,13156,2022
장필준,투수,-0.16,1,0,1,0,0,0,0,0,0,0,0.1,5,5,3.95,6,5,1,0,0,0,0,0,0,0,0,1,99.99,99.99,106.65,102.27,4.2,15.0,삼성 라이온즈,11404,2022
김대호,투수,-0.17,1,1,0,0,0,0,0,1,0,0,4.0,5,6,6.0,22,7,2,0,1,2,0,0,1,1,0,0,11.25,13.5,13.5,13.55,8.1,2.25,삼성 라이온즈,15882,2022
홍정우,투수,-0.18,1,0,1,1,0,0,0,0,0,0,1.0,5,5,5.0,9,5,1,0,1,1,0,0,1,0,0,0,45.0,45.0,45.0,40.8,16.7,6.0,삼성 라이온즈,13242,2022
김윤수,투수,-0.24,4,0,4,2,0,0,0,0,0,0,5.1,6,6,6.7,26,6,0,0,0,7,0,0,2,0,0,1,10.13,10.13,11.31,10.93,7.33,2.44,삼성 라이온즈,13162,2022
이승민,투수,-0.33,25,8,17,6,0,0,1,4,0,0,47.1,45,48,45.25,237,71,8,1,14,26,3,0,23,5,0,1,8.56,9.13,8.6,8.27,8.4,2.05,삼성 라이온즈,14616,2022
이재익,투수,-0.76,9,0,9,1,0,0,1,0,0,0,9.2,19,19,17.75,58,29,3,0,2,4,0,0,6,0,0,0,17.69,17.69,16.53,17.15,6.39,3.41,삼성 라이온즈,13244,2022
엘리아스,투수,4.09,22,21,1,0,0,0,7,7,0,0,123.2,56,59,55.9,525,126,14,0,13,30,6,0,104,10,0,3,4.08,4.29,4.07,3.92,4.25,1.26,SSG 랜더스,15644,2022
앤더슨,투수,3.86,24,23,1,0,0,0,11,3,0,0,115.2,50,55,53.8,496,98,13,1,11,53,8,0,158,4,1,5,3.89,4.28,4.19,3.93,3.55,1.31,SSG 랜더스,16146,2022
김광현,투수,3.42,31,31,0,0,0,0,12,10,0,0,162.1,89,95,94.65,709,162,29,0,24,73,6,1,154,6,0,8,4.93,5.27,5.25,5.08,5.1,1.45,SSG 랜더스,10126,2022
노경은,투수,2.95,77,0,77,7,0,0,8,5,0,38,83.2,27,30,36.0,350,71,10,1,10,32,4,4,71,2,0,3,2.9,3.23,3.87,3.75,4.69,1.23,SSG 랜더스,10203,2022
오원석,투수,2.67,29,25,4,1,0,0,6,9,0,1,121.2,68,72,68.7,550,122,14,1,17,65,13,1,112,6,0,3,5.03,5.33,5.08,4.96,5.52,1.54,SSG 랜더스,14581,2022
조병현,투수,2.37,76,0,76,27,0,0,4,6,12,12,73.0,29,34,32.65,302,52,10,0,8,31,2,3,96,5,0,5,3.58,4.19,4.03,3.8,3.53,1.14,SSG 랜더스,14805,2022
문승원,투수,1.06,62,0,62,37,0,0,6,1,20,6,60.0,30,33,35.75,265,67,7,0,10,24,1,3,53,3,0,2,4.5,4.95,5.36,5.05,5.16,1.52,SSG 랜더스,10783,2022
송영진,투수,1.04,26,20,6,2,0,0,5,10,0,0,99.1,64,74,68.15,456,112,19,2,10,51,1,0,67,7,2,8,5.8,6.7,6.17,6.06,5.33,1.64,SSG 랜더스,15462,2022
한두솔,투수,0.86,69,0,69,8,0,0,2,1,0,3,59.1,33,40,35.9,273,62,10,2,3,31,3,2,68,5,0,1,5.01,6.07,5.45,5.24,3.61,1.57,SSG 랜더스,13228,2022
이기순,투수,0.47,10,2,8,2,0,0,1,1,0,0,19.2,8,10,9.15,94,12,1,0,2,23,1,0,24,0,0,1,3.66,4.58,4.19,4.12,6.14,1.78,SSG 랜더스,15028,2022
시라카와,투수,0.47,5,5,0,0,0,0,2,2,0,0,23.0,13,16,14.3,106,29,4,0,3,9,1,0,27,1,0,0,5.09,6.26,5.6,5.15,4.16,1.65,SSG 랜더스,16148,2022
이로운,투수,0.3,62,0,62,14,0,0,1,3,1,9,56.0,37,43,40.1,277,67,9,2,4,43,3,4,41,3,0,3,5.95,6.91,6.44,6.22,5.65,1.96,SSG 랜더스,15461,2022
박종훈,투수,0.2,10,9,1,1,0,0,1,4,0,0,35.0,27,28,26.1,164,37,7,0,7,21,8,0,34,0,0,3,6.94,7.2,6.71,6.68,6.72,1.66,SSG 랜더스,10131,2022
박민호,투수,0.15,19,0,19,8,0,0,2,0,0,0,22.2,12,14,17.1,98,25,3,0,4,7,2,1,10,1,0,0,4.76,5.56,6.79,6.27,6.29,1.41,SSG 랜더스,11236,2022
박시후,투수,0.12,11,0,11,5,0,0,0,0,0,0,14.2,11,11,10.65,70,18,1,0,1,7,2,0,11,1,0,0,6.75,6.75,6.54,6.34,5.04,1.7,SSG 랜더스,14687,2022
박성빈,투수,0.1,3,0,3,3,0,0,0,0,0,0,2.1,0,0,0.0,9,1,0,0,0,0,1,0,2,0,0,0,0.0,0.0,0.0,0.0,3.38,0.43,SSG 랜더스,16044,2022
정동윤,투수,0.06,3,0,3,1,0,0,0,0,0,0,1.2,0,0,0.35,7,1,0,0,0,1,0,0,2,0,0,0,0.0,0.0,1.89,1.76,3.06,1.2,SSG 랜더스,12571,2022
김택형,투수,-0.05,6,0,6,0,0,0,0,1,0,0,7.0,7,7,6.15,37,10,1,0,1,6,1,1,1,0,1,1,9.0,9.0,7.91,7.9,8.64,2.29,SSG 랜더스,11373,2022
장지훈,투수,-0.09,18,0,18,7,0,0,0,0,0,0,21.1,16,16,18.4,101,29,6,0,3,10,1,0,10,1,0,0,6.75,6.75,7.76,7.62,6.3,1.83,SSG 랜더스,14804,2022
백승건,투수,-0.12,10,0,10,7,0,0,0,0,0,0,9.1,8,9,11.05,51,13,2,0,2,9,0,0,5,2,0,1,7.71,8.68,10.66,10.05,8.4,2.36,SSG 랜더스,14145,2022
최현석,투수,-0.16,2,0,2,0,0,0,0,0,0,0,0.2,4,4,4.0,10,5,0,0,1,3,0,0,1,0,0,0,54.0,54.0,54.0,53.38,32.25,12.0,SSG 랜더스,16041,2022
고효준,투수,-0.16,26,0,26,2,0,0,2,1,0,5,22.0,20,21,19.25,109,23,4,0,4,20,1,1,27,1,0,2,8.18,8.59,7.88,7.36,6.25,1.95,SSG 랜더스,10124,2022
신헌민,투수,-0.21,3,0,3,3,0,0,0,0,0,0,3.0,6,7,7.0,18,7,2,0,2,3,1,0,0,0,0,0,18.0,21.0,21.0,20.88,16.27,3.33,SSG 랜더스,15024,2022
김주온,투수,-0.26,2,0,2,2,0,0,0,0,0,0,4.2,8,8,9.55,25,8,1,0,2,3,0,0,4,0,0,0,15.43,15.43,18.42,18.21,9.15,2.36,SSG 랜더스,13057,2022
서진용,투수,-0.35,51,0,51,3,0,0,0,1,0,6,47.0,29,34,40.85,211,52,11,1,5,26,0,2,38,3,0,4,5.55,6.51,7.82,7.52,5.09,1.66,SSG 랜더스,10784,2022
이건욱,투수,-0.58,10,2,8,1,0,0,1,2,0,0,19.0,24,25,24.3,106,34,4,0,5,15,2,0,17,2,0,3,11.37,11.84,11.51,11.46,7.87,2.58,SSG 랜더스,11242,2022
최민준,투수,-0.67,32,0,32,3,0,0,1,0,0,0,39.1,34,36,41.2,202,61,9,1,9,24,3,1,40,2,0,1,7.78,8.24,9.43,9.17,6.43,2.16,SSG 랜더스,13126,2022
더거,투수,-0.84,6,6,0,0,0,0,0,3,0,0,22.2,32,33,33.0,116,37,7,3,2,10,3,0,18,1,0,0,12.71,13.1,13.1,12.8,5.04,2.07,SSG 랜더스,16141,2022
하트,투수,6.93,26,26,0,0,0,0,13,3,0,0,157.0,47,51,51.0,631,124,16,1,11,38,11,0,182,7,0,2,2.69,2.92,2.92,3.0,3.1,1.03,NC 다이노스,16065,2022
신민혁,투수,3.14,25,24,1,1,0,0,8,9,0,0,121.0,58,67,61.3,524,140,24,3,20,16,7,0,74,8,1,2,4.31,4.98,4.56,4.67,5.23,1.29,NC 다이노스,13085,2022
김재열,투수,2.42,69,0,69,16,0,0,1,5,2,12,68.2,19,20,25.45,284,58,15,1,4,29,0,3,67,2,1,1,2.49,2.62,3.34,3.46,3.72,1.27,NC 다이노스,14747,2022
김시훈,투수,2.31,39,18,21,0,0,0,3,4,0,5,107.1,54,60,57.45,477,110,25,1,7,59,3,0,74,7,1,1,4.53,5.03,4.82,4.98,5.04,1.57,NC 다이노스,13080,2022
카스타노,투수,2.26,19,19,0,0,0,0,8,6,0,0,111.2,54,65,63.45,476,117,23,4,11,25,7,0,89,7,1,0,4.35,5.24,5.11,5.2,4.27,1.27,NC 다이노스,16064,2022
김영규,투수,1.74,42,0,42,4,0,0,4,2,1,14,45.2,16,19,17.2,183,40,4,0,3,14,1,0,48,2,0,1,3.15,3.74,3.39,3.53,3.37,1.18,NC 다이노스,13088,2022
이재학,투수,1.45,21,21,0,0,0,0,3,12,0,0,104.1,64,68,66.25,462,108,27,3,17,42,4,0,97,3,0,2,5.52,5.87,5.71,5.86,5.18,1.44,NC 다이노스,10220,2022
한재승,투수,0.88,51,0,51,12,0,0,1,2,0,6,45.1,20,21,24.2,201,37,7,1,2,27,3,0,44,2,0,6,3.97,4.17,4.8,4.84,4.35,1.41,NC 다이노스,14764,2022
임정호,투수,0.85,65,0,65,10,0,0,1,6,2,9,55.0,27,32,31.65,243,54,8,1,3,25,3,3,46,3,0,0,4.42,5.24,5.18,5.28,4.22,1.44,NC 다이노스,11168,2022
요키시,투수,0.22,8,8,0,0,0,0,3,4,0,0,39.1,25,29,28.65,189,51,11,2,5,20,2,0,32,3,0,2,5.72,6.64,6.56,6.86,5.41,1.81,NC 다이노스,13940,2022
최우석,투수,0.16,9,0,9,3,0,0,0,0,0,0,8.2,3,3,4.2,37,7,2,0,2,6,0,0,8,0,0,1,3.12,3.12,4.36,4.59,6.78,1.5,NC 다이노스,16056,2022
이용준,투수,0.12,9,9,0,0,0,0,2,3,0,0,33.2,25,28,25.4,157,42,6,2,5,14,1,0,26,3,0,1,6.68,7.49,6.79,7.1,5.42,1.66,NC 다이노스,14763,2022
송명기,투수,0.04,33,0,33,5,0,0,2,1,0,4,38.1,25,27,28.7,173,40,7,1,4,17,3,1,31,2,0,7,5.87,6.34,6.74,6.82,4.96,1.49,NC 다이노스,14155,2022
박주현,투수,0.04,3,0,3,1,0,0,0,0,0,0,3.0,2,2,2.0,13,3,0,0,1,1,0,0,4,0,0,0,6.0,6.0,6.0,5.44,5.87,1.33,NC 다이노스,13175,2022
김진호,투수,0.0,2,0,2,1,0,0,0,0,0,0,2.1,2,2,2.0,12,3,0,0,0,2,0,0,3,0,0,0,7.71,7.71,7.71,8.07,3.64,2.14,NC 다이노스,12897,2022
류진욱,투수,-0.03,50,0,50,5,0,0,2,1,0,10,42.1,27,30,31.9,194,52,8,0,4,19,2,0,37,1,0,3,5.74,6.38,6.78,6.7,4.68,1.68,NC 다이노스,11355,2022
손주환,투수,-0.03,4,1,3,2,0,0,0,1,0,0,3.2,4,4,2.8,16,2,0,0,0,2,1,0,4,0,0,0,9.82,9.82,6.87,6.9,4.01,1.09,NC 다이노스,16057,2022
임상현,투수,-0.03,12,7,5,1,0,0,1,5,0,0,40.1,29,35,34.5,181,46,13,0,5,23,2,0,21,1,0,1,6.47,7.81,7.7,7.64,6.29,1.71,NC 다이노스,16053,2022
최성영,투수,-0.05,24,4,20,7,0,0,2,0,1,1,46.2,30,37,37.5,218,65,10,0,7,17,0,0,29,3,0,0,5.79,7.14,7.23,7.25,5.3,1.76,NC 다이노스,12565,2022
채원후,투수,-0.06,3,0,3,1,0,0,0,0,0,0,3.0,4,4,4.0,18,6,2,0,0,3,0,0,2,0,0,2,12.0,12.0,12.0,11.86,5.63,3.0,NC 다이노스,11387,2022
배재환,투수,-0.07,20,0,20,5,0,0,0,1,0,0,19.2,16,17,16.5,91,20,2,0,5,15,0,1,13,0,0,0,7.32,7.78,7.55,7.56,7.94,1.78,NC 다이노스,11248,2022
김민규,투수,-0.07,7,0,7,3,0,0,0,0,0,0,6.1,4,4,6.05,30,8,1,0,0,3,0,0,2,0,0,1,5.68,5.68,8.6,8.9,4.88,1.74,NC 다이노스,16049,2022
