선수,포지션,Sort▼,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,WAR,팀,기존pid,연봉(만원),연도,포지션구분,WAAwithPOS,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,pid,WAR▼,oWAR,dWAR,PA,ePA,AB,TB,RBI,SB,CS,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,연봉등급,신인여부,국적,선발투수
백두산,,,1,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,-0.02,롯데 자이언츠,16101,3000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,161012.0,,-0.02,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19,-127.9,,,,
강승구,포수,,5,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,-0.08,롯데 자이언츠,16102,3000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,161022.0,,-0.05,-0.03,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19,-127.9,,,,
장두성,중견수,,71,,,,,,,,,,,,23.0,,,5.0,0.0,0.0,0.0,3.0,2.0,0.0,9.0,,,,,,,,,,-0.12,롯데 자이언츠,13155,4000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,131552.0,,-0.14,0.01,37.0,37.0,32.0,5.0,1.0,14.0,3.0,2.0,0.0,0.0,0.156,0.27,0.156,0.426,0.028,19.8,,,,
이학주,유격수,,43,,,,,,,,,,,,13.0,,,25.0,2.0,2.0,2.0,6.0,2.0,0.0,44.0,,,,,,,,,,-0.15,롯데 자이언츠,14114,9200.0,2024,타자,,,,,,,,,,,,,,,,,,,,,141142.0,,0.25,-0.4,105.0,103.0,95.0,37.0,4.0,0.0,1.0,0.0,2.0,0.0,0.263,0.32,0.389,0.709,0.111,79.9,,,,
강태율,포수,,10,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,-0.26,롯데 자이언츠,11388,3600.0,2024,타자,,,,,,,,,,,,,,,,,,,,,113882.0,,-0.24,-0.02,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19,-132.2,,,,
노진혁,유격수,,73,,,,,,,,,,,,13.0,,,30.0,6.0,0.0,2.0,15.0,1.0,1.0,39.0,,,,,,,,,,-0.26,롯데 자이언츠,11165,60000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,111652.0,,-0.18,-0.08,157.0,154.0,137.0,42.0,13.0,0.0,0.0,1.0,2.0,2.0,0.219,0.297,0.307,0.604,0.072,51.0,,,,
최항,2루수,,72,,,,,,,,,,,,17.0,,,33.0,3.0,1.0,0.0,10.0,1.0,0.0,32.0,,,,,,,,,,-0.31,롯데 자이언츠,10810,3100.0,2024,타자,,,,,,,,,,,,,,,,,,,,,108102.0,,-0.41,0.1,143.0,143.0,132.0,38.0,12.0,0.0,1.0,3.0,0.0,0.0,0.25,0.308,0.288,0.596,0.073,51.3,,,,
김민석,좌익수,,41,,,,,,,,,,,,14.0,,,16.0,3.0,1.0,0.0,2.0,4.0,0.0,20.0,,,,,,,,,,-0.41,롯데 자이언츠,15253,8500.0,2024,타자,,,,,,,,,,,,,,,,,,,,,152532.0,,-0.42,0.01,83.0,82.0,76.0,21.0,6.0,3.0,1.0,4.0,1.0,0.0,0.211,0.268,0.276,0.544,0.054,38.9,,,,
이주찬,3루수,,17,,,,,,,,,,,,7.0,,,4.0,1.0,0.0,1.0,1.0,0.0,0.0,9.0,,,,,,,,,,-0.43,롯데 자이언츠,14819,3100.0,2024,타자,,,,,,,,,,,,,,,,,,,,,148192.0,,-0.11,-0.32,25.0,25.0,24.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,0.167,0.2,0.333,0.533,0.025,17.0,,,,
서동욱,포수,,33,,,,,,,,,,,,2.0,,,3.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,,,,,,,,,,-0.45,롯데 자이언츠,15624,3300.0,2024,타자,,,,,,,,,,,,,,,,,,,,,156242.0,,-0.35,-0.1,27.0,27.0,26.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.115,0.148,0.154,0.302,-0.052,-37.8,,,,
한동희,3루수,,14,,,,,,,,,,,,1.0,,,9.0,2.0,0.0,0.0,1.0,0.0,1.0,9.0,,,,,,,,,,-0.55,롯데 자이언츠,13145,16200.0,2024,타자,,,,,,,,,,,,,,,,,,,,,131452.0,,-0.31,-0.25,36.0,36.0,35.0,11.0,3.0,0.0,0.0,1.0,0.0,0.0,0.257,0.278,0.314,0.592,0.052,37.4,,,,
정보근,포수,,89,,,,,,,,,,,,9.0,,,30.0,0.0,1.0,2.0,3.0,0.0,0.0,31.0,,,,,,,,,,-0.63,롯데 자이언츠,13154,7500.0,2024,타자,,,,,,,,,,,,,,,,,,,,,131542.0,,-0.61,-0.02,140.0,136.0,133.0,38.0,7.0,0.0,0.0,5.0,4.0,0.0,0.226,0.243,0.286,0.529,0.03,21.4,,,,
김도영,3루수,,141,,,,,,,,,,,,143.0,,,189.0,29.0,10.0,38.0,66.0,7.0,7.0,110.0,,,,,,,,,,8.32,KIA 타이거즈,15056,10000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,150560.0,,8.51,-0.18,625.0,619.0,544.0,352.0,109.0,40.0,4.0,10.0,1.0,7.0,0.347,0.42,0.647,1.067,0.232,172.5,,,,
소크라테스,좌익수,,140,,,,,,,,,,,,92.0,,,171.0,30.0,3.0,26.0,41.0,4.0,4.0,91.0,,,,,,,,,,3.42,KIA 타이거즈,14996,50000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,149960.0,,3.52,-0.1,602.0,599.0,552.0,285.0,97.0,13.0,5.0,7.0,0.0,5.0,0.31,0.359,0.516,0.875,0.163,121.2,,,,
박찬호,유격수,,134,,,,,,,,,,,,86.0,,,158.0,24.0,1.0,5.0,48.0,1.0,1.0,44.0,,,,,,,,,,2.78,KIA 타이거즈,11261,30000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,112610.0,,2.58,0.2,577.0,570.0,515.0,199.0,61.0,20.0,13.0,9.0,7.0,6.0,0.307,0.363,0.386,0.749,0.129,95.7,,,,
김선빈,2루수,,116,,,,,,,,,,,,48.0,,,139.0,23.0,0.0,9.0,30.0,5.0,0.0,39.0,,,,,,,,,,2.38,KIA 타이거즈,10008,60000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,100080.0,,2.98,-0.6,466.0,458.0,423.0,189.0,57.0,5.0,1.0,13.0,7.0,0.0,0.329,0.38,0.447,0.827,0.156,117.4,,,,
최원준,우익수,,136,,,,,,,,,,,,75.0,,,128.0,23.0,3.0,9.0,50.0,8.0,0.0,66.0,,,,,,,,,,2.17,KIA 타이거즈,12534,22000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,125340.0,,2.43,-0.26,508.0,501.0,438.0,184.0,56.0,21.0,9.0,6.0,7.0,5.0,0.292,0.371,0.42,0.791,0.147,110.1,,,,
나성범,우익수,,102,,,,,,,,,,,,51.0,,,109.0,17.0,1.0,21.0,38.0,4.0,1.0,98.0,,,,,,,,,,1.73,KIA 타이거즈,11162,80000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,111620.0,,1.89,-0.16,424.0,422.0,374.0,191.0,80.0,0.0,0.0,8.0,0.0,7.0,0.291,0.357,0.511,0.868,0.16,118.4,,,,
최형우,좌익수,,116,,,,,,,,,,,,67.0,,,119.0,23.0,2.0,22.0,52.0,5.0,4.0,86.0,,,,,,,,,,1.54,KIA 타이거즈,10344,100000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,103440.0,,1.83,-0.29,487.0,486.0,425.0,212.0,109.0,1.0,1.0,5.0,0.0,5.0,0.28,0.361,0.499,0.86,0.161,119.0,,,,
한준수,포수,,115,,,,,,,,,,,,39.0,,,88.0,22.0,0.0,7.0,21.0,2.0,1.0,48.0,,,,,,,,,,1.54,KIA 타이거즈,13113,5000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,131130.0,,1.66,-0.12,316.0,316.0,287.0,131.0,41.0,0.0,0.0,7.0,0.0,6.0,0.307,0.351,0.456,0.807,0.141,105.2,,,,
서건창,1루수,,94,,,,,,,,,,,,40.0,,,63.0,14.0,1.0,1.0,36.0,3.0,0.0,31.0,,,,,,,,,,1.51,KIA 타이거즈,10855,5000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,108550.0,,1.54,-0.02,248.0,245.0,203.0,82.0,26.0,3.0,1.0,2.0,3.0,3.0,0.31,0.416,0.404,0.82,0.169,124.5,,,,
김태군,포수,,105,,,,,,,,,,,,24.0,,,62.0,7.0,0.0,7.0,12.0,11.0,0.0,24.0,,,,,,,,,,1.13,KIA 타이거즈,10459,70000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,104590.0,,0.81,0.32,270.0,259.0,235.0,90.0,34.0,0.0,0.0,14.0,11.0,1.0,0.264,0.328,0.383,0.711,0.115,85.3,,,,
변우혁,1루수,,69,,,,,,,,,,,,22.0,,,51.0,9.0,2.0,5.0,16.0,2.0,0.0,48.0,,,,,,,,,,0.72,KIA 타이거즈,14124,6000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,141240.0,,0.77,-0.04,187.0,187.0,168.0,79.0,21.0,1.0,0.0,8.0,0.0,1.0,0.304,0.369,0.47,0.839,0.159,119.0,,,,
이창진,좌익수,,103,,,,,,,,,,,,36.0,,,50.0,10.0,0.0,1.0,45.0,2.0,0.0,36.0,,,,,,,,,,0.54,KIA 타이거즈,11233,12000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,112330.0,,0.8,-0.26,247.0,242.0,191.0,63.0,18.0,4.0,3.0,6.0,5.0,4.0,0.262,0.401,0.33,0.731,0.144,107.0,,,,
윤도현,2루수,,6,,,,,,,,,,,,5.0,,,11.0,2.0,0.0,1.0,0.0,0.0,0.0,9.0,,,,,,,,,,0.5,KIA 타이거즈,15058,3000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,150580.0,,0.33,0.16,27.0,27.0,27.0,16.0,8.0,1.0,0.0,0.0,0.0,0.0,0.407,0.407,0.593,1.0,0.212,154.7,,,,
박정우,중견수,,66,,,,,,,,,,,,17.0,,,20.0,3.0,1.0,0.0,4.0,0.0,0.0,14.0,,,,,,,,,,0.42,KIA 타이거즈,12869,3800.0,2024,타자,,,,,,,,,,,,,,,,,,,,,128690.0,,0.05,0.37,69.0,69.0,65.0,25.0,11.0,0.0,1.0,3.0,0.0,0.0,0.308,0.348,0.385,0.733,0.121,89.2,,,,
이우성,1루수,,112,,,,,,,,,,,,56.0,,,115.0,16.0,1.0,9.0,44.0,3.0,0.0,89.0,,,,,,,,,,0.18,KIA 타이거즈,11099,13000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,110990.0,,0.73,-0.55,449.0,449.0,399.0,160.0,54.0,7.0,1.0,17.0,0.0,3.0,0.288,0.361,0.401,0.762,0.134,99.8,,,,
홍종표,2루수,,100,,,,,,,,,,,,27.0,,,31.0,4.0,3.0,0.0,6.0,1.0,0.0,31.0,,,,,,,,,,0.16,KIA 타이거즈,14612,3500.0,2024,타자,,,,,,,,,,,,,,,,,,,,,146120.0,,0.48,-0.32,115.0,112.0,105.0,41.0,11.0,5.0,2.0,0.0,3.0,0.0,0.295,0.339,0.39,0.729,0.12,89.0,,,,
박민,유격수,,16,,,,,,,,,,,,5.0,,,8.0,4.0,0.0,0.0,1.0,0.0,0.0,7.0,,,,,,,,,,-0.01,KIA 타이거즈,14611,3500.0,2024,타자,,,,,,,,,,,,,,,,,,,,,146110.0,,0.0,-0.01,30.0,30.0,29.0,12.0,2.0,0.0,1.0,0.0,0.0,0.0,0.276,0.3,0.414,0.714,0.105,77.5,,,,
고종욱,좌익수,,28,,,,,,,,,,,,3.0,,,8.0,2.0,0.0,1.0,4.0,0.0,0.0,6.0,,,,,,,,,,-0.02,KIA 타이거즈,10659,15000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,106590.0,,0.06,-0.09,36.0,36.0,32.0,13.0,4.0,0.0,0.0,2.0,0.0,0.0,0.25,0.333,0.406,0.739,0.122,92.0,,,,
황대인,1루수,,3,,,,,,,,,,,,1.0,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,-0.05,KIA 타이거즈,11306,8000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,113060.0,,-0.01,-0.04,7.0,7.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.286,0.286,0.429,0.715,0.1,74.4,,,,
오선우,우익수,,3,,,,,,,,,,,,0.0,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,-0.07,KIA 타이거즈,14181,3300.0,2024,타자,,,,,,,,,,,,,,,,,,,,,141810.0,,-0.03,-0.04,7.0,7.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.286,0.286,0.286,0.572,0.049,36.1,,,,
한승택,포수,,20,,,,,,,,,,,,2.0,,,3.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,,,,,,,,,,-0.07,KIA 타이거즈,11119,6500.0,2024,타자,,,,,,,,,,,,,,,,,,,,,111190.0,,0.11,-0.17,15.0,15.0,11.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.273,0.467,0.273,0.74,0.171,128.3,,,,
김두현,유격수,,3,,,,,,,,,,,,2.0,,,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,-0.15,KIA 타이거즈,16086,3000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,160860.0,,0.1,-0.26,6.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.4,0.9,0.229,164.9,,,,
김규성,1루수,,27,,,,,,,,,,,,5.0,,,3.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,,,,,,,,,,-0.19,KIA 타이거즈,12540,5500.0,2024,타자,,,,,,,,,,,,,,,,,,,,,125400.0,,0.05,-0.25,15.0,14.0,12.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.25,0.357,0.333,0.69,0.119,88.3,,,,
최정용,2루수,,6,,,,,,,,,,,,0.0,,,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,,,,,,,,,,-0.2,KIA 타이거즈,11407,4300.0,2024,타자,,,,,,,,,,,,,,,,,,,,,114070.0,,-0.1,-0.1,12.0,12.0,11.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.182,0.25,0.182,0.432,0.01,7.5,,,,
김호령,중견수,,64,,,,,,,,,,,,12.0,,,8.0,2.0,0.0,1.0,8.0,0.0,0.0,25.0,,,,,,,,,,-0.23,KIA 타이거즈,11298,9000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,112980.0,,-0.44,0.21,67.0,67.0,59.0,13.0,4.0,3.0,2.0,1.0,0.0,0.0,0.136,0.239,0.22,0.459,0.021,16.0,,,,
로하스,좌익수,,144,,,,,,,,,,,,108.0,,,188.0,39.0,1.0,32.0,88.0,6.0,9.0,115.0,,,,,,,,,,6.5,KT 위즈,12995,50000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,129958.0,,6.34,0.16,670.0,664.0,572.0,325.0,112.0,2.0,1.0,10.0,0.0,4.0,0.329,0.421,0.568,0.989,0.211,153.3,,,,
장성우,포수,,131,,,,,,,,,,,,53.0,,,112.0,19.0,0.0,19.0,60.0,1.0,1.0,86.0,,,,,,,,,,3.23,KT 위즈,10235,50000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,102358.0,,3.13,0.1,489.0,486.0,418.0,188.0,81.0,5.0,0.0,8.0,2.0,8.0,0.268,0.355,0.45,0.805,0.144,104.2,,,,
김민혁,좌익수,,115,,,,,,,,,,,,47.0,,,124.0,14.0,3.0,1.0,35.0,1.0,1.0,45.0,,,,,,,,,,2.2,KT 위즈,11339,24000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,113398.0,,2.08,0.12,393.0,389.0,351.0,147.0,34.0,4.0,2.0,9.0,3.0,3.0,0.353,0.41,0.419,0.829,0.164,118.0,,,,
강백호,포수,,144,,,,,,,,,,,,92.0,,,159.0,27.0,0.0,26.0,59.0,3.0,4.0,127.0,,,,,,,,,,2.12,KT 위즈,13168,29000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,131688.0,,2.46,-0.34,614.0,612.0,550.0,264.0,96.0,6.0,2.0,6.0,0.0,2.0,0.289,0.36,0.48,0.84,0.154,112.3,,,,
김상수,유격수,,113,,,,,,,,,,,,60.0,,,102.0,18.0,4.0,4.0,37.0,6.0,0.0,59.0,,,,,,,,,,1.89,KT 위즈,10320,30000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,103208.0,,1.77,0.13,420.0,413.0,369.0,140.0,45.0,3.0,2.0,12.0,7.0,1.0,0.276,0.351,0.379,0.73,0.126,91.5,,,,
문상철,1루수,,125,,,,,,,,,,,,50.0,,,89.0,11.0,0.0,17.0,45.0,7.0,2.0,86.0,,,,,,,,,,1.64,KT 위즈,11333,11000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,113338.0,,0.96,0.68,403.0,401.0,347.0,151.0,58.0,6.0,1.0,8.0,1.0,3.0,0.256,0.351,0.435,0.786,0.139,101.7,,,,
오윤석,2루수,,73,,,,,,,,,,,,33.0,,,51.0,12.0,2.0,6.0,18.0,4.0,0.0,41.0,,,,,,,,,,1.52,KT 위즈,11397,14000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,113978.0,,1.36,0.16,201.0,198.0,174.0,85.0,27.0,0.0,1.0,7.0,3.0,2.0,0.293,0.369,0.489,0.858,0.166,120.7,,,,
배정대,중견수,,113,,,,,,,,,,,,49.0,,,111.0,25.0,1.0,7.0,50.0,4.0,1.0,114.0,,,,,,,,,,0.88,KT 위즈,11212,32000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,112128.0,,1.41,-0.52,473.0,464.0,404.0,159.0,59.0,9.0,7.0,5.0,8.0,7.0,0.275,0.355,0.394,0.749,0.129,94.1,,,,
신본기,유격수,,84,,,,,,,,,,,,18.0,,,34.0,3.0,0.0,3.0,16.0,3.0,0.0,28.0,,,,,,,,,,0.82,KT 위즈,10840,13000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,108408.0,,0.84,-0.02,152.0,143.0,122.0,46.0,19.0,2.0,0.0,3.0,9.0,2.0,0.279,0.371,0.377,0.748,0.135,97.6,,,,
심우준,유격수,,53,,,,,,,,,,,,22.0,,,45.0,4.0,0.0,3.0,17.0,1.0,0.0,29.0,,,,,,,,,,0.64,KT 위즈,11334,29000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,113348.0,,0.65,-0.01,192.0,187.0,169.0,58.0,28.0,7.0,1.0,3.0,5.0,0.0,0.266,0.337,0.343,0.68,0.105,75.5,,,,
조대현,포수,,26,,,,,,,,,,,,2.0,,,11.0,2.0,0.0,0.0,3.0,0.0,0.0,12.0,,,,,,,,,,0.46,KT 위즈,13177,3100.0,2024,타자,,,,,,,,,,,,,,,,,,,,,131778.0,,0.17,0.29,45.0,40.0,36.0,13.0,3.0,0.0,0.0,1.0,5.0,1.0,0.306,0.35,0.361,0.711,0.113,81.4,,,,
강현우,포수,,18,,,,,,,,,,,,4.0,,,8.0,1.0,0.0,1.0,8.0,0.0,0.0,10.0,,,,,,,,,,0.34,KT 위즈,14603,5000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,146038.0,,0.46,-0.12,36.0,34.0,26.0,12.0,8.0,0.0,0.0,0.0,2.0,0.0,0.308,0.471,0.462,0.933,0.216,161.1,,,,
천성호,2루수,,75,,,,,,,,,,,,41.0,,,69.0,8.0,3.0,1.0,18.0,1.0,0.0,43.0,,,,,,,,,,0.3,KT 위즈,14606,4500.0,2024,타자,,,,,,,,,,,,,,,,,,,,,146068.0,,0.63,-0.33,255.0,254.0,234.0,86.0,17.0,7.0,0.0,5.0,1.0,1.0,0.295,0.346,0.368,0.714,0.116,84.6,,,,
정준영,우익수,,43,,,,,,,,,,,,9.0,,,14.0,2.0,0.0,0.0,8.0,1.0,0.0,16.0,,,,,,,,,,0.17,KT 위즈,15519,4200.0,2024,타자,,,,,,,,,,,,,,,,,,,,,155198.0,,-0.17,0.34,74.0,71.0,62.0,16.0,3.0,0.0,0.0,1.0,3.0,0.0,0.226,0.324,0.258,0.582,0.079,57.8,,,,
김병준,중견수,,35,,,,,,,,,,,,9.0,,,5.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,,,,,,0.16,KT 위즈,15097,3100.0,2024,타자,,,,,,,,,,,,,,,,,,,,,150978.0,,0.15,0.01,16.0,16.0,14.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.357,0.438,0.357,0.795,0.162,121.4,,,,
김준태,포수,,23,,,,,,,,,,,,6.0,,,6.0,2.0,0.0,0.0,5.0,0.0,0.0,6.0,,,,,,,,,,0.15,KT 위즈,10835,10000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,108358.0,,0.15,0.0,30.0,30.0,25.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.24,0.367,0.32,0.687,0.122,91.3,,,,
박경수,2루수,,5,,,,,,,,,,,,2.0,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,0.05,KT 위즈,10469,20000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,104698.0,,0.11,-0.05,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.667,0.667,1.0,1.667,0.487,354.6,,,,
강민성,1루수,,1,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.01,KT 위즈,14191,3600.0,2024,타자,,,,,,,,,,,,,,,,,,,,,141918.0,,-0.03,0.04,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19,-127.9,,,,
장준원,유격수,,17,,,,,,,,,,,,1.0,,,1.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,,,,,,,,,,-0.04,KT 위즈,11214,5300.0,2024,타자,,,,,,,,,,,,,,,,,,,,,112148.0,,-0.13,0.09,18.0,18.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.278,0.071,0.349,0.018,13.5,,,,
안현민,좌익수,,16,,,,,,,,,,,,5.0,,,5.0,0.0,1.0,1.0,2.0,1.0,0.0,10.0,,,,,,,,,,-0.07,KT 위즈,15092,3000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,150928.0,,0.01,-0.08,29.0,29.0,25.0,10.0,2.0,0.0,0.0,0.0,0.0,1.0,0.2,0.276,0.4,0.676,0.091,67.3,,,,
권동진,2루수,,9,,,,,,,,,,,,3.0,,,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,,,,,,,-0.09,KT 위즈,14777,4600.0,2024,타자,,,,,,,,,,,,,,,,,,,,,147778.0,,-0.03,-0.07,10.0,10.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.3,0.222,0.522,0.05,37.9,,,,
홍현빈,우익수,,28,,,,,,,,,,,,5.0,,,4.0,0.0,1.0,0.0,3.0,0.0,0.0,7.0,,,,,,,,,,-0.18,KT 위즈,12941,4500.0,2024,타자,,,,,,,,,,,,,,,,,,,,,129418.0,,0.04,-0.22,22.0,21.0,18.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,0.222,0.333,0.333,0.666,0.108,78.0,,,,
송민섭,우익수,,36,,,,,,,,,,,,8.0,,,3.0,0.0,0.0,0.0,3.0,2.0,0.0,6.0,,,,,,,,,,-0.18,KT 위즈,11342,6500.0,2024,타자,,,,,,,,,,,,,,,,,,,,,113428.0,,0.08,-0.26,20.0,19.0,14.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.214,0.421,0.214,0.635,0.145,105.2,,,,
안치영,중견수,,31,,,,,,,,,,,,12.0,,,11.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,,,,,,,,,,-0.22,KT 위즈,13006,5000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,130068.0,,-0.26,0.05,48.0,46.0,44.0,11.0,3.0,0.0,1.0,0.0,2.0,0.0,0.25,0.283,0.25,0.533,0.042,30.8,,,,
윤준혁,3루수,,13,,,,,,,,,,,,3.0,,,3.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,,,,,,,,,,-0.23,KT 위즈,14605,3000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,146058.0,,-0.15,-0.08,18.0,18.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176,0.222,0.294,0.516,0.03,21.9,,,,
황재균,3루수,,137,,,,,,,,,,,,60.0,,,128.0,22.0,0.0,13.0,34.0,2.0,0.0,95.0,,,,,,,,,,-0.3,KT 위즈,10407,100000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,104078.0,,0.02,-0.32,536.0,531.0,493.0,189.0,58.0,4.0,6.0,16.0,5.0,2.0,0.26,0.309,0.383,0.692,0.099,72.2,,,,
박민석,2루수,,20,,,,,,,,,,,,6.0,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,,,,,,,,,-0.31,KT 위즈,14110,3100.0,2024,타자,,,,,,,,,,,,,,,,,,,,,141108.0,,-0.14,-0.18,14.0,14.0,14.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.214,0.214,0.214,0.428,-0.01,-7.4,,,,
김건형,우익수,,13,,,,,,,,,,,,2.0,,,3.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,,,,,,,,,,-0.38,KT 위즈,14779,3000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,147798.0,,-0.35,-0.03,25.0,25.0,24.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.16,0.167,0.327,-0.046,-34.1,,,,
오재일,1루수,,83,,,,,,,,,,,,27.0,,,57.0,13.0,0.0,8.0,30.0,2.0,0.0,70.0,,,,,,,,,,-0.45,KT 위즈,10400,50000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,104008.0,,-0.01,-0.43,272.0,272.0,232.0,94.0,37.0,0.0,0.0,3.0,0.0,8.0,0.246,0.327,0.405,0.732,0.116,84.3,,,,
조용호,우익수,,60,,,,,,,,,,,,17.0,,,37.0,5.0,0.0,0.0,13.0,0.0,0.0,25.0,,,,,,,,,,-0.52,KT 위즈,12943,15000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,129438.0,,-0.53,0.01,165.0,162.0,149.0,42.0,13.0,5.0,1.0,5.0,3.0,0.0,0.248,0.309,0.282,0.591,0.071,51.9,,,,
이호연,3루수,,27,,,,,,,,,,,,3.0,,,6.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,,,,,,,,,,-0.61,KT 위즈,13151,8500.0,2024,타자,,,,,,,,,,,,,,,,,,,,,131518.0,,-0.55,-0.06,43.0,42.0,41.0,7.0,0.0,0.0,0.0,2.0,1.0,0.0,0.146,0.167,0.171,0.338,-0.044,-32.6,,,,
