Name_x,포지션,fid_G,fid_GS,fid_IP,PO,Ass,E,RF9,수비 관련 득점 기여도.8,수비 관련 득점 기여도.9,팀,bat_G,PA,ePA,AB,R_y,H_y,2B_y,3B_y,HR_y,RBI,SB,CS,BB_y,HP_y,IB_y,SO_y,GDP,SH,SF,연봉(만원),WAR,WAR당 연봉
박건우,중견수,3,2,15.0,4,0,0,2.4,-1.65,-2.67,NC 다이노스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000,2.94,27245
정수빈,중견수,133,131,1114.0,313,5,1,2.57,5.15,5.46,두산 베어스,136,608,598,510,95,145,21,3,4,47,52,13,71,9,1,72,8,10,8,60000,3.13,19197
오태곤,중견수,14,7,56.0,9,0,0,1.45,-0.8,-0.98,SSG 랜더스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,1.43,17510
김헌곤,중견수,5,1,16.0,3,0,0,1.69,-1.51,-1.86,삼성 라이온즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,1.59,3781
김성욱,중견수,102,83,743.0,197,5,1,2.45,-1.37,-1.53,NC 다이노스,129,412,409,358,55,73,8,2,17,60,10,4,31,15,0,79,7,3,5,9500,-0.37,-25964
권희동,중견수,7,7,38.0,11,0,0,2.61,1.07,1.25,NC 다이노스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,4.11,3647
박해민,중견수,143,128,1127.0,283,2,1,2.28,6.72,6.72,LG 트윈스,144,553,548,482,72,127,16,6,6,56,43,13,46,11,0,101,3,5,9,60000,2.71,22112
배정대,중견수,113,110,958.0,266,3,7,2.53,-6.12,-7.8,KT 위즈,113,473,464,404,49,111,25,1,7,59,9,7,50,4,1,114,5,8,7,32000,0.77,41600
임병욱,중견수,20,13,107.0,25,0,1,2.1,-1.88,-6.46,키움 히어로즈,42,92,92,87,14,21,3,0,3,10,1,0,4,0,0,32,1,0,1,7000,0.02,412726
이창진,중견수,1,1,5.0,1,0,0,1.8,0.67,0.93,KIA 타이거즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0.64,18738
김호령,중견수,61,9,177.0,62,0,2,3.15,2.36,5.3,KIA 타이거즈,64,67,67,59,12,8,2,0,1,4,3,2,8,0,0,25,1,0,0,9000,-0.07,-126775
김민혁,중견수,14,13,105.1,28,0,1,2.39,-1.72,-2.15,KT 위즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,2.70,8893
송민섭,중견수,10,0,24.0,3,0,0,1.13,-0.32,-1.27,KT 위즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6500,-0.27,-24314
안익훈,중견수,5,2,24.0,10,0,0,3.75,2.0,7.79,LG 트윈스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500,0.01,689157
최민창,중견수,1,0,1.0,1,0,0,9.0,0.18,3.79,SSG 랜더스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,-0.03,-105694
조수행,중견수,22,11,119.2,33,1,0,2.56,-1.73,-1.92,두산 베어스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9500,1.83,5194
최원준,중견수,93,82,624.0,163,2,4,2.38,-3.16,-3.35,KIA 타이거즈,136,508,501,438,75,128,23,3,9,56,21,9,50,8,0,66,6,7,5,22000,2.35,9351
이진영,중견수,27,15,131.0,46,0,0,3.16,1.87,6.4,한화 이글스,42,103,103,93,20,19,6,0,1,13,0,1,8,2,0,27,3,0,0,7000,0.03,205441
홍창기,중견수,12,9,61.0,14,0,0,2.07,-1.09,-1.13,LG 트윈스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51000,6.29,8112
이성규,중견수,27,18,145.0,38,0,1,2.36,-2.89,-3.41,삼성 라이온즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,1.86,3233
장진혁,중견수,73,66,562.1,142,1,1,2.29,-0.98,-1.43,한화 이글스,99,327,322,289,56,76,16,0,9,44,14,6,29,3,0,72,6,5,1,5800,0.76,7644
박정우,중견수,47,5,115.1,29,2,2,2.42,1.23,2.68,KIA 타이거즈,66,69,69,65,17,20,3,1,0,11,0,1,4,0,0,14,3,0,0,3800,0.42,8953
이유찬,중견수,2,0,3.0,2,0,0,6.0,0.16,0.22,두산 베어스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0.73,11604
김성윤,중견수,24,9,105.1,32,1,0,2.82,0.93,4.2,삼성 라이온즈,32,89,86,74,15,18,4,0,0,6,3,1,9,1,0,16,1,3,2,10000,0.09,114787
홍현빈,중견수,8,2,24.0,4,0,0,1.5,-1.33,-6.86,KT 위즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,-0.16,-29019
로하스,중견수,6,2,27.0,11,1,0,4.0,0.05,0.05,KT 위즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,7.26,6889
안치영,중견수,14,12,91.0,22,0,0,2.18,0.7,3.25,KT 위즈,31,48,46,44,12,11,0,0,0,3,0,1,2,0,0,12,0,2,0,5000,-0.07,-71312
문성주,중견수,1,0,2.0,1,0,0,4.5,0.51,0.76,LG 트윈스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,2.89,6928
정은원,중견수,6,6,46.0,12,0,1,2.35,0.1,0.55,한화 이글스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17800,0.14,130324
이원석,중견수,40,22,219.0,62,0,0,2.55,2.97,4.92,한화 이글스,87,154,152,133,26,31,4,1,0,13,8,2,16,2,0,32,3,2,1,3600,0.19,18675
장두성,중견수,23,2,50.1,17,0,0,3.04,1.18,2.4,롯데 자이언츠,71,37,37,32,23,5,0,0,0,1,14,3,3,2,0,9,2,0,0,4000,-0.22,-17905
최상민,중견수,14,1,26.0,16,1,0,5.88,1.75,5.87,SSG 랜더스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,0.15,21232
한석현,중견수,8,5,47.0,15,1,0,3.06,-2.31,-8.33,NC 다이노스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900,-0.47,-8230
천재환,중견수,17,8,78.0,29,0,0,3.35,0.29,0.47,NC 다이노스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0.31,16080
권광민,중견수,1,1,8.0,1,0,0,1.13,0.05,0.39,한화 이글스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300,0.53,6250
유로결,중견수,2,2,18.0,2,0,0,1.0,0.02,0.12,한화 이글스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300,-0.06,-59189
하재훈,중견수,24,19,160.0,37,1,0,2.14,0.02,0.03,SSG 랜더스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,-1.59,-6309
신윤후,중견수,3,0,6.0,3,0,0,4.5,0.4,1.49,롯데 자이언츠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5200,0.30,17392
김대한,중견수,5,0,10.0,4,0,0,3.6,-0.61,-1.45,두산 베어스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3700,-0.51,-7286
김태근,중견수,7,1,21.0,3,0,0,1.29,-1.5,-5.03,두산 베어스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3400,-0.72,-4729
최정원,중견수,37,20,184.1,74,0,2,3.61,3.66,8.1,NC 다이노스,65,155,154,131,33,37,5,0,1,14,7,3,17,4,0,34,1,1,2,6600,0.82,8096
최지훈,중견수,119,113,989.2,237,5,7,2.2,-3.25,-3.74,SSG 랜더스,125,543,537,483,89,133,22,7,11,49,32,5,50,2,0,71,5,6,2,25000,2.05,12167
이주형,중견수,48,40,341.0,102,1,1,2.72,1.88,2.36,키움 히어로즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6600,2.51,2634
박시원,중견수,27,19,168.1,49,2,0,2.73,1.68,4.41,NC 다이노스,55,158,156,141,17,33,5,1,2,17,3,0,14,0,0,46,2,2,1,3000,-0.27,-11284
천성호,중견수,1,0,1.0,0,0,0,0.0,0.0,0.0,KT 위즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,0.08,54946
김지찬,중견수,117,103,859.0,259,0,3,2.71,5.35,5.71,삼성 라이온즈,135,535,521,453,102,143,16,3,3,36,42,4,60,9,2,40,5,12,1,16000,4.59,3485
황성빈,중견수,65,58,453.2,87,3,2,1.79,-4.57,-5.27,롯데 자이언츠,125,406,400,366,94,117,15,8,4,26,51,10,31,2,0,56,3,6,1,7600,2.15,3532
박영빈,중견수,2,0,2.0,0,0,0,0.0,-1.17,-8.88,NC 다이노스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,-0.12,-27206
이인한,중견수,1,0,2.0,0,0,0,0.0,0.0,0.12,롯데 자이언츠,5,5,5,4,0,2,0,0,0,2,0,0,0,1,0,1,0,0,0,3000,0.12,24573
임종찬,중견수,16,15,105.0,23,2,0,2.14,-1.86,-11.17,한화 이글스,24,64,64,57,10,9,3,2,0,7,0,1,6,1,0,19,2,0,0,3400,-0.22,-15452
이영빈,중견수,1,0,1.0,2,0,0,18.0,0.87,4.06,LG 트윈스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500,0.00,2305239
장재영,중견수,17,16,126.1,24,1,0,1.78,-1.95,-7.39,키움 히어로즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,-0.41,-9657
김현준,중견수,33,12,130.1,48,3,0,3.52,-1.08,-1.98,삼성 라이온즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,0.04,396434
소크라테스,중견수,52,47,366.2,93,2,2,2.33,2.32,2.39,KIA 타이거즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,4.06,12324
김재혁,중견수,11,1,27.0,6,0,0,2.0,-1.5,-6.18,삼성 라이온즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,-0.22,-13581
윤동희,중견수,88,81,696.2,204,2,4,2.66,4.16,4.25,롯데 자이언츠,141,613,610,532,97,156,35,4,14,85,7,8,67,7,1,114,10,2,5,9000,3.72,2419
최원영,중견수,14,5,45.0,9,0,1,1.8,-0.12,-0.29,LG 트윈스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0.25,11916
김병준,중견수,16,3,41.0,13,2,0,3.29,1.55,6.38,KT 위즈,35,16,16,14,9,5,0,0,0,1,0,0,2,0,0,2,0,0,0,3100,0.27,11466
박수종,중견수,56,23,253.1,84,0,4,2.98,0.79,1.42,키움 히어로즈,80,148,144,129,23,33,5,1,0,6,3,0,13,2,0,17,4,4,0,4000,0.25,15819
이상혁,중견수,6,1,22.0,7,0,0,2.86,-1.01,-3.38,한화 이글스,43,15,15,13,13,2,0,0,0,0,5,2,2,0,0,5,0,0,0,3100,-0.11,-28290
김민석,중견수,3,3,23.1,10,0,0,3.86,-0.83,-2.9,롯데 자이언츠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,-0.32,-26589
정준영,중견수,3,2,13.0,3,0,0,2.08,0.24,0.79,KT 위즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,0.41,10337
에레디아,중견수,2,1,14.0,3,0,0,1.93,0.44,0.46,SSG 랜더스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115000,4.89,23509
김동혁,중견수,20,0,44.0,18,0,2,3.68,0.07,0.27,롯데 자이언츠,39,17,17,15,8,3,0,1,0,1,3,1,2,0,0,5,0,0,0,3100,0.21,14524
도슨,중견수,25,22,185.2,58,0,0,2.81,-1.2,-1.82,키움 히어로즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55000,3.42,16102
김현종,중견수,6,0,17.0,5,0,0,2.65,0.89,7.51,LG 트윈스,17,16,16,15,8,3,1,0,0,2,0,0,0,1,0,4,0,0,0,3000,0.17,17163
정현승,중견수,4,3,23.0,6,0,0,2.35,-1.26,-7.9,SSG 랜더스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,-0.24,-12319
전다민,중견수,5,1,16.0,4,0,0,2.25,-0.09,-0.53,두산 베어스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0.35,8557
이선우,중견수,2,0,2.2,1,0,1,3.38,-1.49,-30.66,롯데 자이언츠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,-0.20,-14708
레이예스,중견수,1,0,2.0,2,0,0,9.0,0.35,0.35,롯데 자이언츠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,3.72,16111
페라자,중견수,2,1,9.0,2,0,0,2.0,0.78,0.92,한화 이글스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,2.90,20686
원성준,중견수,10,9,65.0,19,0,1,2.63,-3.11,-8.79,키움 히어로즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,-0.25,-11991
카디네스,중견수,1,0,0.0,0,0,0,0.0,-0.88,-18.07,삼성 라이온즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32700,0.00,11890996
안치홍,지명타자,0,0,0.0,0,0,0,0.0,0.0,0.0,한화 이글스,128,533,531,473,64,142,21,0,13,66,3,2,49,6,1,70,10,1,4,50000,1.97,25319
이명기,지명타자,0,0,0.0,0,0,0,0.0,0.0,0.0,한화 이글스,4,8,7,7,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,5000,-0.09,-53323
이원석,지명타자,0,0,0.0,0,0,0,0.0,0.0,0.0,키움 히어로즈,39,109,109,91,5,20,4,0,0,8,0,0,14,2,0,18,2,0,2,40000,-0.47,-84662
손아섭,지명타자,0,0,0.0,0,0,0,0.0,0.0,0.0,NC 다이노스,84,355,353,333,45,95,16,0,7,50,6,2,16,0,0,65,1,2,4,50000,1.03,48314
전준우,지명타자,0,0,0.0,0,0,0,0.0,0.0,0.0,롯데 자이언츠,109,483,482,423,57,124,26,2,17,82,3,1,49,5,0,84,11,1,5,130000,1.95,66702
최형우,지명타자,0,0,0.0,0,0,0,0.0,0.0,0.0,KIA 타이거즈,116,487,486,425,67,119,23,2,22,109,1,1,52,5,4,86,5,0,5,100000,2.09,47887
김재환,지명타자,0,0,0.0,0,0,0,0.0,0.0,0.0,두산 베어스,136,552,549,474,78,134,28,0,29,92,1,1,63,6,3,168,8,0,9,150000,3.07,48839
강진성,지명타자,0,0,0.0,0,0,0,0.0,0.0,0.0,SSG 랜더스,16,31,30,27,4,5,0,0,0,2,0,0,3,0,0,5,0,1,0,8500,-0.04,-196132
김웅빈,지명타자,0,0,0.0,0,0,0,0.0,0.0,0.0,키움 히어로즈,12,38,37,32,2,4,0,0,0,2,0,0,4,1,0,15,1,1,0,5000,-0.40,-12581
신범수,지명타자,0,0,0.0,0,0,0,0.0,0.0,0.0,SSG 랜더스,11,29,29,27,4,6,3,0,0,2,0,0,1,1,0,5,0,0,0,5000,-0.03,-169613
김동엽,지명타자,0,0,0.0,0,0,0,0.0,0.0,0.0,삼성 라이온즈,8,21,20,18,1,2,1,0,0,2,0,0,1,1,1,5,0,0,1,8000,-0.23,-34732
이정훈,지명타자,0,0,0.0,0,0,0,0.0,0.0,0.0,롯데 자이언츠,65,116,114,100,10,30,8,0,0,18,0,0,13,0,1,21,4,1,2,6000,0.49,12178
김민혁,지명타자,0,0,0.0,0,0,0,0.0,0.0,0.0,두산 베어스,5,8,8,5,1,1,0,0,1,2,0,0,3,0,0,3,0,0,0,3800,0.22,17536
김수환,지명타자,0,0,0.0,0,0,0,0.0,0.0,0.0,키움 히어로즈,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4700,-0.10,-48994
송찬의,지명타자,0,0,0.0,0,0,0,0.0,0.0,0.0,LG 트윈스,10,21,20,15,2,1,0,0,0,1,1,0,3,1,0,6,0,1,1,3600,-0.12,-29631
한동희,지명타자,0,0,0.0,0,0,0,0.0,0.0,0.0,롯데 자이언츠,14,36,36,35,1,9,2,0,0,3,0,0,1,0,1,9,1,0,0,16200,-0.57,-28421
강백호,지명타자,0,0,0.0,0,0,0,0.0,0.0,0.0,KT 위즈,144,614,612,550,92,159,27,0,26,96,6,2,59,3,4,127,6,0,2,29000,2.75,10546
김창평,지명타자,0,0,0.0,0,0,0,0.0,0.0,0.0,SSG 랜더스,6,9,9,7,1,0,0,0,0,0,1,0,2,0,0,4,0,0,0,3100,-0.07,-46732
채현우,지명타자,0,0,0.0,0,0,0,0.0,0.0,0.0,SSG 랜더스,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0.00,-2247444
류효승,지명타자,0,0,0.0,0,0,0,0.0,0.0,0.0,SSG 랜더스,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100,-0.05,-60836
한재환,지명타자,0,0,0.0,0,0,0,0.0,0.0,0.0,NC 다이노스,7,9,9,9,1,2,1,0,0,1,0,0,0,0,0,3,0,0,0,4000,-0.08,-50935
추신수,지명타자,0,0,0.0,0,0,0,0.0,0.0,0.0,SSG 랜더스,78,302,300,253,40,71,14,1,5,37,5,1,37,4,0,68,2,2,6,3000,0.94,3179
김범석,지명타자,0,0,0.0,0,0,0,0.0,0.0,0.0,LG 트윈스,70,180,179,162,14,39,4,0,6,24,0,0,14,2,2,49,4,0,2,3300,-0.31,-10590
김대원,지명타자,0,0,0.0,0,0,0,0.0,0.0,0.0,LG 트윈스,19,4,4,4,5,2,0,0,0,0,2,1,0,0,0,1,0,0,0,3000,0.07,44048
강성우,지명타자,0,0,0.0,0,0,0,0.0,0.0,0.0,롯데 자이언츠,2,3,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3000,-0.01,-577736
이선우,지명타자,0,0,0.0,0,0,0,0.0,0.0,0.0,롯데 자이언츠,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,-0.20,-14708
원성준,지명타자,0,0,0.0,0,0,0,0.0,0.0,0.0,키움 히어로즈,51,125,124,112,12,28,5,0,2,11,2,0,10,0,0,36,2,1,2,3000,-0.25,-11991
이재원,포수,71,40,354.0,304,27,1,8.42,-0.49,-0.99,한화 이글스,72,152,150,134,10,32,4,0,1,16,0,0,7,4,1,21,4,2,5,5000,-0.25,-19618
양의지,포수,76,74,608.1,551,24,4,8.51,-1.93,-2.33,두산 베어스,119,485,482,430,57,135,18,1,17,94,2,1,40,9,5,56,13,0,6,50000,3.38,14814
최재훈,포수,115,95,791.2,746,60,5,9.16,1.57,1.95,한화 이글스,116,348,340,280,34,72,10,0,4,37,0,0,33,21,0,58,10,8,6,60000,1.68,35760
강민호,포수,120,96,803.0,631,53,2,7.67,3.47,3.68,삼성 라이온즈,136,452,450,403,48,122,19,1,19,77,3,0,35,8,2,52,17,0,6,40000,3.50,11445
장성우,포수,114,105,856.1,780,56,2,8.79,0.82,0.9,KT 위즈,131,489,486,418,53,112,19,0,19,81,5,0,60,1,1,86,8,2,8,50000,3.51,14254
이지영,포수,117,105,914.2,919,61,7,9.64,6.5,7.61,SSG 랜더스,123,432,425,398,45,111,11,1,5,50,8,1,18,7,0,35,10,7,2,20000,2.01,9951
박동원,포수,124,109,944.2,809,77,4,8.44,10.75,11.91,LG 트윈스,130,498,495,434,58,118,22,0,20,80,1,0,55,0,2,112,14,2,7,250000,4.75,52599
김태군,포수,101,82,640.2,567,38,6,8.5,3.03,4.15,KIA 타이거즈,105,270,259,235,24,62,7,0,7,34,0,0,12,11,0,24,14,11,1,70000,1.00,70094
허도환,포수,58,27,250.0,219,8,2,8.17,-4.58,-11.18,LG 트윈스,59,105,100,80,10,11,2,0,0,11,0,1,9,10,0,26,4,5,1,10000,-0.76,-13118
김민식,포수,40,30,264.2,224,16,0,8.16,-2.2,-7.05,SSG 랜더스,45,126,122,106,10,22,5,0,1,10,0,0,16,0,0,33,2,4,0,15000,-0.16,-93228
유강남,포수,50,42,324.2,277,23,3,8.32,1.88,5.2,롯데 자이언츠,52,155,153,136,11,26,3,0,5,20,0,0,9,7,0,25,4,2,1,100000,0.02,5859879
김준태,포수,18,3,57.1,39,2,0,6.44,0.0,-0.02,KT 위즈,23,30,30,25,6,6,2,0,0,3,0,0,5,0,0,6,0,0,0,10000,0.19,52689
김재현,포수,109,85,758.1,627,48,7,8.01,0.81,1.06,키움 히어로즈,110,326,316,288,27,70,11,0,0,26,1,1,14,10,0,63,8,10,4,5500,0.10,57006
박세혁,포수,71,36,357.1,290,18,3,7.76,-2.18,-3.84,NC 다이노스,82,171,166,148,21,39,9,0,1,10,4,0,14,3,0,43,3,5,1,70000,0.59,118283
장승현,포수,9,7,58.0,57,2,0,9.16,-0.38,-6.16,두산 베어스,9,23,22,20,1,4,2,0,0,0,0,1,2,0,0,5,0,1,0,6000,-0.07,-83501
한승택,포수,19,2,47.0,43,7,2,9.57,-1.9,-13.65,KIA 타이거즈,20,15,15,11,2,3,0,0,0,2,0,0,4,0,0,1,0,0,0,6500,-0.10,-64995
김민수,포수,8,1,23.0,12,2,0,5.48,-0.16,-2.58,삼성 라이온즈,9,8,8,8,1,2,0,0,1,3,0,0,0,0,0,1,0,0,0,4600,0.08,55703
안승한,포수,2,1,9.1,7,0,0,6.75,0.2,7.37,두산 베어스,4,5,5,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5500,-0.01,-514952
안중열,포수,9,4,45.0,39,3,0,8.4,-0.69,-9.89,NC 다이노스,10,25,25,21,5,6,1,0,2,4,0,0,3,0,0,7,0,0,1,7100,0.33,21755
김재성,포수,7,2,29.0,20,3,0,7.14,-1.28,-18.49,삼성 라이온즈,10,23,23,20,3,4,1,0,0,1,0,0,3,0,0,5,1,0,0,7000,-0.23,-30485
강태율,포수,10,3,28.0,29,1,1,9.64,-0.25,-3.55,롯데 자이언츠,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3600,-0.27,-13194
김기연,포수,84,61,579.0,474,25,2,7.76,3.56,5.4,두산 베어스,95,283,279,252,31,70,10,0,5,31,0,2,22,2,0,47,5,4,3,4000,1.49,2689
박상언,포수,26,9,113.0,91,5,1,7.65,-0.14,-0.76,한화 이글스,27,52,52,42,4,12,3,0,0,4,1,0,9,1,0,12,0,0,0,4200,0.53,7988
전준호,포수,3,0,5.0,4,1,0,9.0,0.16,7.49,LG 트윈스,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3300,-0.02,-155746
이정훈,포수,1,0,1.0,1,0,0,9.0,-0.34,-0.76,롯데 자이언츠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0.49,12178
김형준,포수,116,104,870.1,761,59,12,8.48,0.86,1.04,NC 다이노스,119,414,407,354,39,69,12,0,17,50,0,0,45,2,0,144,6,7,6,5800,0.50,11489
한준수,포수,103,60,600.1,541,39,4,8.7,-1.61,-2.02,KIA 타이거즈,115,316,316,287,39,88,22,0,7,41,0,0,21,2,1,48,7,0,6,5000,1.80,2774
정보근,포수,89,42,379.1,335,34,4,8.75,-0.15,-0.25,롯데 자이언츠,89,140,136,133,9,30,0,1,2,7,0,0,3,0,0,31,5,4,0,7500,-0.54,-13918
강백호,포수,30,19,169.2,137,17,2,8.17,-2.15,-2.15,KT 위즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29000,2.75,10546
조대현,포수,26,12,120.0,100,11,0,8.33,3.21,17.79,KT 위즈,26,45,40,36,2,11,2,0,0,3,0,0,3,0,0,12,1,5,1,3100,0.49,6355
김도환,포수,1,1,6.0,5,0,0,7.5,-0.42,-60.41,삼성 라이온즈,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5000,-0.11,-47156
이병헌,포수,90,44,421.2,341,21,3,7.73,-1.31,-1.98,삼성 라이온즈,95,166,164,145,9,36,4,0,1,9,0,0,17,2,0,48,0,2,0,4000,0.18,22023
박준형,포수,4,2,12.1,7,0,0,5.11,-1.15,-41.35,키움 히어로즈,4,5,5,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3000,-0.25,-12108
장규빈,포수,3,0,7.0,8,1,0,11.57,0.02,1.11,두산 베어스,3,4,4,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3000,0.00,-1208352
현원회,포수,0,0,0.0,0,0,0,0.0,0.0,0.0,SSG 랜더스,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3000,-0.02,-183183
강현우,포수,17,5,81.0,71,3,2,8.22,-1.23,-9.84,KT 위즈,18,36,34,26,4,8,1,0,1,8,0,0,8,0,0,10,0,2,0,5000,0.38,13279
손성빈,포수,86,52,445.2,414,25,4,8.87,-1.61,-2.7,롯데 자이언츠,86,171,170,152,24,30,6,2,6,21,0,0,13,3,0,38,3,1,2,5000,0.24,21042
조형우,포수,19,9,90.1,79,6,1,8.47,-1.76,-13.33,SSG 랜더스,19,38,38,33,4,8,0,0,0,4,0,0,1,4,0,6,0,0,0,6300,-0.13,-46892
장규현,포수,9,0,16.0,8,1,1,5.06,-0.47,-7.54,한화 이글스,9,7,7,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3200,-0.13,-23948
김시앙,포수,6,2,19.1,20,0,0,9.31,0.2,4.86,키움 히어로즈,6,7,7,7,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3600,-0.05,-76364
이주헌,포수,3,1,14.0,20,0,0,12.86,-0.99,-47.48,LG 트윈스,3,6,6,6,0,4,2,0,0,3,0,0,0,0,0,2,0,0,0,3000,0.10,29869
김성우,포수,4,2,16.0,7,1,0,4.5,-1.52,-54.61,LG 트윈스,4,5,5,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3100,-0.24,-12863
신용석,포수,1,0,3.0,4,0,0,12.0,0.04,2.64,NC 다이노스,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3000,-0.10,-30908
김건희,포수,66,49,431.2,267,24,4,6.07,-1.63,-2.83,키움 히어로즈,83,283,283,261,27,67,15,0,9,38,0,0,18,0,0,82,7,0,4,3200,0.60,5377
김동헌,포수,2,2,14.0,10,0,1,6.43,-1.51,-109.07,키움 히어로즈,2,7,7,5,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,4000,-0.12,-34516
박성빈,포수,12,4,37.0,24,2,1,6.32,-0.76,-9.08,키움 히어로즈,12,11,11,9,1,2,1,0,0,2,0,0,1,1,0,2,0,0,0,3000,-0.03,-101587
김범석,포수,13,5,47.1,45,5,0,9.51,-1.06,-2.19,LG 트윈스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300,-0.31,-10590
윤준호,포수,3,0,9.0,5,0,0,5.0,-0.68,-32.69,두산 베어스,3,4,4,4,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3000,-0.07,-41257
박민준,포수,4,1,10.0,10,0,0,9.0,-0.16,-4.65,두산 베어스,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3000,-0.13,-22413
