선수,팀,WAR,G,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,pid,연도,기존pid
서호철,NC 다이노스,-0.53,89,-0.46,-0.07,214,211,195,26,40,8,0,2,54,14,3,1,12,4,0,41,6,3,0,0.205,0.265,0.277,0.542,0.056,47.8,142205,2022,14220
천재환,NC 다이노스,-0.54,29,-0.32,-0.22,36,36,35,4,5,1,0,1,9,1,1,0,0,1,0,11,1,0,0,0.143,0.167,0.257,0.424,0.002,1.9,132615,2022,13261
김응민,NC 다이노스,-0.59,34,-0.54,-0.05,75,73,67,7,9,1,0,1,13,5,0,0,3,2,0,12,3,2,1,0.134,0.192,0.194,0.386,-0.002,-2.0,108905,2022,10890
박대온,NC 다이노스,-0.79,59,-0.8,0.01,133,130,127,8,23,4,0,1,30,10,0,0,0,2,0,37,4,3,1,0.181,0.192,0.236,0.428,0.003,2.3,112465,2022,11246
강승호,두산 베어스,2.79,134,2.33,0.47,487,481,444,54,117,28,1,10,177,62,13,5,29,3,0,100,8,6,5,0.264,0.31,0.399,0.709,0.109,98.0,110871,2022,11087
허경민,두산 베어스,2.48,121,3.05,-0.58,493,489,432,59,125,23,0,8,172,60,10,3,36,16,3,40,12,2,7,0.289,0.36,0.398,0.758,0.135,122.1,101841,2022,10184
김재환,두산 베어스,2.42,128,2.97,-0.55,517,514,448,64,111,24,1,23,206,72,2,1,61,4,4,133,5,0,4,0.248,0.34,0.46,0.8,0.144,129.8,106431,2022,10643
박세혁,두산 베어스,1.53,128,1.47,0.06,402,393,351,33,87,13,1,3,111,41,2,2,33,6,1,71,4,8,4,0.248,0.32,0.316,0.636,0.092,83.0,108911,2022,10891
김인태,두산 베어스,1.33,83,1.09,0.24,279,279,235,25,58,6,0,5,79,25,1,0,41,3,1,47,6,0,0,0.247,0.366,0.336,0.702,0.123,111.1,110981,2022,11098
정수빈,두산 베어스,1.24,127,0.98,0.26,455,448,405,58,105,12,4,3,134,41,15,8,39,1,1,56,2,6,4,0.259,0.323,0.331,0.654,0.096,86.3,101951,2022,10195
양석환,두산 베어스,0.9,107,1.37,-0.48,446,444,405,58,99,14,1,20,175,51,1,0,32,7,3,101,3,0,2,0.244,0.309,0.432,0.741,0.121,108.9,112131,2022,11213
페르난데스,두산 베어스,0.77,139,0.9,-0.13,550,550,508,52,157,28,0,6,203,77,0,0,35,2,0,45,34,0,5,0.309,0.353,0.4,0.753,0.127,115.0,139271,2022,13927
안재석,두산 베어스,0.68,99,0.17,0.51,264,260,235,22,50,10,0,3,69,17,4,0,19,4,1,71,5,4,2,0.213,0.281,0.294,0.575,0.067,61.1,147711,2022,14771
안권수,두산 베어스,0.68,76,0.79,-0.11,267,266,239,43,71,7,2,0,82,20,3,4,26,1,0,40,6,1,0,0.297,0.368,0.343,0.711,0.121,110.1,145711,2022,14571
양찬열,두산 베어스,0.49,41,0.31,0.18,94,93,82,15,20,4,0,3,33,12,0,0,11,0,0,23,2,1,0,0.244,0.333,0.402,0.735,0.125,109.9,147381,2022,14738
안승한,두산 베어스,0.42,30,0.43,-0.01,39,38,36,5,12,3,0,0,15,8,0,0,2,0,0,12,0,1,0,0.333,0.368,0.417,0.785,0.139,125.2,113281,2022,11328
김대한,두산 베어스,0.41,51,0.43,-0.03,110,108,96,13,23,6,1,4,43,11,2,1,5,6,0,27,0,2,1,0.24,0.315,0.448,0.763,0.134,120.4,141701,2022,14170
김재호,두산 베어스,0.35,102,0.15,0.2,264,257,223,26,48,7,0,1,58,21,0,2,28,2,0,33,5,7,4,0.215,0.304,0.26,0.564,0.069,63.4,101741,2022,10174
전민재,두산 베어스,0.24,35,0.04,0.2,46,45,45,11,13,1,0,0,14,0,3,0,0,0,0,12,3,1,0,0.289,0.289,0.311,0.6,0.065,55.5,130731,2022,13073
박계범,두산 베어스,0.19,77,0.05,0.14,168,162,145,21,32,8,0,2,46,14,5,3,12,3,1,40,1,6,2,0.221,0.29,0.317,0.607,0.079,71.1,111981,2022,11198
김민혁,두산 베어스,0.12,38,0.39,-0.27,97,97,88,11,25,2,0,5,42,16,0,0,7,2,0,25,6,0,0,0.284,0.351,0.477,0.828,0.153,134.3,129701,2022,12970
최용제,두산 베어스,0.05,1,0.05,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1.0,,,0.584,561.8,126491,2022,12649
김태근,두산 베어스,0.04,2,0.15,-0.1,6,6,4,0,2,1,0,0,3,2,0,1,1,1,0,1,0,0,0,0.5,0.667,0.75,1.417,0.381,366.5,141751,2022,14175
장승현,두산 베어스,0.04,60,-0.14,0.18,109,106,96,6,20,3,0,0,23,9,0,0,5,4,0,27,2,3,1,0.208,0.274,0.24,0.514,0.05,44.8,110971,2022,11097
정철원,두산 베어스,0.0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,130711,2022,13071
임창민,두산 베어스,0.0,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,104521,2022,10452
윤명준,두산 베어스,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108851,2022,10885
이승진,두산 베어스,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,126781,2022,12678
박신지,두산 베어스,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,130701,2022,13070
장원준,두산 베어스,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,102991,2022,10299
김지용,두산 베어스,0.0,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,107471,2022,10747
김동주,두산 베어스,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,147691,2022,14769
홍건희,두산 베어스,0.0,7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,106961,2022,10696
박정수,두산 베어스,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,113001,2022,11300
김강률,두산 베어스,0.0,4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,106901,2022,10690
이영하,두산 베어스,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,125681,2022,12568
김명신,두산 베어스,0.0,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,128471,2022,12847
권민석,두산 베어스,-0.04,16,-0.03,-0.01,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.16,-138.5,130791,2022,13079
박유연,두산 베어스,-0.07,13,0.01,-0.09,19,19,17,0,4,0,0,0,4,2,0,0,1,1,0,5,1,0,0,0.235,0.316,0.235,0.551,0.071,63.2,128921,2022,12892
신성현,두산 베어스,-0.09,17,-0.26,0.17,25,25,23,3,2,0,0,1,5,2,1,0,2,0,0,5,2,0,0,0.087,0.16,0.217,0.377,-0.009,-8.2,114921,2022,11492
강현구,두산 베어스,-0.13,3,0.09,-0.22,5,5,3,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.333,0.6,0.333,0.933,0.267,228.6,147731,2022,14773
송승환,두산 베어스,-0.22,11,0.09,-0.31,28,28,28,3,7,1,0,1,11,4,0,0,0,0,0,7,0,0,0,0.25,0.25,0.393,0.643,0.076,69.1,141721,2022,14172
이유찬,두산 베어스,-0.26,13,-0.16,-0.1,31,30,29,3,7,0,0,1,10,2,1,1,0,0,0,12,0,1,1,0.241,0.233,0.345,0.578,0.048,40.8,128941,2022,12894
조수행,두산 베어스,-0.32,117,-0.02,-0.3,134,132,119,36,28,4,1,1,37,9,22,7,10,1,0,31,4,2,2,0.235,0.295,0.311,0.606,0.078,70.9,125241,2022,12524
강진성,두산 베어스,-0.34,40,-0.33,0.0,94,92,80,7,13,2,0,1,18,8,4,0,11,2,1,20,2,1,0,0.163,0.28,0.225,0.505,0.054,49.2,111481,2022,11148
홍성호,두산 베어스,-0.35,12,-0.26,-0.09,19,19,18,3,3,0,0,0,3,0,0,0,1,0,0,7,1,0,0,0.167,0.211,0.167,0.378,-0.008,-7.1,126061,2022,12606
서예일,두산 베어스,-0.36,35,-0.2,-0.16,27,26,25,2,4,1,0,0,5,2,0,0,1,0,0,6,1,1,0,0.16,0.192,0.2,0.392,-0.006,-5.5,125231,2022,12523
오재원,두산 베어스,-0.41,18,-0.34,-0.06,31,31,29,2,5,2,0,0,7,4,1,2,1,0,0,9,1,0,1,0.172,0.194,0.241,0.435,0.005,4.5,101781,2022,10178
이정후,키움 히어로즈,8.5,142,8.29,0.2,627,618,553,85,193,36,10,23,318,113,5,0,66,5,12,32,10,0,3,0.349,0.421,0.575,0.996,0.212,186.4,129067,2022,12906
김혜성,키움 히어로즈,5.04,129,4.19,0.85,566,565,516,81,164,18,7,4,208,48,34,7,47,0,3,83,9,0,3,0.318,0.373,0.403,0.776,0.138,121.6,129057,2022,12905
푸이그,키움 히어로즈,3.35,126,3.96,-0.61,547,546,473,65,131,30,0,21,224,73,6,3,58,12,1,100,6,0,4,0.277,0.367,0.474,0.841,0.162,142.4,150047,2022,15004
송성문,키움 히어로즈,1.63,142,1.19,0.44,601,596,547,67,135,21,4,13,203,79,0,1,45,1,6,65,8,1,7,0.247,0.302,0.371,0.673,0.096,84.7,113767,2022,11376
이지영,키움 히어로즈,1.1,137,1.06,0.04,450,441,420,38,112,13,4,2,139,37,1,1,20,2,2,44,16,8,0,0.267,0.303,0.331,0.634,0.084,73.9,103127,2022,10312
김휘집,키움 히어로즈,0.93,112,1.86,-0.93,393,390,333,40,74,12,1,8,112,36,0,0,39,14,0,115,6,3,4,0.222,0.326,0.336,0.662,0.107,93.8,147857,2022,14785
신준우,키움 히어로즈,0.26,76,0.02,0.24,54,52,43,6,6,3,0,0,9,0,0,0,7,2,0,19,0,2,0,0.14,0.288,0.209,0.497,0.062,54.2,146957,2022,14695
김웅빈,키움 히어로즈,0.23,45,-0.01,0.24,135,132,115,17,26,5,1,1,36,11,0,2,13,4,1,38,2,3,0,0.226,0.326,0.313,0.639,0.1,87.4,125037,2022,12503
임지열,키움 히어로즈,0.23,40,0.1,0.13,148,145,131,16,36,6,0,1,45,15,1,0,10,2,0,43,2,3,2,0.275,0.331,0.344,0.675,0.102,90.4,112257,2022,11225
박동원,키움 히어로즈,0.2,11,0.18,0.03,40,40,33,1,7,3,0,1,13,4,0,0,7,0,0,8,0,0,0,0.212,0.35,0.394,0.744,0.135,118.5,103877,2022,10387
이재홍,키움 히어로즈,0.12,4,0.06,0.07,4,4,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.25,0.25,0.25,0.5,0.027,22.6,148547,2022,14854
예진원,키움 히어로즈,0.05,20,-0.06,0.1,14,13,10,0,1,0,0,0,1,0,0,0,3,0,0,3,0,1,0,0.1,0.308,0.1,0.408,0.046,39.3,130937,2022,13093
전병우,키움 히어로즈,0.03,115,-0.37,0.4,231,222,197,14,40,7,0,5,62,21,0,0,17,7,0,68,5,9,1,0.203,0.288,0.315,0.603,0.081,71.6,114227,2022,11422
안우진,키움 히어로즈,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,130917,2022,13091
박승주,키움 히어로즈,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,129897,2022,12989
노운현,키움 히어로즈,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,150277,2022,15027
하영민,키움 히어로즈,0.0,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,112227,2022,11222
김성진,키움 히어로즈,0.0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,148497,2022,14849
애플러,키움 히어로즈,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,150057,2022,15005
박주성,키움 히어로즈,0.0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,141307,2022,14130
김태훈,키움 히어로즈,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108717,2022,10871
박주홍,키움 히어로즈,-0.04,21,-0.06,0.02,57,56,49,4,11,1,1,0,14,3,0,0,8,0,1,18,1,0,0,0.224,0.333,0.286,0.619,0.093,83.1,145807,2022,14580
김주형,키움 히어로즈,-0.07,55,0.31,-0.37,130,128,110,16,22,7,1,1,34,5,1,0,4,13,0,29,4,2,1,0.2,0.305,0.309,0.614,0.098,86.8,142147,2022,14214
김태진,키움 히어로즈,-0.07,70,-0.23,0.15,272,269,250,35,68,5,1,0,75,20,1,2,17,1,0,28,4,3,1,0.272,0.32,0.3,0.62,0.082,72.8,112447,2022,11244
이명기,키움 히어로즈,-0.08,2,-0.08,0.0,4,4,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.25,0.25,0.25,0.5,0.027,24.9,142127,2022,14212
강민국,키움 히어로즈,-0.08,3,-0.03,-0.05,4,4,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0,0.25,0.0,0.25,0.001,0.6,112437,2022,11243
이병규,키움 히어로즈,-0.22,24,-0.24,0.02,40,40,38,7,7,1,1,0,10,5,1,0,2,0,0,11,0,0,0,0.184,0.225,0.263,0.488,0.032,28.0,128597,2022,12859
김수환,키움 히어로즈,-0.22,57,-0.07,-0.15,168,165,140,18,25,6,0,4,43,14,0,0,21,3,0,56,0,3,1,0.179,0.297,0.307,0.604,0.086,75.4,130967,2022,13096
김시앙,키움 히어로즈,-0.25,13,-0.18,-0.07,14,13,12,1,1,0,0,0,1,0,0,0,1,0,0,8,1,1,0,0.083,0.154,0.083,0.237,-0.053,-47.4,148517,2022,14851
박준태,키움 히어로즈,-0.31,52,-0.17,-0.13,84,83,70,9,11,4,0,1,18,10,0,0,11,2,0,33,0,1,0,0.157,0.289,0.257,0.546,0.072,62.8,112607,2022,11260
김재현,키움 히어로즈,-0.38,56,-0.16,-0.22,88,86,82,4,17,4,0,1,24,9,0,0,2,1,0,19,3,2,1,0.207,0.233,0.293,0.526,0.04,35.3,108707,2022,10870
이주형,키움 히어로즈,-0.4,32,-0.32,-0.08,85,85,71,7,12,0,0,1,15,8,0,0,10,3,0,27,0,0,1,0.169,0.294,0.211,0.505,0.059,52.2,148557,2022,14855
김준완,키움 히어로즈,-0.53,111,-0.14,-0.39,398,392,317,43,61,10,2,1,78,28,1,1,64,8,0,71,4,6,3,0.192,0.339,0.246,0.585,0.092,81.6,111827,2022,11182
이용규,키움 히어로즈,-0.68,86,-0.53,-0.15,326,325,271,34,54,6,0,0,60,21,12,2,45,7,0,42,7,1,2,0.199,0.326,0.221,0.547,0.076,66.9,100357,2022,10035
박찬혁,키움 히어로즈,-0.72,52,-0.31,-0.41,175,175,161,13,34,5,0,6,57,17,0,1,9,5,0,67,1,0,0,0.211,0.274,0.354,0.628,0.084,74.2,150687,2022,15068
노시환,한화 이글스,6.53,131,6.17,0.35,595,590,514,85,153,30,1,31,278,101,2,1,74,4,5,118,13,0,3,0.298,0.388,0.541,0.929,0.188,160.0,141259,2023,14125
최재훈,한화 이글스,3.23,125,3.03,0.2,417,407,327,23,81,12,0,1,96,33,1,1,56,23,1,48,9,9,2,0.248,0.392,0.294,0.686,0.131,111.6,101709,2023,10170
이진영,한화 이글스,2.44,121,2.06,0.38,422,418,358,57,89,22,0,10,141,50,5,0,53,2,0,127,4,4,5,0.249,0.344,0.394,0.738,0.129,109.2,125399,2023,12539
채은성,한화 이글스,1.79,137,1.95,-0.16,596,593,521,71,137,17,0,23,223,84,0,0,52,20,8,102,16,0,3,0.263,0.351,0.428,0.779,0.138,117.0,112159,2023,11215
이도윤,한화 이글스,1.64,106,0.91,0.73,346,331,309,36,78,13,2,1,98,13,11,3,18,4,1,55,6,15,0,0.252,0.302,0.317,0.619,0.082,70.0,114149,2023,11414
문현빈,한화 이글스,1.38,137,1.49,-0.11,481,470,428,47,114,22,2,5,155,49,5,1,33,6,2,84,7,9,5,0.266,0.324,0.362,0.686,0.106,89.6,154229,2023,15422
김태연,한화 이글스,1.16,91,0.6,0.56,280,278,245,25,64,13,0,4,89,25,5,1,27,3,1,59,3,1,4,0.261,0.337,0.363,0.7,0.113,96.6,125859,2023,12585
최인호,한화 이글스,1.11,41,0.82,0.28,148,146,131,23,39,5,3,2,56,11,1,0,10,4,0,22,2,2,1,0.298,0.363,0.427,0.79,0.146,125.0,147079,2023,14707
정은원,한화 이글스,0.74,122,0.83,-0.09,459,453,388,50,86,12,0,2,104,30,6,3,62,3,1,73,4,5,1,0.222,0.333,0.268,0.601,0.089,76.1,131379,2023,13137
이민준,한화 이글스,0.07,4,0.02,0.05,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.166,136.1,154239,2023,15423
이재용,한화 이글스,0.03,2,-0.01,0.03,2,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,1.0,0.222,173.2,129029,2023,12902
이원석,한화 이글스,-0.01,81,-0.18,0.17,138,138,116,20,22,1,1,0,25,8,13,3,21,1,0,33,3,0,0,0.19,0.319,0.216,0.535,0.071,60.5,131389,2023,13138
유상빈,한화 이글스,-0.01,3,-0.03,0.02,8,8,6,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.0,0.25,0.0,0.25,0.005,4.2,151419,2023,15141
오선진,한화 이글스,-0.04,90,0.25,-0.29,199,196,165,17,38,6,0,0,44,14,2,0,24,5,0,34,7,3,2,0.23,0.342,0.267,0.609,0.095,80.7,105579,2023,10557
노수광,한화 이글스,-0.08,30,-0.08,0.0,94,92,77,6,17,5,0,0,22,4,2,1,13,0,0,27,3,2,2,0.221,0.326,0.286,0.612,0.091,76.7,112689,2023,11268
장운호,한화 이글스,-0.1,4,0.03,-0.13,11,11,9,1,2,0,0,0,2,1,0,0,2,0,0,2,0,0,0,0.222,0.364,0.222,0.586,0.096,82.5,111229,2023,11122
장지승,한화 이글스,-0.11,3,-0.08,-0.04,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.167,-145.6,148809,2023,14880
김인환,한화 이글스,-0.18,112,-0.36,0.18,365,365,325,34,73,16,0,7,110,42,1,0,35,2,2,91,4,0,3,0.225,0.301,0.338,0.639,0.089,75.4,125899,2023,12589
이상혁,한화 이글스,-0.18,7,-0.08,-0.1,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.167,-130.0,151399,2023,15139
이성곤,한화 이글스,-0.25,8,-0.21,-0.04,16,15,14,2,2,0,0,0,2,0,0,0,1,0,0,3,0,1,0,0.143,0.2,0.143,0.343,-0.019,-15.7,112069,2023,11206
김건,한화 이글스,-0.33,7,-0.16,-0.17,12,12,12,1,2,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0.167,0.167,0.167,0.334,-0.037,-31.4,142099,2023,14209
허관회,한화 이글스,-0.34,10,-0.19,-0.15,7,7,7,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,-0.167,-139.5,142049,2023,14204
박상언,한화 이글스,-0.35,86,-0.34,-0.01,161,158,145,13,29,5,1,1,39,13,1,2,10,1,0,38,6,3,2,0.2,0.253,0.269,0.522,0.045,37.9,125879,2023,12587
이명기,한화 이글스,-0.37,14,-0.39,0.02,42,42,40,2,7,1,0,0,8,5,1,0,2,0,0,9,0,0,0,0.175,0.214,0.2,0.414,0.003,2.7,101199,2023,10119
하주석,한화 이글스,-0.53,25,-0.31,-0.22,38,38,35,4,4,1,0,0,5,2,0,0,2,1,0,10,0,0,0,0.114,0.184,0.143,0.327,-0.022,-18.3,109139,2023,10913
박정현,한화 이글스,-0.54,53,-0.35,-0.18,113,110,105,12,19,6,0,2,31,4,0,0,3,2,0,36,2,3,0,0.181,0.218,0.295,0.513,0.036,30.3,147049,2023,14704
윌리엄스,한화 이글스,-0.63,68,-0.15,-0.48,273,273,258,29,63,14,0,9,104,45,1,1,8,4,0,63,6,0,3,0.244,0.275,0.403,0.678,0.093,78.5,156479,2023,15647
유로결,한화 이글스,-0.63,27,-0.65,0.02,53,52,48,5,7,1,0,0,8,5,1,0,1,1,0,10,3,1,2,0.146,0.173,0.167,0.34,-0.029,-24.3,141269,2023,14126
장진혁,한화 이글스,-0.65,68,-0.49,-0.16,178,178,162,24,36,5,1,0,43,12,5,4,15,0,0,41,3,0,1,0.222,0.287,0.265,0.552,0.061,52.6,125839,2023,12583
권광민,한화 이글스,-0.84,66,-0.45,-0.38,81,80,73,11,11,1,1,2,20,9,2,0,6,1,0,24,2,1,0,0.151,0.225,0.274,0.499,0.036,30.9,136769,2023,13676
오그레디,한화 이글스,-0.98,22,-0.93,-0.05,86,86,80,3,10,3,0,0,13,8,1,0,5,0,0,40,0,0,1,0.125,0.174,0.163,0.337,-0.025,-20.8,155419,2023,15541
홍창기,LG 트윈스,6.67,141,5.74,0.93,643,638,524,109,174,35,2,1,216,65,23,23,88,22,3,83,6,3,6,0.332,0.444,0.412,0.856,0.183,161.3,125466,2023,12546
오지환,LG 트윈스,5.01,126,4.66,0.35,502,498,422,65,113,24,3,8,167,62,16,7,64,8,0,82,4,4,4,0.268,0.371,0.396,0.767,0.144,127.0,104756,2023,10475
오스틴,LG 트윈스,4.97,139,4.9,0.07,583,583,520,87,163,29,4,23,269,95,7,3,53,3,2,75,11,0,7,0.313,0.376,0.517,0.893,0.175,153.9,155326,2023,15532
박동원,LG 트윈스,4.13,130,4.02,0.11,481,471,409,54,102,17,1,20,181,75,0,1,49,7,3,90,7,8,8,0.249,0.334,0.443,0.777,0.134,117.7,103876,2023,10387
문보경,LG 트윈스,3.99,131,4.32,-0.33,542,533,469,77,141,29,5,10,210,72,9,8,58,2,2,83,5,9,4,0.301,0.377,0.448,0.825,0.158,138.5,141376,2023,14137
문성주,LG 트윈스,3.58,136,2.86,0.72,534,528,449,77,132,21,4,2,167,57,24,14,67,8,0,34,10,6,4,0.294,0.392,0.372,0.764,0.146,129.1,131126,2023,13112
박해민,LG 트윈스,3.35,144,2.43,0.92,558,534,485,80,138,14,2,6,174,59,26,12,45,3,0,74,7,24,1,0.285,0.348,0.359,0.707,0.117,103.4,111906,2023,11190
김현수,LG 트윈스,1.64,133,1.71,-0.07,556,555,488,53,143,22,2,6,187,88,2,1,58,1,4,53,10,1,8,0.293,0.364,0.383,0.747,0.13,114.4,101876,2023,10187
김민성,LG 트윈스,1.62,112,1.14,0.48,316,307,273,34,68,11,0,8,103,41,2,1,25,7,0,58,7,9,2,0.249,0.326,0.377,0.703,0.114,100.7,102386,2023,10238
신민재,LG 트윈스,1.21,122,0.98,0.24,331,314,282,47,78,5,2,0,87,28,37,17,29,1,0,34,5,17,2,0.277,0.344,0.309,0.653,0.1,87.7,130566,2023,13056
이천웅,LG 트윈스,0.13,4,0.16,-0.03,3,3,3,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,0.612,520.1,109356,2023,10935
안익훈,LG 트윈스,0.05,11,0.04,0.01,23,23,22,1,7,1,0,0,8,2,0,0,0,1,0,2,0,0,0,0.318,0.348,0.364,0.712,0.117,103.7,113476,2023,11347
이재원,LG 트윈스,0.05,57,0.17,-0.13,129,128,112,15,24,5,0,4,41,18,4,2,12,2,2,40,1,0,3,0.214,0.295,0.366,0.661,0.091,80.4,131046,2023,13104
전준호,LG 트윈스,-0.02,2,-0.02,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.167,-140.9,128646,2023,12864
허도환,LG 트윈스,-0.03,47,-0.04,0.01,81,74,64,8,9,3,0,2,18,10,0,0,3,6,0,20,3,7,1,0.141,0.243,0.281,0.524,0.053,46.0,106846,2023,10684
김주성,LG 트윈스,-0.06,11,0.06,-0.12,7,7,5,1,1,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0.2,0.429,0.2,0.629,0.141,123.9,125456,2023,12545
송대현,LG 트윈스,-0.16,4,-0.07,-0.09,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,-0.167,-150.8,154926,2023,15492
최승민,LG 트윈스,-0.19,38,-0.2,0.01,15,15,14,10,1,0,0,0,1,1,8,3,1,0,0,4,1,0,0,0.071,0.133,0.071,0.204,-0.071,-63.7,141876,2023,14187
송찬의,LG 트윈스,-0.32,19,-0.22,-0.1,22,22,18,2,1,1,0,0,2,1,1,0,4,0,0,6,0,0,0,0.056,0.227,0.111,0.338,0.006,5.3,131096,2023,13109
손호영,LG 트윈스,-0.36,27,-0.23,-0.14,45,45,44,8,9,0,0,1,12,6,2,1,1,0,0,12,5,0,0,0.205,0.222,0.273,0.495,0.025,21.8,145906,2023,14590
김범석,LG 트윈스,-0.47,10,-0.26,-0.21,29,29,27,3,3,1,0,1,7,4,0,0,1,0,0,5,1,0,1,0.111,0.138,0.259,0.397,-0.018,-15.9,154846,2023,15484
김기연,LG 트윈스,-0.67,28,-0.21,-0.46,40,39,34,3,4,0,0,0,4,2,1,0,5,0,0,10,0,1,0,0.118,0.231,0.118,0.349,-0.002,-1.6,125496,2023,12549
정주현,LG 트윈스,-0.88,89,-0.02,-0.85,101,98,88,17,24,2,0,1,29,12,1,5,9,0,0,16,1,2,1,0.273,0.337,0.33,0.667,0.099,87.9,104806,2023,10480
서건창,LG 트윈스,-0.9,44,-0.44,-0.46,126,123,110,14,22,5,2,0,31,12,3,3,10,0,0,14,5,3,3,0.2,0.26,0.282,0.542,0.053,46.1,108556,2023,10855
전준우,롯데 자이언츠,3.41,138,3.75,-0.34,559,556,493,80,154,21,3,17,232,77,9,2,52,7,4,65,12,0,7,0.312,0.381,0.471,0.852,0.163,134.5,102662,2023,10266
유강남,롯데 자이언츠,2.34,121,2.33,0.0,403,401,352,45,92,13,0,10,135,55,1,1,37,8,1,64,13,2,4,0.261,0.342,0.384,0.726,0.122,100.9,107532,2023,10753
노진혁,롯데 자이언츠,2.32,113,2.36,-0.04,390,386,334,43,86,26,1,4,126,51,7,2,45,3,1,84,3,4,4,0.257,0.347,0.377,0.724,0.125,103.2,111652,2023,11165
안치홍,롯데 자이언츠,2.3,121,2.77,-0.46,494,487,425,57,124,20,1,8,170,63,3,3,49,10,3,53,14,5,5,0.292,0.374,0.4,0.774,0.142,117.5,100142,2023,10014
박승욱,롯데 자이언츠,1.82,123,2.04,-0.22,338,327,290,37,83,18,3,0,107,30,15,4,35,1,0,87,5,11,1,0.286,0.364,0.369,0.733,0.131,108.7,108042,2023,10804
정보근,롯데 자이언츠,1.33,55,1.37,-0.05,101,97,81,11,27,6,1,1,38,13,1,0,14,1,0,13,1,4,1,0.333,0.433,0.469,0.902,0.193,158.9,131542,2023,13154
