선수,팀,WAR,G,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,pid,연도,기존pid
강로한,롯데 자이언츠,-0.04,1,-0.04,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,113892,2022,11389
김민수,롯데 자이언츠,-0.05,5,-0.1,0.05,7,7,7,0,1,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0.143,0.143,0.143,0.286,-0.053,-43.5,141682,2022,14168
김재유,롯데 자이언츠,-0.08,1,-0.08,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,114832,2022,11483
장두성,롯데 자이언츠,-0.09,53,-0.02,-0.07,28,28,23,7,4,0,0,0,4,0,4,1,5,0,0,11,0,0,0,0.174,0.321,0.174,0.495,0.062,52.8,131552,2022,13155
안중열,롯데 자이언츠,-0.13,33,0.0,-0.13,84,84,71,8,11,0,0,2,17,2,0,1,11,2,0,19,2,0,0,0.155,0.286,0.239,0.525,0.064,53.3,113292,2022,11329
추재현,롯데 자이언츠,-0.22,33,-0.08,-0.14,66,66,58,10,13,4,0,0,17,5,1,0,7,1,0,17,1,0,0,0.224,0.318,0.293,0.611,0.089,72.7,130942,2022,13094
정훈,롯데 자이언츠,-0.3,91,-0.49,0.19,340,334,294,39,72,8,0,3,89,32,4,1,32,2,0,66,6,6,6,0.245,0.317,0.303,0.62,0.085,71.0,102532,2022,10253
한태양,롯데 자이언츠,-0.31,38,-0.29,-0.02,72,68,61,14,9,1,0,0,10,3,1,0,5,2,0,24,1,4,0,0.148,0.235,0.164,0.399,0.014,11.4,150512,2022,15051
윤동희,롯데 자이언츠,-0.32,4,-0.16,-0.16,13,13,13,1,2,1,0,0,3,1,0,0,0,0,0,2,1,0,0,0.154,0.154,0.231,0.385,-0.017,-13.6,150482,2022,15048
이호연,롯데 자이언츠,-0.35,88,-0.19,-0.16,222,218,205,20,50,10,1,2,68,16,3,1,11,2,1,38,5,4,0,0.244,0.289,0.332,0.621,0.08,67.7,131512,2022,13151
배성근,롯데 자이언츠,-0.49,22,-0.48,-0.02,41,41,39,3,5,1,0,0,6,0,0,0,2,0,0,12,3,0,0,0.128,0.171,0.154,0.325,-0.028,-23.3,132792,2022,13279
강태율,롯데 자이언츠,-0.5,19,-0.56,0.06,38,35,32,0,3,1,0,0,4,3,0,0,2,1,0,9,2,3,0,0.094,0.171,0.125,0.296,-0.027,-22.7,113882,2022,11388
이학주,롯데 자이언츠,-0.67,91,-0.03,-0.64,260,251,232,29,48,11,1,3,70,15,2,4,16,2,0,54,3,9,1,0.207,0.263,0.302,0.565,0.061,50.4,141142,2022,14114
정보근,롯데 자이언츠,-0.75,95,-0.73,-0.02,226,216,199,8,38,2,0,1,43,15,1,0,14,2,0,55,4,10,1,0.191,0.25,0.216,0.466,0.028,23.7,131542,2022,13154
조세진,롯데 자이언츠,-0.87,39,-0.88,0.01,88,87,86,6,16,3,0,0,19,6,0,1,1,0,0,25,4,1,0,0.186,0.195,0.221,0.416,-0.002,-2.0,150462,2022,15046
나성범,KIA 타이거즈,6.94,144,6.6,0.33,649,643,563,92,180,39,2,21,286,97,6,1,64,17,6,137,7,0,5,0.32,0.402,0.508,0.91,0.186,161.8,111620,2022,11162
소크라테스,KIA 타이거즈,4.46,127,4.61,-0.15,554,551,514,83,160,29,7,17,254,77,12,7,34,2,4,81,11,0,4,0.311,0.354,0.494,0.848,0.157,136.4,149960,2022,14996
박동원,KIA 타이거즈,3.76,112,3.33,0.43,407,397,352,51,86,18,0,17,155,53,1,0,38,9,4,87,9,7,1,0.244,0.333,0.44,0.773,0.136,118.5,103870,2022,10387
박찬호,KIA 타이거즈,3.42,130,3.15,0.27,566,558,493,81,134,22,0,4,168,45,42,8,57,1,0,67,9,8,7,0.272,0.344,0.341,0.685,0.108,94.1,112610,2022,11261
김선빈,KIA 타이거즈,3.12,140,3.37,-0.25,587,579,505,51,145,23,0,3,177,61,13,2,65,6,0,47,14,7,3,0.287,0.373,0.35,0.723,0.127,109.9,100080,2022,10008
최형우,KIA 타이거즈,2.63,132,2.47,0.16,530,526,454,55,120,27,1,14,191,71,1,0,73,1,5,92,9,0,2,0.264,0.366,0.421,0.787,0.145,125.9,103440,2022,10344
류지혁,KIA 타이거즈,1.96,127,2.17,-0.21,477,469,405,55,111,19,2,2,140,48,8,4,56,6,0,83,6,8,2,0.274,0.369,0.346,0.715,0.126,109.6,108940,2022,10894
이창진,KIA 타이거즈,1.88,111,1.96,-0.07,404,393,346,56,104,14,0,7,139,48,3,5,41,2,0,63,7,11,4,0.301,0.374,0.402,0.776,0.14,121.7,112330,2022,11233
김도영,KIA 타이거즈,1.69,103,0.88,0.81,254,250,224,37,53,11,4,3,81,19,13,3,22,3,0,62,3,4,1,0.237,0.312,0.362,0.674,0.104,90.7,150560,2022,15056
고종욱,KIA 타이거즈,0.29,62,0.44,-0.14,114,113,106,13,30,7,1,2,45,14,1,0,7,0,0,21,2,1,0,0.283,0.327,0.425,0.752,0.125,108.5,106590,2022,10659
김호령,KIA 타이거즈,0.27,54,0.21,0.05,88,84,77,21,21,1,1,1,27,8,2,1,7,0,0,22,4,4,0,0.273,0.333,0.351,0.684,0.106,92.6,112980,2022,11298
황대인,KIA 타이거즈,0.18,129,0.35,-0.17,524,523,476,40,122,27,0,14,191,91,0,0,36,7,2,92,20,0,5,0.256,0.315,0.401,0.716,0.113,98.8,113060,2022,11306
박정우,KIA 타이거즈,0.05,16,-0.06,0.11,3,3,3,2,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0.333,0.333,0.333,0.666,0.09,73.8,128690,2022,12869
김선우,KIA 타이거즈,0.05,3,0.08,-0.03,4,4,3,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.333,0.5,0.333,0.833,0.213,183.6,148220,2022,14822
권혁경,KIA 타이거즈,0.01,2,0.03,-0.03,2,2,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0.215,197.9,147900,2022,14790
이의리,KIA 타이거즈,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,147880,2022,14788
김재열,KIA 타이거즈,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,147470,2022,14747
박정우,KIA 타이거즈,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,146860,2022,14686
박민,KIA 타이거즈,0.0,6,-0.03,0.03,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.16,-143.3,146110,2022,14611
나지완,KIA 타이거즈,-0.02,2,-0.02,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.16,-141.0,100300,2022,10030
류승현,KIA 타이거즈,-0.03,3,-0.07,0.04,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.16,-136.2,125430,2022,12543
김민식,KIA 타이거즈,-0.04,22,0.21,-0.25,62,61,54,7,13,2,0,1,18,6,0,0,6,0,0,12,1,1,1,0.241,0.311,0.333,0.644,0.091,78.5,107070,2022,10707
임석진,KIA 타이거즈,-0.05,10,-0.03,-0.02,17,17,14,4,1,0,0,1,4,1,0,0,2,1,0,9,1,0,0,0.071,0.235,0.286,0.521,0.062,52.1,126120,2022,12612
신범수,KIA 타이거즈,-0.07,2,-0.08,0.01,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.16,-136.6,125410,2022,12541
이우성,KIA 타이거즈,-0.1,80,0.41,-0.51,137,133,120,23,35,7,0,1,45,12,1,3,12,1,0,20,5,4,0,0.292,0.361,0.375,0.736,0.127,110.9,110990,2022,11099
한승택,KIA 타이거즈,-0.1,66,-0.18,0.08,119,115,102,11,18,2,0,1,23,12,0,0,9,3,0,30,2,4,1,0.176,0.261,0.225,0.486,0.042,36.6,111190,2022,11119
이정훈,KIA 타이거즈,-0.12,6,-0.12,0.0,10,10,8,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0.0,0.2,0.0,0.2,-0.031,-27.4,129160,2022,12916
김태진,KIA 타이거즈,-0.17,7,-0.1,-0.07,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,-0.16,-130.9,112440,2022,11244
김규성,KIA 타이거즈,-0.31,70,-0.1,-0.2,52,51,50,14,9,0,1,1,14,4,0,0,1,0,0,12,0,1,0,0.18,0.196,0.28,0.476,0.019,16.6,125400,2022,12540
김석환,KIA 타이거즈,-0.36,51,-0.38,0.02,107,107,94,15,14,2,0,3,25,7,0,0,10,3,0,32,1,0,0,0.149,0.252,0.266,0.518,0.053,45.9,129170,2022,12917
최정용,KIA 타이거즈,-0.43,30,-0.4,-0.04,23,22,22,5,2,0,0,0,2,0,0,0,0,0,0,6,0,1,0,0.091,0.091,0.091,0.182,-0.092,-80.5,114070,2022,11407
박병호,KT 위즈,4.52,124,3.83,0.68,487,485,429,72,118,17,0,35,240,98,5,3,40,12,3,131,7,0,6,0.275,0.349,0.559,0.908,0.176,145.8,104708,2022,10470
장성우,KT 위즈,3.4,117,3.36,0.04,420,419,362,48,94,11,0,18,159,55,1,0,52,2,2,79,12,1,3,0.26,0.353,0.439,0.792,0.143,118.0,102358,2022,10235
조용호,KT 위즈,3.08,131,2.46,0.62,531,527,474,52,146,18,4,3,181,44,5,4,49,3,3,74,3,2,3,0.308,0.374,0.382,0.756,0.134,111.5,129438,2022,12943
알포드,KT 위즈,2.2,80,2.72,-0.52,323,321,283,48,81,19,1,14,144,50,5,1,33,3,3,90,3,0,4,0.286,0.362,0.509,0.871,0.166,137.3,151448,2022,15144
배정대,KT 위즈,2.02,144,2.14,-0.12,575,570,508,64,135,24,2,6,181,56,19,4,54,4,0,126,2,5,4,0.266,0.339,0.356,0.695,0.112,92.8,112128,2022,11212
김준태,KT 위즈,1.87,98,1.97,-0.11,270,266,231,28,63,16,1,4,93,27,2,0,33,0,1,77,4,3,3,0.273,0.36,0.403,0.763,0.135,113.1,108358,2022,10835
황재균,KT 위즈,1.81,141,2.07,-0.26,581,578,519,59,136,25,3,10,197,64,6,3,53,5,5,99,17,2,2,0.262,0.335,0.38,0.715,0.117,97.1,104078,2022,10407
오윤석,KT 위즈,1.37,112,0.8,0.58,337,332,286,23,67,13,0,6,98,37,2,1,34,6,0,69,9,5,6,0.234,0.322,0.343,0.665,0.103,84.6,113978,2022,11397
심우준,KT 위즈,1.26,132,1.38,-0.12,449,437,388,69,93,8,2,4,117,34,23,2,43,2,0,75,11,11,4,0.24,0.316,0.302,0.618,0.085,70.5,113348,2022,11334
김민혁,KT 위즈,0.57,132,0.22,0.35,434,413,373,47,106,10,2,0,120,35,6,9,37,2,2,62,10,19,3,0.284,0.349,0.322,0.671,0.104,86.9,113398,2022,11339
홍현빈,KT 위즈,0.52,61,0.0,0.52,92,86,76,8,18,2,0,0,20,1,4,0,10,0,0,26,1,6,0,0.237,0.326,0.263,0.589,0.08,67.5,129418,2022,12941
라모스,KT 위즈,0.19,18,0.3,-0.11,80,79,72,10,18,1,1,3,30,11,2,0,4,2,0,18,2,1,1,0.25,0.304,0.417,0.721,0.114,95.0,150008,2022,15000
장준원,KT 위즈,0.15,35,0.18,-0.03,63,60,57,7,14,2,0,3,25,10,1,0,3,0,0,17,5,3,0,0.246,0.283,0.439,0.722,0.108,88.5,112148,2022,11214
문상준,KT 위즈,0.08,2,0.04,0.03,3,3,3,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0.333,0.333,0.667,1.0,0.21,166.2,147208,2022,14720
고명성,KT 위즈,0.02,1,0.0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,131718,2022,13171
지명성,KT 위즈,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,147758,2022,14775
류희운,KT 위즈,0.0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,126558,2022,12655
박영현,KT 위즈,0.0,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,150898,2022,15089
주권,KT 위즈,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,113238,2022,11323
김민수,KT 위즈,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,113178,2022,11317
쿠에바스,KT 위즈,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,139428,2022,13942
김재윤,KT 위즈,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,114898,2022,11489
심재민,KT 위즈,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,113118,2022,11311
고영표,KT 위즈,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,113088,2022,11308
배제성,KT 위즈,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,113948,2022,11394
이정현,KT 위즈,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,129378,2022,12937
이상우,KT 위즈,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,150908,2022,15090
전진영,KT 위즈,-0.04,4,0.03,-0.07,3,3,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.666,0.09,76.2,148858,2022,14885
강백호,KT 위즈,-0.07,62,-0.19,0.13,264,261,237,24,58,12,0,6,88,29,0,0,23,1,2,44,6,1,2,0.245,0.312,0.371,0.683,0.103,85.4,131688,2022,13168
문상인,KT 위즈,-0.08,12,-0.09,0.02,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.0,0.0,0.0,0.0,-0.16,-126.6,132278,2022,13227
조대현,KT 위즈,-0.09,6,-0.09,0.0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,-0.16,-136.5,131778,2022,13177
유준규,KT 위즈,-0.12,7,-0.13,0.01,16,15,14,3,3,0,0,0,3,0,0,0,1,0,0,6,0,1,0,0.214,0.267,0.214,0.481,0.033,26.3,147788,2022,14778
권동진,KT 위즈,-0.13,48,-0.29,0.16,40,39,38,9,5,1,1,0,8,4,4,0,1,0,0,16,0,1,0,0.132,0.154,0.211,0.365,-0.018,-15.1,147778,2022,14777
이시원,KT 위즈,-0.16,31,-0.09,-0.06,16,16,15,6,2,0,0,0,2,1,2,0,0,1,0,4,0,0,0,0.133,0.188,0.133,0.321,-0.02,-15.8,125268,2022,12526
김태훈,KT 위즈,-0.17,7,-0.26,0.08,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,-0.16,-128.5,113368,2022,11336
양승혁,KT 위즈,-0.22,11,-0.14,-0.08,5,5,5,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.16,-129.3,132338,2022,13233
문상철,KT 위즈,-0.22,28,-0.04,-0.18,52,52,49,5,11,3,0,2,20,4,1,0,3,0,0,17,2,0,0,0.224,0.269,0.408,0.677,0.094,78.1,113338,2022,11333
송민섭,KT 위즈,-0.23,119,-0.49,0.25,72,69,64,17,10,1,2,0,15,3,0,2,5,0,0,19,0,3,0,0.156,0.217,0.234,0.451,0.023,18.9,113428,2022,11342
신본기,KT 위즈,-0.47,74,-0.55,0.08,138,134,121,9,22,3,0,1,28,8,0,1,10,2,0,28,5,4,1,0.182,0.254,0.231,0.485,0.038,31.3,108408,2022,10840
김병희,KT 위즈,-0.63,41,-0.32,-0.31,85,85,74,8,15,2,0,1,20,6,0,3,7,3,0,26,2,0,1,0.203,0.294,0.27,0.564,0.072,59.6,113308,2022,11330
박경수,KT 위즈,-1.27,100,-1.01,-0.26,194,192,166,13,20,3,0,3,32,10,0,0,24,1,0,70,3,2,1,0.12,0.234,0.193,0.427,0.023,19.6,104698,2022,10469
피렐라,삼성 라이온즈,6.44,141,6.85,-0.41,630,619,561,102,192,33,4,28,317,109,15,5,55,12,12,81,19,0,2,0.342,0.411,0.565,0.976,0.205,170.8,147573,2022,14757
김지찬,삼성 라이온즈,2.89,113,2.57,0.32,429,410,361,62,101,7,6,0,120,25,25,4,45,2,0,64,2,19,2,0.28,0.361,0.332,0.693,0.116,96.8,146183,2022,14618
오재일,삼성 라이온즈,2.45,135,2.51,-0.05,536,529,470,57,126,42,0,21,231,94,2,1,57,2,8,133,7,0,7,0.268,0.345,0.491,0.836,0.153,126.9,104003,2022,10400
김현준,삼성 라이온즈,1.89,118,2.08,-0.19,422,414,363,57,100,19,4,0,127,22,6,3,45,6,0,80,1,8,0,0.275,0.365,0.35,0.715,0.126,104.7,148673,2022,14867
강민호,삼성 라이온즈,1.81,130,1.86,-0.04,444,441,396,38,102,19,1,13,162,66,0,0,41,3,4,58,21,1,3,0.258,0.33,0.409,0.739,0.122,102.0,102323,2022,10232
강한울,삼성 라이온즈,1.65,94,1.64,0.01,252,248,226,31,73,12,1,1,90,26,4,2,20,0,0,48,2,4,2,0.323,0.375,0.398,0.773,0.137,115.3,112553,2022,11255
김태군,삼성 라이온즈,1.25,102,1.06,0.19,235,229,205,20,61,11,0,2,78,25,0,0,17,4,0,34,15,6,3,0.298,0.358,0.38,0.738,0.126,105.7,104593,2022,10459
김재성,삼성 라이온즈,1.24,63,1.35,-0.11,185,184,161,16,54,10,0,3,73,26,0,0,18,2,0,40,4,1,3,0.335,0.402,0.453,0.855,0.167,139.1,113443,2022,11344
이원석,삼성 라이온즈,1.16,88,1.18,-0.03,335,332,288,31,77,13,0,10,120,60,0,0,33,5,2,70,7,3,6,0.267,0.346,0.417,0.763,0.132,110.3,101803,2022,10180
구자욱,삼성 라이온즈,1.04,99,1.53,-0.49,442,440,409,69,120,23,3,5,164,38,11,1,27,3,2,84,7,1,2,0.293,0.34,0.401,0.741,0.123,103.0,108923,2022,10892
이병헌,삼성 라이온즈,0.2,3,0.19,0.01,4,4,4,1,3,1,0,0,4,1,0,0,0,0,0,1,0,0,0,0.75,0.75,1.0,1.75,0.492,433.1,141173,2022,14117
오선진,삼성 라이온즈,0.15,100,0.63,-0.49,306,290,268,30,74,8,0,3,91,24,2,2,18,3,0,51,5,16,1,0.276,0.328,0.34,0.668,0.099,83.6,105573,2022,10557
박승규,삼성 라이온즈,0.09,62,-0.38,0.46,83,78,74,10,16,2,0,0,18,4,2,0,3,0,0,15,0,5,1,0.216,0.244,0.243,0.487,0.028,22.7,141223,2022,14122
조민성,삼성 라이온즈,0.08,12,0.11,-0.03,16,16,13,3,4,0,0,1,7,3,1,0,2,1,0,7,0,0,0,0.308,0.438,0.538,0.976,0.216,183.8,150403,2022,15040
김재혁,삼성 라이온즈,0.06,15,0.11,-0.04,39,39,33,5,8,1,0,0,9,3,4,0,4,1,0,9,0,0,1,0.242,0.333,0.273,0.606,0.088,73.1,150363,2022,15036
우규민,삼성 라이온즈,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,105233,2022,10523
김서준,삼성 라이온즈,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,150393,2022,15039
오승환,삼성 라이온즈,0.0,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,103673,2022,10367
홍정우,삼성 라이온즈,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,132423,2022,13242
박주혁,삼성 라이온즈,0.0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,146683,2022,14668
이상민,삼성 라이온즈,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,111693,2022,11169
안주형,삼성 라이온즈,-0.01,18,-0.22,0.21,23,22,20,2,3,0,0,0,3,2,0,0,1,0,0,6,0,1,1,0.15,0.182,0.15,0.332,-0.029,-23.4,129883,2022,12988
윤정빈,삼성 라이온즈,-0.03,13,-0.25,0.22,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0.0,-0.16,-135.1,131613,2022,13161
김영웅,삼성 라이온즈,-0.06,13,-0.11,0.05,15,15,15,2,2,0,0,1,5,1,0,0,0,0,0,7,0,0,0,0.133,0.133,0.333,0.466,0.006,4.9,150353,2022,15035
김동진,삼성 라이온즈,-0.09,5,-0.07,-0.02,4,4,4,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0.25,0.25,0.5,0.75,0.118,93.8,148633,2022,14863
이태훈,삼성 라이온즈,-0.09,10,-0.16,0.07,18,18,17,2,3,0,0,0,3,0,0,0,1,0,0,6,0,0,0,0.176,0.222,0.176,0.398,0.001,0.5,131603,2022,13160
공민규,삼성 라이온즈,-0.1,15,-0.15,0.06,22,22,19,0,3,0,0,0,3,2,0,0,1,1,0,10,0,0,1,0.158,0.227,0.158,0.385,0.005,4.4,131643,2022,13164
최영진,삼성 라이온즈,-0.14,43,-0.24,0.1,91,90,80,5,15,4,0,2,25,10,2,2,8,2,0,20,2,1,0,0.188,0.278,0.313,0.591,0.077,64.3,109343,2022,10934
이성규,삼성 라이온즈,-0.17,13,-0.25,0.08,34,34,27,5,2,0,0,0,2,1,0,0,5,2,0,8,1,0,0,0.074,0.265,0.074,0.339,0.022,18.8,125623,2022,12562
김상수,삼성 라이온즈,-0.24,72,0.38,-0.62,260,256,235,30,59,11,0,2,76,29,2,1,18,1,0,44,6,4,2,0.251,0.305,0.323,0.628,0.084,69.9,103203,2022,10320
이재현,삼성 라이온즈,-0.26,75,-0.29,0.02,239,236,230,23,54,4,0,7,79,23,0,0,5,1,0,44,6,3,0,0.235,0.254,0.343,0.597,0.064,52.8,150343,2022,15034
김성윤,삼성 라이온즈,-0.3,48,0.04,-0.34,49,48,42,14,8,3,0,1,14,2,10,2,5,1,0,10,0,1,0,0.19,0.292,0.333,0.625,0.091,74.9,129363,2022,12936
김성표,삼성 라이온즈,-0.38,17,-0.26,-0.12,18,18,17,5,2,0,0,0,2,0,2,0,1,0,0,5,0,0,0,0.118,0.167,0.118,0.285,-0.041,-32.7,111093,2022,11109
이해승,삼성 라이온즈,-0.45,46,-0.37,-0.07,106,100,99,11,23,3,0,0,26,5,0,0,1,0,0,29,1,6,0,0.232,0.24,0.263,0.503,0.03,24.9,141213,2022,14121
김동엽,삼성 라이온즈,-0.51,30,-0.53,0.02,100,100,95,9,21,5,0,2,32,4,0,3,4,0,0,22,1,0,1,0.221,0.25,0.337,0.587,0.061,49.3,125483,2022,12548
김호재,삼성 라이온즈,-0.51,21,-0.36,-0.16,29,29,28,1,4,1,0,0,5,1,0,0,1,0,0,9,1,0,0,0.143,0.172,0.179,0.351,-0.022,-18.7,132403,2022,13240
송준석,삼성 라이온즈,-0.65,17,-0.41,-0.24,32,31,29,3,4,0,0,0,4,1,0,0,1,1,0,5,1,1,0,0.138,0.194,0.138,0.332,-0.019,-16.1,112003,2022,11200
김헌곤,삼성 라이온즈,-2.45,80,-1.87,-0.58,239,237,224,18,43,8,0,1,54,20,3,1,9,1,0,22,10,2,3,0.192,0.224,0.241,0.465,0.02,16.6,106403,2022,10640
최지훈,SSG 랜더스,5.69,144,4.39,1.3,640,627,569,93,173,32,4,10,243,61,31,7,47,7,0,77,7,13,4,0.304,0.362,0.427,0.789,0.142,118.9,145874,2022,14587
박성한,SSG 랜더스,5.37,140,4.5,0.87,564,557,494,68,147,24,4,2,185,56,12,8,60,2,1,81,5,6,2,0.298,0.375,0.374,0.749,0.134,111.6,129224,2022,12922
최정,SSG 랜더스,5.3,121,5.13,0.17,505,504,414,80,110,21,0,26,209,87,12,5,66,19,3,96,6,0,6,0.266,0.386,0.505,0.891,0.181,150.4,101064,2022,10106
한유섬,SSG 랜더스,4.39,135,3.92,0.47,545,540,458,62,121,33,1,21,219,100,1,1,66,16,6,137,8,0,5,0.264,0.372,0.478,0.85,0.166,138.7,108154,2022,10815
추신수,SSG 랜더스,2.84,112,2.78,0.06,499,497,409,77,106,20,1,16,176,58,15,5,71,13,1,100,6,2,4,0.259,0.382,0.43,0.812,0.159,133.8,148884,2022,14888
김강민,SSG 랜더스,1.67,84,1.48,0.19,202,198,178,24,54,11,0,5,80,18,1,3,18,3,2,39,1,2,1,0.303,0.375,0.449,0.824,0.155,129.1,101084,2022,10108
라가레스,SSG 랜더스,1.48,49,1.23,0.25,202,198,181,24,57,9,0,6,84,32,3,1,14,1,1,18,4,3,3,0.315,0.362,0.464,0.826,0.149,124.5,151514,2022,15151
김민식,SSG 랜더스,0.94,82,0.74,0.2,204,197,168,23,36,7,1,1,48,22,0,0,26,2,1,33,3,6,2,0.214,0.323,0.286,0.609,0.089,74.6,107074,2022,10707
전의산,SSG 랜더스,0.49,77,0.83,-0.35,266,264,241,36,60,15,1,13,116,45,0,0,24,0,3,84,6,0,1,0.249,0.316,0.481,0.797,0.137,113.9,146994,2022,14699
오태곤,SSG 랜더스,0.47,130,-0.11,0.58,295,290,263,48,61,14,1,4,89,23,11,4,15,9,1,68,3,5,3,0.232,0.293,0.338,0.631,0.087,72.5,102494,2022,10249
최경모,SSG 랜더스,0.42,98,0.05,0.37,75,74,73,16,22,2,0,0,24,4,2,0,1,0,0,18,1,1,0,0.301,0.311,0.329,0.64,0.081,67.1,141514,2022,14151
안상현,SSG 랜더스,0.21,46,0.05,0.16,47,44,38,12,6,0,0,2,12,5,2,0,5,1,0,12,2,3,0,0.158,0.273,0.316,0.589,0.077,65.0,126134,2022,12613
이재원,SSG 랜더스,0.1,105,0.29,-0.19,279,269,234,27,47,6,0,4,65,28,1,0,25,8,1,44,13,9,3,0.201,0.296,0.278,0.574,0.074,62.5,100824,2022,10082
오준혁,SSG 랜더스,0.07,47,-0.2,0.27,67,66,61,3,14,2,0,0,16,6,0,0,5,0,0,15,4,1,0,0.23,0.288,0.262,0.55,0.059,48.9,106724,2022,10672
최준우,SSG 랜더스,0.04,10,0.04,0.0,16,16,12,0,3,0,0,0,3,1,0,0,3,0,0,3,0,0,1,0.25,0.375,0.25,0.625,0.101,82.9,131284,2022,13128
고효준,SSG 랜더스,0.0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,101244,2022,10124
폰트,SSG 랜더스,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,147594,2022,14759
최민준,SSG 랜더스,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,131264,2022,13126
박민호,SSG 랜더스,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,112364,2022,11236
