Rank,Name,Team,Sort▼,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,WAR▼,팀,pid
15,김유성,24 P,0.23,17,7,10,1,0,0,1,2,0,0,28.0,20,23,19.2,139,28,10,0,1,24,4,0,29,1,0,2,6.43,7.39,6.17,6.5,5.13,1.86,0.23,두산 베어스,15509
16,박신지,24 P,0.22,6,1,5,1,0,0,0,1,0,0,8.2,2,3,4.05,41,8,2,0,0,8,1,0,3,1,0,0,2.08,3.12,4.21,4.18,6.55,1.85,0.22,두산 베어스,13070
17,박정수,24 P,0.2,29,1,28,7,0,0,1,2,0,4,29.2,17,18,19.9,137,38,4,1,2,12,2,0,22,0,0,2,5.16,5.46,6.04,6.18,4.61,1.69,0.2,두산 베어스,11300
18,최종인,24 P,0.2,11,0,11,4,0,0,1,0,1,2,9.2,4,4,5.0,42,8,0,0,2,5,0,0,8,0,0,0,3.72,3.72,4.66,4.71,6.2,1.34,0.2,두산 베어스,14733
19,최승용,24 P,0.14,12,6,6,1,0,0,2,0,0,1,27.0,18,19,20.4,124,37,5,2,6,7,0,0,21,2,0,0,6.0,6.33,6.8,6.85,5.7,1.63,0.14,두산 베어스,14770
20,박지호,24 P,0.1,1,0,1,0,0,0,0,0,0,1,0.2,0,0,0.0,3,0,0,0,0,1,0,0,2,0,0,1,0.0,0.0,0.0,0.0,1.35,1.5,0.1,두산 베어스,16071
21,박치국,24 P,0.03,52,0,52,15,0,0,2,3,1,3,48.0,34,34,35.05,222,59,6,0,8,18,10,1,35,1,1,1,6.38,6.38,6.57,6.7,6.1,1.6,0.03,두산 베어스,12850
22,김도윤,24 P,-0.01,2,0,2,2,0,0,0,0,0,0,2.1,1,2,2.0,12,2,1,0,0,2,1,0,1,0,0,0,3.86,7.71,7.71,8.32,7.11,1.71,-0.01,두산 베어스,14768
23,박소준,24 P,-0.07,1,1,0,0,0,0,0,1,0,0,4.0,5,5,5.0,20,6,0,0,2,2,0,0,2,0,0,1,11.25,11.25,11.25,10.2,10.45,2.0,-0.07,두산 베어스,11491
24,권휘,24 P,-0.1,8,0,8,3,0,0,0,0,0,0,9.0,11,11,8.8,49,15,3,0,0,7,0,0,11,0,0,1,11.0,11.0,8.8,9.22,3.55,2.44,-0.1,두산 베어스,13665
25,정철원,24 P,-0.11,36,0,36,14,0,0,2,1,6,1,32.1,23,24,25.55,165,39,7,2,5,26,5,0,39,1,0,0,6.4,6.68,7.11,7.01,6.0,2.01,-0.11,두산 베어스,13071
26,김정우,24 P,-0.13,1,0,1,0,0,0,0,0,0,0,0.1,3,3,2.5,4,3,2,0,0,0,0,0,0,0,0,0,81.0,81.0,67.5,72.77,4.2,9.0,-0.13,두산 베어스,13124
27,김동주,24 P,-0.25,14,9,5,3,1,0,1,3,0,0,50.0,38,46,42.45,244,67,12,3,6,21,4,0,35,3,1,7,6.84,8.28,7.64,7.9,5.43,1.76,-0.25,두산 베어스,14769
28,김호준,24 P,-0.31,16,1,15,6,0,0,1,2,0,0,13.1,13,14,15.0,68,22,6,1,1,4,5,0,6,0,0,0,8.78,9.45,10.13,9.94,6.06,1.95,-0.31,두산 베어스,13268
29,이교훈,24 P,-0.56,33,0,33,7,0,0,1,1,0,1,35.1,29,32,32.65,166,43,11,1,7,17,2,0,27,2,0,0,7.39,8.15,8.32,8.78,6.31,1.7,-0.56,두산 베어스,14173
30,김명신,24 P,-1.42,35,0,35,5,0,0,2,1,0,4,32.2,34,34,38.5,168,63,7,0,8,8,2,0,25,1,0,1,9.37,9.37,10.61,11.17,6.15,2.17,-1.42,두산 베어스,12847
1,후라도,24 P,6.61,30,30,0,0,0,0,10,8,0,0,190.1,71,78,76.95,779,185,27,4,19,32,9,0,169,12,1,3,3.36,3.69,3.64,3.78,3.84,1.14,6.61,키움 히어로즈,15531
2,헤이수스,24 P,5.09,30,30,0,0,0,0,13,11,0,0,171.1,70,78,75.75,728,171,31,2,22,44,14,1,178,8,1,6,3.68,4.1,3.98,4.24,4.11,1.25,5.09,키움 히어로즈,16138
3,하영민,24 P,3.25,28,28,0,0,0,0,9,8,0,0,150.1,73,82,79.25,671,168,33,6,8,58,5,0,101,9,0,7,4.37,4.91,4.74,5.02,4.45,1.5,3.25,키움 히어로즈,11222
4,주승우,24 P,0.98,55,0,55,35,0,0,4,6,14,5,51.2,25,25,26.55,225,50,14,1,4,18,5,5,43,2,0,1,4.35,4.35,4.62,4.94,4.18,1.32,0.98,키움 히어로즈,15067
5,조상우,24 P,0.87,44,0,44,7,0,0,0,1,6,9,39.2,14,17,18.85,171,40,6,0,2,20,0,1,36,0,0,1,3.18,3.86,4.28,4.66,4.02,1.51,0.87,키움 히어로즈,11126
6,김인범,24 P,0.79,19,14,5,4,0,0,2,7,0,0,63.1,38,40,39.3,297,75,8,1,9,31,8,0,27,2,1,3,5.4,5.68,5.58,5.77,6.73,1.67,0.79,키움 히어로즈,14480
7,김성민,24 P,0.65,46,0,46,4,0,0,3,4,0,14,45.2,22,24,25.15,188,45,4,0,5,17,1,0,34,0,1,3,4.34,4.73,4.96,5.33,4.86,1.36,0.65,키움 히어로즈,12918
8,김윤하,24 P,0.54,19,12,7,0,0,0,1,6,0,2,79.0,53,57,54.95,363,93,22,2,6,35,4,0,43,4,1,3,6.04,6.49,6.26,6.67,5.27,1.62,0.54,키움 히어로즈,16123
9,김재웅,24 P,0.54,26,0,26,1,0,0,0,2,0,7,23.2,9,9,11.25,107,24,3,1,2,12,1,1,19,3,0,1,3.42,3.42,4.28,4.63,4.9,1.52,0.54,키움 히어로즈,12858
10,김선기,24 P,0.31,42,6,36,4,0,0,6,4,0,0,76.1,47,51,53.6,357,91,18,0,13,30,6,1,43,6,0,6,5.54,6.01,6.32,6.5,6.28,1.59,0.31,키움 히어로즈,13092
11,김동욱,24 P,0.22,37,0,37,11,0,0,2,1,0,3,36.0,20,20,23.45,146,33,9,1,4,6,2,1,18,1,0,1,5.0,5.0,5.86,6.22,4.96,1.08,0.22,키움 히어로즈,14681
12,양지율,24 P,0.16,21,0,21,2,0,0,0,2,0,3,18.2,13,13,11.3,83,16,4,0,1,13,2,0,7,0,0,0,6.27,6.27,5.45,5.92,6.39,1.55,0.16,키움 히어로즈,12854
13,박승주,24 P,0.1,15,0,15,6,0,0,0,1,0,0,17.1,13,13,11.95,74,16,2,0,2,9,1,0,13,0,0,3,6.75,6.75,6.2,6.56,5.49,1.44,0.1,키움 히어로즈,12989
14,원종현,24 P,0.1,4,0,4,0,0,0,0,0,0,0,3.2,2,2,2.0,18,4,1,0,0,3,0,0,4,0,0,2,4.91,4.91,4.91,4.45,4.01,1.91,0.1,키움 히어로즈,11161
15,박윤성,24 P,0.09,17,0,17,7,0,0,0,0,0,1,18.2,12,12,13.4,81,14,5,0,5,9,0,0,14,2,0,2,5.79,5.79,6.46,6.62,7.01,1.23,0.09,키움 히어로즈,15475
16,정찬헌,24 P,0.03,4,4,0,0,0,0,0,2,0,0,16.0,14,14,13.3,74,26,5,0,3,3,1,0,5,0,0,0,7.88,7.88,7.48,7.26,6.42,1.81,0.03,키움 히어로즈,10533
17,윤정현,24 P,-0.02,2,0,2,2,0,0,0,0,0,0,3.0,3,3,3.0,15,4,0,0,0,2,0,0,1,0,0,0,9.0,9.0,9.0,9.41,5.43,2.0,-0.02,키움 히어로즈,14131
18,김동규,24 P,-0.07,2,0,2,1,0,0,0,0,0,0,0.1,2,2,1.3,4,1,1,0,0,2,0,0,0,0,0,0,54.0,54.0,35.1,32.69,22.8,9.0,-0.07,키움 히어로즈,15485
19,문성현,24 P,-0.09,42,0,42,12,0,0,1,2,3,2,38.1,28,28,29.55,189,54,6,2,3,25,2,0,31,1,0,2,6.57,6.57,6.94,7.26,5.29,2.06,-0.09,키움 히어로즈,10437
20,김연주,24 P,-0.11,34,0,34,11,0,0,1,1,0,1,31.1,23,24,24.5,148,34,10,0,5,17,5,1,18,0,0,2,6.61,6.89,7.04,7.43,6.74,1.63,-0.11,키움 히어로즈,16127
21,손현기,24 P,-0.11,6,2,4,2,0,0,0,1,0,0,14.1,12,14,13.3,69,17,3,1,2,8,3,0,9,0,0,3,7.53,8.79,8.35,8.66,6.67,1.74,-0.11,키움 히어로즈,16125
22,이종민,24 P,-0.12,12,9,3,0,0,0,1,8,0,0,43.2,37,39,36.1,212,56,10,2,9,22,5,2,21,2,1,0,7.63,8.04,7.44,7.72,7.22,1.79,-0.12,키움 히어로즈,14576
23,박범준,24 P,-0.19,5,0,5,3,0,0,0,1,0,0,5.1,8,8,7.3,28,7,2,0,1,4,1,0,8,0,0,2,13.5,13.5,12.32,11.88,5.59,2.06,-0.19,키움 히어로즈,16133
24,이명종,24 P,-0.3,10,0,10,7,0,0,0,1,0,0,11.0,10,10,13.3,58,20,2,0,4,5,0,1,4,1,0,1,8.18,8.18,10.88,11.51,8.74,2.27,-0.3,키움 히어로즈,15073
25,전준표,24 P,-0.35,18,5,13,4,0,0,2,4,0,0,27.2,21,28,27.0,144,35,4,0,4,20,5,0,18,4,0,4,6.83,9.11,8.78,8.93,7.09,1.99,-0.35,키움 히어로즈,16122
26,오석주,24 P,-0.5,17,0,17,7,0,0,1,1,0,0,17.0,21,21,20.15,92,28,4,1,0,11,3,1,16,1,0,2,11.12,11.12,10.67,11.22,4.4,2.29,-0.5,키움 히어로즈,12860
27,조영건,24 P,-0.55,25,3,22,3,0,0,2,1,0,1,39.1,35,39,35.55,197,51,10,1,7,24,1,0,31,3,0,3,8.01,8.92,8.13,8.83,6.01,1.91,-0.55,키움 히어로즈,14132
28,윤석원,24 P,-0.66,11,1,10,3,0,0,0,1,0,0,17.1,22,24,24.2,88,31,11,0,3,7,2,0,1,2,1,3,11.42,12.46,12.57,12.91,7.72,2.19,-0.66,키움 히어로즈,15071
29,김동혁,24 P,-0.72,17,0,17,8,0,0,0,2,0,0,22.1,17,21,23.75,102,27,5,1,7,10,2,0,9,1,0,0,6.85,8.46,9.57,9.86,8.59,1.66,-0.72,키움 히어로즈,14674
