Rank,Name,Team,Sort▼,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,WAR▼,팀,pid
Rank,Name,Team,WAR,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,WAR▼,,
4,정철원,22 P,1.78,58,0,58,9,0,0,4,3,3,23,72.2,25,26,29.9,294,60,12,2,4,26,2,2,47,2,0,7,3.1,3.22,3.7,3.75,3.93,1.18,1.78,두산 베어스,13071
5,브랜든,22 P,1.51,11,11,0,0,0,0,5,3,0,0,65.0,26,29,28.15,276,56,10,0,5,24,1,0,40,7,1,2,3.6,4.02,3.9,4.03,4.35,1.23,1.51,두산 베어스,15153
6,김명신,22 P,1.18,68,0,68,11,0,0,3,3,0,10,79.2,32,33,36.0,333,75,9,2,5,25,3,0,61,0,0,4,3.62,3.73,4.07,4.38,3.71,1.26,1.18,두산 베어스,12847
7,최승용,22 P,0.85,48,15,33,2,0,0,3,7,0,5,93.1,55,59,52.15,423,104,15,4,8,43,2,0,64,9,1,1,5.3,5.69,5.03,5.23,4.58,1.58,0.85,두산 베어스,14770
8,홍건희,22 P,0.49,58,0,58,38,0,0,2,9,18,9,62.0,24,30,31.85,265,58,9,0,5,21,2,3,60,2,0,4,3.48,4.35,4.62,4.89,3.42,1.27,0.49,두산 베어스,10696
9,박정수,22 P,0.32,13,0,13,2,0,0,1,1,0,0,19.2,7,7,8.6,83,17,2,0,1,9,1,0,18,1,0,1,3.2,3.2,3.94,4.23,3.68,1.32,0.32,두산 베어스,11300
10,이영하,22 P,0.29,21,20,1,0,0,0,6,8,0,0,98.2,54,65,61.1,462,109,14,1,5,57,6,1,83,9,0,8,4.93,5.93,5.57,5.96,4.23,1.68,0.29,두산 베어스,12568
11,박치국,22 P,0.15,15,0,15,2,0,0,1,2,0,3,11.2,7,8,5.65,51,6,0,0,0,9,3,1,12,0,0,1,5.4,6.17,4.36,4.54,4.14,1.29,0.15,두산 베어스,12850
12,이병헌,22 P,0.1,9,0,9,0,0,0,0,0,0,0,5.0,2,2,1.95,28,5,1,0,0,7,1,0,5,0,0,2,3.6,3.6,3.51,3.61,6.24,2.4,0.1,두산 베어스,15099
13,박웅,22 P,0.09,8,0,8,4,0,0,0,0,0,0,6.0,2,3,2.8,33,7,0,0,0,7,0,0,3,0,0,0,3.0,4.5,4.2,4.28,6.15,2.33,0.09,두산 베어스,14731
14,이형범,22 P,0.02,31,0,31,14,0,0,0,1,0,0,31.0,15,17,19.0,142,34,7,0,1,11,4,0,17,4,0,2,4.35,4.94,5.52,5.93,4.3,1.45,0.02,두산 베어스,11159
15,권휘,22 P,-0.02,10,0,10,1,0,0,0,0,0,1,9.1,6,6,5.85,40,8,0,0,1,5,1,0,5,0,0,2,5.79,5.79,5.64,6.17,5.71,1.39,-0.02,두산 베어스,13665
16,김지용,22 P,-0.06,18,0,18,9,0,0,1,0,0,0,19.1,13,14,13.3,82,19,3,0,5,5,1,0,13,2,0,1,6.05,6.52,6.19,6.47,6.14,1.24,-0.06,두산 베어스,10747
17,미란다,22 P,-0.14,3,3,0,0,0,0,0,0,0,0,7.2,7,7,7.0,43,2,2,0,0,18,1,0,8,0,0,1,8.22,8.22,8.22,9.21,8.86,2.61,-0.14,두산 베어스,14751
18,최지강,22 P,-0.17,2,0,2,1,0,0,0,0,0,0,1.2,4,4,3.5,11,6,1,0,0,2,0,0,2,0,0,1,21.6,21.6,18.9,20.18,4.5,4.8,-0.17,두산 베어스,15127
19,장원준,22 P,-0.17,27,0,27,3,0,0,0,1,0,6,17.0,7,8,11.65,78,23,3,0,0,7,1,0,7,0,0,0,3.71,4.24,6.17,6.64,4.21,1.76,-0.17,두산 베어스,10299
20,김동주,22 P,-0.29,10,0,10,4,0,0,0,0,0,0,16.2,14,14,14.85,85,23,1,0,5,9,0,0,13,3,0,2,7.56,7.56,8.02,8.81,7.08,1.92,-0.29,두산 베어스,14769
21,이승진,22 P,-0.36,35,0,35,8,0,0,3,1,0,2,31.1,23,25,22.65,140,35,2,0,5,12,1,0,29,0,1,0,6.61,7.18,6.51,6.93,4.66,1.5,-0.36,두산 베어스,12678
22,임창민,22 P,-0.39,32,0,32,10,0,0,0,0,2,6,27.1,12,15,19.1,124,26,1,0,3,10,3,0,21,4,0,1,3.95,4.94,6.29,6.61,4.64,1.32,-0.39,두산 베어스,10452
23,김강률,22 P,-0.42,26,0,26,17,0,0,3,4,9,1,24.2,12,13,16.8,110,28,6,0,2,8,2,2,15,1,0,1,4.38,4.74,6.13,6.53,4.36,1.46,-0.42,두산 베어스,10690
24,박신지,22 P,-0.68,29,9,20,2,0,0,1,6,0,0,61.2,46,50,49.3,313,84,12,1,7,40,5,0,38,7,0,4,6.71,7.3,7.2,7.5,5.86,2.01,-0.68,두산 베어스,13070
25,이현승,22 P,-0.74,23,0,23,0,0,0,1,0,0,2,8.2,6,6,10.35,43,13,1,2,2,4,1,0,9,0,0,0,6.23,6.23,10.75,11.64,5.72,1.96,-0.74,두산 베어스,10221
26,전창민,22 P,-0.77,9,0,9,2,0,0,0,0,0,0,9.1,20,20,18.8,52,17,4,1,2,8,0,0,3,0,0,0,19.29,19.29,18.13,17.43,8.19,2.68,-0.77,두산 베어스,14171
27,윤명준,22 P,-0.98,20,0,20,5,0,0,1,1,0,0,22.1,21,24,25.2,109,33,6,2,8,8,1,1,15,2,0,2,8.46,9.67,10.16,10.65,7.48,1.84,-0.98,두산 베어스,10885
1,안우진,22 P,8.64,30,30,0,1,1,0,15,8,0,0,196.0,46,51,50.65,766,131,36,4,4,55,4,1,224,6,1,7,2.11,2.34,2.33,2.36,2.09,0.95,8.64,키움 히어로즈,13091
2,요키시,22 P,6.47,30,30,0,0,0,0,10,8,0,0,185.1,53,61,59.8,746,169,31,3,8,33,5,0,154,13,0,2,2.57,2.96,2.9,3.06,2.86,1.09,6.47,키움 히어로즈,13940
3,김재웅,22 P,2.88,65,0,65,18,0,0,3,2,13,27,62.2,14,14,15.4,254,39,8,1,4,29,4,2,56,1,0,4,2.01,2.01,2.21,2.3,3.84,1.09,2.88,키움 히어로즈,12858
4,애플러,22 P,2.55,33,25,8,2,1,1,6,8,0,0,140.1,67,69,68.3,622,172,34,1,13,40,6,1,86,8,0,4,4.3,4.43,4.38,4.46,4.37,1.51,2.55,키움 히어로즈,15005
5,최원태,22 P,2.23,26,20,6,0,0,0,7,5,0,0,105.2,44,50,46.75,446,93,25,0,5,40,5,0,63,7,0,5,3.75,4.26,3.98,4.15,4.18,1.26,2.23,키움 히어로즈,11379
6,한현희,22 P,1.12,21,14,7,0,0,0,6,4,0,0,77.2,41,44,41.25,346,83,20,1,9,24,8,0,59,5,0,2,4.75,5.1,4.78,4.81,4.54,1.38,1.12,키움 히어로즈,10863
7,문성현,22 P,1.08,45,0,45,15,0,0,0,1,13,9,41.1,15,16,16.5,168,34,5,0,3,14,1,0,32,2,0,2,3.27,3.48,3.59,3.62,3.84,1.16,1.08,키움 히어로즈,10437
8,이승호,22 P,0.9,53,0,53,15,0,0,3,2,10,10,50.1,20,20,22.6,215,44,9,0,7,27,3,1,44,1,0,6,3.58,3.58,4.04,4.21,5.1,1.41,0.9,키움 히어로즈,12865
9,정찬헌,22 P,0.58,20,20,0,0,0,0,5,6,0,0,87.1,52,55,53.8,390,106,21,0,13,28,6,2,42,6,0,3,5.36,5.67,5.54,5.64,5.56,1.53,0.58,키움 히어로즈,10533
10,김태훈,22 P,0.53,43,0,43,12,0,0,3,2,9,10,43.0,15,18,21.05,188,40,7,0,3,20,2,2,34,5,0,2,3.14,3.77,4.41,4.6,4.15,1.4,0.53,키움 히어로즈,10871
11,박승주,22 P,0.4,27,0,27,11,0,0,1,0,0,0,25.0,12,12,10.6,116,20,4,1,3,21,3,0,22,0,0,2,4.32,4.32,3.82,4.12,5.99,1.64,0.4,키움 히어로즈,12989
12,김준형,22 P,0.4,12,0,12,2,0,0,0,1,0,0,13.1,3,3,4.05,61,9,1,0,0,13,2,0,6,0,0,3,2.03,2.03,2.73,2.88,6.15,1.65,0.4,키움 히어로즈,14848
13,김동혁,22 P,0.23,24,0,24,6,0,0,2,1,0,3,26.2,14,14,14.55,115,28,12,2,0,11,1,2,18,0,0,1,4.73,4.73,4.91,5.03,3.26,1.46,0.23,키움 히어로즈,14674
14,이명종,22 P,0.07,27,0,27,6,0,0,4,1,0,4,27.1,16,17,17.0,126,28,4,0,3,16,2,1,20,0,0,1,5.27,5.6,5.6,5.64,5.3,1.61,0.07,키움 히어로즈,15073
15,김선기,22 P,0.06,26,2,24,4,0,0,3,1,1,4,36.2,21,24,22.65,167,39,9,0,1,19,2,1,30,3,0,1,5.15,5.89,5.56,5.57,3.84,1.58,0.06,키움 히어로즈,13092
16,윤정현,22 P,0.06,17,2,15,2,0,0,1,1,0,4,22.2,16,17,13.75,106,27,3,0,2,12,5,1,17,0,0,0,6.35,6.75,5.46,5.42,5.15,1.72,0.06,키움 히어로즈,14131
17,이영준,22 P,-0.03,26,0,26,6,0,0,2,2,0,4,21.0,10,12,12.85,102,27,2,0,0,13,2,1,16,3,0,1,4.29,5.14,5.51,5.8,3.95,1.9,-0.03,키움 히어로즈,12997
18,장재영,22 P,-0.12,14,0,14,3,0,0,0,0,0,0,14.0,12,12,11.3,70,23,4,0,2,7,1,0,19,0,0,1,7.71,7.71,7.26,7.38,3.86,2.14,-0.12,키움 히어로즈,14784
19,주승우,22 P,-0.15,4,1,3,1,0,0,0,0,0,0,3.1,4,5,5.0,23,5,0,0,1,7,0,0,4,1,0,0,10.8,13.5,13.5,14.31,10.86,3.6,-0.15,키움 히어로즈,15067
20,양현,22 P,-0.19,25,0,25,7,0,0,3,2,2,5,36.2,21,23,24.2,167,39,5,0,4,17,1,2,14,4,0,1,5.15,5.65,5.94,6.01,5.48,1.53,-0.19,키움 히어로즈,10730
21,송정인,22 P,-0.21,1,0,1,0,0,0,0,0,0,0,2.0,5,5,5.0,13,4,2,0,0,3,0,0,0,0,0,0,22.5,22.5,22.5,23.85,8.43,3.5,-0.21,키움 히어로즈,15069
22,박주성,22 P,-0.25,11,0,11,7,0,0,1,1,0,0,13.0,8,9,11.6,61,11,5,0,4,7,3,1,8,1,0,0,5.54,6.23,8.03,8.23,8.05,1.38,-0.25,키움 히어로즈,14130
23,노운현,22 P,-0.3,5,0,5,1,0,0,0,1,0,0,4.0,5,7,6.65,28,10,1,0,0,3,1,0,3,2,0,1,11.25,15.75,14.96,16.22,5.01,3.25,-0.3,키움 히어로즈,15027
24,하영민,22 P,-0.73,41,0,41,17,0,0,5,3,0,2,39.1,15,27,30.55,178,35,8,2,4,21,0,0,23,8,0,2,3.43,6.18,6.99,7.4,5.19,1.42,-0.73,키움 히어로즈,11222
25,김성진,22 P,-0.94,23,0,23,8,0,0,0,2,0,2,21.2,19,25,24.15,105,31,3,0,3,10,3,0,16,1,0,0,7.89,10.38,10.03,10.11,5.45,1.89,-0.94,키움 히어로즈,14849
