Name_x,포지션,fid_G,fid_GS,fid_IP,PO,Ass,E,RF9,수비 관련 득점 기여도.8,수비 관련 득점 기여도.9,pid,연봉(만원),WAR,WAR당 연봉,bat_G,PA,ePA,AB,R_y,H_y,2B_y,3B_y,HR_y,RBI,SB,CS,BB_y,HP_y,IB_y,SO_y,GDP,SH,SF,팀
정해영,투수,52,0,49.1,3,7,1,1.82,0.0,0.0,14608,23000,1.06,21682,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIA 타이거즈
최정용,1루수,2,0,4.0,3,0,0,6.75,0.71,1.83,11407,4000,0.34,11858,56,41,38,36,17,6,1,0,0,1,4,0,2,0,0,9,0,3,0,KIA 타이거즈
윤중현,투수,30,0,28.0,2,3,0,1.61,0.0,0.0,13122,7900,0.24,32519,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIA 타이거즈
황동하,투수,12,6,31.1,3,5,0,2.3,0.0,0.0,15063,3000,-0.14,-20853,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIA 타이거즈
박준표,투수,33,0,28.0,0,5,0,1.61,0.0,0.0,11070,10500,0.01,947158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIA 타이거즈
최정용,유격수,1,0,1.0,0,1,0,9.0,0.33,0.84,11407,4000,0.34,11858,56,41,38,36,17,6,1,0,0,1,4,0,2,0,0,9,0,3,0,KIA 타이거즈
박정우,중견수,1,0,2.0,1,0,0,4.5,0.65,4.45,12869,3600,0.25,14423,21,12,9,9,2,3,0,0,0,0,0,0,0,0,0,1,0,3,0,KIA 타이거즈
김기훈,투수,27,0,31.1,0,2,0,0.57,0.0,0.0,14176,5000,-0.34,-14867,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIA 타이거즈
김선빈,유격수,2,0,2.0,0,0,0,0.0,0.0,0.0,10008,45000,2.69,16746,119,473,465,419,41,134,16,0,0,48,3,1,38,5,0,26,10,8,3,KIA 타이거즈
홍종표,3루수,3,0,5.0,1,2,0,5.4,0.52,1.88,14612,3300,0.12,28438,40,12,11,7,10,0,0,0,0,0,0,0,3,1,0,1,0,1,0,KIA 타이거즈
장성우,포수,116,104,886.0,719,43,6,7.74,1.37,1.51,10235,50000,3.43,14562,131,464,460,410,37,118,22,0,11,65,1,1,42,2,1,70,12,3,7,KT 위즈
김상수,유격수,129,123,1020.1,176,259,6,3.84,-4.17,-4.65,10320,50000,2.53,19726,129,512,504,443,58,120,19,1,3,56,5,6,55,3,0,68,9,8,3,KT 위즈
황재균,3루수,107,103,895.0,82,162,11,2.45,3.59,4.74,10407,100000,3.24,30823,109,457,454,407,62,120,26,2,6,49,3,3,45,1,1,64,15,3,1,KT 위즈
강현우,포수,46,24,235.1,175,11,1,7.11,1.11,3.03,14603,3000,-0.07,-46111,53,111,110,103,11,20,6,0,1,11,0,1,6,1,0,17,3,1,0,KT 위즈
송민섭,우익수,42,1,83.0,27,0,0,2.93,3.49,7.29,11342,6500,0.42,15366,69,25,25,23,6,3,0,0,0,0,3,1,1,1,0,8,0,0,0,KT 위즈
정준영,좌익수,14,2,31.0,11,1,0,3.48,2.86,12.1,15519,3000,0.38,7818,34,55,51,48,6,14,2,0,0,6,0,0,3,0,0,11,1,4,0,KT 위즈
이호연,2루수,64,52,370.1,80,125,8,4.98,0.87,1.47,13151,5700,1.14,5014,85,234,233,212,28,59,5,1,3,17,4,2,16,4,0,41,6,1,1,KT 위즈
장준원,3루수,26,12,109.1,5,17,0,1.81,2.12,4.43,11214,5000,0.16,31895,69,104,101,87,10,15,2,1,1,10,3,0,12,1,0,25,1,3,1,KT 위즈
김민혁,우익수,46,42,288.0,64,0,2,2.0,3.69,4.7,11339,15000,3.85,3901,113,448,441,397,68,118,20,3,3,41,11,4,36,3,0,48,4,7,5,KT 위즈
알포드,좌익수,112,109,858.0,209,5,3,2.24,6.29,6.81,15144,100000,4.82,20750,133,547,546,491,83,142,31,3,15,70,17,4,47,6,1,140,6,0,3,KT 위즈
신본기,유격수,19,6,70.1,11,19,2,3.84,1.13,4.08,10840,13000,0.15,86604,40,75,74,54,8,11,2,0,1,7,0,1,14,2,0,8,3,1,4,KT 위즈
김민혁,중견수,30,28,204.0,58,0,1,2.56,1.57,2.0,11339,15000,3.85,3901,113,448,441,397,68,118,20,3,3,41,11,4,36,3,0,48,4,7,5,KT 위즈
정준영,우익수,11,3,44.0,10,1,0,2.25,1.7,7.2,15519,3000,0.38,7818,34,55,51,48,6,14,2,0,0,6,0,0,3,0,0,11,1,4,0,KT 위즈
장준원,유격수,43,14,167.1,32,52,2,4.52,0.27,0.57,11214,5000,0.16,31895,69,104,101,87,10,15,2,1,1,10,3,0,12,1,0,25,1,3,1,KT 위즈
홍현빈,우익수,8,4,32.1,9,0,0,2.51,1.5,4.92,12941,4800,0.18,26737,44,86,86,73,15,17,2,0,0,1,2,0,13,0,0,21,2,0,0,KT 위즈
강민성,3루수,10,7,57.0,4,14,2,2.84,1.33,16.0,14191,3300,0.26,12908,12,27,26,22,2,4,1,0,0,0,0,0,4,0,0,10,0,1,0,KT 위즈
이상호,2루수,31,6,93.0,16,22,1,3.68,0.96,2.19,11147,7000,-0.17,-42056,63,60,56,54,15,8,1,0,0,5,2,0,2,0,0,9,2,4,0,KT 위즈
신본기,2루수,17,6,71.2,20,28,0,6.03,0.82,2.95,10840,13000,0.15,86604,40,75,74,54,8,11,2,0,1,7,0,1,14,2,0,8,3,1,4,KT 위즈
김병준,중견수,1,1,5.0,3,0,0,5.4,1.01,48.41,15097,3000,0.0,-10681440,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,KT 위즈
이호연,1루수,10,2,32.2,33,2,0,9.64,1.2,2.03,13151,5700,1.14,5014,85,234,233,212,28,59,5,1,3,17,4,2,16,4,0,41,6,1,1,KT 위즈
오윤석,3루수,7,0,11.2,0,3,0,2.31,0.87,1.53,11397,12000,0.76,15748,82,223,216,199,24,50,13,1,4,17,3,1,13,5,1,44,7,6,0,KT 위즈
박경수,2루수,101,52,503.0,118,179,4,5.31,-1.19,-1.6,10469,20000,0.38,52744,107,221,216,185,12,37,13,0,1,12,0,0,30,1,1,46,2,5,0,KT 위즈
김민혁,좌익수,46,28,275.2,68,1,1,2.25,2.22,2.83,11339,15000,3.85,3901,113,448,441,397,68,118,20,3,3,41,11,4,36,3,0,48,4,7,5,KT 위즈
이상호,3루수,11,4,46.1,6,10,0,3.11,0.8,1.83,11147,7000,-0.17,-42056,63,60,56,54,15,8,1,0,0,5,2,0,2,0,0,9,2,4,0,KT 위즈
김병희,3루수,3,1,14.0,0,3,0,1.93,0.76,21.85,11330,4700,-0.07,-63686,5,9,9,8,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,KT 위즈
황재균,유격수,2,0,5.0,1,3,0,7.2,0.68,0.9,10407,100000,3.24,30823,109,457,454,407,62,120,26,2,6,49,3,3,45,1,1,64,15,3,1,KT 위즈
손민석,2루수,6,3,27.0,6,12,0,6.0,0.62,9.85,15520,3000,-0.04,-77748,9,12,12,10,2,1,0,0,0,1,0,0,1,1,0,3,0,0,0,KT 위즈
손민석,유격수,5,0,7.0,4,0,0,5.14,0.54,8.69,15520,3000,-0.04,-77748,9,12,12,10,2,1,0,0,0,1,0,0,1,1,0,3,0,0,0,KT 위즈
이시원,우익수,15,5,59.0,21,0,0,3.2,0.67,3.32,12526,3300,-0.27,-12187,29,32,31,29,4,4,0,0,0,1,0,1,2,0,0,6,0,1,0,KT 위즈
송민섭,중견수,17,0,37.2,14,0,0,3.35,0.43,0.9,11342,6500,0.42,15366,69,25,25,23,6,3,0,0,0,0,3,1,1,1,0,8,0,0,0,KT 위즈
조용호,좌익수,11,2,31.0,5,1,0,1.74,0.54,1.23,12943,32000,0.03,962730,63,184,184,161,20,40,2,0,0,7,4,0,23,0,0,25,3,0,0,KT 위즈
조용호,중견수,1,0,2.0,1,0,0,4.5,0.41,0.93,12943,32000,0.03,962730,63,184,184,161,20,40,2,0,0,7,4,0,23,0,0,25,3,0,0,KT 위즈
강민성,1루수,1,0,3.0,3,1,0,12.0,0.32,3.78,14191,3300,0.26,12908,12,27,26,22,2,4,1,0,0,0,0,0,4,0,0,10,0,1,0,KT 위즈
안치영,중견수,4,2,15.0,5,0,0,3.0,0.26,0.5,13006,3000,0.32,9296,76,136,133,124,20,36,3,1,0,9,7,1,6,2,0,35,1,3,1,KT 위즈
안치영,좌익수,10,0,14.2,4,0,0,2.45,0.29,0.55,13006,3000,0.32,9296,76,136,133,124,20,36,3,1,0,9,7,1,6,2,0,35,1,3,1,KT 위즈
오윤석,1루수,52,34,308.2,276,32,0,8.98,2.76,4.85,11397,12000,0.76,15748,82,223,216,199,24,50,13,1,4,17,3,1,13,5,1,44,7,6,0,KT 위즈
이호연,3루수,12,6,60.0,3,12,1,2.25,0.11,0.19,13151,5700,1.14,5014,85,234,233,212,28,59,5,1,3,17,4,2,16,4,0,41,6,1,1,KT 위즈
배정대,중견수,97,93,800.0,246,6,1,2.84,0.11,0.16,11212,34000,1.82,18650,97,361,356,311,48,86,16,0,2,38,13,3,38,3,1,76,2,4,5,KT 위즈
김병희,2루수,1,0,2.0,0,0,0,0.0,-0.14,-4.17,11330,4700,-0.07,-63686,5,9,9,8,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,KT 위즈
장준원,2루수,6,0,12.0,2,3,0,3.75,-0.21,-0.44,11214,5000,0.16,31895,69,104,101,87,10,15,2,1,1,10,3,0,12,1,0,25,1,3,1,KT 위즈
문상인,포수,1,0,3.0,2,0,0,6.0,-0.2,-29.5,13227,3300,0.02,158511,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,KT 위즈
이시원,좌익수,7,0,17.1,4,0,0,2.08,-0.19,-0.93,12526,3300,-0.27,-12187,29,32,31,29,4,4,0,0,0,1,0,1,2,0,0,6,0,1,0,KT 위즈
이시원,중견수,3,1,13.0,3,0,0,2.08,-0.27,-1.32,12526,3300,-0.27,-12187,29,32,31,29,4,4,0,0,0,1,0,1,2,0,0,6,0,1,0,KT 위즈
박병호,1루수,92,89,730.1,669,61,5,9.0,7.37,8.03,10470,70000,4.15,16852,132,493,493,431,53,122,15,0,18,87,2,0,46,8,2,114,9,0,8,KT 위즈
문상철,우익수,2,1,7.2,4,0,0,4.7,-0.42,-0.54,11333,5600,0.11,50805,112,330,328,304,30,79,20,0,9,46,3,1,16,3,1,81,4,1,6,KT 위즈
류현인,2루수,8,1,22.0,3,9,0,4.91,-0.59,-5.0,15523,3000,-0.43,-6902,17,24,24,23,6,3,0,0,0,3,0,0,1,0,0,4,0,0,0,KT 위즈
홍현빈,좌익수,10,0,16.1,6,0,0,3.31,-0.55,-1.79,12941,4800,0.18,26737,44,86,86,73,15,17,2,0,0,1,2,0,13,0,0,21,2,0,0,KT 위즈
이상호,유격수,2,0,3.0,1,2,0,9.0,-0.65,-1.48,11147,7000,-0.17,-42056,63,60,56,54,15,8,1,0,0,5,2,0,2,0,0,9,2,4,0,KT 위즈
문상준,유격수,1,0,2.0,0,0,0,0.0,-0.67,-48.04,14720,3100,-0.22,-14114,2,5,5,5,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,KT 위즈
박민석,유격수,1,1,9.0,1,2,1,3.0,-0.79,-28.41,14110,3000,-0.08,-37214,4,4,4,4,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,KT 위즈
오윤석,2루수,28,23,176.0,33,60,2,4.76,-1.59,-2.79,11397,12000,0.76,15748,82,223,216,199,24,50,13,1,4,17,3,1,13,5,1,44,7,6,0,KT 위즈
손민석,3루수,1,0,1.0,0,0,1,0.0,-0.79,-12.59,15520,3000,-0.04,-77748,9,12,12,10,2,1,0,0,0,1,0,0,1,1,0,3,0,0,0,KT 위즈
김준태,포수,35,16,162.2,108,11,4,6.58,-2.48,-5.18,10835,10000,0.72,13842,69,136,135,115,10,24,4,0,3,23,1,0,19,1,0,32,3,1,0,KT 위즈
강백호,1루수,6,6,51.0,43,6,0,8.65,-0.32,-0.66,13168,29000,0.98,29489,71,271,269,238,32,63,10,1,8,39,3,0,31,0,4,55,1,0,2,KT 위즈
문상철,좌익수,7,3,39.0,11,0,1,2.54,-0.85,-1.1,11333,5600,0.11,50805,112,330,328,304,30,79,20,0,9,46,3,1,16,3,1,81,4,1,6,KT 위즈
문상준,2루수,2,1,8.0,1,0,1,1.13,-1.25,-90.31,14720,3100,-0.22,-14114,2,5,5,5,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,KT 위즈
강현우,1루수,1,0,1.0,1,0,1,9.0,-1.3,-3.53,14603,3000,-0.07,-46111,53,111,110,103,11,20,6,0,1,11,0,1,6,1,0,17,3,1,0,KT 위즈
류현인,3루수,6,4,35.0,3,5,1,2.06,-1.38,-11.71,15523,3000,-0.43,-6902,17,24,24,23,6,3,0,0,0,3,0,0,1,0,0,4,0,0,0,KT 위즈
홍현빈,중견수,27,16,151.2,47,1,0,2.85,-1.41,-4.62,12941,4800,0.18,26737,44,86,86,73,15,17,2,0,0,1,2,0,13,0,0,21,2,0,0,KT 위즈
신본기,3루수,13,7,56.2,11,5,1,2.54,-1.46,-5.25,10840,13000,0.15,86604,40,75,74,54,8,11,2,0,1,7,0,1,14,2,0,8,3,1,4,KT 위즈
강백호,우익수,23,20,159.0,33,1,1,1.92,-0.84,-1.7,13168,29000,0.98,29489,71,271,269,238,32,63,10,1,8,39,3,0,31,0,4,55,1,0,2,KT 위즈
이상호,1루수,17,0,29.1,22,2,0,7.36,-1.91,-4.36,11147,7000,-0.17,-42056,63,60,56,54,15,8,1,0,0,5,2,0,2,0,0,9,2,4,0,KT 위즈
알포드,중견수,1,1,5.0,0,0,0,0.0,-2.37,-2.57,15144,100000,4.82,20750,133,547,546,491,83,142,31,3,15,70,17,4,47,6,1,140,6,0,3,KT 위즈
정준영,중견수,11,2,53.2,20,0,1,3.35,-2.41,-10.22,15519,3000,0.38,7818,34,55,51,48,6,14,2,0,0,6,0,0,3,0,0,11,1,4,0,KT 위즈
안치영,우익수,57,31,300.0,53,2,2,1.65,-1.54,-2.91,13006,3000,0.32,9296,76,136,133,124,20,36,3,1,0,9,7,1,6,2,0,35,1,3,1,KT 위즈
조용호,우익수,49,37,312.0,56,2,1,1.67,-2.2,-5.03,12943,32000,0.03,962730,63,184,184,161,20,40,2,0,0,7,4,0,23,0,0,25,3,0,0,KT 위즈
문상철,1루수,27,13,131.0,120,9,1,8.86,-2.74,-3.52,11333,5600,0.11,50805,112,330,328,304,30,79,20,0,9,46,3,1,16,3,1,81,4,1,6,KT 위즈
하준호,투수,12,0,13.0,0,2,0,1.38,0.0,0.0,10304,4500,0.0,-2184339,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KT 위즈
박민석,2루수,2,0,2.0,0,1,0,4.5,0.22,8.1,14110,3000,-0.08,-37214,4,4,4,4,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,KT 위즈
김민,투수,16,4,29.0,3,3,0,1.86,0.0,0.0,13167,6000,-0.29,-21040,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KT 위즈
이상호,우익수,2,0,2.0,0,0,0,0.0,0.0,0.0,11147,7000,-0.17,-42056,63,60,56,54,15,8,1,0,0,5,2,0,2,0,0,9,2,4,0,KT 위즈
문상철,3루수,1,0,1.0,0,0,0,0.0,0.0,0.0,11333,5600,0.11,50805,112,330,328,304,30,79,20,0,9,46,3,1,16,3,1,81,4,1,6,KT 위즈
류현인,유격수,2,0,3.0,2,2,0,12.0,0.12,1.03,15523,3000,-0.43,-6902,17,24,24,23,6,3,0,0,0,3,0,0,1,0,0,4,0,0,0,KT 위즈
김영현,투수,31,0,33.0,1,6,2,1.91,0.0,0.0,14869,3000,0.04,71998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KT 위즈
송민섭,좌익수,5,0,4.0,1,0,0,2.25,0.15,0.31,11342,6500,0.42,15366,69,25,25,23,6,3,0,0,0,0,3,1,1,1,0,8,0,0,0,KT 위즈
이채호,투수,21,0,24.2,3,0,1,1.09,0.0,0.0,13130,6000,-0.14,-42155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KT 위즈
이상동,투수,36,0,40.2,2,4,0,1.33,0.0,0.0,14109,3200,0.55,5868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KT 위즈
김재윤,투수,59,0,65.2,5,7,1,1.64,0.0,0.0,11489,36000,2.05,17519,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KT 위즈
이선우,투수,22,4,37.1,1,5,0,1.45,0.0,0.0,14111,3000,0.0,-1900623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KT 위즈
박영현,투수,67,0,75.1,5,7,0,1.43,0.0,0.0,15089,6100,1.98,3078,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KT 위즈
이재현,유격수,140,135,1156.1,222,341,20,4.38,2.11,2.13,15034,6000,2.98,2010,143,538,522,458,61,114,19,2,12,60,5,4,52,6,0,89,9,16,6,삼성 라이온즈
강민호,포수,101,94,786.2,579,49,3,7.18,-2.95,-3.4,10232,60000,2.61,22999,125,495,492,434,60,126,19,0,16,77,6,1,49,6,4,65,17,1,5,삼성 라이온즈
김태군,포수,24,20,181.0,128,11,0,6.91,1.98,2.51,10459,20000,0.59,34171,65,203,198,186,17,48,6,0,0,24,2,1,5,4,0,19,9,5,3,KIA 타이거즈
김태군,포수,24,20,181.0,128,11,0,6.91,1.98,2.51,10459,20000,0.59,34171,49,143,139,125,7,32,4,1,1,18,0,0,10,4,1,11,8,3,1,삼성 라이온즈
김재성,포수,40,18,191.1,134,10,0,6.77,1.98,5.0,11344,7500,0.27,27365,57,125,123,99,7,19,3,0,1,7,0,1,19,5,1,31,4,2,0,삼성 라이온즈
김동진,2루수,37,23,236.0,55,87,4,5.42,2.81,9.18,14863,3300,1.04,3185,44,137,134,122,14,32,7,0,0,8,3,0,9,1,0,26,4,3,2,삼성 라이온즈
이성규,중견수,33,25,218.2,68,1,1,2.84,2.56,3.38,12562,4500,-0.03,-130769,109,162,158,145,23,30,10,1,1,18,4,3,8,3,0,42,4,4,2,삼성 라이온즈
강한울,3루수,58,48,415.2,34,77,6,2.4,2.37,4.74,11255,15000,-0.16,-95223,72,240,234,212,30,46,7,2,0,10,1,3,20,0,1,54,4,6,2,삼성 라이온즈
김영웅,유격수,14,1,36.0,8,13,1,5.25,1.56,4.08,15035,3200,0.21,15598,55,103,100,91,11,17,6,0,2,12,1,0,8,0,0,28,2,3,1,삼성 라이온즈
김영웅,3루수,38,20,215.1,11,40,5,2.13,1.69,4.43,15035,3200,0.21,15598,55,103,100,91,11,17,6,0,2,12,1,0,8,0,0,28,2,3,1,삼성 라이온즈
김성윤,우익수,39,33,274.2,65,2,2,2.2,2.97,4.24,12936,4300,2.23,1926,101,272,268,245,40,77,4,6,2,28,20,4,14,4,0,35,2,4,5,삼성 라이온즈
윤정빈,좌익수,8,1,23.0,5,0,0,1.96,1.13,5.83,13161,3200,-0.12,-26551,28,43,43,34,5,5,0,0,1,3,1,0,7,2,0,12,1,0,0,삼성 라이온즈
김호재,유격수,3,0,6.0,1,3,0,6.0,1.07,2.05,13240,5600,-0.2,-27958,75,127,122,116,6,25,7,0,0,9,2,0,6,0,0,17,4,5,0,삼성 라이온즈
김성윤,좌익수,33,10,132.1,37,1,0,2.58,1.57,2.24,12936,4300,2.23,1926,101,272,268,245,40,77,4,6,2,28,20,4,14,4,0,35,2,4,5,삼성 라이온즈
조민성,1루수,8,6,44.0,47,3,0,10.23,1.34,12.83,15040,3300,-0.3,-10888,15,29,29,29,1,6,2,0,0,5,0,1,0,0,0,6,1,0,0,삼성 라이온즈
류지혁,2루수,11,6,56.0,13,18,0,4.98,0.67,0.73,10894,15500,0.38,41156,66,253,250,220,28,59,6,1,0,17,4,2,27,3,1,43,5,2,1,KIA 타이거즈
류지혁,2루수,11,6,56.0,13,18,0,4.98,0.67,0.73,10894,15500,0.38,41156,66,269,261,235,35,63,5,0,2,28,22,0,19,3,0,30,7,8,4,삼성 라이온즈
이성규,1루수,20,8,77.2,68,3,0,8.23,1.53,2.03,12562,4500,-0.03,-130769,109,162,158,145,23,30,10,1,1,18,4,3,8,3,0,42,4,4,2,삼성 라이온즈
강한울,유격수,3,1,11.0,2,4,0,4.91,0.72,1.44,11255,15000,-0.16,-95223,72,240,234,212,30,46,7,2,0,10,1,3,20,0,1,54,4,6,2,삼성 라이온즈
김동진,3루수,7,4,31.0,3,7,0,2.9,0.8,2.63,14863,3300,1.04,3185,44,137,134,122,14,32,7,0,0,8,3,0,9,1,0,26,4,3,2,삼성 라이온즈
김호재,2루수,20,9,84.0,25,22,0,5.04,0.45,0.86,13240,5600,-0.2,-27958,75,127,122,116,6,25,7,0,0,9,2,0,6,0,0,17,4,5,0,삼성 라이온즈
구자욱,좌익수,22,22,182.0,53,2,0,2.72,1.76,2.13,10892,200000,5.44,36791,119,515,511,453,65,152,37,1,11,71,12,4,53,4,2,81,5,2,3,삼성 라이온즈
강한울,2루수,11,7,63.2,12,20,1,4.52,0.47,0.93,11255,15000,-0.16,-95223,72,240,234,212,30,46,7,2,0,10,1,3,20,0,1,54,4,6,2,삼성 라이온즈
김동진,유격수,7,4,35.1,7,8,2,3.82,0.45,1.46,14863,3300,1.04,3185,44,137,134,122,14,32,7,0,0,8,3,0,9,1,0,26,4,3,2,삼성 라이온즈
윤정빈,중견수,4,3,17.0,5,0,0,2.65,0.74,3.82,13161,3200,-0.12,-26551,28,43,43,34,5,5,0,0,1,3,1,0,7,2,0,12,1,0,0,삼성 라이온즈
강준서,중견수,6,2,21.2,6,0,0,2.49,0.72,10.37,15501,3000,-0.07,-41715,10,15,15,14,2,3,1,0,0,0,0,1,1,0,0,2,0,0,0,삼성 라이온즈
김재상,3루수,4,1,13.0,2,2,0,2.77,0.59,5.03,15499,3000,-0.02,-120535,17,22,22,20,1,3,0,0,1,2,0,0,2,0,0,4,1,0,0,삼성 라이온즈
송준석,좌익수,2,1,3.0,1,0,0,3.0,0.54,11.08,11200,4500,-0.07,-63970,7,8,8,8,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,삼성 라이온즈
김태훈,1루수,5,1,12.0,15,2,0,12.75,0.53,6.88,11336,4300,-0.43,-9997,11,22,21,21,0,2,1,0,0,1,0,1,0,0,0,9,1,1,0,삼성 라이온즈
공민규,1루수,10,1,28.1,33,0,0,10.48,0.63,4.13,13164,4000,-0.42,-9540,22,33,33,31,0,6,1,1,0,2,0,0,2,0,0,13,1,0,0,삼성 라이온즈
김현준,우익수,1,1,8.0,2,0,0,2.25,0.47,0.62,14867,8000,1.24,6431,109,479,471,433,62,119,10,6,3,46,5,5,30,5,0,84,5,8,3,삼성 라이온즈
김도환,포수,8,3,31.0,24,1,0,7.26,0.16,2.58,14115,5000,-0.13,-38208,9,8,8,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,삼성 라이온즈
이해승,3루수,5,0,10.1,3,3,0,5.23,0.28,4.51,14121,4200,0.01,307977,9,4,4,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,삼성 라이온즈
김성윤,중견수,28,12,141.0,45,0,0,2.87,0.25,0.35,12936,4300,2.23,1926,101,272,268,245,40,77,4,6,2,28,20,4,14,4,0,35,2,4,5,삼성 라이온즈
이해승,유격수,3,1,8.0,0,1,0,1.13,0.19,3.05,14121,4200,0.01,307977,9,4,4,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,삼성 라이온즈
이원석,1루수,5,4,28.0,23,4,0,8.68,0.49,0.79,10180,20000,-0.99,-20171,19,72,72,58,6,21,4,0,1,10,0,1,14,0,0,8,1,0,0,삼성 라이온즈
이원석,1루수,5,4,28.0,23,4,0,8.68,0.49,0.79,10180,20000,-0.99,-20171,70,273,272,247,16,54,6,0,1,20,0,0,20,3,1,59,8,1,2,키움 히어로즈
류승민,좌익수,3,0,3.0,0,0,0,0.0,0.17,1.04,15503,3000,-0.41,-7346,24,57,55,52,5,11,3,0,0,5,0,0,2,1,0,19,0,2,0,삼성 라이온즈
이병헌,포수,21,9,85.1,63,3,0,6.96,-0.61,-3.79,14117,3400,-0.31,-11082,23,33,32,28,3,4,0,0,0,2,0,0,3,0,0,11,0,1,1,삼성 라이온즈
이상민,투수,23,0,18.0,1,2,0,1.5,0.0,0.0,11169,7500,-0.2,-37130,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,삼성 라이온즈
김헌곤,우익수,1,0,1.0,0,0,0,0.0,0.0,0.0,10640,12000,-0.18,-65249,6,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,삼성 라이온즈
김호재,3루수,33,17,157.2,11,31,0,2.4,-0.11,-0.22,13240,5600,-0.2,-27958,75,127,122,116,6,25,7,0,0,9,2,0,6,0,0,17,4,5,0,삼성 라이온즈
김민수,포수,2,0,3.0,3,0,0,9.0,-0.14,-10.18,11266,5200,-0.03,-187570,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,삼성 라이온즈
김영웅,2루수,4,0,9.0,0,2,0,2.0,-0.16,-0.41,15035,3200,0.21,15598,55,103,100,91,11,17,6,0,2,12,1,0,8,0,0,28,2,3,1,삼성 라이온즈
이성규,좌익수,2,0,5.0,2,0,0,3.6,-0.2,-0.26,12562,4500,-0.03,-130769,109,162,158,145,23,30,10,1,1,18,4,3,8,3,0,42,4,4,2,삼성 라이온즈
김상민,우익수,3,0,8.0,1,0,0,1.13,-0.21,-3.84,15042,3200,-0.39,-8223,8,13,13,12,3,1,0,0,0,0,0,0,1,0,0,3,0,0,0,삼성 라이온즈
안주형,2루수,18,12,113.1,35,38,2,5.8,-0.91,-2.47,12988,3800,-0.36,-10514,53,91,90,79,12,19,2,0,1,10,0,0,10,0,0,20,3,1,1,삼성 라이온즈
김재상,2루수,4,2,19.0,7,6,1,6.16,-0.5,-4.2,15499,3000,-0.02,-120535,17,22,22,20,1,3,0,0,1,2,0,0,2,0,0,4,1,0,0,삼성 라이온즈
오재일,1루수,88,80,700.0,656,53,8,9.12,5.77,7.84,10400,50000,0.99,50317,106,364,364,315,31,64,15,0,11,54,1,0,43,3,1,110,1,0,3,삼성 라이온즈
김태훈,좌익수,5,5,40.0,8,1,0,2.03,-0.6,-7.91,11336,4300,-0.43,-9997,11,22,21,21,0,2,1,0,0,1,0,1,0,0,0,9,1,1,0,삼성 라이온즈
송준석,우익수,2,1,6.0,0,0,0,0.0,-0.76,-15.54,11200,4500,-0.07,-63970,7,8,8,8,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,삼성 라이온즈
구자욱,우익수,70,69,590.2,121,3,0,1.89,2.22,2.68,10892,200000,5.44,36791,119,515,511,453,65,152,37,1,11,71,12,4,53,4,2,81,5,2,3,삼성 라이온즈
이원석,3루수,12,11,84.0,7,13,2,2.14,-0.83,-1.35,10180,20000,-0.99,-20171,19,72,72,58,6,21,4,0,1,10,0,1,14,0,0,8,1,0,0,삼성 라이온즈
이원석,3루수,12,11,84.0,7,13,2,2.14,-0.83,-1.35,10180,20000,-0.99,-20171,70,273,272,247,16,54,6,0,1,20,0,0,20,3,1,59,8,1,2,키움 히어로즈
류지혁,3루수,44,35,288.0,18,52,2,2.19,-0.84,-0.92,10894,15500,0.38,41156,66,253,250,220,28,59,6,1,0,17,4,2,27,3,1,43,5,2,1,KIA 타이거즈
