선수,연봉(만원),WAR,WAR당 연봉,팀,pid,연도,팀연봉순위,전체연봉순위
우강훈,3000,-,-,롯데 자이언츠,14816,2021,57,568
김정주,3000,-,-,롯데 자이언츠,14815,2021,58,569
정우준,3000,-0.02,-168216,롯데 자이언츠,14795,2021,59,570
권동현,3000,-,-,롯데 자이언츠,14814,2021,60,571
손성빈,3000,0.11,27012,롯데 자이언츠,14796,2021,61,572
나승엽,3000,-0.22,-13824,롯데 자이언츠,14797,2021,62,573
장두성,3000,-0.35,-8515,롯데 자이언츠,13155,2021,63,574
김강현,3000,-,-,롯데 자이언츠,12699,2021,64,575
나원탁,3000,-0.02,-186596,롯데 자이언츠,12935,2021,65,576
김도규,3000,0.22,13754,롯데 자이언츠,13148,2021,66,577
김동우,3000,-0.07,-43393,롯데 자이언츠,13149,2021,67,578
이호연,3000,0.09,33496,롯데 자이언츠,13151,2021,68,579
홍지훈,3000,-,-,롯데 자이언츠,12879,2021,69,580
이강준,3000,-0.16,-18737,롯데 자이언츠,14601,2021,70,581
박재민,3000,-0.03,-103211,롯데 자이언츠,14623,2021,71,582
김동규,3000,-,-,롯데 자이언츠,14165,2021,72,583
정대혁,2700,-,-,롯데 자이언츠,14995,2021,73,809
이주찬,2700,-0.16,-17086,롯데 자이언츠,14819,2021,74,810
최종은,2700,-0.01,-252424,롯데 자이언츠,14820,2021,75,811
브룩스,100000,2.31,43373,KIA 타이거즈,14610,2021,1,10
최형우,90000,1.51,59710,KIA 타이거즈,10344,2021,2,13
터커,70000,0.35,202824,KIA 타이거즈,14224,2021,3,24
김선빈,45000,2.70,16667,KIA 타이거즈,10008,2021,4,54
멩덴,42500,3.48,12196,KIA 타이거즈,14755,2021,5,56
나지완,40000,-1.15,-34670,KIA 타이거즈,10030,2021,6,60
박준표,16000,-0.17,-96538,KIA 타이거즈,11070,2021,7,134
전상현,14000,0.37,37373,KIA 타이거즈,12537,2021,8,147
최원준,13000,3.60,3607,KIA 타이거즈,12534,2021,9,153
장현식,10500,2.43,4317,KIA 타이거즈,11164,2021,10,176
유민상,10500,0.04,265634,KIA 타이거즈,10895,2021,11,177
나주환,10000,-0.26,-38710,KIA 타이거즈,10092,2021,12,184
박찬호,10000,1.87,5341,KIA 타이거즈,11261,2021,13,185
류지혁,10000,2.01,4985,KIA 타이거즈,10894,2021,14,186
김윤동,10000,-,-,KIA 타이거즈,10821,2021,15,187
임기영,10000,3.27,3057,KIA 타이거즈,10909,2021,16,188
홍상삼,9000,-0.13,-69711,KIA 타이거즈,10230,2021,17,204
강경학,8700,0.06,149914,KIA 타이거즈,10676,2021,18,207
김태진,8500,0.50,16907,KIA 타이거즈,11244,2021,19,209
김호령,8500,0.86,9855,KIA 타이거즈,11298,2021,20,210
한승택,8500,1.25,6790,KIA 타이거즈,11119,2021,21,211
김민식,8500,1.66,5126,KIA 타이거즈,10707,2021,22,212
심동섭,8000,-,-,KIA 타이거즈,10056,2021,23,217
정해영,7000,2.56,2735,KIA 타이거즈,14608,2021,24,240
이창진,7000,0.66,10661,KIA 타이거즈,11233,2021,25,241
이민우,6000,-0.54,-11084,KIA 타이거즈,13003,2021,26,268
장영석,6000,-,-,KIA 타이거즈,10404,2021,27,269
다카하시,6000,0.49,12336,KIA 타이거즈,14994,2021,28,270
이준영,6000,-0.01,-926422,KIA 타이거즈,11303,2021,29,271
고영창,5200,-0.13,-40971,KIA 타이거즈,11068,2021,30,293
