선수,연봉(만원),WAR,WAR당 연봉,팀,pid,연도
에레디아,115000.0,4.89,23509,SSG 랜더스,15530,2024
박종훈,110000.0,0.29,373407,SSG 랜더스,10131,2024
최정,100000.0,4.68,21383,SSG 랜더스,10106,2024
김광현,100000.0,3.91,25582,SSG 랜더스,10126,2024
한유섬,90000.0,-0.20,-439861,SSG 랜더스,10815,2024
엘리아스,65000.0,4.36,14904,SSG 랜더스,15644,2024
더거,97500.0,-0.52,-124987,SSG 랜더스,16141,2024
앤더슨,57000.0,4.13,13786,SSG 랜더스,16146,2024
서진용,45000.0,-0.12,-374931,SSG 랜더스,10784,2024
노경은,35000.0,3.10,11275,SSG 랜더스,10203,2024
박성한,30000.0,4.02,7462,SSG 랜더스,12922,2024
최지훈,25000.0,2.05,12167,SSG 랜더스,14587,2024
오태곤,25000.0,1.43,17510,SSG 랜더스,10249,2024
김택형,20500.0,-0.03,-795943,SSG 랜더스,11373,2024
김성현,20000.0,-0.69,-29017,SSG 랜더스,10636,2024
이지영,20000.0,2.01,9951,SSG 랜더스,10312,2024
문승원,18000.0,1.07,16888,SSG 랜더스,10783,2024
고효준,15300.0,-0.05,-304187,SSG 랜더스,10124,2024
김민식,15000.0,-0.16,-93228,SSG 랜더스,10707,2024
최민준,14400.0,-0.35,-41178,SSG 랜더스,13126,2024
오원석,14000.0,3.03,4622,SSG 랜더스,14581,2024
장지훈,13000.0,-0.07,-194203,SSG 랜더스,14804,2024
하재훈,10000.0,-1.59,-6309,SSG 랜더스,14147,2024
강진성,8500.0,-0.04,-196132,SSG 랜더스,11148,2024
전의산,8000.0,-1.38,-5800,SSG 랜더스,14699,2024
이로운,32400.0,0.36,20420,SSG 랜더스,15461,2024
조형우,6300.0,-0.13,-46892,SSG 랜더스,14806,2024
이건욱,6100.0,-0.39,-15776,SSG 랜더스,11242,2024
박민호,6000.0,0.17,34772,SSG 랜더스,11236,2024
김찬형,5000.0,-0.26,-18964,SSG 랜더스,12622,2024
신범수,5000.0,-0.03,-169613,SSG 랜더스,12541,2024
백승건,4600.0,-0.06,-76710,SSG 랜더스,14145,2024
송영진,19500.0,1.33,3383,SSG 랜더스,15462,2024
최준우,4500.0,0.23,19938,SSG 랜더스,13128,2024
안상현,4000.0,-0.61,-6545,SSG 랜더스,12613,2024
박대온,4000.0,-,-,SSG 랜더스,11246,2024
최경모,3700.0,-0.08,-46643,SSG 랜더스,14151,2024
전경원,3200.0,-,-,SSG 랜더스,13129,2024
서상준,3200.0,-,-,SSG 랜더스,14152,2024
한두솔,3200.0,0.84,3820,SSG 랜더스,13228,2024
신헌민,3200.0,-0.07,-45619,SSG 랜더스,15024,2024
최상민,3200.0,0.15,21232,SSG 랜더스,13195,2024
이정범,3200.0,-,-,SSG 랜더스,13194,2024
김태윤,3100.0,-,-,SSG 랜더스,15030,2024
정성곤,3100.0,-,-,SSG 랜더스,11321,2024
이기순,3100.0,0.47,6635,SSG 랜더스,15028,2024
김창평,3100.0,-0.07,-46732,SSG 랜더스,14146,2024
류효승,3100.0,-0.05,-60836,SSG 랜더스,14586,2024
현원회,3000.0,-0.02,-183183,SSG 랜더스,14584,2024
변건우,3000.0,-,-,SSG 랜더스,16048,2024
김규민,3000.0,-,-,SSG 랜더스,16047,2024
윤성보,3000.0,-,-,SSG 랜더스,16046,2024
백준서,3000.0,-,-,SSG 랜더스,16045,2024
박성빈,3000.0,0.11,27432,SSG 랜더스,16044,2024
정현승,3000.0,-0.24,-12319,SSG 랜더스,16043,2024
정준재,3000.0,2.01,1493,SSG 랜더스,16042,2024
최현석,3000.0,-0.02,-139212,SSG 랜더스,16041,2024
박기호,3000.0,-,-,SSG 랜더스,16040,2024
이승민,3000.0,-,-,SSG 랜더스,16039,2024
박지환,3000.0,-0.26,-11519,SSG 랜더스,16038,2024
최민창,3000.0,-0.03,-105694,SSG 랜더스,11351,2024
김성민,3000.0,-,-,SSG 랜더스,14585,2024
정동윤,3000.0,0.05,54717,SSG 랜더스,12571,2024
김지현,3000.0,-,-,SSG 랜더스,16140,2024
허진,3000.0,-,-,SSG 랜더스,16139,2024
김건우,3000.0,-,-,SSG 랜더스,14803,2024
허민혁,3000.0,-,-,SSG 랜더스,14149,2024
조병현,3000.0,2.50,1201,SSG 랜더스,14805,2024
최수호,3000.0,-,-,SSG 랜더스,14148,2024
고명준,3000.0,0.30,10078,SSG 랜더스,14807,2024
채현우,3000.0,0.00,-2247444,SSG 랜더스,14153,2024
추신수,3000.0,0.94,3179,SSG 랜더스,14888,2024
박정빈,3000.0,-,-,SSG 랜더스,14862,2024
최유빈,3000.0,-,-,SSG 랜더스,15033,2024
박시후,3000.0,0.11,28325,SSG 랜더스,14687,2024
이찬혁,3000.0,-,-,SSG 랜더스,12909,2024
이승훈,7000.0,-,-,SSG 랜더스,15469,2024
류현곤,7000.0,-,-,SSG 랜더스,15468,2024
김민준,8000.0,-,-,SSG 랜더스,15467,2024
박세직,9000.0,-,-,SSG 랜더스,15466,2024
안현서,11000.0,-,-,SSG 랜더스,15464,2024
김정민,13000.0,-,-,SSG 랜더스,15463,2024
김건이,6000.0,-,-,SSG 랜더스,15470,2024
박민우,100000.0,5.55,18022,NC 다이노스,11137,2024
박건우,80000.0,2.94,27245,NC 다이노스,10189,2024
박세혁,70000.0,0.59,118283,NC 다이노스,10891,2024
데이비슨,91000.0,4.27,13108,NC 다이노스,16066,2024
카스타노,84500.0,1.83,28476,NC 다이노스,16064,2024
하트,91000.0,6.22,8035,NC 다이노스,16065,2024
손아섭,50000.0,1.03,48314,NC 다이노스,10261,2024
이용찬,40000.0,-1.02,-39294,NC 다이노스,10217,2024
김영규,22500.0,1.48,15219,NC 다이노스,13088,2024
이재학,20000.0,1.16,17183,NC 다이노스,10220,2024
신민혁,18000.0,2.76,6531,NC 다이노스,13085,2024
류진욱,16500.0,-0.13,-122398,NC 다이노스,11355,2024
김주원,16000.0,5.43,2945,NC 다이노스,14765,2024
권희동,15000.0,4.11,3647,NC 다이노스,11172,2024
임정호,13500.0,0.59,22735,NC 다이노스,11168,2024
송명기,13500.0,-0.16,-83813,NC 다이노스,14155,2024
서호철,12000.0,2.00,6001,NC 다이노스,14220,2024
김시훈,11000.0,1.91,5771,NC 다이노스,13080,2024
김휘집,11000.0,2.42,4548,NC 다이노스,14785,2024
요키시,10000.0,0.08,131961,NC 다이노스,13940,2024
김성욱,9500.0,-0.37,-25964,NC 다이노스,11153,2024
심창민,8500.0,-,-,NC 다이노스,10720,2024
최성영,8300.0,-0.03,-322111,NC 다이노스,12565,2024
도태훈,8000.0,0.48,16655,NC 다이노스,12560,2024
오영수,7200.0,0.23,30943,NC 다이노스,13082,2024
안중열,7100.0,0.33,21755,NC 다이노스,11329,2024
이용준,6700.0,0.04,185028,NC 다이노스,14763,2024
최정원,6600.0,0.82,8096,NC 다이노스,14221,2024
윤형준,6500.0,-,-,NC 다이노스,11135,2024
배재환,6300.0,-0.11,-55843,NC 다이노스,11248,2024
김재열,6000.0,1.98,3034,NC 다이노스,14747,2024
김진호,6000.0,0.00,11747269,NC 다이노스,12897,2024
김형준,5800.0,0.50,11489,NC 다이노스,13081,2024
천재환,5000.0,0.31,16080,NC 다이노스,13261,2024
이준호,10500.0,-0.68,-6645,NC 다이노스,15455,2024
한재환,4000.0,-0.08,-50935,NC 다이노스,14659,2024
김태현,4000.0,-0.13,-31557,NC 다이노스,12898,2024
한석현,3900.0,-0.47,-8230,NC 다이노스,13250,2024
김한별,3800.0,-0.23,-16588,NC 다이노스,14716,2024
채원후,3500.0,-0.03,-101895,NC 다이노스,11387,2024
송승환,3500.0,0.13,26594,NC 다이노스,14172,2024
한재승,3400.0,0.59,5789,NC 다이노스,14764,2024
전사민,3400.0,-0.30,-11353,NC 다이노스,14156,2024
전루건,3200.0,-0.14,-22406,NC 다이노스,14171,2024
박영빈,3200.0,-0.12,-27206,NC 다이노스,14661,2024
이우석,3200.0,-,-,NC 다이노스,11360,2024
소이현,3200.0,-0.06,-53577,NC 다이노스,12900,2024
김수윤,3200.0,-0.10,-31236,NC 다이노스,12903,2024
최보성,3200.0,-,-,NC 다이노스,13087,2024
문상인,3100.0,-,-,NC 다이노스,13227,2024
조현진,3100.0,-,-,NC 다이노스,14877,2024
박한결,18100.0,-0.31,-9935,NC 다이노스,15451,2024
박주찬,3100.0,-,-,NC 다이노스,14219,2024
김준원,3000.0,-,-,NC 다이노스,16063,2024
김재민,3000.0,-,-,NC 다이노스,16062,2024
김민균,3000.0,-,-,NC 다이노스,16054,2024
고승완,3000.0,-,-,NC 다이노스,16061,2024
조현민,3000.0,-,-,NC 다이노스,16060,2024
홍유원,3000.0,-,-,NC 다이노스,16055,2024
원종해,3000.0,-,-,NC 다이노스,16059,2024
김세훈,3000.0,-0.11,-27852,NC 다이노스,16058,2024
손주환,3000.0,-0.04,-73787,NC 다이노스,16057,2024
최우석,3000.0,0.12,25298,NC 다이노스,16056,2024
최우재,3000.0,-,-,NC 다이노스,12621,2024
임상현,3000.0,-0.02,-121956,NC 다이노스,16053,2024
김휘건,3000.0,-,-,NC 다이노스,16052,2024
박인우,3000.0,-,-,NC 다이노스,16051,2024
김태호,3000.0,-,-,NC 다이노스,16050,2024
김민규,3000.0,-0.08,-39480,NC 다이노스,16049,2024
서의태,3000.0,-0.06,-52157,NC 다이노스,12574,2024
안인산,3000.0,-,-,NC 다이노스,14598,2024
박시원,3000.0,-0.27,-11284,NC 다이노스,14597,2024
임형원,3000.0,-,-,NC 다이노스,14594,2024
박지한,3000.0,-,-,NC 다이노스,14650,2024
이현우,3000.0,-,-,NC 다이노스,15117,2024
박동수,3000.0,-,-,NC 다이노스,15112,2024
목지훈,11000.0,-0.21,-14190,NC 다이노스,15453,2024
신용석,13000.0,-0.10,-30908,NC 다이노스,15452,2024
신영우,28000.0,-0.13,-22821,NC 다이노스,15450,2024
박주현,3000.0,0.03,109982,NC 다이노스,13175,2024
신성호,8000.0,-,-,NC 다이노스,15456,2024
김택우,3000.0,-,-,NC 다이노스,15622,2024
서동욱,6000.0,-,-,NC 다이노스,15458,2024
김범준,3000.0,-0.15,-19963,NC 다이노스,14222,2024
김재환,150000.0,3.07,48839,두산 베어스,10643,2024
알칸타라,80000.0,1.24,64510,두산 베어스,13941,2024
브랜든,75000.0,2.32,32269,두산 베어스,15153,2024
허경민,60000.0,3.66,16390,두산 베어스,10184,2024
정수빈,60000.0,3.13,19197,두산 베어스,10195,2024
라모스,78000.0,2.37,23179,두산 베어스,15000,2024
양의지,50000.0,3.38,14814,두산 베어스,10165,2024
제러드,30000.0,1.52,19800,두산 베어스,16158,2024
양석환,30000.0,2.31,13009,두산 베어스,11213,2024
홍건희,30000.0,1.24,24103,두산 베어스,10696,2024
김재호,30000.0,0.56,53904,두산 베어스,10174,2024
강승호,25500.0,4.39,5809,두산 베어스,11087,2024
최원준,25000.0,1.12,22333,두산 베어스,12852,2024
발라조빅,25000.0,1.35,18513,두산 베어스,16155,2024
김명신,22500.0,-0.89,-25412,두산 베어스,12847,2024
곽빈,21000.0,4.65,4518,두산 베어스,13061,2024
정철원,16500.0,-0.20,-82583,두산 베어스,13071,2024
김강률,15000.0,1.64,9119,두산 베어스,10690,2024
박치국,13000.0,-0.15,-86277,두산 베어스,12850,2024
최승용,10200.0,0.11,91504,두산 베어스,14770,2024
이영하,10000.0,0.36,27768,두산 베어스,12568,2024
조수행,9500.0,1.83,5194,두산 베어스,12524,2024
김인태,9000.0,-0.40,-22487,두산 베어스,11098,2024
박계범,8500.0,-0.47,-18168,두산 베어스,11198,2024
이유찬,8500.0,0.73,11604,두산 베어스,12894,2024
박준영,7000.0,1.58,4436,두산 베어스,12522,2024
장승현,6000.0,-0.07,-83501,두산 베어스,11097,2024
김동주,5500.0,-0.31,-17809,두산 베어스,14769,2024
이승진,5500.0,-,-,두산 베어스,12678,2024
박정수,5500.0,0.06,87154,두산 베어스,11300,2024
안승한,5500.0,-0.01,-514952,두산 베어스,11328,2024
김민규,5000.0,0.66,7629,두산 베어스,13072,2024
양찬열,4000.0,0.09,42199,두산 베어스,14738,2024
김기연,4000.0,1.49,2689,두산 베어스,12549,2024
김민혁,3800.0,0.22,17536,두산 베어스,12970,2024
김대한,3700.0,-0.51,-7286,두산 베어스,14170,2024
박지훈,3600.0,-,-,두산 베어스,14736,2024
이병헌,3600.0,1.75,2060,두산 베어스,15099,2024
시라카와,3600.0,0.76,4715,두산 베어스,16148,2024
박신지,3500.0,0.15,22678,두산 베어스,13070,2024
전민재,3400.0,0.32,10606,두산 베어스,13073,2024
김태근,3400.0,-0.72,-4729,두산 베어스,14175,2024
서예일,3400.0,-0.01,-437733,두산 베어스,12523,2024
최지강,3400.0,1.01,3377,두산 베어스,15127,2024
이교훈,3300.0,-0.40,-8167,두산 베어스,14173,2024
박소준,3300.0,-0.07,-47751,두산 베어스,11491,2024
홍성호,3300.0,0.10,31759,두산 베어스,12606,2024
김호준,3100.0,-0.22,-14260,두산 베어스,13268,2024
백승우,8100.0,-,-,두산 베어스,15514,2024
김정우,3100.0,-0.01,-222415,두산 베어스,13124,2024
권민석,3100.0,-,-,두산 베어스,13079,2024
조제영,3100.0,-,-,두산 베어스,14732,2024
오명진,3100.0,0.01,261758,두산 베어스,14737,2024
김도윤,3100.0,0.00,-2232770,두산 베어스,14768,2024
최세창,3100.0,-,-,두산 베어스,14574,2024
문원,3000.0,-,-,두산 베어스,12848,2024
류현준,3000.0,0.15,19631,두산 베어스,16076,2024
김태완,3000.0,-,-,두산 베어스,16075,2024
손율기,3000.0,-,-,두산 베어스,16074,2024
김무빈,3000.0,-,-,두산 베어스,16073,2024
전다민,3000.0,0.35,8557,두산 베어스,16072,2024
박지호,3000.0,0.11,27911,두산 베어스,16071,2024
강태완,3000.0,-,-,두산 베어스,16070,2024
임종성,3000.0,-0.02,-130003,두산 베어스,16069,2024
여동건,3000.0,-0.02,-186306,두산 베어스,16068,2024
김택연,3000.0,2.97,1010,두산 베어스,16067,2024
전형근,3000.0,-,-,두산 베어스,14652,2024
장원호,3000.0,-,-,두산 베어스,16142,2024
강동형,3000.0,-,-,두산 베어스,15106,2024
윤태호,3000.0,-,-,두산 베어스,15104,2024
이원재,3000.0,-,-,두산 베어스,15101,2024
김동준,3000.0,-,-,두산 베어스,15100,2024
이민혁,3000.0,-,-,두산 베어스,14174,2024
양현진,3000.0,-,-,두산 베어스,14840,2024
권휘,3000.0,-0.05,-55129,두산 베어스,13665,2024
이상연,3000.0,-,-,두산 베어스,14836,2024
제환유,3000.0,-,-,두산 베어스,14573,2024
이주엽,3000.0,-,-,두산 베어스,14572,2024
남율,6000.0,-,-,두산 베어스,15517,2024
김문수,6000.0,-,-,두산 베어스,15516,2024
박민준,7000.0,-0.13,-22413,두산 베어스,15515,2024
장규빈,3000.0,0.00,-1208352,두산 베어스,14570,2024
강현구,3000.0,-,-,두산 베어스,14773,2024
최종인,3000.0,0.18,17066,두산 베어스,14733,2024
최준호,23000.0,1.21,2476,두산 베어스,15508,2024
김유성,18000.0,0.21,14316,두산 베어스,15509,2024
임서준,11000.0,-,-,두산 베어스,15511,2024
윤준호,10000.0,-0.07,-41257,두산 베어스,15512,2024
한충희,8000.0,-,-,두산 베어스,15513,2024
배창현,3000.0,-,-,두산 베어스,13074,2024
후라도,120000.0,6.13,19581,키움 히어로즈,15531,2024
이형종,68000.0,0.66,103358,키움 히어로즈,12516,2024
김혜성,65000.0,6.72,9677,키움 히어로즈,12905,2024
최주환,65000.0,0.35,184816,키움 히어로즈,10182,2024
헤이수스,78000.0,4.65,12907,키움 히어로즈,16138,2024
도슨,55000.0,3.42,16102,키움 히어로즈,15652,2024
원종현,50000.0,0.09,563411,키움 히어로즈,11161,2024
이원석,40000.0,-0.47,-84662,키움 히어로즈,10180,2024
조상우,34000.0,0.65,52414,키움 히어로즈,11126,2024
이용규,20000.0,1.54,12962,키움 히어로즈,10035,2024
정찬헌,20000.0,-0.01,-2847960,키움 히어로즈,10533,2024
김재웅,19000.0,0.38,49496,키움 히어로즈,12858,2024
송성문,13000.0,6.87,1892,키움 히어로즈,11376,2024
김태진,11000.0,0.89,12361,키움 히어로즈,11244,2024
김성민,9000.0,0.48,18900,키움 히어로즈,12918,2024
하영민,8000.0,2.95,2711,키움 히어로즈,11222,2024
문성현,7500.0,-0.12,-64581,키움 히어로즈,10437,2024
임지열,7200.0,-0.74,-9765,키움 히어로즈,11225,2024
김선기,7000.0,0.10,67435,키움 히어로즈,13092,2024
임병욱,7000.0,0.02,412726,키움 히어로즈,11226,2024
이주형,6600.0,2.51,2634,키움 히어로즈,14591,2024
김동혁,6000.0,-0.52,-11522,키움 히어로즈,14674,2024
이명종,6000.0,-0.17,-36311,키움 히어로즈,15073,2024
김재현,5500.0,0.10,57006,키움 히어로즈,10870,2024
김웅빈,5000.0,-0.40,-12581,키움 히어로즈,12503,2024
변상권,4800.0,0.24,19811,키움 히어로즈,13223,2024
김수환,4700.0,-0.10,-48994,키움 히어로즈,13096,2024
박승주,4500.0,0.02,281711,키움 히어로즈,12989,2024
김주형,4500.0,-0.08,-58698,키움 히어로즈,14214,2024
윤석원,4300.0,-0.31,-14096,키움 히어로즈,15071,2024
신준우,4200.0,0.00,5235680,키움 히어로즈,14695,2024
장재영,4000.0,-0.41,-9657,키움 히어로즈,14784,2024
오석주,4000.0,-0.32,-12697,키움 히어로즈,12860,2024
박수종,4000.0,0.25,15819,키움 히어로즈,15132,2024
박찬혁,4000.0,-,-,키움 히어로즈,15068,2024
김동헌,4000.0,-0.12,-34516,키움 히어로즈,15473,2024
윤정현,4000.0,-0.01,-316216,키움 히어로즈,14131,2024
조영건,4000.0,-0.52,-7628,키움 히어로즈,14132,2024
김준형,3700.0,-,-,키움 히어로즈,14848,2024
박주홍,3600.0,-0.24,-14893,키움 히어로즈,14580,2024
김시앙,3600.0,-0.05,-76364,키움 히어로즈,14851,2024
주성원,3500.0,0.01,375377,키움 히어로즈,14133,2024
김인범,3300.0,0.68,4864,키움 히어로즈,14480,2024
오상원,14300.0,-,-,키움 히어로즈,15474,2024
김병휘,3300.0,-0.34,-9846,키움 히어로즈,14577,2024
김건희,25200.0,0.60,5377,키움 히어로즈,15472,2024
주승우,3200.0,0.74,4312,키움 히어로즈,15067,2024
이종민,3200.0,-0.15,-21098,키움 히어로즈,14576,2024
김동규,3100.0,-0.01,-234222,키움 히어로즈,15485,2024
조성훈,3100.0,-,-,키움 히어로즈,13125,2024
이승원,10100.0,-0.96,-3239,키움 히어로즈,15476,2024
송재선,10100.0,-,-,키움 히어로즈,15477,2024
양지율,3000.0,0.07,40694,키움 히어로즈,12854,2024
박승호,3000.0,-,-,키움 히어로즈,16134,2024
박범준,3000.0,-0.11,-28239,키움 히어로즈,16133,2024
박채울,3000.0,-,-,키움 히어로즈,16132,2024
김지성,3000.0,-,-,키움 히어로즈,16131,2024
송지후,3000.0,0.04,73695,키움 히어로즈,16130,2024
김주훈,3000.0,-,-,키움 히어로즈,16129,2024
고영우,3000.0,-0.59,-5117,키움 히어로즈,16128,2024
김연주,3000.0,-0.13,-22558,키움 히어로즈,16127,2024
이우현,3000.0,-,-,키움 히어로즈,16126,2024
손현기,3000.0,-0.10,-29484,키움 히어로즈,16125,2024
이재상,3000.0,-1.20,-2497,키움 히어로즈,16124,2024
김윤하,3000.0,0.45,6688,키움 히어로즈,16123,2024
전준표,3000.0,-0.30,-10074,키움 히어로즈,16122,2024
심휘윤,3000.0,-0.01,-273154,키움 히어로즈,16135,2024
원성준,3000.0,-0.25,-11991,키움 히어로즈,16136,2024
노운현,3000.0,-,-,키움 히어로즈,15027,2024
주승빈,3000.0,-,-,키움 히어로즈,15072,2024
김동욱,3000.0,0.11,26713,키움 히어로즈,14681,2024
안겸,6000.0,-,-,키움 히어로즈,15482,2024
변헌성,7000.0,-,-,키움 히어로즈,15481,2024
이호열,7000.0,-,-,키움 히어로즈,15480,2024
박성빈,8000.0,-0.03,-101587,키움 히어로즈,15479,2024
우승원,8000.0,-,-,키움 히어로즈,15478,2024
박준형,3000.0,-0.25,-12108,키움 히어로즈,14211,2024
박윤성,12000.0,0.04,72014,키움 히어로즈,15475,2024
서유신,6000.0,-,-,키움 히어로즈,15483,2024
이명기,3000.0,-,-,키움 히어로즈,14212,2024
신효수,1500.0,-,-,키움 히어로즈,16137,2024
류현진,200000.0,2.77,72322,한화 이글스,10590,2025
폰세,130000.0,5.86,19116,한화 이글스,16313,2025
플로리얼,97500.0,1.96,50070,한화 이글스,16312,2025
엄상백,90000.0,-0.11,-783140,한화 이글스,11318,2025
와이스,84000.0,3.42,24584,한화 이글스,16153,2025
채은성,60000.0,1.73,34667,한화 이글스,11215,2025
안치홍,50000.0,-1.17,-42635,한화 이글스,10014,2025
최재훈,50000.0,2.62,19096,한화 이글스,10170,2025
심우준,50000.0,0.16,320587,한화 이글스,11334,2025
노시환,33000.0,1.97,16764,한화 이글스,14125,2025
리베라토,28700.0,1.18,24220,한화 이글스,16396,2025
이태양,27000.0,0.05,516439,한화 이글스,10609,2025
주현상,25000.0,-0.07,-358015,한화 이글스,11415,2025
박상원,22000.0,1.16,19041,한화 이글스,12871,2025
장시환,15000.0,-,-,한화 이글스,10453,2025
장민재,15000.0,-,-,한화 이글스,10610,2025
김태연,14600.0,0.25,58459,한화 이글스,12585,2025
김범수,14300.0,0.74,19196,한화 이글스,11411,2025
김민우,13000.0,-,-,한화 이글스,11410,2025
이도윤,11000.0,0.47,23199,한화 이글스,11414,2025
문동주,10000.0,2.30,4357,한화 이글스,15013,2025
이재원,10000.0,0.11,88731,한화 이글스,10082,2025
한승혁,9400.0,1.70,5519,한화 이글스,10812,2025
이민우,9400.0,-,-,한화 이글스,13003,2025
하주석,9000.0,2.03,4433,한화 이글스,10913,2025
문현빈,8800.0,1.74,5062,한화 이글스,15422,2025
황영묵,8300.0,0.34,24381,한화 이글스,16110,2025
윤대경,7000.0,-,-,한화 이글스,11110,2025
최인호,6800.0,0.15,44444,한화 이글스,14707,2025
이진영,6200.0,2.38,2605,한화 이글스,12539,2025
김기중,6000.0,0.31,19506,한화 이글스,14808,2025
김서현,5600.0,2.38,2353,한화 이글스,15421,2025
김인환,5500.0,-0.30,-18530,한화 이글스,12589,2025
김종수,5500.0,0.38,14456,한화 이글스,11117,2025
김규연,5300.0,-,-,한화 이글스,14871,2025
이원석,5000.0,1.23,4072,한화 이글스,13138,2025
이상규,4800.0,-0.23,-20767,한화 이글스,13245,2025
황준서,4500.0,0.71,6337,한화 이글스,16107,2025
박상언,4200.0,-,-,한화 이글스,12587,2025
배민서,4100.0,-,-,한화 이글스,14158,2025
조동욱,4000.0,1.26,3175,한화 이글스,16108,2025
권광민,3800.0,-0.12,-32057,한화 이글스,13676,2025
윤산흠,3800.0,-0.04,-103378,한화 이글스,14196,2025
임종찬,3700.0,-0.12,-31331,한화 이글스,14706,2025
박정현,3700.0,-0.02,-180849,한화 이글스,14704,2025
조한민,3600.0,-,-,한화 이글스,14210,2025
이상혁,3500.0,-0.36,-9610,한화 이글스,15139,2025
유로결,3500.0,-0.31,-11252,한화 이글스,14126,2025
장지수,3400.0,-,-,한화 이글스,14178,2025
이충호,3400.0,-,-,한화 이글스,11116,2025
배동현,3400.0,-,-,한화 이글스,14809,2025
허관회,3300.0,-,-,한화 이글스,14204,2025
박성웅,3300.0,-,-,한화 이글스,13136,2025
장규현,3300.0,0.06,52038,한화 이글스,14811,2025
김건,3200.0,-,-,한화 이글스,14209,2025
김승일,3200.0,-0.05,-62000,한화 이글스,14711,2025
송호정,3100.0,-,-,한화 이글스,14812,2025
정민규,3100.0,-,-,한화 이글스,14813,2025
한경빈,3100.0,-,-,한화 이글스,15633,2025
허인서,3100.0,0.10,29929,한화 이글스,15015,2025
김도빈,3100.0,-,-,한화 이글스,16118,2025
한지윤,3000.0,-,-,한화 이글스,16303,2025
권민규,3000.0,-0.03,-97063,한화 이글스,16302,2025
정우주,3000.0,0.08,37671,한화 이글스,16301,2025
배승수,3000.0,-,-,한화 이글스,16304,2025
박상현,3000.0,-,-,한화 이글스,16306,2025
이민재,3000.0,-0.17,-18171,한화 이글스,16311,2025
최주원,3000.0,-,-,한화 이글스,16310,2025
엄요셉,3000.0,-,-,한화 이글스,16309,2025
엄상현,3000.0,-,-,한화 이글스,16308,2025
이지성,3000.0,-,-,한화 이글스,16307,2025
이동영,3000.0,-,-,한화 이글스,16305,2025
이승현,3000.0,0.13,23411,한화 이글스,16372,2025
박준영,3000.0,-,-,한화 이글스,15014,2025
안진,3000.0,-,-,한화 이글스,14876,2025
문승진,3000.0,-,-,한화 이글스,14874,2025
유민,3000.0,-,-,한화 이글스,15016,2025
이성민,3000.0,-,-,한화 이글스,15019,2025
정이황,3000.0,-,-,한화 이글스,14127,2025
김범준,3000.0,-,-,한화 이글스,14710,2025
원종혁,3000.0,-0.04,-69660,한화 이글스,16114,2025
최준서,3000.0,-,-,한화 이글스,16112,2025
이기창,3000.0,-,-,한화 이글스,16111,2025
정안석,3000.0,-,-,한화 이글스,16109,2025
한서구,3000.0,-,-,한화 이글스,15426,2025
성지훈,3000.0,-,-,한화 이글스,15631,2025
신우재,3000.0,-,-,한화 이글스,16011,2025
박부성,0.0,-,-,한화 이글스,16373,2025
양선률,0.0,-,-,한화 이글스,14682,2025
오스틴,168000.0,3.05,55006,LG 트윈스,15532,2025
박동원,120000.0,4.38,27387,LG 트윈스,10387,2025
에르난데스,112000.0,0.92,121512,LG 트윈스,16160,2025
치리노스,130000.0,2.69,41679,LG 트윈스,16286,2025
홍창기,65000.0,0.73,88999,LG 트윈스,12546,2025
박해민,60000.0,3.29,18232,LG 트윈스,11190,2025
김현수,50000.0,2.43,20606,LG 트윈스,10187,2025
문보경,41000.0,3.58,11468,LG 트윈스,14137,2025
김진성,33000.0,-0.04,-817072,LG 트윈스,11166,2025
오지환,30000.0,1.32,22660,LG 트윈스,10475,2025
이정용,27000.0,0.22,124346,LG 트윈스,14134,2025
유영찬,21000.0,-0.08,-252431,LG 트윈스,14669,2025
임찬규,20000.0,3.36,5953,LG 트윈스,10652,2025
함덕주,20000.0,-0.04,-454960,LG 트윈스,11094,2025
장현식,20000.0,0.92,21641,LG 트윈스,11164,2025
신민재,20000.0,1.20,16654,LG 트윈스,13056,2025
정우영,18000.0,-0.07,-271651,LG 트윈스,14136,2025
문성주,18000.0,2.26,7972,LG 트윈스,13112,2025
손주영,17200.0,1.59,10815,LG 트윈스,12908,2025
구본혁,13500.0,2.41,5605,LG 트윈스,14140,2025
최채흥,13000.0,-0.18,-70348,LG 트윈스,13156,2025
김유영,10500.0,-0.11,-93816,LG 트윈스,11229,2025
이우찬,10000.0,0.38,26465,LG 트윈스,10749,2025
김강률,10000.0,0.32,31099,LG 트윈스,10690,2025
이지강,8300.0,-0.12,-69809,LG 트윈스,14143,2025
심창민,8000.0,-,-,LG 트윈스,10720,2025
김준태,7500.0,-,-,LG 트윈스,10835,2025
김대현,7500.0,-,-,LG 트윈스,12532,2025
천성호,7100.0,1.19,5948,LG 트윈스,14606,2025
백승현,7000.0,0.33,20986,LG 트윈스,13009,2025
이영빈,6000.0,-0.01,-476395,LG 트윈스,14783,2025
박명근,6000.0,0.16,36428,LG 트윈스,15486,2025
김민수,6000.0,-0.04,-170731,LG 트윈스,12931,2025
안익훈,5200.0,-,-,LG 트윈스,11347,2025
김범석,4700.0,-,-,LG 트윈스,15484,2025
배재준,4500.0,0.02,264111,LG 트윈스,12697,2025
최승민,4300.0,-0.02,-213979,LG 트윈스,14187,2025
김영준,4200.0,-,-,LG 트윈스,13102,2025
이종준,4200.0,-,-,LG 트윈스,14651,2025
최원영,4000.0,0.60,6656,LG 트윈스,15084,2025
